CLUSTER,QTD_MUNICIPIOS,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,650,452.8453659911673,501.5993407070693,490.6330123472516,452.82303526045945,497.7445910841447,1.0593534001619018
1,643,469.1101479893654,525.1153259688346,512.7762214151168,479.10085009102323,526.2706483347517,1.5490902438683933
2,434,489.4099417020968,547.4419301351913,534.7727908902917,511.0095719250259,555.1075594917089,2.1705374723965147
