CLUSTER,QTD_UFS,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,11,463.06554384902506,517.4171837240947,503.7154294680738,464.9769990417844,517.6521926749856,1.1994878033022653
1,8,473.0011758254516,528.0387564000417,514.1335267698106,479.9699148489424,536.254833690941,1.2030238579916084
2,8,487.27434808420855,547.4125201964079,532.714661110319,506.0362481708055,552.0679906613569,1.9964643413029406
