CLUSTER,QTD_UFS,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,10,473.53449475997013,547.6961564014234,506.077263371581,505.8759316521358,476.51372655367504,1.173025300248972
1,9,484.4813797940251,560.7688286392431,518.0405746236806,522.6445103437582,502.5925585387127,1.3116650110729289
2,8,503.2215654415305,584.4811537642306,541.4280630882907,547.4171222240425,528.523306421338,2.127700036641385
