CLUSTER,QTD_MUNICIPIOS,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,618,460.92733833162737,532.1854825953961,489.1650331562147,492.17183387109213,450.62924461658247,1.0733699202316747
1,652,481.0978425534707,559.4136726898352,515.936722713988,518.663065569873,490.2890783584319,1.5905777057887815
2,455,505.491393859027,585.2308985596318,541.9769628273738,552.2100362874332,535.05408426657,2.3111604487699653
