NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,MEDIA_GERAL,RENDA_FAMILIAR_SM_MEDIA
MANGARATIBA,RJ,351,496.34017094017094,533.177207977208,525.1592592592592,519.9019943019944,601.0826210826211,535.1322507122507,2.687645687645688
MANHUAÇU,MG,2160,504.1318981481481,531.3162037037036,521.1868981481481,554.7507870370371,665.4166666666666,555.3604907407406,2.317519766957969
MANHUMIRIM,MG,381,500.09160104986876,540.2538057742782,531.2624671916011,546.2152230971128,664.6194225721785,556.4885039370079,2.148418491484185
MANICORÉ,AM,253,450.14664031620555,470.96996047430827,466.3249011857707,452.7399209486166,507.3517786561265,469.50664031620556,1.3620352250489236
MANTENA,MG,346,493.3468208092485,522.7658959537572,516.7179190751444,536.9543352601156,622.0809248554913,538.3731791907514,2.4113300492610836
MARABÁ,PA,6624,477.034586352657,502.63066123188406,495.4222675120773,494.9848580917875,612.2524154589372,516.4649577294687,2.027884384744543
MARACAJU,MS,305,484.03245901639343,505.64295081967214,508.12459016393444,514.0668852459016,575.8032786885246,517.5340327868853,3.3775
MARACANAÚ,CE,3750,476.3647733333333,513.9026666666666,513.6466399999999,508.30421333333334,608.672,524.1780586666666,1.5147030373379764
MARACAÇUMÉ,MA,476,450.0350840336135,463.3813025210084,468.2636554621849,455.56029411764706,534.1596638655462,474.28000000000003,1.1313993174061434
MARACÁS,BA,716,463.76634078212294,492.50600558659215,491.01899441340777,468.44860335195534,573.4078212290502,497.82955307262574,1.1637731481481481
MARAGOGIPE,BA,381,453.55433070866144,478.30078740157484,470.16220472440943,458.35721784776905,556.1679790026246,483.30850393700786,1.01131221719457
MARANGUAPE,CE,1617,473.1787878787879,500.16777983920844,500.2352504638219,508.23735312306746,589.8453927025356,514.3329128014842,1.3990645002461841
MARATAÍZES,ES,621,498.3727858293076,518.4405797101449,515.7690821256039,546.5370370370371,624.219001610306,540.6676972624798,1.9766666666666666
MARAU,RS,852,498.36384976525824,528.3523474178404,524.0985915492957,534.580868544601,662.3474178403756,549.5486150234741,3.1475507765830346
MARAVILHA,SC,848,500.8235849056604,532.3003537735849,523.1352594339622,546.3850235849056,632.2641509433962,546.9816745283018,3.917004048582996
MARAÃ,AM,65,426.5784615384615,444.2646153846154,449.5,411.9030769230769,374.46153846153845,421.3415384615385,0.9289772727272727
MARCELÂNDIA,MT,73,488.84657534246577,511.00410958904115,500.1904109589041,494.33013698630134,522.1917808219179,503.312602739726,3.5737704918032787
MARCO,CE,1124,457.3225978647687,478.41396797153027,481.98985765124553,502.34599644128116,603.5053380782919,504.7155516014235,1.2303639846743295
MARECHAL CÂNDIDO RONDON,PR,767,497.43559322033894,539.9088657105606,532.4294654498044,556.6735332464145,640.3389830508474,553.3572881355933,3.91688654353562
MARECHAL DEODORO,AL,945,473.70084656084657,501.15777777777777,502.2952380952381,497.02444444444444,581.0370370370371,511.0430687830688,1.8113865220759102
MARECHAL THAUMATURGO,AC,126,446.965873015873,478.62936507936513,469.0238095238095,446.3452380952381,554.7619047619048,479.14523809523814,1.2245989304812834
MARI,PB,437,469.84759725400454,498.6128146453089,490.4725400457666,484.62013729977116,590.7093821510298,506.85249427917626,1.008364312267658
MARIALVA,PR,242,508.7838842975207,533.353305785124,526.754958677686,547.3946280991736,624.1322314049587,548.0838016528926,3.2772727272727273
MARIANA,MG,1121,511.2559322033899,541.9270294380018,531.8407671721677,553.2565566458519,637.4843889384479,555.1529348795718,2.676489226869455
MARICÁ,RJ,2134,501.82535145267104,540.8710402999063,531.4251640112465,539.6513120899718,633.8425492033739,549.5230834114338,2.9710571923743503
MARINGÁ,PR,4917,524.2492576774456,548.3834655277608,542.5163514338011,571.6224323774659,666.2639821029082,570.6070978238763,4.146921921921922
MARITUBA,PA,2275,472.0382417582418,504.2112087912088,493.8768351648352,479.35476923076925,596.123076923077,509.12082637362636,1.3956097560975609
MARTINÓPOLIS,SP,279,500.1143369175627,529.8376344086022,524.2612903225806,555.958064516129,607.0967741935484,543.4536200716846,2.609567901234568
MARUIM,SE,389,460.8750642673522,488.81876606683807,485.95321336760924,459.58277634961445,590.3341902313624,497.1128020565553,1.3356713426853708
MARÍLIA,SP,3274,523.8710751374465,549.6782834453268,542.1850946854001,583.8310018326206,682.3579718998168,576.3846854001221,3.6311586356253382
MASSAPÊ,CE,761,463.30565045992114,487.15124835742444,486.8893561103811,491.1391590013141,591.1957950065703,503.9362417871222,1.1733668341708543
MATA DE SÃO JOÃO,BA,417,468.7764988009592,509.51534772182254,503.5187050359712,488.1829736211031,567.0023980815348,507.3991846522782,1.534364261168385
MATEUS LEME,MG,323,505.3157894736842,538.3529411764706,527.0040247678019,548.1080495356036,613.1888544891641,546.3939318885449,2.420374707259953
MATINHA,MA,521,437.91170825335894,458.67236084452975,456.34587332053746,443.1917466410749,530.3262955854127,465.2895969289828,0.9360374414976599
MATINHOS,PR,527,487.3817836812144,521.4457305502847,520.0485768500948,512.09165085389,550.5123339658444,518.2960151802656,2.459197786998617
MATOZINHOS,MG,399,510.75914786967417,546.6754385964912,537.6932330827068,551.0508771929824,638.3458646616541,556.9049122807018,2.7331460674157304
MATÃO,SP,743,518.1415881561238,543.9224764468372,538.7736204576042,575.2441453566622,642.0995962314939,563.6362853297444,3.318426724137931
MAURITI,CE,1092,469.0067765567766,490.95366300366305,486.4068681318682,494.4572344322345,595.9157509157509,507.34805860805864,1.2300672430355428
MAUÁ,SP,3192,497.86275062656637,537.5900375939849,535.9681077694236,541.2336779448622,611.6666666666666,544.8642481203007,2.648762207585737
MAUÁ DA SERRA,PR,270,484.02074074074073,510.03740740740744,512.1444444444444,516.6248148148148,549.4814814814815,514.4617777777778,2.5580357142857144
MAUÉS,AM,364,452.3282967032967,482.20549450549447,481.8115384615384,459.2167582417582,515.0,478.1124175824176,1.336884154460719
MAZAGÃO,AP,255,447.0819607843137,463.7207843137255,459.82941176470587,449.7274509803922,491.84313725490193,462.44054901960783,1.4092140921409213
MEDEIROS NETO,BA,314,479.13407643312104,508.9805732484076,502.46751592356685,496.1054140127389,605.3503184713376,518.4075796178344,1.5147783251231528
MEDIANEIRA,PR,1021,499.11204701273266,534.7287952987267,530.4523016650343,551.2254652301665,607.2673849167483,544.5571988246816,3.404882154882155
MESQUITA,RJ,1644,486.0953163017031,523.4465328467153,516.701094890511,514.4554136253041,580.8394160583941,524.3075547445254,1.9227083333333332
MIGUEL ALVES,PI,279,461.4197132616488,478.65125448028675,479.4591397849463,472.64551971326165,597.9928315412186,498.0336917562724,1.1461267605633803
MIGUEL CALMON,BA,708,467.54138418079094,491.48644067796613,489.46483050847456,486.7141242937853,588.728813559322,504.7871186440678,1.266470588235294
MIGUEL PEREIRA,RJ,515,499.2370873786408,532.5681553398058,527.6908737864078,544.2683495145632,627.7669902912621,546.3062912621359,2.4896296296296296
MILAGRES,BA,1186,468.68220910623944,502.1202360876897,496.15750421585165,497.97293423271503,608.3642495784148,514.6594266441821,1.2908633696563285
MIMOSO DO SUL,ES,370,501.0302702702703,522.878918918919,517.6656756756756,543.3824324324324,665.6216216216217,550.1157837837839,2.206855791962175
MINAS NOVAS,MG,506,476.6041501976285,504.2169960474308,499.7381422924901,506.7893280632411,581.1857707509881,513.7068774703557,1.576782449725777
MINAÇU,GO,445,483.6119101123595,494.7885393258427,497.8413483146067,511.0247191011236,622.0224719101124,521.857797752809,2.2374350086655115
MINEIROS,GO,995,488.3515577889447,516.2981909547739,510.62804020100504,525.4323618090452,639.8190954773869,536.1058492462312,2.7438725490196076
MIRACATU,SP,191,483.18848167539267,517.9366492146596,522.6298429319372,528.0167539267015,576.8586387434555,525.7260732984292,2.0553435114503817
MIRACEMA,RJ,439,484.04783599088836,521.3801822323462,517.1464692482915,518.7259681093394,651.7995444191343,538.62,2.028735632183908
MIRACEMA DO TOCANTINS,TO,590,470.33406779661016,494.00288135593223,490.8374576271186,483.33983050847456,580.1355932203389,503.72996610169486,1.8570391872278664
MIRANDA,MS,196,463.00357142857143,496.83367346938775,489.91683673469385,468.55,517.4489795918367,487.1506122448979,1.9189189189189189
MIRANDIBA,PE,340,467.34558823529414,488.5782352941177,483.52735294117645,491.96588235294115,545.1764705882352,495.31870588235296,1.3477272727272727
MIRANDÓPOLIS,SP,331,511.2737160120846,541.6283987915408,532.7580060422961,560.5163141993958,654.8036253776435,560.1960120845922,2.9246575342465753
MIRANTE DA SERRA,RO,211,479.29099526066346,495.8028436018957,491.1578199052133,490.36066350710905,633.175355450237,517.9575355450237,2.371308016877637
MIRANTE DO PARANAPANEMA,SP,170,489.87294117647053,520.9688235294118,512.45,525.8682352941177,586.2352941176471,527.0790588235293,1.6615384615384616
MIRASSOL,SP,658,512.0550151975684,544.8186930091185,538.8723404255319,570.4509118541033,648.936170212766,563.0266261398176,3.4947289156626504
MIRASSOL D'OESTE,MT,366,468.8931693989071,493.7273224043716,493.60573770491806,479.201912568306,569.0710382513661,500.8998360655738,2.1434010152284264
MIRINZAL,MA,596,442.68791946308727,457.446644295302,462.1744966442953,435.66442953020135,513.2214765100671,462.2389932885906,0.9381153305203939
MISSÃO VELHA,CE,660,476.4463636363636,497.1209090909091,492.53318181818184,504.22166666666664,614.7575757575758,517.0159393939393,1.3623978201634876
MOCAJUBA,PA,1273,445.87847604084845,461.1704634721131,455.36818538884523,439.59049489395125,530.7305577376277,466.5476355066771,0.9520921770770163
MOCOCA,SP,829,513.3916767189385,543.2300361881786,537.8897466827502,573.0603136308806,681.8335343787696,569.8810615199034,3.1638755980861246
MOGI DAS CRUZES,SP,4813,516.270704342406,546.238042800748,543.5175358404322,579.1398296280906,648.2069395387492,566.6746104300853,3.4836256263421617
MOGI GUAÇU,SP,1066,523.7923076923076,555.0082551594747,547.3045028142589,586.6852720450281,656.7542213883677,573.9089118198874,3.5464834276475345
MOGI MIRIM,SP,748,530.8763368983957,562.5994652406417,552.8046791443851,598.8902406417112,674.5187165775401,583.9378877005348,4.63150867823765
MOJU,PA,1052,453.93231939163496,475.4774714828897,470.446958174905,448.2807034220532,530.6463878326996,475.75676806083646,1.2024647887323943
MOMBAÇA,CE,631,469.3107765451664,500.82329635499207,497.03724247226626,509.7129952456419,579.7147385103011,511.3198098256736,1.1780167264038233
MONGAGUÁ,SP,448,485.46964285714284,532.9805803571428,526.9200892857143,528.7015625,576.6517857142857,530.1447321428572,2.2173174872665533
MONSENHOR GIL,PI,429,453.0039627039627,483.9121212121212,484.24079254079254,470.70512820512823,578.7412587412588,494.1206526806527,1.223021582733813
MONSENHOR TABOSA,CE,351,444.44871794871796,471.5190883190883,481.7159544159544,469.785754985755,538.2905982905983,481.15202279202276,0.8445945945945946
MONTANHA,ES,384,494.50624999999997,517.7296875000001,509.77421875,520.0575520833333,644.2708333333334,537.2677083333334,1.6608315098468271
MONTE ALEGRE,PA,859,449.83061699650756,473.7941792782305,470.9720605355064,456.6415599534342,569.1734575087311,484.0823748544819,1.2413087934560327
MONTE ALEGRE DE SERGIPE,SE,300,471.3793333333333,498.92633333333333,489.6136666666667,492.6553333333334,639.7333333333333,518.4616,1.0982758620689654
MONTE ALTO,SP,411,521.3357664233577,543.9586374695864,539.6435523114355,581.4311435523115,684.574209245742,574.1886618004867,3.4188861985472156
MONTE APRAZÍVEL,SP,446,504.2890134529148,520.4470852017937,521.5816143497758,551.1901345291479,624.4394618834081,544.3894618834081,2.9155555555555557
MONTE AZUL,MG,457,481.3938730853392,505.39781181619253,501.79781181619256,522.4192560175055,607.3522975929978,523.6722100656455,1.470715835140998
MONTE CARMELO,MG,749,494.55727636849133,527.0165554072097,519.8078771695593,536.3869158878505,628.3311081441923,541.2199465954607,2.481226533166458
MONTE MOR,SP,508,495.0870078740158,533.4399606299213,527.409251968504,544.0870078740157,590.3149606299213,538.0676377952757,2.6621233859397417
MONTE NEGRO,RO,128,473.87578125,486.875,485.36796875,486.68828125,572.1875,500.99890625000006,1.9968944099378882
MONTE SANTO,BA,520,467.3090384615385,490.4492307692308,483.6486538461538,478.5151923076923,578.4230769230769,499.66903846153843,1.0123355263157894
MONTE SIÃO,MG,390,513.3602564102564,550.9338461538462,544.2671794871795,577.7930769230769,652.2051282051282,567.7118974358975,3.139423076923077
MONTEIRO,PB,1142,466.839404553415,498.6901050788091,498.4153239929948,492.17530647985984,584.938704028021,508.21176882662,1.1472282217422607
MONTENEGRO,RS,885,504.743615819209,542.3787570621469,538.4546892655368,561.4159322033898,642.2598870056497,557.8505762711864,3.269767441860465
MONTES ALTOS,MA,440,463.2481818181818,482.15159090909094,479.86068181818183,469.9127272727273,556.7727272727273,490.3891818181819,1.3265107212475633
MONTES CLAROS,MG,9261,518.3275456214233,545.5295540438398,536.2426843753375,563.9596587841486,689.2387431162941,570.6596371882085,2.6123367073276236
MORADA NOVA,CE,961,480.8507804370447,507.6883454734651,506.0825182101977,517.9079084287201,633.3402705515089,529.1739646201873,1.4346846846846846
MORENO,PE,1029,478.4326530612245,511.1058309037901,505.4581146744412,506.54373177842564,627.405247813411,525.7891156462586,1.5515507124895223
MORRINHOS,GO,811,496.4166461159063,516.9496917385943,513.7225647348952,536.5967940813811,646.8803945745992,542.1132182490752,2.471458773784355
MORRO DO CHAPÉU,BA,927,467.64606256742184,494.3145631067961,496.6675296655879,482.6427184466019,585.0485436893204,505.26388349514565,1.2787037037037037
MOSSORÓ,RN,7172,500.86628555493587,526.803262688232,521.9489682097044,540.2804099274958,651.2604573340769,548.231876742889,2.3200813191777727
MOSTARDAS,RS,123,472.0463414634146,503.8650406504065,502.7081300813008,490.630081300813,552.1951219512196,504.2889430894309,2.412751677852349
MUANÁ,PA,635,448.7642519685039,472.4176377952756,462.67685039370076,445.52803149606297,493.8582677165354,464.64900787401575,1.092327698309493
MUCAJAÍ,RR,91,468.0461538461538,497.6285714285714,487.9725274725275,485.8736263736264,520.0,491.90417582417575,1.882608695652174
MUCURI,BA,417,493.29784172661874,515.4064748201439,507.16115107913674,531.1129496402878,624.9400479616307,534.3836930455635,2.1444444444444444
MULUNGU,CE,279,452.9863799283154,488.36845878136194,483.65627240143374,476.21254480286734,598.7813620071685,500.00100358422935,1.0933333333333333
MURIAÉ,MG,2080,507.03413461538463,538.6001923076923,528.5370192307693,556.6804807692307,675.8942307692307,561.3492115384615,2.535983263598326
MURITIBA,BA,390,470.5371794871795,501.5069230769231,495.1966666666667,477.8771794871795,565.8974358974359,502.203076923077,1.482598607888631
MUTUM,MG,254,498.3496062992126,529.6129921259843,520.5937007874015,559.992125984252,663.7007874015748,554.449842519685,1.942367601246106
MUTUÍPE,BA,768,468.01067708333335,485.08424479166666,482.04973958333335,471.56080729166666,594.4270833333334,500.22651041666666,1.2313860252004583
MUZAMBINHO,MG,752,504.67832446808507,536.4768617021276,526.2140957446809,562.2058510638298,648.7765957446809,555.6703457446808,2.448611111111111
MÂNCIO LIMA,AC,268,448.6735074626866,474.2141791044776,474.3361940298508,453.33097014925374,559.6268656716418,482.036343283582,1.2634803921568627
MÃE DO RIO,PA,703,458.4537695590327,483.5847795163584,476.2076813655761,466.55007112375534,575.3058321479374,492.020426742532,1.2845873786407767
NANUQUE,MG,481,483.48898128898134,514.7463617463618,508.8808731808732,510.9467775467775,605.1975051975052,524.6520997920998,1.8834782608695653
NATAL,RN,23026,516.8114348996786,549.8327108486059,540.3039477112828,563.7048640667072,659.7272648310606,566.076044471467,3.1286642674958944
NATIVIDADE,TO,151,440.105298013245,466.76423841059596,474.97748344370865,444.2331125827814,503.44370860927154,465.9047682119205,1.7307692307692308
NAVEGANTES,SC,916,481.8593886462882,528.1092794759825,526.936135371179,514.4819868995634,600.5676855895197,530.3908951965066,3.0675990675990676
NAVIRAÍ,MS,584,489.13938356164385,515.953595890411,510.2190068493151,520.3934931506849,596.472602739726,526.4356164383562,2.517857142857143
NAZARÉ,BA,980,457.7180612244898,485.2937755102041,480.254387755102,457.93602040816324,560.8163265306123,488.40371428571433,1.2289762340036563
NAZARÉ DA MATA,PE,1067,473.0613870665417,503.655763823805,493.3147141518276,498.7356138706654,615.6701030927835,516.8875164011247,1.3332025117739403
NEPOMUCENO,MG,303,506.7039603960396,535.8610561056105,525.0257425742574,556.9316831683168,647.2607260726072,554.3566336633663,2.213091922005571
NERÓPOLIS,GO,741,484.65330634278,513.4994601889339,505.3090418353576,510.46990553306347,602.2402159244265,523.2343859649123,2.241917502787068
NEÓPOLIS,SE,881,447.3035187287174,461.7584562996595,463.79648127128263,452.99863791146424,546.5153234960272,474.4744835414302,1.148787313432836
NHAMUNDÁ,AM,435,437.23609195402304,458.98091954022993,456.7448275862069,435.47080459770115,531.0344827586207,463.8934252873563,1.1025641025641026
NILÓPOLIS,RJ,2727,490.3982764943161,532.3779611294462,525.727026035937,526.0307297396406,603.3956729006234,535.5859332599927,2.216975906950983
NIOAQUE,MS,144,457.02430555555554,481.69097222222223,480.71736111111113,472.92291666666665,508.19444444444446,480.11,1.8526011560693643
NIQUELÂNDIA,GO,407,485.0653562653563,501.83169533169536,500.89778869778866,517.2078624078624,658.8206388206388,532.7646683046684,2.0714285714285716
NITERÓI,RJ,10174,525.7450560251622,561.0195891488107,549.7647238057795,588.6253194417142,699.3178690780421,584.8945114999017,4.502195100535604
NOSSA SENHORA APARECIDA,SE,277,462.2913357400722,489.9480144404332,482.57906137184114,479.72057761732856,628.086642599278,508.5251263537906,1.4812734082397003
NOSSA SENHORA DA GLÓRIA,SE,1177,479.72489379779097,504.75938827527614,495.9954120645709,500.96788445199655,631.7587085811385,522.6412574341546,1.3603174603174604
NOSSA SENHORA DAS DORES,SE,718,462.6091922005571,486.4952646239554,479.4114206128134,473.3043175487465,627.4930362116992,505.8626462395543,1.1503579952267302
NOSSA SENHORA DO LIVRAMENTO,MT,88,448.20454545454544,479.5920454545454,478.76477272727277,461.1136363636364,505.6818181818182,474.67136363636365,1.696
NOSSA SENHORA DO SOCORRO,SE,2479,475.90354981847514,505.33372327551433,500.8060911657927,488.3594594594595,612.4647035094796,516.5735054457442,1.4267364414843007
NOVA ANDRADINA,MS,648,491.9285493827161,521.6498456790123,514.8851851851852,528.8283950617284,604.1358024691358,532.2855555555554,2.789473684210526
NOVA BRASILÂNDIA D'OESTE,RO,168,467.84285714285716,505.0589285714285,493.7922619047619,495.25178571428575,626.6666666666666,517.7225,1.7793522267206479
NOVA CRUZ,RN,1541,474.4037637897469,499.32121998702144,494.04730694354316,499.7382219338092,603.7767683322518,514.2574561972745,1.4232035106966539
NOVA ERA,MG,369,499.65962059620597,530.0211382113821,521.5010840108401,552.7233062330623,642.4932249322493,549.2796747967479,2.359447004608295
NOVA ESPERANÇA,PR,282,488.24432624113473,513.4471631205674,512.2907801418439,521.8765957446809,615.3900709219859,530.2497872340425,2.8932291666666665
NOVA FRIBURGO,RJ,3117,520.0925890279115,552.1236124478665,540.2313121591274,577.000769971126,707.1607314725698,579.3218030157202,3.076447527141134
NOVA IGUAÇU,RJ,9019,486.0795099234948,525.0830912518018,518.8135048231511,514.0842665483979,597.2768599623018,528.2674465018295,2.0057466860776954
NOVA LIMA,MG,1358,527.1172312223858,556.9597201767306,549.6829896907217,592.6452135493372,664.5655375552283,578.1941384388807,4.2573341836734695
NOVA MUTUM,MT,469,484.08742004264394,524.6699360341152,516.5861407249466,516.6673773987206,613.4328358208955,531.0887420042644,3.587326120556414
NOVA ODESSA,SP,484,513.6390495867769,553.2657024793388,545.0291322314049,576.0729338842975,632.9752066115702,564.1964049586776,3.700772200772201
NOVA OLINDA,CE,477,462.76268343815514,490.2603773584906,487.2750524109015,493.38134171907757,571.3207547169811,501.0000419287211,1.2667910447761195
NOVA OLINDA DO NORTE,AM,250,447.2568,465.5716,462.356,449.6676,485.44,462.0584,1.0736263736263736
NOVA OLÍMPIA,MT,177,455.35310734463275,496.7446327683616,491.5762711864407,467.61186440677966,560.6779661016949,494.3927683615819,2.466666666666667
NOVA PETRÓPOLIS,RS,314,536.8732484076434,564.187898089172,557.0843949044586,613.4006369426751,695.4777070063694,593.4047770700638,4.075757575757576
NOVA PRATA,RS,509,487.8797642436149,529.8532416502946,529.1438113948919,529.8005893909627,652.5343811394891,545.8423575638507,3.512359550561798
NOVA RUSSAS,CE,1244,459.76085209003213,479.7413183279742,481.9272508038585,482.04999999999995,554.871382636656,491.6701607717042,1.1951219512195121
NOVA SERRANA,MG,710,495.8715492957746,539.6866197183099,534.0529577464788,556.811971830986,639.0985915492957,553.104338028169,2.5434560327198366
NOVA VENÉCIA,ES,834,504.57146282973616,535.5458033573142,525.2049160671463,555.9249400479616,648.705035971223,553.9904316546763,2.144308943089431
NOVA VIÇOSA,BA,435,465.7583908045977,490.2528735632184,483.52758620689656,474.41402298850574,558.7126436781609,494.5331034482759,1.4956293706293706
NOVA XAVANTINA,MT,335,456.67582089552235,483.4188059701492,483.3764179104478,468.31940298507465,533.9104477611941,485.1401791044776,2.9668587896253604
NOVO ACORDO,TO,227,439.3788546255507,448.30484581497797,452.3603524229075,440.3189427312775,501.4977973568282,456.3721585903084,1.4330065359477124
NOVO AIRÃO,AM,113,423.2230088495575,471.96902654867256,473.62831858407077,431.0477876106195,592.212389380531,478.4161061946903,1.492063492063492
NOVO ARIPUANÃ,AM,130,431.5684615384616,458.8976923076923,462.8676923076923,436.2915384615385,484.3076923076923,454.7866153846154,1.2610441767068272
NOVO CRUZEIRO,MG,521,471.82629558541265,501.9698656429942,494.30479846449134,494.47773512476004,572.514395393474,507.0186180422264,1.3532513181019332
NOVO GAMA,GO,832,469.90240384615385,506.6402644230769,501.62415865384617,486.7842548076923,568.4375,506.67771634615383,1.5823657474600872
NOVO HAMBURGO,RS,1671,514.4667863554757,554.8921603830042,551.1988629563136,577.6055056852184,640.8617594254937,567.8050149611012,3.6741472172351886
NOVO HORIZONTE,SP,498,500.7835341365462,522.191967871486,521.8295180722891,558.7815261044177,728.3132530120482,566.3799598393574,2.8975095785440614
NOVO ORIENTE,CE,700,460.04871428571425,486.9147142857143,486.0438571428572,501.49885714285716,584.3428571428572,503.76980000000003,1.0875
NOVO PROGRESSO,PA,242,475.3537190082645,496.7082644628099,495.8177685950413,494.0305785123967,576.1157024793389,507.6052066115702,2.2807971014492754
NOVO REPARTIMENTO,PA,424,463.4686320754717,488.9186320754717,480.9393867924528,477.1417452830189,558.4905660377359,493.79179245283024,1.6061224489795918
NÍSIA FLORESTA,RN,250,474.1284,501.25559999999996,500.2348,480.416,565.36,504.27896,1.4461538461538461
OCARA,CE,553,455.0222423146474,484.16998191681733,485.35895117540684,484.7781193490054,499.52983725135624,481.7718264014467,1.1952554744525548
OEIRAS,PI,1995,459.53749373433584,481.59518796992484,477.8828070175438,485.505313283208,579.6691729323309,496.8379949874687,1.151364113326338
OEIRAS DO PARÁ,PA,541,450.42735674676527,474.04658040665436,466.9480591497227,451.38669131238447,540.4805914972274,476.65785582255086,1.089001447178003
OIAPOQUE,AP,482,447.0292531120332,459.0253112033195,459.2064315352697,426.72966804979256,480.70539419087135,454.5392116182573,1.509375
OLHO D'ÁGUA DAS FLORES,AL,911,455.3278814489572,478.5349066959385,472.0482985729967,470.289462129528,538.2436882546652,482.8888474204171,1.188671209540034
OLINDA,PE,6071,491.65325317081204,520.0971339153352,517.5465821116784,527.850469444902,619.5124361719651,535.3319749629385,2.0282482048502914
OLIVEIRA,MG,961,522.0559833506763,546.8719042663892,535.2803329864724,582.1026014568158,709.1779396462018,579.097752341311,2.820837927232635
OLIVEIRA DOS BREJINHOS,BA,197,453.5598984771574,468.2472081218274,471.75380710659897,477.07817258883244,581.015228426396,490.33086294416245,1.2772511848341233
OLÍMPIA,SP,684,511.71198830409355,539.9972222222221,535.0394736842105,573.3133040935672,630.7894736842105,558.1702923976608,2.9625766871165644
ORIXIMINÁ,PA,963,460.5160955347871,493.6817237798546,480.5932502596054,469.72242990654206,555.742471443406,492.051194184839,1.342292490118577
ORLEANS,SC,358,507.64608938547485,531.5175977653631,525.5494413407822,551.5650837988826,656.0335195530727,554.4623463687151,3.5
ORLÂNDIA,SP,955,493.1068062827225,521.2038743455497,517.5539267015707,532.5416753926702,662.7434554973822,545.429947643979,2.9861376673040154
OROBÓ,PE,676,472.9534023668639,497.7510355029586,497.3674556213018,498.71804733727816,637.9881656804733,520.9556213017752,1.1658130601792573
ORÓS,CE,341,464.17478005865104,492.96803519061586,491.2196480938416,487.72903225806454,532.1407624633431,493.64645161290326,1.1345029239766082
OSASCO,SP,8239,507.8023546546911,545.7702997936643,540.2026702269693,556.5112999150382,636.2228425779828,557.3018934336691,3.4882881940813553
OSVALDO CRUZ,SP,402,498.67636815920395,540.2266169154229,538.8114427860697,560.7174129353234,645.820895522388,556.8505472636816,2.6818181818181817
OSÓRIO,RS,763,505.64744429882046,545.6272608125819,539.4006553079947,552.6003931847969,665.6094364351245,561.7770380078637,3.1431767337807606
OURICURI,PE,1573,478.0884297520661,501.6075651621106,496.60648442466623,506.5022250476796,586.7260012714559,513.9061411315956,1.3529741863075195
OURINHOS,SP,1334,507.7616191904048,537.4229385307345,535.945127436282,563.9775862068965,629.8950524737631,555.0004647676162,3.0756556825823806
OURO BRANCO,MG,679,524.4397643593519,556.3729013254787,543.4630338733432,579.5341678939617,667.3343151693667,574.2288365243004,3.0076291079812205
OURO FINO,MG,328,516.9362804878049,539.172256097561,527.2603658536585,578.2173780487805,658.5365853658536,564.0245731707317,2.8264094955489614
OURO PRETO,MG,1411,512.934868887314,545.7897236002835,532.636428065202,555.4873848334514,624.5641389085755,554.2825088589652,2.808714918759232
OURO PRETO DO OESTE,RO,535,478.7889719626168,511.2383177570093,503.26355140186917,513.3140186915888,595.9626168224299,520.5134953271029,2.3961424332344214
OURÉM,PA,422,451.08601895734597,471.6822274881516,464.57796208530806,466.05616113744077,560.1421800947867,482.70890995260663,1.1377777777777778
PACAJUS,CE,1508,472.0538461538461,503.58136604774535,503.2545092838197,509.91644562334216,574.2572944297082,512.6126923076923,1.4235064209938582
PACAJÁ,PA,393,457.71704834605595,480.2631043256997,476.6944020356234,457.88346055979645,544.1730279898219,483.3462086513995,1.6322505800464038
PACATUBA,CE,1127,472.6073646850044,499.8118012422361,501.1165039929015,497.76362023070095,604.4365572315883,515.1471694764863,1.3327814569536425
PACOTI,CE,665,447.1485714285714,468.4827067669173,472.05924812030077,460.915939849624,548.3308270676691,479.3874586466165,1.0735537190082645
PADRE BERNARDO,GO,336,443.6979166666667,473.90625,473.8580357142857,448.46011904761906,506.07142857142856,469.19875,1.7373887240356083
PADRE PARAÍSO,MG,250,483.93359999999996,507.7892,499.346,516.0975999999999,583.52,518.13728,1.5243161094224924
PAIÇANDU,PR,207,494.43091787439613,523.207729468599,517.987922705314,511.75265700483095,575.072463768116,524.4903381642513,2.481424148606811
PALHOÇA,SC,2660,509.01496240601506,545.0738721804511,536.6298496240602,559.1467293233083,631.0902255639098,556.1911278195489,3.1820161792159305
PALMARES,PE,1230,469.0265040650406,494.69008130081306,495.8974796747968,501.1756910569105,600.3252032520326,512.2229918699188,1.3551549652118913
PALMAS,TO,6550,502.4605496183206,528.6075877862596,523.8360916030534,542.8230076335878,638.9190839694656,547.3292641221375,3.486777668952008
PALMAS DE MONTE ALTO,BA,298,478.7892617449665,516.679865771812,504.6322147651006,503.2802013422819,620.9395973154362,524.8642281879195,1.3136942675159236
PALMEIRA,PR,335,508.4949253731343,539.6620895522387,530.6994029850746,537.3486567164178,584.955223880597,540.2320597014925,3.3043981481481484
PALMEIRA DAS MISSÕES,RS,728,490.41401098901105,514.5608516483517,515.3067307692307,510.8428571428571,610.8791208791209,528.4007142857142,2.5177865612648223
