NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,MEDIA_GERAL,RENDA_FAMILIAR_SM_MEDIA
CORAÇÃO DE MARIA,BA,439,457.6612756264237,486.03166287015944,479.19293849658317,465.3904328018223,569.7949886104784,491.6142596810934,1.1024096385542168
CORDEIROS,BA,468,479.7226495726496,512.0175213675213,502.62264957264955,516.1465811965812,625.3418803418804,527.1702564102563,1.283427495291902
COREAÚ,CE,625,464.3184,499.89472,493.69344,520.21552,584.128,512.450016,1.1764705882352942
CORINTO,MG,201,484.38557213930346,517.244776119403,507.4786069651741,510.8965174129353,589.7512437810946,521.9513432835821,2.1076923076923078
CORNÉLIO PROCÓPIO,PR,1146,494.26387434554977,525.0880453752181,520.6357766143107,540.1769633507854,591.500872600349,534.3331064572425,2.8100453172205437
COROATÁ,MA,921,452.8257328990228,476.4929424538545,472.9781758957655,462.5927252985885,591.9652551574376,491.37096634093376,1.0977822580645162
COROMANDEL,MG,406,496.0729064039409,528.4790640394089,518.4275862068965,541.1899014778326,628.0788177339901,542.4496551724138,2.4776119402985075
CORONEL FABRICIANO,MG,907,524.6667034178611,555.8875413450937,542.641124586549,592.3144432194046,704.2116868798236,583.9442998897464,3.0389305816135086
CORONEL VIVIDA,PR,448,479.8964285714286,511.1700892857143,511.9399553571429,522.8725446428572,605.0,526.1758035714286,2.977799227799228
CORRENTE,PI,1775,439.9110422535211,451.75881690140847,450.35915492957747,435.54974647887326,510.76056338028167,457.66786478873235,1.1321055025011368
CORRENTINA,BA,465,480.9462365591398,499.61075268817206,487.39268817204305,494.49655913978495,606.7096774193549,513.831182795699,1.4967462039045554
CORUMBÁ,MS,1352,475.1026627218935,506.5618343195266,503.36900887573967,486.0994082840237,552.5591715976332,504.73841715976334,2.1941115164147993
CORURIPE,AL,947,467.5130939809926,492.2163674762408,495.5394931362197,495.15522703273496,605.3431890179514,511.15347412882795,1.487987987987988
COSMÓPOLIS,SP,526,500.0560836501901,544.8098859315589,534.7188212927756,542.8739543726236,622.5475285171103,549.0012547528517,2.9930124223602483
COSTA RICA,MS,234,483.9111111111111,507.47222222222223,510.7645299145299,500.29273504273505,574.7008547008547,515.4282905982906,2.8530465949820787
COTIA,SP,2698,513.2765752409192,548.6429206819867,544.2295774647887,566.5792438843588,638.3691623424759,562.2194959229058,4.022836538461538
COXIM,MS,598,476.3615384615385,503.3648829431438,495.5715719063545,487.2282608695652,535.8528428093646,499.6758193979933,2.3445273631840795
CRATEÚS,CE,1886,478.8604453870626,507.4457582184517,503.44692470837754,511.6536585365854,630.5514316012725,526.39164369035,1.385972850678733
CRATO,CE,2924,501.4550273597811,529.0122777017783,521.3181258549931,538.0674418604651,662.2845417236662,550.4274829001369,1.8124167332800427
CRICIÚMA,SC,2760,515.3194927536232,543.6818115942029,538.5380072463768,572.3148550724637,676.231884057971,569.2172101449275,3.8656483790523692
CRISTALINA,GO,527,480.6789373814041,505.4449715370019,502.4068311195446,514.988045540797,595.1043643263757,519.7246299810247,2.482394366197183
CRISTALÂNDIA,TO,179,453.1167597765363,478.168156424581,482.02737430167593,472.7027932960894,556.3128491620112,488.4655865921788,1.7771739130434783
CRUZ,CE,386,479.9782383419689,507.6753886010363,510.07357512953365,539.4774611398964,610.6735751295337,529.5756476683938,1.3113207547169812
CRUZ ALTA,RS,874,494.7201372997712,533.9974828375285,531.5724256292906,533.3718535469108,629.0389016018306,544.5401601830664,3.132602193419741
CRUZ DAS ALMAS,BA,1896,482.685970464135,504.44831223628694,499.34799578059074,496.3795358649789,596.3818565400844,515.8487341772152,1.5863219349457882
CRUZEIRO,SP,1015,508.2781280788177,549.7320197044335,538.6788177339902,564.8614778325124,679.3497536945813,568.1800394088671,3.052430886558627
CRUZEIRO DO SUL,AC,2331,459.8894465894466,494.3156585156585,495.06829686829684,472.3729300729301,585.010725010725,501.3314114114114,1.6855758266818701
CUBATÃO,SP,993,492.6918429003021,528.6441087613293,529.5353474320242,532.8669687814703,596.7170191339376,536.0910574018128,2.3843843843843846
CUIABÁ,MT,11970,502.04883040935675,531.2514954051796,522.996432748538,539.3428487886383,628.3725981620719,544.8024411027569,3.7694970151149496
CUITÉ,PB,1489,467.3513096037609,491.81564808596374,489.009805238415,483.8047683008731,581.4237743451981,502.6810611148421,1.0745826602046311
CUPIRA,PE,490,480.2073469387755,514.3136734693878,507.3771428571428,521.3248979591837,662.2857142857143,537.1017551020408,1.3056506849315068
CURAÇÁ,BA,457,456.9964989059081,478.21619256017505,478.4800875273523,475.962363238512,558.1619256017506,489.56341356673965,1.2657580919931857
CURITIBA,PR,26179,528.5766988807824,557.3471140990871,550.202807593873,588.1725772565798,648.9965239313954,574.6591443523436,4.476457470532017
CURITIBANOS,SC,484,478.67685950413227,517.6378099173554,513.5198347107438,507.8621900826446,597.6859504132232,523.0765289256199,2.948019801980198
CURRAIS NOVOS,RN,2010,483.69069651741296,518.2858208955224,510.9124378109453,510.3119900497512,615.9502487562189,527.8302388059702,1.7323696890056943
CURRALINHO,PA,424,443.1497641509434,464.06981132075475,458.1360849056604,441.2858490566038,556.5566037735849,472.6396226415095,1.157703488372093
CURURUPU,MA,385,447.7194805194805,481.6997402597402,475.5849350649351,462.744935064935,555.1168831168832,484.5731948051947,1.1475409836065573
CURUÇÁ,PA,954,456.27410901467505,475.8040880503144,473.5718029350105,446.96551362683437,539.098532494759,478.3428092243186,1.0536547433903578
CURVELO,MG,1300,511.3613846153847,538.6308461538462,527.8629230769232,551.7916153846154,665.5076923076923,559.0308923076924,2.521680216802168
CUSTÓDIA,PE,489,480.4670756646217,499.7924335378323,495.11513292433534,511.7725971370143,593.2924335378323,516.0879345603272,1.3504424778761062
CÁCERES,MT,1371,480.85886214442013,506.80262582056895,497.2329686360321,495.8037928519329,608.3588621444202,517.8114223194749,2.5117924528301887
CÂNDIDO MOTA,SP,266,494.90225563909775,531.3684210526316,529.1154135338346,532.7552631578947,627.1428571428571,543.0568421052631,2.9785714285714286
CÂNDIDO SALES,BA,718,467.7045961002786,491.6735376044568,484.6203342618385,491.86392757660167,583.816155988858,503.9357103064067,1.2447916666666667
CÍCERO DANTAS,BA,960,469.49427083333336,502.2136458333333,494.9370833333333,490.40833333333336,600.6666666666666,511.544,1.2795232936078007
DELMIRO GOUVEIA,AL,1568,460.2646683673469,484.0424744897959,482.5775510204081,475.26779336734694,576.9387755102041,495.8182525510204,1.2220302375809935
DIADEMA,SP,4490,495.28596881959913,532.7226503340758,532.5867928730513,533.5978173719377,602.2895322939867,539.2965523385301,2.4881838782777597
DIAMANTE,PB,254,461.21062992125985,480.48976377952755,474.6003937007874,489.0929133858268,638.0314960629921,508.6850393700787,1.0547703180212014
DIAMANTINA,MG,2102,503.58058991436724,527.894529019981,517.6851094196004,531.1921503330161,633.5490009514748,542.7802759276879,2.2728108903605593
DIAMANTINO,MT,324,473.81944444444446,503.6361111111111,499.27777777777777,496.46141975308643,576.6666666666666,509.9722839506173,2.7168141592920354
DIANÓPOLIS,TO,403,453.43027295285356,475.1044665012407,475.03027295285364,459.1057071960298,531.166253101737,478.767394540943,1.878228782287823
DIAS D'ÁVILA,BA,891,480.85106621773286,508.60965207631875,510.2217732884399,484.6219977553311,573.4904601571268,511.55898989899,1.5373563218390804
DIONÍSIO CERQUEIRA,SC,426,483.25539906103285,533.2366197183098,523.0791079812207,528.2638497652582,614.8356807511738,536.5341314553991,2.8452914798206277
DIVINÓPOLIS,MG,3845,529.9744603381015,558.2362548764629,545.2300910273082,598.2545643693107,694.6059817945384,585.2602704811444,3.168766341811267
DOIS IRMÃOS,RS,306,523.0101307189543,562.6718954248366,553.7784313725491,590.2045751633987,648.2352941176471,575.5800653594772,3.9744744744744747
DOIS IRMÃOS DO BURITI,MS,120,447.1616666666667,457.7583333333333,466.3066666666667,429.01666666666665,524.0,464.84866666666665,1.4743589743589745
DOIS VIZINHOS,PR,970,490.0501030927835,520.2792783505155,515.7190721649484,529.0264948453608,582.3917525773196,527.4933402061855,3.118955512572534
DOM ELISEU,PA,568,459.6982394366197,486.17605633802816,486.22552816901407,473.18943661971826,561.0915492957746,493.27616197183096,1.7200797872340425
DOM PEDRITO,RS,323,485.59783281733746,512.4117647058823,518.2801857585139,507.133746130031,592.6934984520124,523.2234055727555,2.5128205128205128
DOM PEDRO,MA,948,462.954746835443,489.14894514767934,483.14356540084384,492.7059071729958,629.746835443038,511.5400000000001,1.201271186440678
DOMINGOS MARTINS,ES,597,508.81340033500834,542.0544388609716,530.0458961474037,582.8209380234506,706.499162479062,574.0467671691792,2.609060402684564
DOURADOS,MS,3284,506.7183922046285,529.9237515225335,523.326431181486,545.7136114494518,623.7332521315469,545.8830876979293,3.3587521663778164
DRACENA,SP,813,518.5642066420664,542.8335793357934,537.2939729397294,585.6280442804427,660.8856088560885,569.0410824108242,3.4284051222351573
DUQUE DE CAXIAS,RJ,8983,484.788678615162,525.6131136591339,519.139875320049,510.6271401536235,605.4458421462763,529.1229299788489,1.865979764915935
ECOPORANGA,ES,235,472.5782978723404,508.8595744680851,499.72595744680854,521.9404255319149,575.6595744680851,515.7527659574467,1.9154929577464788
EIRUNEPÉ,AM,291,456.7274914089347,478.0601374570447,485.4615120274914,462.99243986254294,551.7525773195877,486.99883161512025,1.371604938271605
ELDORADO,SP,127,477.5291338582677,513.6433070866142,508.7866141732284,513.5724409448819,591.0236220472441,520.9110236220473,1.6936170212765957
ELDORADO DO CARAJÁS,PA,306,453.09705882352944,472.41797385620913,474.6133986928105,465.3127450980393,513.9869281045752,475.88562091503275,1.6024691358024692
ELDORADO DO SUL,RS,316,494.2522151898735,526.7585443037975,526.8243670886076,525.2417721518988,579.0506329113924,530.4255063291139,2.6600467289719627
EMBU DAS ARTES,SP,2174,490.26494940202394,527.3371205151793,528.0239650413984,519.3105795768168,596.5409383624655,532.2955105795768,2.232253843637553
EMBU-GUAÇU,SP,713,497.2030855539972,526.1646563814867,530.5022440392706,537.5563814866761,594.2776998597476,537.1408134642355,2.5017026106696933
ENCANTADO,RS,431,522.7679814385151,554.5696055684455,542.2677494199536,591.231554524362,698.2830626450116,581.8239907192576,3.7436548223350252
ENCRUZILHADA DO SUL,RS,211,459.4919431279621,506.0796208530806,509.7658767772512,474.29383886255926,564.8341232227489,502.8930805687204,2.1921487603305785
ENGENHEIRO CALDAS,MG,261,486.6911877394636,518.3796934865901,512.919540229885,532.9747126436781,631.647509578544,536.5225287356322,1.8327272727272728
ENTRE RIOS,BA,619,461.6883683360258,481.05654281098543,478.365266558966,459.57479806138934,540.1615508885299,484.1693053311793,1.1181525241675618
ENTRE RIOS DE MINAS,MG,481,514.0049896049896,541.9983367983368,529.5031185031185,568.9856548856549,660.4158004158004,562.9815800415801,2.1968911917098444
ENVIRA,AM,107,445.7710280373832,442.8214953271028,461.5495327102804,435.63271028037383,577.0093457943925,472.5568224299065,1.3896103896103895
EPITACIOLÂNDIA,AC,163,462.88527607361965,490.03128834355834,495.5858895705521,488.0,561.4723926380368,499.5949693251534,1.9545454545454546
ERECHIM,RS,2032,509.5862204724409,541.9021161417323,533.4675688976379,562.6409940944882,654.6259842519685,560.4445767716536,3.4834586466165414
ERVÁLIA,MG,346,510.11820809248553,541.7173410404624,526.7604046242775,563.0367052023122,643.5838150289018,557.043294797688,1.875615763546798
ESCADA,PE,1027,466.5717624148004,496.3865628042843,493.9886075949367,488.62852969815,601.5384615384615,509.42278481012664,1.307606263982103
ESMERALDAS,MG,349,499.719770773639,533.6280802292264,527.5203438395415,537.8320916905444,610.8309455587392,541.9062464183381,2.205578512396694
ESPERANTINA,PI,1057,458.0900662251656,484.98240302743613,480.9707663197729,469.93311258278146,558.3349101229896,490.4622516556292,1.1350710900473933
ESPERANTINÓPOLIS,MA,544,453.1571691176471,478.36783088235296,476.0303308823529,471.515625,612.7573529411765,498.36566176470586,1.2397260273972603
ESPERANÇA,PB,1054,481.8132827324478,511.80664136622386,508.8146110056926,504.3900379506641,611.9354838709677,523.7520113851992,1.312455261274159
ESPIGÃO D'OESTE,RO,299,486.32675585284284,507.8076923076923,501.895652173913,517.0491638795987,586.2876254180602,519.8733779264214,1.96509009009009
ESPINOSA,MG,408,474.57156862745103,499.7198529411765,499.28455882352944,515.2325980392156,612.9901960784314,520.3597549019607,1.4039900249376558
ESPLANADA,BA,827,460.13929866989116,484.3839177750907,480.3311970979444,464.1548972188633,580.4353083434099,493.88892382103984,1.140177690029615
ESPUMOSO,RS,543,501.23848987108653,534.2265193370166,524.402394106814,558.6723756906077,672.670349907919,558.2420257826888,3.4116424116424118
ESPÍRITO SANTO DO PINHAL,SP,332,518.0993975903615,551.3563253012048,539.4921686746987,584.0469879518073,667.8313253012049,572.1652409638555,3.4358669833729216
ESTEIO,RS,808,506.4415841584158,543.4091584158416,542.7576732673267,552.8084158415842,611.7079207920792,551.4249504950495,3.0527950310559007
ESTREITO,MA,660,462.0669696969697,484.7048484848485,484.70984848484846,476.6627272727273,561.6666666666666,493.9622121212121,1.774891774891775
ESTRELA,RS,259,538.0988416988417,560.9258687258687,558.5471042471042,617.4173745173746,691.6602316602317,593.3298841698842,4.129151291512915
ESTÂNCIA,SE,1182,480.825296108291,510.14018612521147,503.8251269035533,501.4322335025381,619.3908629441624,523.1227411167513,1.5236581920903955
ESTÂNCIA VELHA,RS,453,510.31169977924947,543.6847682119205,544.3966887417218,566.9916114790287,627.6379690949227,558.6045474613686,3.255952380952381
EUCLIDES DA CUNHA,BA,1141,460.6309377738826,499.99395267309376,491.93041191936896,471.5325153374233,589.2900964066608,502.6755828220859,1.2668997668997668
EUNÁPOLIS,BA,1882,496.25797024442085,522.6018065887354,516.5417640807651,522.8370350690755,623.4431455897981,536.3363443145589,1.9888842281879195
EUSÉBIO,CE,1224,496.78897058823526,532.1980392156863,527.9755718954248,553.0455065359477,658.7254901960785,553.7467156862746,2.770460358056266
EXTREMA,MG,412,502.13446601941746,535.4441747572815,531.7766990291262,550.7521844660195,603.3009708737864,544.6816990291262,3.043222003929273
EXTREMOZ,RN,919,480.8422198041349,509.983895538629,510.2810663764962,495.455930359086,585.50598476605,516.4138193688792,1.624075595727198
EXU,PE,952,467.50367647058823,489.4677521008403,491.21691176470586,490.2894957983193,588.2142857142857,505.33842436974794,1.0184615384615385
FARIAS BRITO,CE,337,480.74035608308606,500.5902077151335,496.9940652818991,526.8715133531158,618.7537091988131,524.7899703264095,1.3275488069414316
FARROUPILHA,RS,585,514.488376068376,552.3806837606838,549.2263247863249,583.1815384615385,656.6153846153846,571.1784615384615,3.71796875
FAZENDA RIO GRANDE,PR,1382,487.9487698986975,528.5531837916063,525.7785817655572,521.2603473227207,575.8755426917511,527.8832850940664,2.5628647214854112
FEIJÓ,AC,242,459.93966942148757,485.34504132231405,496.97190082644624,473.03636363636366,564.0495867768595,495.8685123966942,1.5539772727272727
FEIRA DE SANTANA,BA,12571,493.91279929997614,525.2105480868665,517.647816402832,522.6781719831358,627.3820698432901,537.3662811232201,1.928239608801956
FELIZ NATAL,MT,111,468.4972972972973,500.88018018018016,500.0891891891892,488.9756756756757,526.4864864864865,496.9857657657658,3.0431654676258995
FERNANDO DE NORONHA,PE,24,512.0166666666667,511.24166666666673,519.3333333333334,533.8541666666666,565.0,528.2891666666667,2.4791666666666665
FERNANDÓPOLIS,SP,1053,512.1748338081671,536.2217473884141,535.0786324786325,569.344064577398,695.5365622032289,569.6711680911682,3.452402957486137
FERRAZ DE VASCONCELOS,SP,1657,484.77592033796014,525.4539529269764,526.794146047073,524.3292697646349,593.5184067592033,530.9743391671694,2.263894692854158
FLORESTA,PE,937,463.93970117395946,482.58868729989325,484.5395944503735,483.9598719316969,572.187833511206,497.44313767342584,1.2660699755899105
FLORESTA DO ARAGUAIA,PA,131,457.67175572519085,468.05801526717556,469.22137404580155,451.17404580152674,519.3893129770993,473.1029007633588,1.5320512820512822
FLORIANO,PI,3542,465.16343873517786,484.7560417843026,481.2342179559571,478.29288537549405,578.0519480519481,497.49970638057596,1.4463900215879109
FLORIANÓPOLIS,SC,7823,536.5599130768247,568.138834206826,556.2233030806597,598.7317653074268,659.5756103796498,583.8458852102774,4.8407181856362875
FONTE BOA,AM,124,435.75967741935483,453.6717741935484,448.7870967741935,424.6024193548387,457.258064516129,444.01580645161283,0.9639830508474576
FORMIGA,MG,803,526.8636363636364,549.0524283935242,539.93300124533,594.6633872976339,699.5018679950186,582.0028642590287,3.037598944591029
FORMOSA,GO,1955,485.03800511508956,511.2306393861893,508.2537084398977,509.3642966751918,584.0204603580563,519.581421994885,2.3486868686868685
FORMOSA DA SERRA NEGRA,MA,598,442.3165551839465,464.96270903010037,454.82107023411373,454.98227424749166,561.0033444816054,475.6171906354515,1.0836363636363637
FORMOSA DO RIO PRETO,BA,440,458.5002272727273,481.66136363636366,469.60159090909093,457.2509090909091,533.0909090909091,480.021,1.2907662082514735
FORMOSO DO ARAGUAIA,TO,245,464.72408163265305,491.31959183673473,487.16326530612247,474.4310204081633,556.0816326530612,494.74391836734696,2.246
FORQUILHA,CE,652,469.1412576687116,492.3803680981595,490.1552147239264,517.5384969325153,562.4846625766871,506.34,1.2598908594815825
FORTALEZA,CE,50375,507.6591265508685,539.7240595533499,532.521252605459,559.4926769230769,660.2453598014888,559.9284950868487,2.5520923744575326
FOZ DO IGUAÇU,PR,4277,509.14959083469716,542.1570727145195,538.932967032967,556.9138414776712,612.1861117605798,551.8679167640869,3.1374284692417738
FRAIBURGO,SC,278,511.118345323741,551.238489208633,540.2284172661871,577.0345323741008,690.0719424460432,573.9383453237409,3.3452380952380953
FRANCA,SP,3870,516.6789664082687,543.9466666666667,536.8026098191215,583.4554005167959,676.6925064599483,571.5152299741601,3.4170725767169996
FRANCISCO BELTRÃO,PR,1942,495.96333676622044,533.6371781668383,528.4054067971164,543.9150360453141,597.6725025746653,539.9186920700309,3.652798415056959
FRANCISCO MORATO,SP,1246,482.9205457463884,523.8412520064205,521.7904494382022,517.2015248796148,572.4237560192616,523.6355056179775,2.087465940054496
FRANCISCO SÁ,MG,424,479.6983490566038,501.4443396226415,496.1311320754717,502.02334905660376,647.311320754717,525.3216981132075,1.6084710743801653
FRANCO DA ROCHA,SP,1172,486.7305460750853,526.2091296928328,527.0055460750854,518.0033276450512,572.4744027303755,526.084590443686,2.432858910891089
FREDERICO WESTPHALEN,RS,1383,499.12371655820675,523.4945046999277,517.7096890817064,537.0281272595806,664.3094721619667,548.3331019522777,2.83879781420765
FRUTAL,MG,808,484.4013613861386,512.8336633663366,509.2295792079208,512.4763613861386,598.5891089108911,523.5060148514851,2.5556242274412857
FÁTIMA DO SUL,MS,311,486.54083601286175,514.5405144694533,503.73151125401927,514.4038585209004,593.4405144694534,522.5314469453376,2.535310734463277
GANDU,BA,1245,463.4620883534137,494.5598393574297,487.3857028112449,472.23799196787155,600.6425702811244,503.6576385542168,1.3371347113328582
GARANHUNS,PE,4912,487.82249592833875,517.2318403908795,514.6914495114006,521.7901669381107,617.8379478827361,531.8747801302932,1.6269911504424779
GARARU,SE,421,453.3171021377672,480.7441805225653,469.7218527315914,461.7866983372922,591.4964370546319,491.41325415676954,1.1186666666666667
GARIBALDI,RS,313,519.1009584664537,541.7600638977635,541.6332268370608,583.7658146964857,677.3801916932907,572.7280511182109,4.703583061889251
GAROPABA,SC,383,501.81853785900785,547.2185378590078,540.1300261096605,554.3031331592689,598.5900783289817,548.4120626631855,3.199616122840691
GARÇA,SP,545,504.2216513761468,531.3875229357799,527.5480733944954,548.5433027522936,640.4770642201835,550.4355229357798,2.8979266347687402
GETÚLIO VARGAS,RS,337,507.77477744807123,532.3896142433234,530.3658753709199,546.8605341246291,643.026706231454,552.0835014836796,3.143063583815029
GIRAU DO PONCIANO,AL,1065,462.1496713615024,488.4830046948357,483.74178403755866,483.289014084507,607.906103286385,505.11391549295774,1.1151339608979
GIRUÁ,RS,140,508.8585714285714,538.1557142857143,533.4728571428572,551.1028571428571,654.7142857142857,557.2608571428572,2.3621794871794872
GLÓRIA DO GOITÁ,PE,665,463.1145864661654,485.40812030075193,486.9458646616541,496.7365413533834,615.3984962406015,509.5207218045113,1.117096018735363
GOIANA,PE,1450,475.52241379310345,498.39365517241384,498.0606206896552,499.45310344827584,602.7724137931034,514.8404413793103,1.5458911419423693
GOIANINHA,RN,954,480.130607966457,509.577463312369,505.2553459119497,499.1218029350105,607.6729559748428,520.3516352201257,1.7471026490066226
GOIANIRA,GO,908,476.5340308370044,507.85980176211456,507.351872246696,498.7353524229075,603.2819383259912,518.7525991189427,1.8296
GOIANÉSIA,GO,1418,488.73885754583915,515.114245416079,510.490197461213,530.9452045133992,632.9760225669958,535.6529055007052,2.4619660620245756
GOIANÉSIA DO PARÁ,PA,240,464.03375,492.20625,492.55958333333336,478.2429166666667,560.25,497.4585,1.5758064516129033
GOIATUBA,GO,328,492.7728658536585,519.7625,516.0307926829269,539.6472560975609,632.8048780487804,540.2036585365853,2.877083333333333
GOIOERÊ,PR,402,488.46915422885576,516.9830845771145,518.5353233830846,518.6985074626865,612.4378109452737,531.024776119403,3.0363070539419086
GOIÁS,GO,934,478.74721627408996,504.6631691648823,501.01338329764457,499.80203426124194,598.5438972162741,516.5539400428266,2.254968944099379
GOIÂNIA,GO,28780,522.5277797081307,548.4433009034051,539.2017755385684,571.2726268241835,695.7123002084782,575.4315566365532,3.8118047809965936
GOVERNADOR MANGABEIRA,BA,658,465.4317629179331,491.46641337386023,486.0129179331307,471.79741641337387,560.8206686930091,495.10583586626143,1.2531565656565657
GOVERNADOR NUNES FREIRE,MA,262,437.8293893129771,462.85916030534355,463.5404580152672,432.74961832061064,540.0763358778626,467.4109923664122,1.1196319018404908
GOVERNADOR VALADARES,MG,4433,511.85156778705164,538.4764493570946,531.3741935483871,562.8603879990977,667.3629596210242,562.385111662531,2.967095015576324
GRAJAÚ,MA,1075,451.26772093023254,473.86213953488374,471.16437209302325,459.2986976744186,530.8465116279069,477.28788837209305,1.3876233864844343
GRANJA,CE,1239,451.94632768361583,477.67853107344627,474.83849878934626,476.183212267958,513.2687651331719,478.78306698950763,1.0703180212014134
GRAVATAÍ,RS,2334,503.5664095972579,540.8148243359041,540.2393744644387,548.0002999143102,620.4884318766067,550.6218680377035,2.9373069796170475
GRAVATÁ,PE,1643,481.78466220328664,517.4763846622033,513.6745587340232,517.1674984783931,624.1144248326233,530.8435057821059,1.548234053769109
GUAJARÁ-MIRIM,RO,911,452.9423710208562,476.7537870472009,477.0978046103183,449.10043907793636,517.9802414928649,474.7749286498353,1.6307506053268765
GUANAMBI,BA,2941,486.66212172730366,516.1851411084665,504.6314178850731,521.82499149949,669.6293777626657,539.7866099965997,1.5402227722772277
GUANHÃES,MG,652,500.1319018404908,523.3335889570552,512.844018404908,537.5952453987729,632.3926380368098,541.2594785276074,2.206140350877193
GUAPIMIRIM,RJ,404,488.0393564356435,522.759405940594,514.9039603960397,509.9693069306931,611.4356435643564,529.4215346534654,2.111310592459605
GUAPORÉ,RS,409,514.3841075794621,545.121271393643,539.8870415647922,573.9149144254279,649.8288508557457,564.6272371638141,3.45
GUARABIRA,PB,2881,477.98257549461994,504.3559875043388,500.7745921555016,499.77101700798335,626.442207566817,521.8652759458521,1.423860051620304
GUARACIABA DO NORTE,CE,1179,474.5201865988126,501.6958439355386,497.76938083121286,507.2007633587786,633.5538592027142,522.9480067854114,1.1556184316895715
GUARAMIRIM,SC,272,474.0481617647059,534.0007352941177,525.0360294117646,509.7952205882352,606.8382352941177,529.9436764705882,3.3059490084985836
GUARANTÃ DO NORTE,MT,310,496.30806451612904,525.3432258064516,515.9006451612904,535.4593548387097,594.0645161290323,533.4151612903227,2.9105882352941177
GUARAPARI,ES,1654,504.14056831922613,537.6070133010883,526.98192261185,547.272430471584,624.6916565900847,548.1387182587666,2.5747373447946513
GUARAPUAVA,PR,2388,502.46293969849245,535.202554438861,528.5395309882747,538.4604690117253,599.3383584589615,540.800770519263,3.0870875634517767
GUARARAPES,SP,380,501.6297368421052,541.2315789473685,539.7978947368422,562.155,658.0526315789474,560.5733684210527,3.091463414634146
GUARATINGUETÁ,SP,1193,523.972590108969,563.6777870913663,553.8630343671416,592.6975691533947,669.1701592623638,580.6762279966472,3.5853829936753336
GUARATUBA,PR,334,490.861377245509,528.6562874251497,533.0919161676647,527.5116766467065,581.6167664670659,532.347604790419,2.708232445520581
GUARAÍ,TO,852,463.0764084507042,483.2018779342723,479.86737089201876,468.6160798122066,575.7511737089202,494.1025821596244,1.9934354485776806
GUARUJÁ,SP,2235,490.8051901565996,527.5945413870246,528.8817897091723,527.229932885906,601.9776286353467,535.29781655481,2.6910331384015596
GUARULHOS,SP,11580,505.58050949913644,543.7824438687392,540.3710535405872,554.4690155440414,624.6148531951641,553.7635751295336,3.0127495552480728
GUAXUPÉ,MG,717,513.6836820083682,548.5997210599721,538.4430962343097,583.0364016736402,660.3068340306834,568.8139470013946,3.1135458167330676
GUAÇUÍ,ES,514,510.20933852140075,535.629766536965,523.9513618677042,552.9071984435798,649.5330739299611,554.4461478599221,2.163101604278075
GUAÍBA,RS,1188,495.9218855218855,532.1585858585859,532.5632996632996,533.3958754208754,589.8484848484849,536.7776262626263,2.7308681672025723
GUAÍRA,SP,1131,491.1286472148541,517.2729442970822,516.7670203359859,525.983908045977,593.5632183908046,528.9431476569407,2.6821639898562974
GUIRATINGA,MT,143,473.80139860139866,484.5979020979021,480.6090909090909,473.87902097902094,541.9580419580419,490.96909090909094,2.310126582278481
GURUPI,TO,1278,504.6193270735524,527.2105633802817,518.946165884194,541.7206572769953,641.0328638497652,546.7059154929577,2.910410764872521
HIDROLÂNDIA,CE,368,480.67934782608694,503.1948369565218,506.8747282608696,521.8244565217391,684.4565217391304,539.4059782608696,1.3162729658792651
HORIZONTE,CE,1452,468.3570936639118,503.996694214876,507.1623966942149,507.13477961432505,585.3305785123966,514.3963085399449,1.327812678469446
HORIZONTINA,RS,208,525.8052884615385,544.5519230769231,542.4725961538462,578.6879807692308,654.0384615384615,569.11125,3.6767441860465118
HORTOLÂNDIA,SP,1864,505.3398605150215,540.8769849785408,537.055686695279,555.429721030043,618.8197424892704,551.5043991416309,3.058139534883721
HUMAITÁ,AM,574,447.08327526132405,481.16515679442506,478.9283972125436,453.51045296167246,507.6306620209059,473.66358885017416,1.4631379962192816
HUMBERTO DE CAMPOS,MA,299,426.07993311036785,461.4986622073579,460.90301003344484,430.6655518394649,509.09698996655516,457.6488294314381,0.9289617486338798
IBAITI,PR,520,488.7773076923077,521.6986538461538,522.6780769230769,527.9982692307692,585.8076923076923,529.392,2.8220640569395017
IBATÉ,SP,331,502.1229607250756,538.7368580060423,535.8567975830816,547.9347432024169,640.8459214501511,553.0994561933536,2.5870069605568444
IBIAPINA,CE,529,464.3597353497164,501.89508506616255,498.02344045368625,492.5017013232514,603.5160680529301,512.0592060491493,1.222007722007722
IBICARAÍ,BA,786,467.30229007633585,485.7027989821883,481.2519083969466,474.14885496183206,591.3231552162849,499.9458015267175,1.3444782168186424
IBIMIRIM,PE,424,451.2438679245283,481.7391509433962,484.9941037735849,484.52688679245284,549.1037735849056,490.32155660377356,1.2400756143667298
IBIPORÃ,PR,645,504.3965891472868,532.0855813953489,525.7719379844962,546.3423255813954,584.7441860465116,538.6681240310078,2.7962264150943397
IBIRITÉ,MG,1674,499.82078853046596,536.3115890083632,529.3796893667861,538.181182795699,620.8124253285544,544.9011350059736,2.4223874070835154
IBITINGA,SP,620,509.69112903225806,536.2125806451613,535.855,561.9275806451612,636.5483870967741,556.0469354838709,2.89247311827957
