MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,NOTA_GERAL_MEDIA,RENDA_FAMILIAR_SM_MEDIA
COREAÚ,CE,466,469.02618025751076,483.5736051502146,499.86759656652356,500.04763948497856,574.0772532188842,505.3184549356223,0.6101744186046512
CORINTO,MG,262,484.28282442748093,508.68816793893126,523.0824427480916,518.0770992366413,575.4198473282443,521.9100763358779,1.3776690391459074
CORNÉLIO PROCÓPIO,PR,1080,490.4631481481481,520.3279629629629,529.2381481481481,526.7529629629629,572.6296296296297,527.8823703703704,1.775706940874036
COROATÁ,MA,757,447.856142668428,464.0681638044914,486.77384412153236,458.0104359313078,565.0198150594451,484.34568031704094,0.6647298994974874
COROMANDEL,MG,346,498.88786127167634,514.8502890173411,534.9372832369942,534.4673410404624,610.9248554913295,538.8135260115607,1.5647058823529412
CORONEL FABRICIANO,MG,1092,505.73800366300367,534.7926739926739,544.0098901098902,552.8764652014652,643.6630036630037,556.2160073260073,1.7832483781278963
CORONEL VIVIDA,PR,321,482.8750778816199,508.3196261682243,517.1984423676013,513.5996884735202,541.5576323987539,512.7100934579439,1.895066889632107
CORRENTE,PI,1581,435.20898165717904,447.69285262492093,462.62194813409235,438.79936748893107,512.9032258064516,459.4452751423149,0.7696710738471461
CORRENTINA,BA,458,471.5755458515284,484.32663755458515,495.20742358078604,483.7967248908297,555.6768558951965,498.1166375545851,0.9388185654008439
CORUMBÁ,MS,1361,469.2811168258633,490.56730345334313,508.9774430565761,474.5506980161646,525.0404114621601,493.6833945628215,1.3122290232083653
CORURIPE,AL,660,459.4775757575758,478.68727272727267,503.1322727272727,482.5215151515152,573.3333333333334,499.43039393939387,0.9244186046511628
COSMÓPOLIS,SP,514,503.67237354085603,523.6682879377432,541.6161478599222,537.0614785992218,576.8482490272373,536.5733073929962,2.052350427350427
COSTA RICA,MS,221,476.9325791855204,492.82805429864254,511.64932126696834,496.4122171945702,545.158371040724,504.5961085972851,1.705223880597015
COTIA,SP,2730,506.46069597069595,538.3892307692308,550.7306227106227,550.3352380952381,600.6886446886447,549.3208864468864,1.9989847224908142
COXIM,MS,591,470.993062605753,487.5027072758037,507.8304568527919,486.5137055837563,541.3874788494078,498.8454822335026,1.4357990230286113
CRATEÚS,CE,1561,474.03907751441386,496.13177450352333,510.38763613068545,504.6024343369635,616.322869955157,520.2967584881486,0.8575612353567625
CRATO,CE,2759,491.5620877129395,514.0335628851034,524.2547662196448,515.719391083726,622.7183762232693,533.6576368249366,1.109629981024668
CRICIÚMA,SC,1947,512.865228556754,540.7697483307653,548.0276836158191,559.6290190035952,618.0174627632255,555.8618284540319,2.3687758373581955
CRISTALINA,GO,461,475.5822125813449,499.2893709327549,514.814967462039,491.25618221258134,543.4273318872017,504.8740130151844,1.5803659742828882
CRISTALÂNDIA,TO,193,454.73989637305704,481.28082901554404,501.25803108808293,479.8829015544041,557.4093264248704,494.91419689119175,1.1959134615384615
CRUZ,CE,281,482.1750889679716,502.3483985765124,517.7348754448399,529.9334519572953,593.1672597864768,525.0718149466192,0.6988636363636364
CRUZ ALTA,RS,1082,486.2352125693161,519.8243068391868,532.7198706099815,518.092606284658,587.28280961183,528.8309611829944,1.8684411614875192
CRUZ DAS ALMAS,BA,1622,477.0579531442663,493.40863131935885,510.2071516646116,491.13162762022193,557.2872996300863,505.818532675709,0.9715668481548699
CRUZEIRO,SP,609,521.7574712643678,552.6975369458128,558.3665024630542,576.3108374384236,643.9080459770115,570.6080788177339,2.138211382113821
CRUZEIRO DO SUL,AC,2799,456.3784208645945,471.8698463737049,495.44119328331544,462.04916041443374,549.7320471596998,487.09413361914966,0.9836842105263158
CUBATÃO,SP,876,487.20787671232875,518.0722602739726,537.2609589041095,525.4535388127854,574.5205479452055,528.5030365296805,1.749894336432798
CUIABÁ,MT,11261,495.8724358405115,521.9572418080099,531.2113577835005,525.4360713968564,599.7850990142971,534.8524411686351,1.8295236923626739
CUITÉ,PB,1284,469.99143302180687,483.60412772585664,498.2709501557633,481.6536604361371,570.5607476635514,500.8161838006231,0.7653209109730849
CUPIRA,PE,546,469.29139194139196,486.23479853479853,504.8868131868132,491.2461538461539,595.8241758241758,509.4966666666667,0.767962308598351
CURAÇÁ,BA,365,455.99835616438355,475.08794520547946,491.44931506849315,465.4852054794521,534.7397260273973,484.5521095890411,0.8177749360613811
CURITIBA,PR,24057,526.5479527788169,557.6958639896911,558.0366504551689,575.236309598038,618.7812279170304,567.259600947749,2.3450916250373894
CURITIBANOS,SC,455,491.24549450549455,528.5725274725274,532.5356043956044,524.5358241758241,572.3076923076923,529.8394285714286,1.9879835873388043
CURRAIS NOVOS,RN,1783,483.20056085249576,508.224397083567,519.3446438586652,507.35305664610206,595.086932136848,522.6419181155355,1.1329821717990276
CURRALINHO,PA,312,441.6833333333334,457.8935897435897,476.0711538461539,448.1541666666667,542.1794871794872,473.1963461538462,0.725981055480379
CURURUPU,MA,361,451.5639889196676,473.69806094182826,488.25567867036006,457.9357340720221,555.3462603878116,485.3599445983379,0.7091240875912409
CURUÇÁ,PA,791,446.28065739570167,464.15663716814163,483.6391908975979,448.1211125158028,537.3451327433628,475.9085461441214,0.7061651583710408
CURVELO,MG,1264,502.8615506329114,527.5237341772151,537.4395569620253,540.5322784810127,619.8417721518987,545.6397784810126,1.632583792957149
CUSTÓDIA,PE,490,469.76551020408164,490.80857142857144,507.7336734693878,498.44367346938776,563.3061224489796,506.0115102040817,0.9945454545454545
CÁCERES,MT,1905,471.12267716535433,486.4393700787402,502.78913385826775,480.7623622047244,567.2230971128608,501.66732808398956,1.440500252652855
CÂNDIDO MOTA,SP,162,506.53641975308636,527.9135802469136,539.5154320987655,537.5654320987654,601.1111111111111,542.5283950617284,2.098529411764706
CÂNDIDO SALES,BA,502,458.8408366533865,476.6910358565737,495.3695219123506,486.43266932270916,574.0239043824702,498.271593625498,0.8562859884836852
CÍCERO DANTAS,BA,841,463.96813317479194,485.20951248513677,501.5115338882283,484.8959571938169,572.9131985731273,501.69966706302023,0.7896141215106732
DELMIRO GOUVEIA,AL,1262,460.94936608557845,478.0225832012678,495.4040412044374,475.58771790808237,556.0855784469097,493.20985736925513,0.8502073906485671
DIADEMA,SP,4230,487.9413711583924,523.3039007092199,540.845413711584,523.3216312056737,568.5106382978723,528.7845910165486,1.751176932130247
DIAMANTE,PB,228,455.7631578947368,464.38508771929827,487.1482456140351,484.7789473684211,583.5087719298245,495.1168421052632,0.6883033419023136
DIAMANTINA,MG,2183,497.95629867155293,521.7555199267064,531.2814933577646,524.8846083371508,606.7888227210261,536.5333486028401,1.4473425196850394
DIAMANTINO,MT,298,469.33154362416104,486.3540268456376,507.6479865771812,484.33557046979865,550.8053691275168,499.6948993288591,1.7120717781402937
DIANÓPOLIS,TO,433,451.8630484988453,470.2364896073903,491.52332563510396,464.9002309468822,526.2817551963049,480.9609699769053,1.1159722222222221
DIAS D'ÁVILA,BA,833,471.9569027611044,491.50684273709487,513.649699879952,482.32593037214883,543.625450180072,500.6129651860744,1.1225190839694656
DIONÍSIO CERQUEIRA,SC,398,496.4062814070352,528.1899497487437,532.7608040201005,523.9603015075377,584.070351758794,533.0775376884422,1.894342762063228
DIVINÓPOLIS,MG,4365,517.3585567010309,543.2810538373425,550.8218098510882,571.6466437571593,644.9209621993127,565.6058052691867,1.9782828282828282
DOIS IRMÃOS,RS,260,503.97346153846155,541.5757692307693,545.0996153846154,559.2957692307692,593.7692307692307,548.7427692307692,2.4904761904761905
DOIS IRMÃOS DO BURITI,MS,103,440.8339805825243,458.29805825242715,475.8398058252427,434.11844660194174,463.88349514563106,454.59475728155337,0.9550561797752809
DOIS VIZINHOS,PR,961,493.91227887617066,519.7667013527575,527.0507804370448,528.6779396462018,554.5681581685744,524.7951716961499,1.9381013470173187
DOM ELISEU,PA,602,462.57607973421926,473.8589700996677,497.0853820598007,474.2078073089701,535.2159468438538,488.58883720930226,1.0585774058577406
DOM PEDRITO,RS,347,466.50749279538906,502.8518731988473,516.5806916426513,491.1757925072046,547.6080691642651,504.94478386167145,1.4654582763337893
DOM PEDRO,MA,638,458.31253918495304,481.69373040752345,499.9600313479624,481.0858934169279,586.8025078369906,501.57094043887145,0.8436915887850467
DOMINGOS MARTINS,ES,466,500.28712446351926,532.5525751072961,531.8188841201717,551.8394849785408,602.8326180257511,543.8661373390557,1.7473009446693657
DOURADOS,MS,3175,500.99788976377954,520.6865511811023,533.4477480314961,526.972188976378,587.6031496062992,533.9415055118111,1.7555367408678328
DRACENA,SP,770,518.7935064935065,536.8698701298702,551.4394805194805,572.8354545454546,622.0,560.3876623376624,2.0708895949166006
DUQUE DE CAXIAS,RJ,8791,480.9266750085315,505.00715504493235,526.3424183824366,501.7770902058924,580.4504606984416,518.9007598680469,1.3996139624858819
ECOPORANGA,ES,233,472.331330472103,495.84849785407727,501.03562231759656,500.1248927038627,538.0257510729614,501.47321888412023,1.19
EIRUNEPÉ,AM,227,459.2162995594714,471.8237885462555,480.5484581497797,469.30528634361235,550.9251101321586,486.3637885462555,1.0047709923664123
ELDORADO,SP,107,474.72336448598134,497.6336448598131,521.1495327102804,504.35981308411215,546.7289719626168,508.91906542056074,1.352803738317757
ELDORADO DO CARAJÁS,PA,357,451.890756302521,460.0789915966387,479.7775910364146,456.2495798319328,514.3417366946778,472.46773109243696,1.0120711562897078
ELDORADO DO SUL,RS,338,477.7399408284024,507.9458579881657,534.4553254437869,513.8426035502958,554.8520710059172,517.7671597633137,1.664568345323741
EMBU DAS ARTES,SP,1858,482.3177610333692,515.494402583423,534.5580193756728,510.02804090419806,564.7362755651238,521.4268998923574,1.5913284132841328
EMBU-GUAÇU,SP,729,479.5733882030178,511.2482853223594,532.7973936899863,516.5163237311385,556.9821673525378,519.423511659808,1.5762260127931769
ENCANTADO,RS,360,503.55861111111113,544.4913888888889,547.7908333333334,561.2102777777778,631.6666666666666,557.7435555555555,2.4102687140115164
ENCRUZILHADA DO SUL,RS,203,481.6103448275862,526.6566502463054,536.1556650246306,520.3536945812808,573.8916256157636,527.7335960591133,1.4952574525745257
ENGENHEIRO CALDAS,MG,223,487.42286995515695,508.6556053811659,523.5784753363229,525.9237668161435,598.3856502242153,528.7932735426009,1.2224489795918367
ENTRE RIOS,BA,563,453.1326820603908,471.5099467140319,493.5298401420959,456.4602131438721,524.1918294849023,479.76490230905864,0.7975986277873071
ENTRE RIOS DE MINAS,MG,533,509.02195121951223,531.8771106941839,534.2634146341463,546.5669793621013,619.8874296435272,548.3233771106941,1.466390899689762
ENVIRA,AM,103,435.62233009708734,460.49417475728154,465.252427184466,448.6398058252427,526.6019417475728,467.3221359223301,0.7822997416020672
EPITACIOLÂNDIA,AC,153,477.7196078431373,498.9013071895424,512.4830065359477,477.34771241830066,546.0130718954248,502.4929411764706,1.1468446601941749
ERECHIM,RS,2107,503.3709539629806,535.2211200759373,540.4546748932131,546.4044613194114,596.0417655434267,544.2985951589937,2.1472464741437207
ERVÁLIA,MG,379,504.1820580474934,541.0353562005276,533.1036939313984,542.1973614775725,611.5567282321899,546.4150395778363,1.3228346456692914
ESCADA,PE,860,467.4068604651163,487.41127906976743,507.9631395348837,482.4756976744186,590.5116279069767,507.1537209302326,0.8396817743490839
ESMERALDAS,MG,353,485.60821529745044,510.4626062322946,527.2600566572238,511.8643059490085,560.2266288951841,519.0843626062322,1.5158092175777063
ESPERANTINA,PI,831,453.2637785800241,476.71672683513833,490.9572803850782,467.63489771359804,540.9145607701564,485.89744885679903,0.7820904645476773
ESPERANTINÓPOLIS,MA,345,449.9736231884058,471.1663768115942,487.68695652173915,468.03014492753624,591.5942028985507,493.6902608695653,0.7810965630114566
ESPERANÇA,PB,1124,475.0436832740213,491.144128113879,506.0178825622776,499.82241992882564,585.8718861209965,511.58000000000004,0.8708963001563315
ESPIGÃO D'OESTE,RO,296,491.84831081081086,518.4260135135136,504.64628378378376,516.810472972973,585.0675675675676,523.3597297297298,1.3771428571428572
ESPINOSA,MG,410,484.3748780487805,508.39365853658535,518.0221951219512,519.1963414634147,576.0487804878048,521.2071707317073,0.9659559834938102
ESPLANADA,BA,732,454.56571038251366,471.21994535519127,490.5459016393442,457.36270491803276,551.3387978142076,485.0066120218579,0.8091451292246521
ESPUMOSO,RS,520,490.22403846153844,524.0707692307692,528.8982692307692,528.0432692307693,593.5384615384615,532.9549615384615,2.1753048780487805
ESPÍRITO SANTO DO PINHAL,SP,283,529.934628975265,562.4604240282686,563.5501766784453,583.2381625441695,651.5901060070671,578.1546996466432,2.350767754318618
ESTEIO,RS,813,492.6169741697417,522.7430504305042,540.6950799507995,530.7033210332103,577.6383763837638,532.879360393604,1.9552121529596647
ESTREITO,MA,564,449.7074468085106,464.377304964539,481.7719858156029,465.45443262411345,533.2624113475177,478.9147163120568,1.0768041237113402
ESTRELA,RS,283,521.6717314487632,556.3395759717315,553.0992932862191,578.3233215547704,632.0848056537102,568.3037455830388,2.425754060324826
ESTÂNCIA,SE,1179,475.2565733672604,489.9981340118745,504.3280746395251,485.2269720101781,580.8821034775233,507.1383715012723,1.002844788347747
ESTÂNCIA VELHA,RS,415,498.96457831325296,539.6585542168674,549.9286746987951,551.2657831325301,581.3975903614457,544.2430361445782,2.1997206703910615
EUCLIDES DA CUNHA,BA,959,460.85151199165796,483.99947862356623,497.9033368091762,470.31710114702815,546.4233576642335,491.89895724713244,0.8334328358208956
EUNÁPOLIS,BA,1604,479.6926433915212,502.7211346633416,520.0280548628429,500.7883416458853,577.6184538653366,516.1697256857855,1.247860888766216
EUSÉBIO,CE,817,495.9385556915544,522.6942472460221,535.7436964504284,539.1250917992656,604.3574051407588,539.5717992656058,1.200315075133301
EXTREMA,MG,322,499.80403726708073,534.7391304347826,543.7046583850931,550.1086956521739,589.9378881987577,543.6588819875776,1.938
EXTREMOZ,RN,694,470.2854466858789,490.90821325648415,514.7651296829971,493.21974063400575,536.0806916426513,501.0518443804034,1.0773572377158034
EXU,PE,653,467.76784073506894,477.69846860643185,500.6500765696784,485.9364471669219,569.9540581929556,500.40137825421135,0.7086523736600306
FARIAS BRITO,CE,307,474.199348534202,497.7755700325733,504.07263843648207,507.05504885993486,585.5374592833876,513.7280130293159,0.7915966386554621
FARROUPILHA,RS,451,512.3609756097561,549.4521064301553,555.6274944567627,569.9645232815965,613.4811529933481,560.1772505543238,2.384685230024213
FAZENDA RIO GRANDE,PR,1022,486.25714285714287,514.0681017612525,529.3594911937378,511.8995107632094,546.5362035225049,517.6240900195695,1.803764442787924
FEIJÓ,AC,320,453.28656250000006,476.636875,496.52124999999995,468.028125,543.75,487.6445625,0.9579475308641975
FEIRA DE SANTANA,BA,12192,485.4764435695538,506.6068487532809,523.1916502624672,505.12778051181107,588.9370078740158,521.8679461942259,1.1729051679440747
FELIZ NATAL,MT,95,476.5305263157895,495.38,501.5778947368421,492.8515789473684,529.6842105263158,499.2048421052632,1.6493775933609958
FERNANDO DE NORONHA,PE,16,486.94375,481.76875,533.74375,531.1125,601.25,526.9637500000001,1.9375
FERNANDÓPOLIS,SP,819,516.8759462759463,535.2133089133089,550.803663003663,563.1964590964591,638.998778998779,561.0176312576313,2.0217770034843205
FERRAZ DE VASCONCELOS,SP,1700,479.5671764705882,513.0725294117648,533.9156470588235,509.40147058823527,564.0705882352942,520.0054823529412,1.5789970625262275
FLORESTA,PE,822,455.4945255474453,471.95000000000005,492.99306569343065,474.67445255474456,567.1776155717762,492.45793187347937,0.8306595365418895
FLORESTA DO ARAGUAIA,PA,216,444.47962962962964,452.69861111111106,476.46018518518514,452.0199074074074,524.6296296296297,470.0575925925926,0.8347921225382933
FLORIANO,PI,3384,462.3325945626477,478.3620271867613,493.27913711583926,476.6640661938534,559.9290780141844,494.1133806146572,0.9775423058674679
FLORIANÓPOLIS,SC,6198,534.4274766053566,564.2735882542756,562.5114875766377,584.1960471119717,630.0677637947725,575.0952726686029,2.174706102068545
FONTE BOA,AM,139,447.95755395683454,462.19496402877695,474.95827338129493,448.7345323741007,536.4028776978417,474.04964028776976,0.9859335038363172
FORMIGA,MG,748,524.0897058823529,552.6411764705882,553.2409090909091,584.777807486631,684.9197860962566,579.9338770053475,2.0749178981937604
FORMOSA,GO,1778,479.6752530933633,503.32980877390327,519.7484251968503,495.9525871766029,556.2879640044995,510.9988076490439,1.3710123084652097
FORMOSA DA SERRA NEGRA,MA,457,445.12910284463896,460.7932166301969,469.8365426695842,459.95645514223196,536.3238512035011,474.4078336980307,0.6637426900584795
FORMOSA DO RIO PRETO,BA,613,445.8523654159869,456.93295269168027,468.5858075040783,443.9510603588907,506.1663947797716,464.2977161500815,0.8056586270871985
FORMOSO DO ARAGUAIA,TO,241,464.1966804979253,481.08796680497926,496.9132780082988,473.34813278008295,554.356846473029,493.9805809128631,1.0498783454987834
FORQUILHA,CE,401,473.78977556109726,495.7438902743142,515.7127182044887,516.4900249376559,584.3391521197008,517.2151122194514,0.7904837013669821
FORTALEZA,CE,50190,501.3727495517035,528.6207949790795,538.000747160789,539.0845307830245,623.866507272365,546.1890659493923,1.3317416513240865
FOZ DO IGUAÇU,PR,4514,506.62607443509086,533.8202038103677,543.7362428001773,539.8407177669473,577.6251661497563,540.329680992468,1.8828571428571428
FRAIBURGO,SC,222,505.495045045045,538.263963963964,542.231981981982,547.2468468468469,576.1261261261261,541.8727927927928,2.108045977011494
FRANCA,SP,3495,516.526409155937,544.6353361945637,553.4148497854077,566.7038340486409,651.450643776824,566.5462145922747,2.1774511691861624
FRANCISCO BELTRÃO,PR,1703,502.349970640047,532.3452730475631,536.2091603053435,542.2401644157369,578.4967704051674,538.3282677627715,2.1485734739995515
FRANCISCO MORATO,SP,1125,479.53706666666665,516.5107555555555,532.8972444444445,507.8823111111111,554.9511111111111,518.3556977777778,1.4866199198626215
FRANCISCO SÁ,MG,336,465.4589285714286,487.771130952381,503.22529761904764,491.48452380952375,591.1904761904761,507.8260714285714,1.05
FRANCO DA ROCHA,SP,1094,485.846252285192,523.5502742230348,541.291407678245,518.5648080438757,568.9762340036563,527.6457952468007,1.6803786863270778
FREDERICO WESTPHALEN,RS,1238,488.64434571890143,517.8988691437803,523.1755250403878,516.8394991922456,609.2568659127625,531.1630210016154,1.830709711846318
FRUTAL,MG,858,484.13986013986016,510.9610722610722,524.3862470862471,514.4687645687645,570.02331002331,520.7958508158508,1.6578866296980899
FÁTIMA DO SUL,MS,332,478.0677710843373,498.4165662650602,513.666265060241,496.29638554216865,557.4698795180723,508.7833734939759,1.669710806697108
GANDU,BA,1040,461.2667307692308,480.75942307692304,503.7221153846154,472.62471153846155,561.5,495.97459615384616,0.8241219008264463
GARANHUNS,PE,4286,484.24965002333175,504.15753616425576,520.4793047130191,505.3687354176388,583.607092860476,519.5724638357443,1.0375301128439203
GARARU,SE,310,453.8983870967742,470.36419354838705,478.8274193548387,450.9877419354839,554.5806451612904,481.73167741935487,0.643979057591623
GARIBALDI,RS,260,513.6238461538462,543.2603846153846,549.0123076923078,556.7465384615385,633.2307692307693,559.1747692307692,2.5576923076923075
GAROPABA,SC,302,496.0976821192053,531.1513245033113,539.2771523178808,541.4761589403973,567.2847682119206,535.057417218543,1.9804313099041533
GARÇA,SP,379,500.003166226913,526.6955145118734,543.463852242744,540.8868073878629,634.1424802110818,549.038364116095,1.9114464692482915
GETÚLIO VARGAS,RS,317,498.50157728706625,525.1719242902208,534.7656151419559,534.8192429022082,603.217665615142,539.2952050473186,2.1747252747252745
GIRAU DO PONCIANO,AL,1059,453.15769593956566,470.6585457979226,485.8005665722379,470.57932011331445,564.6836638338054,488.9759584513693,0.7143227815256876
GIRUÁ,RS,143,489.46853146853147,522.6377622377622,529.9,523.0755244755245,570.7692307692307,527.1702097902098,1.7225738396624473
GLÓRIA DO GOITÁ,PE,614,476.80749185667753,486.67166123778503,506.964006514658,495.07035830618895,622.8338762214984,517.6694788273616,0.7701996197718631
GOIANA,PE,1372,470.4467201166181,483.338556851312,508.50327988338194,492.24956268221575,584.9562682215743,507.89887755102046,1.0408613089182774
GOIANINHA,RN,785,469.1983439490446,483.0454777070064,508.8777070063694,488.3551592356688,571.4394904458599,504.1832356687899,1.1291476903057904
GOIANIRA,GO,798,465.403634085213,492.45175438596493,515.4827067669173,485.93872180451126,558.671679197995,503.58969924812027,1.2923998044965788
GOIANÉSIA,GO,1300,483.5684615384615,508.09592307692304,523.9826923076923,518.0241538461538,600.1384615384616,526.7619384615384,1.5328920978740472
GOIANÉSIA DO PARÁ,PA,177,458.32259887005654,478.3033898305085,491.44124293785313,461.4677966101695,547.6836158192091,487.4437288135594,0.9409090909090909
GOIATUBA,GO,361,492.8626038781163,518.382271468144,531.193351800554,528.1684210526315,597.2853185595568,533.5783933518005,1.7148541114058355
GOIOERÊ,PR,353,479.44419263456086,508.69915014164303,524.1532577903683,517.4096317280454,589.4050991501416,523.8222662889518,1.836734693877551
GOIÁS,GO,773,479.5,506.31966364812416,525.2364812419146,500.26623544631303,582.0439844760673,518.6732729624838,1.3199510676156583
GOIÂNIA,GO,26981,512.9935324858234,539.1459471479931,545.1874467217672,547.7757458952597,647.299951817946,558.4805248137578,1.7903798356194411
GOVERNADOR MANGABEIRA,BA,499,459.2951903807615,470.57054108216437,485.3112224448898,461.14188376753503,536.4328657314629,482.55034068136274,0.7745044052863436
GOVERNADOR NUNES FREIRE,MA,233,455.7918454935622,464.09484978540775,489.3459227467811,459.7695278969957,544.1201716738198,482.6244635193133,0.7873975409836066
GOVERNADOR VALADARES,MG,4835,500.64068252326786,529.6369596690797,539.9024819027921,542.841385729059,621.5263702171665,546.909576008273,1.6793588565530007
GRAJAÚ,MA,1067,448.15164011246486,460.67366447985006,484.81518275538895,456.64311152764765,530.7029053420806,476.19730084348646,0.8348664038545773
GRANJA,CE,833,457.798799519808,479.6812725090036,491.7388955582233,485.14693877551025,545.8823529411765,492.04965186074435,0.5588603631809643
GRAVATAÍ,RS,2242,492.77127564674396,525.3328724353256,542.0028991971454,526.042818911686,578.0909901873327,532.8481712756468,1.8963797561876616
GRAVATÁ,PE,1437,484.0778705636743,499.6959638135003,524.6996520528879,510.6727905358386,603.6047320807237,524.550201809325,0.9409448818897638
GUAJARÁ-MIRIM,RO,1042,452.2557581573896,467.18541266794625,486.9501919385796,459.82485604606524,503.12859884836854,473.86896353166986,1.083543165467626
GUANAMBI,BA,2931,481.95114295462304,498.08532923916755,511.6751279426817,502.7348686455135,586.8577277379734,516.2608393039918,1.0785177228786251
GUANHÃES,MG,666,492.2855855855856,515.6704204204204,528.3894894894895,529.4681681681682,597.7777777777778,532.7182882882882,1.3294270833333333
GUAPIMIRIM,RJ,325,491.44615384615383,521.8470769230769,533.6787692307693,513.3424615384615,589.8461538461538,530.0321230769231,1.356362467866324
GUAPORÉ,RS,431,500.91948955916473,540.2190255220418,544.8631090487239,553.5733178654292,632.8074245939675,554.4764733178654,2.3247028862478776
GUARABIRA,PB,2471,469.9349656009713,488.5375961149332,503.81274787535415,487.92683124241194,597.6932416025901,509.5810764872522,1.010312783318223
GUARACIABA DO NORTE,CE,868,475.58986175115206,499.41209677419357,511.8395161290323,508.5552995391705,634.3548387096774,525.9503225806452,0.7288293897882939
GUARAMIRIM,SC,196,499.684693877551,530.511224489796,538.1295918367347,550.9020408163266,572.5510204081633,538.3557142857143,2.255446623093682
GUARANTÃ DO NORTE,MT,228,489.91008771929825,518.744298245614,521.9254385964912,524.5780701754386,561.4035087719299,523.3122807017544,1.5913705583756346
GUARAPARI,ES,1388,503.5043227665706,527.2347982708934,538.1699567723343,539.9731268011527,611.9020172910663,544.1568443804035,1.5175122749590835
GUARAPUAVA,PR,2298,495.3821583986075,519.2195822454308,532.9130983463882,526.4879895561357,564.6562228024369,527.7318102697998,1.848496835443038
GUARARAPES,SP,334,511.0967065868263,537.7697604790419,549.0706586826348,550.9086826347306,610.7784431137725,551.9248502994012,2.016504854368932
GUARATINGUETÁ,SP,938,530.3278251599147,565.0454157782516,566.5767590618337,587.8265458422176,629.2110874200426,575.797526652452,2.30410549211528
GUARATUBA,PR,243,505.2037037037037,531.4901234567901,538.3078189300412,541.3938271604939,549.9588477366256,533.2708641975308,1.7838541666666667
GUARAÍ,TO,889,451.5691788526434,466.3717660292463,489.53869516310465,463.188638920135,545.1743532058492,483.1685264341957,1.0765306122448979
GUARUJÁ,SP,1808,489.0279867256637,514.368639380531,537.1264933628319,520.268860619469,565.4646017699115,525.2513163716815,1.7607785042909685
GUARULHOS,SP,11632,497.96251719394775,531.2802699449793,545.4107290233837,535.8942830123797,584.4463548830812,538.9988308115543,1.9436214334328914
GUAXUPÉ,MG,712,511.535393258427,543.4561797752809,550.5883426966293,562.6962078651685,637.1910112359551,561.0934269662922,1.9271375464684015
GUAÇUÍ,ES,459,498.3193899782135,513.561220043573,524.3747276688454,514.9516339869281,583.2244008714597,526.8862745098039,1.4789750328515112
GUAÍBA,RS,1344,477.4166666666667,513.4715029761904,534.0598958333334,515.8868303571429,566.547619047619,521.4765029761905,1.7850694444444444
GUAÍRA,PR,952,495.20052521008404,514.2705882352941,531.4711134453781,528.6606092436975,586.40756302521,531.2020798319328,1.8495562950637825
GUIRATINGA,MT,152,460.3421052631579,475.77500000000003,488.2171052631579,473.23092105263163,561.1842105263158,491.7498684210526,1.2806513409961686
GURUPI,TO,1364,487.1066715542522,505.60227272727275,517.0872434017596,513.4979472140762,583.5337243401759,521.3655718475073,1.4347982708933718
HIDROLÂNDIA,CE,276,475.16956521739127,494.4659420289855,508.566304347826,509.6402173913044,603.1884057971015,518.2060869565217,0.6882780082987552
HORIZONTE,CE,1147,472.956931124673,498.96904969485615,519.0391455972101,503.8219703574543,563.5047951176983,511.65837837837836,0.8785356247762263
HORIZONTINA,RS,220,517.2359090909091,535.6059090909091,541.8754545454545,565.949090909091,620.5454545454545,556.2423636363636,2.1077441077441077
HORTOLÂNDIA,SP,1907,497.52275825904564,522.8741478762454,544.4218143681175,535.0583639223912,586.9428421604615,537.3639853172523,1.9868731247321045
HUMAITÁ,AM,504,463.109126984127,477.4696428571429,484.18531746031744,470.1204365079365,527.1825396825396,484.4134126984127,1.04570516540917
HUMBERTO DE CAMPOS,MA,188,433.281914893617,456.50531914893617,477.00638297872337,439.0627659574468,533.936170212766,467.95851063829787,0.6225165562913907
IBAITI,PR,361,484.68975069252076,515.372299168975,527.8393351800554,512.9659279778393,575.4016620498614,523.2537950138504,1.7413554633471646
IBATÉ,SP,324,488.3725308641976,518.9966049382716,538.2166666666667,528.7867283950617,605.0617283950618,535.8868518518518,1.8412642045454546
IBIAPINA,CE,480,476.84583333333336,491.948125,510.23333333333335,500.63854166666664,591.0416666666666,514.1415,0.7204370179948586
IBICARAÍ,BA,771,458.69688715953305,472.9621271076524,497.25914396887157,467.97535667963683,564.928664072633,492.36443579766535,0.8644859813084113
IBIMIRIM,PE,299,460.8735785953178,477.07625418060195,496.0692307692308,481.77625418060205,558.5953177257525,494.87812709030095,0.7261560693641619
IBIPORÃ,PR,655,503.73374045801523,532.1803053435115,538.5914503816795,539.4653435114503,575.6030534351145,537.9147786259541,1.9743346007604563
IBIRITÉ,MG,1868,493.3938436830835,519.2573875802998,532.0411670235546,527.2107601713062,568.4689507494646,528.0744218415418,1.6643706950532249
IBITINGA,SP,443,515.1654627539504,546.3462753950339,556.0595936794582,559.5462753950338,629.5711060948081,561.3377426636569,1.9541123370110332
IBITITÁ,BA,491,468.0686354378819,483.5665987780041,501.24460285132386,487.8867617107943,569.938900203666,502.14109979633406,0.8048913043478261
IBIÚNA,SP,549,495.7872495446266,520.556466302368,536.9697632058288,535.0468123861567,581.6029143897996,533.9926411657559,1.7742616033755274
