NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
COARI,AM,811,443.973859432799,453.9108508014797,441.2272503082614,457.5249075215783,514.5992601726264,1.1816688567674114
COCOS,BA,503,456.2996023856859,473.3363817097416,458.09542743538765,489.3013916500994,570.6560636182902,1.3924632352941178
CODAJÁS,AM,182,436.04450549450553,448.8615384615385,435.18296703296704,455.39725274725276,505.38461538461536,1.1351791530944626
CODÓ,MA,1375,454.2252363636363,474.47236363636364,459.4728,476.1805090909091,568.1163636363636,1.2792538157150932
COELHO NETO,MA,631,458.6068145800317,477.3413629160064,465.5104595879556,483.65293185419966,588.6846275752773,1.4208053691275169
COLATINA,ES,1875,500.2190933333334,529.54016,509.93088,547.5986133333333,638.9653333333333,2.6841050756901157
COLINAS,MA,498,451.0973895582329,469.494578313253,455.54618473895584,476.55481927710844,560.6024096385543,1.396613190730838
COLINAS DO TOCANTINS,TO,602,460.7340531561462,489.193853820598,469.46013289036546,494.2443521594684,577.3089700996678,2.1124523506988564
COLNIZA,MT,74,467.97567567567563,495.8459459459459,471.5189189189189,501.39054054054054,517.5675675675676,2.306201550387597
COLOMBO,PR,1504,495.02706117021273,534.9531914893616,511.7425531914894,532.0639627659574,592.6063829787234,2.7885312783318223
COLORADO,PR,508,474.27696850393704,494.5218503937008,485.1208661417323,514.4129921259843,617.5196850393701,2.874188311688312
COLORADO DO OESTE,RO,177,485.92711864406783,513.3423728813559,492.1841807909605,535.7276836158193,606.2146892655368,2.7804347826086957
COLÍDER,MT,310,480.9567741935484,512.7535483870968,487.9725806451613,520.8751612903226,607.9354838709677,3.1210106382978724
COMODORO,MT,145,470.6475862068965,487.2820689655172,477.4213793103449,504.5634482758621,570.2068965517242,2.7840236686390534
CONCEIÇÃO,PB,600,451.2828333333334,474.0213333333333,459.26849999999996,491.0011666666667,579.2,1.2463872832369942
CONCEIÇÃO DA BARRA,ES,228,468.5828947368421,488.9956140350877,477.7214912280702,497.8736842105263,542.9824561403509,1.8585434173669468
CONCEIÇÃO DA FEIRA,BA,233,466.09656652360513,489.2206008583691,470.2047210300429,488.6781115879828,578.0257510729614,1.396923076923077
CONCEIÇÃO DO ARAGUAIA,PA,861,451.8429732868757,474.96260162601624,455.03948896631823,480.0320557491289,554.1695702671312,1.6429824561403508
CONCEIÇÃO DO COITÉ,BA,1038,480.94884393063586,513.5119460500964,488.778612716763,516.0770712909441,614.9518304431599,1.5061443932411673
CONCEIÇÃO DO JACUÍPE,BA,505,476.5443564356436,504.7417821782178,484.63128712871287,499.1007920792079,588.3168316831683,1.6830645161290323
CONCEIÇÃO DO MATO DENTRO,MG,314,484.9487261146497,517.4187898089172,495.38885350318475,531.9305732484077,618.0891719745223,2.508905852417303
CONCÓRDIA,SC,1000,502.9094,535.8136999999999,510.4542,554.546,658.76,4.1302702702702705
CONCÓRDIA DO PARÁ,PA,322,451.1313664596273,467.74378881987576,447.29409937888204,469.64906832298135,566.8944099378882,1.4137554585152838
CONFRESA,MT,333,463.2435435435436,485.54204204204206,466.79999999999995,488.2276276276276,539.6996996996997,2.4721030042918457
CONGONHAS,MG,683,501.00395314787704,540.5998535871157,521.3393850658858,557.59560761347,654.9341142020497,3.015574650912997
CONSELHEIRO LAFAIETE,MG,1946,518.8863823227133,555.0744604316546,534.2109969167523,575.547430626927,672.9701952723535,3.0940366972477062
CONSELHEIRO PENA,MG,256,486.47578125,516.3984375,502.19921875,539.362109375,604.84375,2.774907749077491
CONTAGEM,MG,6625,515.0302339622641,553.0324226415094,529.699637735849,566.296241509434,645.5728301886793,3.1016129032258064
CORAÇÃO DE JESUS,MG,306,474.7702614379085,496.21764705882356,484.4418300653595,495.3911764705883,590.0,1.6014669926650367
CORAÇÃO DE MARIA,BA,291,460.6958762886598,480.53298969072165,469.85326460481093,487.0024054982818,602.2680412371134,1.3542713567839195
CORDEIROS,BA,391,475.02506393861887,499.4171355498721,479.9324808184143,510.05959079283883,611.611253196931,1.3617977528089888
COREAÚ,CE,389,463.2917737789203,484.7874035989717,481.60205655526994,524.0491002570694,614.8071979434447,1.1122661122661122
CORINTO,MG,226,487.7570796460177,506.37035398230086,499.2438053097345,531.2278761061947,580.8849557522124,2.238095238095238
CORNÉLIO PROCÓPIO,PR,1044,488.18496168582374,517.4463601532567,504.573754789272,531.7391762452107,608.2950191570882,3.0603944124897287
COROATÁ,MA,629,447.99650238473765,467.3597774244833,456.5240063593004,482.11065182829884,598.3465818759936,1.2023952095808383
COROMANDEL,MG,322,491.58602484472055,520.3801242236025,502.2698757763975,537.1049689440994,634.8447204968944,2.340062111801242
CORONEL FABRICIANO,MG,1019,513.1217860647694,545.0577036310109,525.1473994111874,571.470853778214,698.8223748773307,3.1517558528428093
CORONEL VIVIDA,PR,323,472.11919504643964,504.538080495356,488.16222910216715,504.2575851393189,577.2136222910217,3.3651399491094147
CORRENTE,PI,1390,443.32510791366906,456.3622302158273,436.50323741007196,466.651654676259,544.7194244604317,1.3418427230046948
CORRENTINA,BA,383,475.5757180156658,491.36866840731074,470.20104438642295,500.2892950391645,596.3446475195823,1.7895927601809956
CORUMBÁ,MS,1052,469.37100760456275,497.09990494296574,481.9896387832699,502.2890684410646,562.5855513307985,2.3900709219858154
CORURIPE,AL,626,459.4180511182109,477.6523961661342,468.62428115015973,497.6373801916933,593.5143769968051,1.4493029150823828
COSMÓPOLIS,SP,291,504.33539518900346,540.7353951890034,520.7044673539519,543.5969072164949,626.4604810996564,2.937639198218263
COSTA RICA,MS,240,464.87291666666664,488.8075,474.1566666666667,503.70750000000004,547.1666666666666,3.0671641791044775
COTIA,SP,2441,509.3569438754609,547.9022122081115,530.3521097910692,565.8679639492011,635.8295780417861,4.287650602409639
COXIM,MS,514,463.9112840466926,488.38579766536964,478.25953307392996,505.7011673151751,547.9377431906614,2.31062874251497
CRATEÚS,CE,1455,468.0716838487973,499.10254295532644,483.4041924398625,508.85285223367697,599.7800687285223,1.3383838383838385
CRATO,CE,2542,491.6743115656963,521.1207710464201,502.57549173878834,529.4175452399685,638.882769472856,1.7421270718232045
CRICIÚMA,SC,2287,516.561783996502,542.4949715784871,525.3819851333625,572.584127678181,655.085264538697,4.1552281710384475
CRISTALINA,GO,481,470.89771309771305,491.6068607068607,477.1623700623701,497.4261954261954,557.6299376299377,2.3358516483516483
CRISTALÂNDIA,TO,170,459.08000000000004,482.78647058823526,469.21294117647057,490.74352941176465,590.7058823529412,2.24
CRUZ,CE,391,461.6877237851662,492.4803069053708,480.84501278772376,520.1475703324809,538.2097186700768,1.1972920696324951
CRUZ ALTA,RS,861,491.61080139372825,527.983042973287,510.3941927990709,530.4850174216027,621.6957026713125,3.0936346863468636
CRUZ DAS ALMAS,BA,1470,475.1297959183674,496.5489795918367,478.02544217687074,500.9402721088435,589.2380952380952,1.824181626187962
CRUZEIRO,SP,744,512.3256720430107,550.1447580645162,532.4739247311828,573.171505376344,661.236559139785,3.5334158415841586
CRUZEIRO DO SUL,AC,1802,459.7112097669256,489.33274139844616,475.0008879023307,482.7513873473918,589.5005549389567,1.7778597785977859
CUBATÃO,SP,816,484.6926470588235,526.2335784313725,514.145955882353,535.8238970588235,602.8676470588235,2.4644387317909167
CUIABÁ,MT,10268,495.5214160498637,529.1992890533696,506.3091741332294,538.6688254772107,623.9423451499805,3.940445769449177
CUITÉ,PB,1088,464.49825367647054,487.86443014705884,467.6094669117647,497.3633272058824,586.5441176470588,1.2426900584795322
CUPIRA,PE,468,466.2160256410257,492.66837606837606,486.29636752136753,515.1123931623931,637.7777777777778,1.3266787658802177
CURAÇÁ,BA,285,460.37298245614033,481.9585964912281,470.5877192982456,502.3263157894737,583.719298245614,1.3714652956298201
CURITIBA,PR,22181,521.395270727199,556.8594653081467,535.1991389026645,576.2508768766061,639.7881069383707,4.740627130197683
CURITIBANOS,SC,468,485.20726495726495,526.6134615384616,498.9741452991453,529.350641025641,605.8547008547008,3.1761363636363638
CURRAIS NOVOS,RN,1607,484.07629122588673,513.8735532047293,493.89253266957064,518.6427504667082,626.372121966397,1.8273657289002558
CURRALINHO,PA,294,445.55986394557823,460.6727891156462,433.6636054421769,457.11598639455786,571.4965986394558,1.153061224489796
CURURUPU,MA,330,451.0621212121212,473.8090909090909,455.2069696969697,470.59909090909093,582.6666666666666,1.3912037037037037
CURUÇÁ,PA,647,448.7578052550232,467.0493044822257,448.78238021638333,461.9935085007728,548.3771251931994,1.1579223504721932
CURVELO,MG,1191,503.42527287993283,534.4825356842989,513.00067170445,549.8079764903442,655.230898404702,2.757476294675419
CUSTÓDIA,PE,451,470.37139689578714,487.2421286031042,477.59645232815967,517.6855875831486,588.0709534368071,1.5205479452054795
CÁCERES,MT,1704,475.71872065727695,501.0863262910798,479.5619131455399,502.3515845070422,595.6924882629108,2.7817427385892115
CÂNDIDO MOTA,SP,184,502.07880434782606,535.1358695652174,516.2543478260869,549.0798913043478,648.695652173913,3.308080808080808
CÂNDIDO SALES,BA,527,465.2664136622391,489.23795066413663,471.3254269449715,500.7051233396584,587.6280834914611,1.440332326283988
CÍCERO DANTAS,BA,757,467.08969616908854,494.4642007926024,479.6912813738441,504.97014531043595,599.8678996036988,1.32625
DELMIRO GOUVEIA,AL,1051,462.2788772597526,487.9654614652712,470.6455756422455,496.02873453853476,574.976213130352,1.4690684133915575
DIADEMA,SP,3401,490.4311673037342,534.1159952955013,518.6165245516025,534.4162893266687,604.3987062628638,2.62090122711728
DIAMANTE,PB,226,441.2486725663717,458.05132743362833,450.08893805309737,480.5681415929203,561.1504424778761,0.9481605351170569
DIAMANTINA,MG,1862,495.322126745435,520.1855531686359,502.386895810956,526.5737379162191,626.6809881847475,2.366165718927701
DIAMANTINO,MT,305,468.3672131147541,495.4862295081967,477.5062295081967,499.67606557377053,581.7049180327868,3.0625
DIANÓPOLIS,TO,360,449.3363888888889,476.5733333333333,459.5138888888889,473.14500000000004,555.2222222222222,1.839350180505415
DIAS D'ÁVILA,BA,627,474.303668261563,513.0424242424242,492.4202551834131,500.36267942583737,579.1068580542264,1.727801268498943
DIONÍSIO CERQUEIRA,SC,352,487.38295454545454,530.9116477272727,506.15710227272723,526.8928977272727,621.0227272727273,3.435261707988981
DIVINÓPOLIS,MG,3805,516.863285151117,550.4307227332457,527.598344283837,579.7952693823916,675.095926412615,3.249097089441258
DOIS IRMÃOS,RS,246,510.2174796747967,549.6182926829268,525.4113821138211,563.6581300813008,643.3333333333334,3.8455414012738856
DOIS IRMÃOS DO BURITI,MS,75,439.94266666666664,459.88266666666664,441.46799999999996,459.1573333333334,528.8,1.5791666666666666
DOIS VIZINHOS,PR,840,484.34011904761905,512.8595238095238,494.85583333333335,526.0882142857142,590.0952380952381,3.4306930693069306
DOM ELISEU,PA,451,455.680044345898,478.66008869179603,467.28691796008866,496.98824833702884,570.5986696230599,1.7262895174708819
DOM PEDRITO,RS,324,466.0132716049382,499.33209876543214,489.59969135802464,500.4302469135802,569.8148148148148,2.882278481012658
DOM PEDRO,MA,648,466.44660493827166,487.8725308641976,472.8692901234568,496.7327160493827,601.9135802469136,1.5044117647058823
DOMINGOS MARTINS,ES,560,503.1323214285714,527.305,503.36571428571426,547.9998214285715,639.5,2.528428093645485
DOURADOS,MS,2747,495.44419366581724,521.9614852566436,505.6425191117583,537.8386967601019,615.493265380415,3.445723684210526
DRACENA,SP,773,506.5084087968952,535.1099611901682,524.8809831824062,571.4373868046572,645.0711513583441,3.6366782006920415
DUQUE DE CAXIAS,RJ,7230,480.4630705394191,517.7210235131397,500.25149377593357,517.0796680497925,607.1286307053942,2.154556310857983
ECOPORANGA,ES,231,476.0099567099567,510.9978354978355,488.4484848484849,517.2883116883118,595.2380952380952,2.0501930501930503
EIRUNEPÉ,AM,248,449.4270161290322,464.8947580645161,447.7967741935484,472.59314516129035,529.8387096774194,1.4204545454545454
ELDORADO,SP,94,465.03510638297877,500.854255319149,486.67765957446807,498.5031914893617,577.8723404255319,1.9193548387096775
ELDORADO DO CARAJÁS,PA,254,450.4791338582677,463.6893700787402,450.07244094488186,477.7594488188976,549.1338582677165,1.7808988764044944
ELDORADO DO SUL,RS,241,491.3821576763486,526.6406639004149,511.9780082987552,518.9323651452282,582.98755186722,2.661498708010336
EMBU DAS ARTES,SP,1616,481.5809405940594,526.6711633663366,513.180198019802,523.9154084158416,591.8688118811881,2.2625766871165642
EMBU-GUAÇU,SP,603,486.84477611940304,525.9495854063018,513.9295190713101,535.0278606965175,585.7379767827529,2.579503105590062
ENCANTADO,RS,378,506.2002645502646,547.5579365079365,526.3269841269841,572.5769841269841,669.4708994708994,3.925561797752809
ENCRUZILHADA DO SUL,RS,170,488.7358823529412,526.2364705882353,508.7605882352941,521.4541176470588,603.2941176470588,2.216589861751152
ENGENHEIRO CALDAS,MG,177,488.71920903954805,505.0299435028249,495.97740112994353,540.7683615819209,620.45197740113,1.912442396313364
ENTRE RIOS,BA,477,458.0174004192872,480.285534591195,465.601677148847,478.9649895178197,554.6331236897274,1.2355371900826446
ENTRE RIOS DE MINAS,MG,452,505.7097345132743,535.9860619469027,512.9393805309735,554.7064159292036,641.7256637168142,2.2531305903398926
ENVIRA,AM,116,429.4758620689655,449.6043103448276,432.0344827586207,456.51724137931035,524.3103448275862,1.0465116279069768
EPITACIOLÂNDIA,AC,144,470.45694444444445,500.05486111111105,488.85555555555555,487.59027777777777,580.1388888888889,2.190582959641256
ERECHIM,RS,2192,500.83996350364964,531.5767791970803,509.2305656934306,550.5287864963504,636.4507299270073,3.40676826535186
ERVÁLIA,MG,296,503.9145270270271,539.0266891891891,514.1422297297297,556.670945945946,655.2702702702703,1.934593023255814
ESCADA,PE,750,458.63079999999997,407.91066666666666,407.512,494.3152,498.29333333333335,1.4443016281062553
ESMERALDAS,MG,262,491.52862595419845,527.8229007633588,505.98435114503815,522.9427480916031,607.9389312977099,2.4475609756097563
ESPERANTINA,PI,750,457.3877333333333,484.80893333333336,465.0602666666667,482.21639999999996,570.1066666666667,1.3026755852842808
ESPERANTINÓPOLIS,MA,329,453.83100303951363,470.2112462006079,458.8449848024316,483.9133738601824,610.4559270516718,1.4957627118644068
ESPERANÇA,PB,943,472.61601272534466,500.78886532343586,478.5199363732768,503.41781548250265,602.1208907741251,1.4262086513994912
ESPIGÃO D'OESTE,RO,276,473.4166666666667,491.57862318840586,479.34818840579715,514.0630434782609,588.9855072463768,1.9836538461538462
ESPINOSA,MG,378,482.4515873015873,510.6166666666667,492.53333333333336,531.7010582010582,616.4021164021163,1.580316742081448
ESPLANADA,BA,681,454.3252569750367,472.08957415565345,461.69530102790014,479.68707782672544,570.8663729809105,1.3630640083945436
ESPUMOSO,RS,566,498.47155477031805,524.4800353356891,505.0687279151944,544.5169611307421,640.9187279151944,3.6621621621621623
ESPÍRITO SANTO DO PINHAL,SP,345,514.5901449275362,547.7014492753623,527.7344927536232,576.1228985507246,670.7246376811594,3.6372549019607843
ESTEIO,RS,663,500.61553544494717,539.5552036199094,521.3478129713424,550.4420814479638,599.5475113122172,3.3301980198019803
ESTREITO,MA,453,454.8498896247241,473.951876379691,461.9991169977925,488.66644591611475,554.5253863134658,1.8092369477911647
ESTRELA,RS,243,533.6971193415637,560.4753086419753,535.3979423868312,597.8271604938271,654.7325102880659,4.456989247311828
ESTÂNCIA,SE,936,476.6267094017094,502.3075854700855,486.4337606837607,505.3405982905983,618.4401709401709,1.7835051546391754
ESTÂNCIA VELHA,RS,334,513.6535928143712,551.5793413173652,529.5700598802395,564.2266467065868,623.4131736526946,3.2531120331950207
EUCLIDES DA CUNHA,BA,844,457.29123222748814,491.83317535545024,475.2611374407583,485.4008293838862,575.3317535545024,1.475782038345106
EUNÁPOLIS,BA,1381,481.45532223026794,513.6860970311369,500.8233888486604,514.7213613323678,616.3794351918899,2.2610421836228287
EUSÉBIO,CE,801,493.4453183520599,523.1852684144819,509.6503121098627,545.4754057428214,618.9513108614232,2.6025641025641026
EXTREMA,MG,310,505.4548387096774,544.6712903225807,520.401935483871,555.1316129032258,638.258064516129,3.2315436241610738
EXTREMOZ,RN,566,473.05229681978795,505.4413427561837,491.37049469964666,495.75,581.4840989399294,1.723763570566948
EXU,PE,647,465.5537867078825,487.3615146831531,472.8500772797527,494.32952086553325,597.4961360123648,1.213032581453634
FARIAS BRITO,CE,354,465.5731638418079,494.330790960452,477.80536723163846,506.0946327683616,589.0395480225989,1.1091269841269842
FARROUPILHA,RS,530,497.54320754716986,544.147358490566,520.1879245283019,559.1090566037735,610.0,3.923460898502496
FAZENDA RIO GRANDE,PR,730,482.86602739726027,528.4901369863013,503.96356164383565,519.028904109589,580.4109589041096,2.646300914380715
FEIJÓ,AC,181,455.7337016574586,493.20276243093923,483.5861878453039,483.58066298342544,577.2375690607735,1.5724637681159421
FEIRA DE SANTANA,BA,10688,489.8613491766467,520.025813997006,502.4281624251497,525.2162238023952,628.0744760479042,2.1217192719340106
FELIZ NATAL,MT,84,488.2190476190476,516.5857142857143,490.4892857142857,526.7369047619047,580.952380952381,3.3852459016393444
FERNANDO DE NORONHA,PE,37,475.5,509.05405405405406,494.4702702702703,496.327027027027,588.1081081081081,3.5
FERNANDÓPOLIS,SP,852,504.94260563380277,523.8359154929577,519.0430751173709,562.8672535211268,657.3708920187794,3.5584826132771337
FERRAZ DE VASCONCELOS,SP,1231,481.96547522339563,522.0882209585702,509.71478472786356,523.9206336311942,600.6823720552396,2.37134944612286
FLORESTA,PE,806,455.1406947890819,473.06141439205953,463.33126550868485,483.99317617866006,585.7320099255583,1.304010938924339
FLORESTA DO ARAGUAIA,PA,134,439.9350746268657,463.49402985074624,442.9111940298507,472.994776119403,566.7164179104477,1.3764367816091954
FLORIANO,PI,2842,464.3557353976073,486.36030964109784,467.67487684729065,496.2696340605208,594.771287825475,1.6035223367697595
FLORIANÓPOLIS,SC,7084,533.6335827216262,570.2126482213439,543.9560417843027,588.9528938452851,652.2868435911914,5.052983032293377
FONTE BOA,AM,176,430.4505681818182,445.65852272727267,420.34829545454545,445.25397727272724,488.97727272727275,1.2417417417417418
FORMIGA,MG,687,517.0595342066958,552.0899563318777,530.1748180494905,587.0666666666666,704.2794759825327,3.3754693366708386
FORMOSA,GO,1809,478.5575456053068,508.24195688225535,493.7532338308458,511.5153676064124,580.5970149253732,2.374903474903475
FORMOSA DA SERRA NEGRA,MA,413,449.49661016949153,463.8697336561744,441.82929782082323,475.7811138014528,562.6634382566587,1.2554744525547445
FORMOSA DO RIO PRETO,BA,375,454.9456,472.2981333333333,452.6322666666667,473.7341333333333,555.36,1.331923890063425
FORMOSO DO ARAGUAIA,TO,199,456.4849246231156,468.5065326633166,467.4989949748744,489.47989949748745,572.4623115577889,1.8514150943396226
FORQUILHA,CE,444,462.25855855855855,485.5094594594595,483.3204954954955,513.054954954955,576.0360360360361,1.3003502626970227
FORTALEZA,CE,45511,499.4603700204346,536.2509481224319,515.0204807628925,551.3662367339764,638.2729450023071,2.5525654386072456
FOZ DO IGUAÇU,PR,4244,505.59156456173423,536.1105325164939,517.9605325164939,548.42356267672,608.2327992459943,3.3056956875508545
FRAIBURGO,SC,286,495.76678321678315,533.2080419580419,512.432867132867,548.1031468531469,609.5804195804196,3.3824404761904763
FRANCA,SP,3244,511.9892416769421,544.4280209617756,528.7726263871763,572.2453760789149,673.0517879161529,3.6261553834624034
FRANCISCO BELTRÃO,PR,1627,501.5157344806392,534.1081130915796,510.79557467732025,546.6669944683466,610.0921942224954,3.7086549062844543
FRANCISCO MORATO,SP,853,480.94853458382175,525.1103165298945,507.32133645955446,519.4349355216882,578.2883939038687,2.226096333572969
FRANCISCO SÁ,MG,339,467.9445427728614,486.30619469026544,474.4244837758112,503.2917404129793,636.047197640118,1.5914634146341464
FRANCO DA ROCHA,SP,812,485.35899014778323,529.8555418719212,516.2852216748768,522.6465517241379,591.0098522167488,2.479607250755287
FREDERICO WESTPHALEN,RS,1260,487.5174603174603,515.9916666666667,494.9607142857143,527.6373015873016,632.6825396825396,3.058419243986254
FRUTAL,MG,771,478.8214007782101,508.6326848249027,489.247859922179,521.2656290531777,590.3761348897535,2.9276169265033407
FÁTIMA DO SUL,MS,270,476.1477777777778,503.12925925925924,483.89444444444445,503.6081481481482,582.1481481481482,2.6771771771771773
GANDU,BA,987,458.16828774062816,485.82208713272547,473.2079027355623,488.926443768997,600.7092198581561,1.4295546558704453
GARANHUNS,PE,3935,481.7536467598475,511.8261753494282,496.2241931385006,520.7612198221093,609.407878017789,1.8505007153075823
GARARU,SE,309,454.93462783171515,467.6825242718446,456.1323624595469,475.252427184466,552.4271844660194,1.0985915492957747
GARIBALDI,RS,297,505.3858585858586,535.9104377104377,516.66632996633,570.0936026936026,675.0841750841751,4.5701754385964914
GAROPABA,SC,267,495.96816479400746,534.9797752808989,519.0164794007491,541.501872659176,598.6516853932584,3.367396593673966
GARÇA,SP,389,497.32853470437016,524.5820051413882,514.0295629820051,548.460411311054,645.9125964010283,3.501138952164009
GETÚLIO VARGAS,RS,319,492.7677115987461,516.5890282131661,497.00877742946705,532.2068965517242,617.2413793103449,3.2578125
GIRAU DO PONCIANO,AL,729,460.78724279835393,482.40342935528116,458.62002743484226,489.0794238683128,616.4883401920439,1.2159574468085106
GIRUÁ,RS,116,490.4991379310345,512.3258620689655,503.1646551724138,526.9465517241379,610.5172413793103,2.5694444444444446
GLÓRIA DO GOITÁ,PE,571,466.84308231173384,479.80367775831877,469.3525394045534,489.74273204903676,593.1348511383537,1.2031662269129288
GOIANA,PE,1156,468.19532871972325,492.0717993079585,478.0796712802768,505.1754325259516,601.6608996539792,1.6881894873458794
GOIANINHA,RN,615,468.13138211382113,500.5767479674797,487.10178861788614,501.86325203252034,612.780487804878,1.9006968641114983
GOIANIRA,GO,708,465.6108757062147,499.0837570621469,482.4741525423729,500.6580508474577,583.7005649717514,1.9047619047619047
GOIANÉSIA,GO,1137,481.6935795954265,507.46481970096744,493.01081794195255,526.7260334212841,629.0589270008795,2.609375
GOIANÉSIA DO PARÁ,PA,161,461.20186335403724,493.6633540372671,472.47391304347826,479.85714285714283,560.1242236024844,1.5857142857142856
GOIATUBA,GO,403,485.85210918114143,517.6570719602977,501.3042183622829,534.6563275434244,617.5186104218362,2.986130374479889
GOIOERÊ,PR,372,490.01827956989246,520.5551075268817,505.8733870967742,526.7123655913979,603.7096774193549,3.2869757174392937
GOIÁS,GO,774,470.4024547803618,501.99457364341083,487.1546511627907,497.65452196382427,579.405684754522,2.206435285610991
GOIÂNIA,GO,25757,511.52072446325275,544.3955080172381,522.485918391117,558.6336956943743,675.1399619520907,3.7332327138949157
GOVERNADOR MANGABEIRA,BA,396,465.46565656565656,486.41818181818184,464.0383838383839,486.4373737373738,591.1616161616162,1.3782435129740518
GOVERNADOR NUNES FREIRE,MA,236,440.57330508474575,456.1084745762712,444.28771186440673,461.35211864406784,530.7627118644068,1.391304347826087
GOVERNADOR VALADARES,MG,3708,504.67518878101407,536.283683926645,520.6350053937433,561.4747842502696,665.3721682847896,3.1592184577011015
GRAJAÚ,MA,818,454.4455990220049,472.0358190709046,452.8735941320293,475.5006112469438,562.9828850855746,1.5169417897480453
GRANJA,CE,886,448.8803611738149,470.0393905191874,459.8667042889391,483.82776523702034,525.530474040632,1.0104079933388843
GRAVATAÍ,RS,1908,498.55786163522015,540.5887316561846,521.953354297694,537.6873689727463,608.6163522012579,2.9617044228694716
GRAVATÁ,PE,1394,479.5436154949785,507.95968436154953,494.8091104734577,523.177474892396,623.3715925394548,1.6985213581599123
GUAJARÁ-MIRIM,RO,843,455.1116251482799,479.5237247924081,467.3692763938315,481.22882562277584,524.1043890865955,1.8355817875210794
GUANAMBI,BA,2509,479.93913909924277,504.0304105221204,485.22905540055797,518.836946990833,635.4643284176963,1.7918799044694644
GUANHÃES,MG,568,499.28186619718304,529.3762323943662,506.8051056338028,554.8193661971832,638.7676056338029,2.4101838755304104
GUAPIMIRIM,RJ,328,491.03749999999997,528.833231707317,515.8896341463415,525.182012195122,620.4268292682926,2.4258474576271185
GUAPORÉ,RS,430,509.3541860465116,540.3637209302325,523.1620930232558,556.8541860465116,649.2093023255813,3.546208530805687
GUARABIRA,PB,2250,471.25733333333335,496.84951111111104,477.03493333333336,503.6448888888889,616.0888888888888,1.596043165467626
GUARACIABA DO NORTE,CE,985,465.082538071066,494.3761421319797,479.9469035532995,509.06761421319794,618.5786802030457,1.2849882720875685
GUARAMIRIM,SC,204,501.10049019607845,527.2259803921569,500.59509803921566,546.2495098039216,604.3137254901961,3.875874125874126
GUARANTÃ DO NORTE,MT,199,494.470351758794,519.764824120603,500.2417085427136,528.9577889447237,594.4723618090452,2.875478927203065
GUARAPARI,ES,1304,503.44539877300616,532.156518404908,517.5871932515337,548.0440950920246,630.0460122699386,2.711049723756906
GUARAPUAVA,PR,2159,493.5372394627142,523.7688744789255,505.7055118110236,527.5226493747105,597.8323297823066,3.1197860962566843
GUARARAPES,SP,320,505.47781249999997,540.0128125,528.345,564.60375,646.9375,3.553627760252366
GUARATINGUETÁ,SP,915,530.1203278688524,566.1912568306011,545.9374863387978,593.171256830601,656.3060109289618,4.395067264573991
GUARATUBA,PR,265,493.74679245283016,530.5781132075472,511.8494339622642,537.5018867924529,598.7924528301887,3.0404699738903394
GUARAÍ,TO,753,454.264807436919,470.6954847277557,460.3913678618858,479.87197875166,592.2974767596281,2.037837837837838
GUARUJÁ,SP,1561,493.2296604740551,530.7076233183857,515.5876361306855,538.7366431774503,602.1652786675209,2.8992820945945947
GUARULHOS,SP,10094,499.14741430552806,539.6407766990292,523.5255399247077,550.3469387755102,617.2934416485041,3.271941343838914
GUAXUPÉ,MG,657,516.3403348554033,550.4261796042618,527.6111111111111,580.9401826484018,651.5981735159818,3.144415917843389
GUAÇUÍ,ES,453,501.97682119205297,523.4909492273731,501.66688741721856,549.4536423841059,616.2030905077263,2.2645985401459856
GUAÍBA,RS,1066,486.8847091932458,527.0732645403377,508.7545966228893,517.7503752345216,590.9943714821763,2.8324468085106385
GUAÍRA,PR,891,488.67586980920316,512.8270482603816,503.6149270482604,540.1109988776656,607.9236812570146,3.08596837944664
GUIRATINGA,MT,140,462.94928571428574,485.0528571428571,475.30999999999995,501.4078571428572,584.2857142857143,2.3832335329341316
GURUPI,TO,1269,489.4419227738377,510.830023640662,492.2518518518518,524.9152876280535,615.8707643814026,3.1487603305785123
HIDROLÂNDIA,CE,284,477.01232394366195,493.37781690140844,488.62464788732393,513.0524647887323,607.112676056338,1.2100591715976332
HORIZONTE,CE,956,469.94916317991635,512.1271966527196,498.05407949790794,512.5810669456067,590.2719665271967,1.5
HORIZONTINA,RS,240,511.3575,535.3795833333334,518.9495833333333,565.7183333333334,624.5,3.893617021276596
HORTOLÂNDIA,SP,1477,495.38700067704804,537.7648612051455,521.2632362897766,547.4205822613405,618.5646580907245,2.9595294117647057
HUMAITÁ,AM,541,448.0724584103512,462.2475046210721,450.97634011090577,467.9530499075786,501.44177449168205,1.5936055469953776
HUMBERTO DE CAMPOS,MA,155,433.00967741935483,461.7174193548387,440.0032258064516,460.0703225806451,565.2903225806451,0.8913043478260869
IBAITI,PR,383,483.41383812010446,513.0731070496083,499.1770234986945,521.1720626631853,579.8955613577024,2.938311688311688
IBATÉ,SP,284,485.46408450704223,527.1239436619719,507.237323943662,527.0274647887323,596.056338028169,2.473076923076923
IBIAPINA,CE,437,469.25469107551487,495.4588100686499,482.22402745995424,499.90183066361556,588.329519450801,1.2392055267702937
IBICARAÍ,BA,616,457.6676948051948,479.1665584415584,473.5056818181818,487.94821428571424,597.3051948051948,1.4625307125307125
