CLUSTER,QTD_MUNICIPIOS,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,644,455.3476796996092,472.78850139512843,489.7761117578754,467.6178151235456,543.008969689232,0.8740865466770794
1,650,480.8078877157827,504.84988224947466,519.7176858437833,507.9002212332092,577.6007618793686,1.3558742660631904
2,452,508.7138724507157,537.3059803484539,545.5489116091935,552.3425697125937,614.1789014453391,1.9827523612373947
