CLUSTER,QTD_MUNICIPIOS,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,568,447.23672128240935,527.1381363731821,467.03533487884306,426.63774605785227,487.4202835156855,1.546046398851406
1,632,467.79631798310066,548.4379285313953,492.04208246704127,452.48093802955566,516.5785691499663,2.078007891232582
2,488,491.22422796900713,569.5234494449726,517.5797691488395,489.42903780868147,544.9012527529668,3.0603744915147364
