CLUSTER,QTD_MUNICIPIOS,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,577,480.87061577028385,482.0599128242204,474.9655629858316,473.8884050832845,469.8547069879212,1.391524564690905
1,628,500.2031166140921,508.9771469506145,500.3319451432602,503.44176859084524,511.88520954429544,1.9444602048612463
2,485,523.7154715307588,537.0112909213151,525.0305155103056,540.8402301991295,547.7829855621198,2.893685034488147
