CLUSTER,QTD_MUNICIPIOS,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,425,450.0373664440917,470.28252802092504,454.4648676176018,475.82470390246465,546.9199701328017,1.3954984278882325
1,705,473.30191545600877,500.24940442331797,484.4568924038437,508.65400977903823,597.5918459228784,1.9809084823735574
2,582,503.83132259353755,536.4578295592707,518.0973863359252,554.6411217655166,637.2578819541502,3.2614811147308873
