CLUSTER,QTD_MUNICIPIOS,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,605,451.8310903918707,499.1739912695541,488.4953226171143,451.2559972774381,478.4520193948824,1.4682426173948797
1,642,468.11908810097185,523.295539315289,510.8444822380142,477.4866064418278,513.4250842976274,2.004640033598016
2,445,489.6957489115964,547.0573188706121,533.9564468392186,511.52514526657484,546.715630697233,2.84934473835071
