CLUSTER,QTD_MUNICIPIOS,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,444,461.69690692683787,483.29173817124354,469.8937006224145,480.9177250925771,547.6837959856142,1.3939587372563902
1,691,480.1316467035451,510.9637446765744,500.6103654477491,516.8299984692635,600.1476246968077,1.91586446674468
2,577,504.4630661283567,542.0225144596882,533.1619420520191,563.1906722074423,647.8304490527456,3.162557181574417
