CLUSTER,QTD_MUNICIPIOS,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,572,440.99839230299966,468.5356105837454,486.22455867619624,473.9475609801351,515.3338322729713,1.453883054551159
1,640,464.7456134009353,496.3832428769245,511.68847984861475,506.6577585754015,557.3955494822674,2.043774496771073
2,480,492.7102401479061,525.3219145779556,535.5274719143833,547.4970081013075,598.5258314438923,3.079699997059671
