NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA
-0.7670100290940156,-1.0473445928299667,-1.1997401442496811,-1.0361936860359695,-0.25915660090270987
0.44609678940107894,0.7908197174638815,0.941714971712453,1.0627256495722943,0.8878107282458739
-0.274032545122393,-0.07990391043517575,-0.03087891485938846,-0.41971525388731395,-0.5239993399573418
-0.6421152433926646,-0.5425881653267416,-0.5028518587048898,-0.14460420298350435,0.6455044892171309
-0.15671168166591154,-0.44727372605081883,-0.36719308827373887,0.5794086034007705,2.8361566967753116
0.3356441562129959,0.5263093913394203,0.5258488206621238,0.4964854919781385,1.20412458793253
-1.3243738168752297,-1.3901150243944989,-1.8227344731004291,-1.597919417175304,-1.6841102493893099
-0.7486365533504564,-0.5793228164924134,-0.5193187635574105,-0.23583360921683297,0.577718563323923
-0.7856718397844672,-0.995200479250993,-0.8960248429636802,-0.921647599542806,-1.1314856440154293
-0.3791667554921056,-0.34794978423715367,-0.14988638108878138,-0.14809382940901686,0.14745548657753693
1.87684307150681,1.789988364557457,1.614750914882981,2.048940701180677,1.1452943358614887
0.028742653742616697,0.07512477027729936,0.29635157423086483,0.5778389726051827,0.49859479610620483
0.4437736530284764,0.7636249711776844,0.48713201999764877,0.6638710973096762,1.196843247700804
-1.2384281137654916,-1.1468991628637004,-1.1363002445237775,-0.16714961994842606,-0.16330628996116972
-0.39811429034061735,-0.23117442804216623,-0.08816779950699255,0.09686297754620102,-0.13239993351813936
1.5915381720249293,1.278570789305665,1.3187729401959858,1.619528653255633,1.0134291262815442
0.3019196316285846,0.18406425693820538,0.34479954830396553,0.3391249670389811,0.5059344053833822
-0.3567919450107954,-0.3867625246861027,-0.3731732495719649,-0.626750800092135,0.2192728399828993
-0.7992828596145054,-0.44668979877694365,-0.6156646897496082,-0.9227733382899735,-1.0704686892703732
-0.9083290852734708,-0.8125904038002147,-0.7938560349863139,-1.001251846119643,-0.6120437961627407
-0.06247609926415829,-0.043756685851724625,-0.01535598321770413,-0.3878108520893056,-0.6492604146544181
-1.3007767571961177,-1.3514691672366628,-1.504176965096037,-1.4477900103148729,-1.1677575905927853
0.8166613229484809,0.6898577571111281,0.4385509372107896,0.7149520106724064,0.39219782840267586
0.35069248274676723,0.5558304288341531,0.628132259083311,0.16836863584631773,-0.48444402349414406
-1.686825594180654,-1.7626860064995749,-1.9452733937568496,-1.7472722027981835,-1.4357754031520564
-0.47475776170620826,-0.44589086538174394,-0.4682479695905498,-0.5632880481424474,0.7713599877813861
0.029376295082194196,0.2862388021572643,0.12691648268115416,0.10978578606016261,0.6134864345808004
1.5185210060371959,1.2749351707382663,1.1966844525935574,1.3552710558722125,1.4287048592072136
-0.9536247436818424,-0.8961806976962284,-0.7505049701050628,-1.084152616191727,-1.0095030661380415
