NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,MEDIA_GERAL,RENDA_FAMILIAR_SM_MEDIA
CARINHANHA,BA,888,443.6861486486486,440.7709459459459,463.9679054054054,458.6010135135135,500.47297297297297,461.4997972972973,0.9331293706293706
CARIRA,SE,731,455.74637482900135,466.6606019151847,487.04145006839946,476.98372093023255,573.5430916552667,491.99504787961695,1.0696361355081556
CARIRIAÇU,CE,672,473.6919642857143,493.58318452380956,507.29672619047625,520.2315476190475,649.047619047619,528.7702083333334,0.8044444444444444
CARIRÉ,CE,819,480.2811965811966,493.0656898656899,512.9504273504274,531.229304029304,624.2490842490843,528.3551404151405,1.2001312335958005
CARLINDA,MT,58,478.86206896551727,497.42586206896556,506.3724137931034,473.2741379310345,588.9655172413793,508.98000000000013,1.9801980198019802
CARLOS BARBOSA,RS,456,513.2089912280702,541.0394736842105,550.6313596491228,559.8396929824561,655.921052631579,564.1281140350877,3.9078947368421053
CARLOS CHAGAS,MG,224,469.734375,490.4825892857143,509.83437499999997,498.18348214285714,587.4107142857143,511.12910714285715,1.7020408163265306
CARMO DO PARANAÍBA,MG,434,493.68018433179725,521.3264976958526,533.0016129032258,546.7223502304147,680.9677419354839,555.1396774193548,2.830263157894737
CARMÉSIA,MG,108,473.2916666666667,505.58518518518514,516.7018518518519,500.74074074074076,614.4444444444445,522.1527777777777,1.62109375
CARMÓPOLIS,SE,497,457.81267605633803,463.9549295774648,487.1430583501006,469.2478873239437,561.7303822937625,487.9777867203219,1.2427466150870405
CARNAUBEIRA DA PENHA,PE,422,446.3644549763033,451.06587677725116,469.87725118483417,474.5381516587678,558.5781990521327,480.08478672985785,1.0389610389610389
CARNAÍBA,PE,800,462.216,473.32199999999995,500.15675000000005,522.894125,600.95,511.907775,1.0736486486486487
CAROLINA,MA,410,463.1209756097561,481.6046341463414,499.53,482.0556097560975,581.3658536585366,501.5354146341463,1.4706521739130434
CARPINA,PE,2067,482.04305757135944,498.7540396710208,516.6956458635703,525.3904208998549,639.8064828253507,532.5379293662312,1.7251141552511415
CARUARU,PE,8443,495.5062892336847,519.9569939594932,531.3739784436812,538.3382802321449,663.1363259504915,549.6623735638991,1.946246418338109
CARUTAPERA,MA,850,450.22482352941176,450.24188235294116,478.5911764705882,460.6904705882353,527.7882352941176,473.5073176470588,0.9869318181818182
CASA BRANCA,SP,311,507.44919614147915,523.4524115755628,537.2350482315113,538.2109324758843,660.2572347266881,553.3209646302251,2.7950617283950616
CASA NOVA,BA,790,455.3441772151899,471.4191139240506,490.7053164556962,474.7587341772152,553.2911392405064,489.1036962025317,1.1116071428571428
CASCAVEL,CE,6083,506.4587703435805,524.1572743711985,536.9939174749302,540.7974190366596,643.3207299030083,550.3456222258753,3.1821018295277264
CASIMIRO DE ABREU,RJ,406,501.89556650246305,518.3529556650246,529.0403940886699,530.6317733990148,606.4532019704434,537.2747783251232,2.40521327014218
CASSILÂNDIA,MS,435,459.4496551724138,473.983908045977,495.74896551724134,489.22275862068966,567.0344827586207,497.0879540229886,2.409547738693467
CASTANHAL,PA,4908,479.5188060309698,498.3197025264874,511.60328035859817,498.5535859820701,641.4506927465362,525.8892135289324,1.7148134466198743
CASTELO,ES,435,512.7367816091954,529.3413793103448,537.4429885057472,567.08091954023,682.7586206896551,565.8721379310343,2.5111358574610243
CASTELO DO PIAUÍ,PI,930,460.13602150537633,480.1522580645161,499.8906451612903,498.09043010752686,613.6989247311828,510.3936559139785,0.9788359788359788
CASTRO,PR,828,502.84915458937195,529.0397342995169,539.8795893719806,532.6036231884058,599.927536231884,540.8599275362319,2.85912343470483
CASTRO ALVES,BA,664,458.2317771084338,471.1167168674699,491.96521084337354,488.5284638554217,563.4036144578313,494.649156626506,1.0493333333333332
CATAGUASES,MG,985,517.9297461928934,543.2829441624365,547.1330964467005,569.2032487309644,691.6954314720812,573.8488934010152,2.5193236714975846
CATALÃO,GO,2824,499.710552407932,519.97223796034,529.3862960339943,529.251097733711,665.099150141643,548.683866855524,2.7166781767955803
CATANDUVA,SP,1931,516.2536509580528,536.5792335577421,546.2326773692388,568.6508544795443,688.7001553599172,571.283314344899,3.1912272055199606
CATENDE,PE,914,458.3621444201313,477.1570021881838,501.0252735229759,487.3590809628009,600.6126914660831,504.90323851203505,1.0724070450097847
CATOLÉ DO ROCHA,PB,1682,474.8986325802616,483.5251486325803,502.28935790725325,504.2475624256837,645.2199762187871,522.0361355529133,1.1902963393375945
CATU,BA,942,483.2295116772824,505.98121019108277,519.668152866242,512.0491507430997,633.8853503184713,530.9626751592357,1.4700854700854702
CAUCAIA,CE,5513,477.16560856158173,497.06330491565393,514.9676038454562,506.6838200616724,598.824596408489,518.9409867585706,1.4358758789361052
CAXAMBU,MG,786,492.3769720101781,511.79338422391857,527.6636132315522,540.8788804071247,669.4402035623409,548.4306106870229,2.183535762483131
CAXIAS,MA,4225,464.8272899408284,477.53313609467455,495.2520473372781,485.076875739645,589.7514792899408,502.48816568047334,1.2932835820895523
CAXIAS DO SUL,RS,4912,515.4425081433225,544.6159609120522,552.7192996742672,554.7541530944625,656.3477198697068,564.7759283387622,3.290351902350344
CAÇADOR,SC,496,506.70766129032256,532.7901209677419,543.6435483870968,535.2227822580645,633.2258064516129,550.3179838709677,3.2566607460035524
CAÇAPAVA,SP,940,514.7535106382978,543.7378723404255,551.1534042553192,562.2221276595745,657.6808510638298,565.9095531914893,3.1419382504288165
CAÇAPAVA DO SUL,RS,636,478.1754716981132,506.16556603773586,526.9383647798742,509.3455974842767,588.1446540880503,521.75393081761,2.1168981481481484
CEARÁ-MIRIM,RN,1848,471.9652056277056,489.4695346320346,507.74918831168833,491.5975108225108,597.4675324675325,511.6497943722943,1.473053892215569
CEDRO,CE,575,460.9754782608696,469.22591304347833,492.3335652173913,496.5690434782609,562.3304347826087,496.2868869565218,1.110912343470483
CEREJEIRAS,RO,263,474.35513307984786,487.60760456273766,503.88212927756655,479.3406844106464,611.4828897338404,511.33368821292777,2.411949685534591
CERES,GO,1371,489.26630196936543,505.43391684901536,520.9889861415026,526.7978118161926,660.6418672501824,540.6257768052517,2.4231316725978647
CERQUEIRA CÉSAR,SP,214,517.3182242990655,537.3247663551402,547.711214953271,562.3084112149533,627.3831775700935,558.4091588785046,2.8863636363636362
CERQUILHO,SP,437,518.6274599542335,541.9892448512586,553.2654462242563,566.258581235698,665.1716247139589,569.0624713958811,3.2258726899383983
CERRO LARGO,RS,762,491.3204724409449,516.0206036745407,526.6060367454068,533.3330708661417,649.7375328083989,543.4035433070866,2.4866434378629503
CHAPADA DOS GUIMARÃES,MT,214,478.288785046729,506.89439252336444,515.2364485981309,505.5700934579439,614.8598130841121,524.169906542056,2.5711610486891385
CHAPADINHA,MA,2127,453.9879172543489,459.7433004231312,476.5560883874001,470.3634226610249,572.3742360131641,486.60499294781386,1.0377270610153704
CHAPADÃO DO SUL,MS,588,481.39081632653057,497.9181972789116,516.2530612244898,507.1744897959183,592.9931972789116,519.1459523809524,3.135593220338983
CHAPECÓ,SC,2902,515.5463128876637,542.257477601654,547.1482425913163,552.3354927636113,670.7925568573397,565.616016540317,4.021819402484055
CHARQUEADAS,RS,575,490.64330434782613,516.8530434782608,533.7062608695652,513.8217391304348,584.591304347826,527.9231304347826,2.567829457364341
CHAVAL,CE,350,465.08799999999997,486.24685714285715,505.6325714285714,497.4194285714285,610.5714285714286,512.9916571428571,0.9550898203592815
CHOPINZINHO,PR,435,484.0252873563218,509.54873563218393,524.3827586206896,523.3712643678161,630.4827586206897,534.3621609195402,3.235229759299781
CIANORTE,PR,1392,493.492816091954,508.4188936781609,524.9852729885057,522.0165229885057,615.7327586206897,532.9292528735632,3.0476054732041047
CIDADE OCIDENTAL,GO,1086,468.86344383057093,493.6220073664825,514.0500000000001,484.2328729281768,580.4419889502763,508.24206261510136,1.6741154562383613
CLEVELÂNDIA,PR,148,478.6337837837838,496.02364864864865,519.0554054054054,499.077027027027,589.8648648648649,516.530945945946,2.4342105263157894
CLÁUDIO,MG,638,497.4904388714734,531.2700626959247,535.1451410658307,547.5987460815047,671.5987460815047,556.6206269592476,2.5450819672131146
COARACI,BA,692,465.08280346820806,481.65549132947973,497.7244219653179,486.30130057803467,586.2716763005781,503.4071387283237,1.1728247914183552
COARI,AM,981,450.48399592252804,452.28226299694194,479.1638124362895,453.5183486238532,505.3007135575943,468.1498267074414,1.0668016194331984
COCAL,PI,825,463.1970909090909,471.62836363636364,491.90496969696966,485.5601212121212,604.4606060606061,503.3502303030303,0.8694029850746269
COCOS,BA,806,451.14764267990074,459.3998759305211,480.6884615384616,471.5549627791563,537.1712158808933,479.99243176178663,0.9644149577804584
CODAJÁS,AM,229,455.51877729257643,454.57947598253276,479.75283842794755,461.9593886462882,538.9519650655022,478.15248908296945,1.095307917888563
CODÓ,MA,2190,455.2887671232877,466.8012785388128,488.117397260274,474.1017808219178,572.8310502283105,491.42805479452056,1.1425925925925926
COELHO NETO,MA,1419,449.61028893587036,456.71522198731503,478.47695560253703,469.95968992248066,568.7667371388302,484.7057787174067,1.091451292246521
COLATINA,ES,1898,513.5282402528978,532.3316122233931,540.0759747102213,550.5976817702846,674.1622760800843,562.1391570073763,2.7007211538461537
COLINAS,MA,1065,445.86112676056337,455.7777464788732,476.38215962441313,472.41568075117374,571.868544600939,484.4610516431925,1.0873493975903614
COLINAS DO TOCANTINS,TO,759,468.63860342555995,478.45744400527013,497.2509881422925,492.36310935441367,622.3978919631094,511.8216073781291,2.1290123456790124
COLNIZA,MT,166,459.03734939759033,473.76385542168674,492.0325301204819,464.7210843373494,562.0481927710844,490.3206024096386,2.1660377358490566
COLOMBO,PR,2549,494.2042761867399,517.2197724597881,533.9993330717929,512.1678305217732,598.1247548058062,531.1431934091801,2.60589651022864
COLORADO,PR,547,486.54972577696526,501.337659963437,520.0961608775136,513.336197440585,657.1480804387569,535.6935648994515,2.6484517304189437
COLORADO DO OESTE,RO,310,492.3654838709677,500.4429032258064,517.4254838709677,505.9122580645161,654.4516129032259,534.1195483870968,2.533434650455927
COLÍDER,MT,327,492.6740061162079,507.29969418960246,525.7553516819572,518.3798165137615,641.039755351682,537.0297247706421,3.0426997245179064
COMODORO,MT,146,481.47054794520545,494.5664383561644,510.608904109589,506.02945205479455,628.3561643835617,524.206301369863,2.8279816513761467
CONCEIÇÃO,PB,833,458.70312124849943,468.72364945978387,487.61212484994,482.5482593037215,593.1812725090036,498.15368547418973,0.9569620253164557
CONCEIÇÃO DA BARRA,ES,318,477.188679245283,490.7987421383648,514.0295597484277,492.414465408805,614.9056603773585,517.8674213836478,1.753315649867374
CONCEIÇÃO DA FEIRA,BA,380,453.41078947368425,476.56315789473683,494.4492105263158,469.75447368421055,555.0,489.8355263157895,1.0947368421052632
CONCEIÇÃO DO ARAGUAIA,PA,1134,464.031922398589,472.72363315696646,491.4917107583774,479.0982363315697,580.652557319224,497.5996119929453,1.5873015873015872
CONCEIÇÃO DO COITÉ,BA,1449,472.8884057971015,494.756038647343,510.69565217391306,500.5236714975846,616.1214630779848,518.9970462387853,1.316031941031941
CONCEIÇÃO DO JACUÍPE,BA,869,474.231415420023,493.268584579977,511.0666283084005,491.2803222094361,576.2025316455696,509.2098964326813,1.3965686274509803
CONCEIÇÃO DO MATO DENTRO,MG,334,491.65179640718566,514.0913173652694,525.9724550898203,529.5206586826347,626.4670658682635,537.5406586826347,2.3511166253101736
CONCÓRDIA,SC,1153,513.5244579358196,537.5397224631397,545.4317432784042,553.6493495229835,691.5871639202081,568.346487424111,3.7827788649706457
CONCÓRDIA DO PARÁ,PA,563,448.99023090586144,453.54369449378333,479.39484902309056,455.67246891651865,567.6021314387211,481.040674955595,1.1191666666666666
CONFRESA,MT,588,464.2557823129252,475.9739795918368,496.16955782312925,480.38690476190476,567.8231292517007,496.92187074829934,2.3427719821162443
CONGONHAS,MG,835,501.6434730538922,526.3135329341317,536.9461077844311,553.6891017964072,694.7065868263473,562.6597604790419,2.8268186753528775
CONSELHEIRO LAFAIETE,MG,2311,514.559498052791,541.9733881436607,546.1773258329728,562.8893985287754,690.6793595845954,571.2557940285591,2.7305091487669055
CONSELHEIRO PENA,MG,371,477.8234501347709,501.1970350404313,522.9185983827493,518.6261455525606,642.1024258760108,532.5335309973045,2.126934984520124
CONTAGEM,MG,8559,515.3459165790397,543.0417688982358,548.3687229816568,554.1635354597499,663.9724266853605,564.9784741208085,2.8841487279843445
CORAÇÃO DE JESUS,MG,450,464.76222222222225,493.77,506.01666666666665,480.1431111111111,604.1333333333333,509.76506666666666,1.2540160642570282
CORAÇÃO DE MARIA,BA,564,448.76187943262414,461.0723404255319,485.50585106382977,468.8258865248227,571.7021276595744,487.1736170212765,0.9455223880597015
CORDEIROS,BA,585,468.8121367521367,485.1059829059829,502.2264957264957,499.6784615384616,606.1196581196581,512.388547008547,1.1564465408805031
COREAÚ,CE,636,469.5701257861635,492.6166666666667,503.6657232704403,536.8899371069182,605.5345911949686,521.6554088050314,1.1591666666666667
CORINTO,MG,373,470.6713136729222,490.94155495978555,509.54906166219837,502.34048257372655,594.9061662198392,513.6817158176943,1.5712719298245614
CORNÉLIO PROCÓPIO,PR,1222,494.87037643207856,515.6455810147299,529.4982815057283,535.3133387888707,616.5630114566285,538.3781178396072,2.6656511805026657
COROATÁ,MA,1178,454.3432937181664,463.4589983022071,484.95059422750427,472.0429541595925,610.899830220713,497.1391341256367,1.0
COROMANDEL,MG,444,486.3227477477477,513.4108108108107,526.1804054054054,511.0168918918919,640.4054054054054,535.4672522522521,2.280087527352298
CORONEL FABRICIANO,MG,1111,521.8710171017101,545.0192619261926,548.5148514851485,574.5244824482448,708.8388838883889,579.753699369937,2.9537643207855973
CORONEL VIVIDA,PR,410,489.6148780487805,519.560731707317,532.7619512195122,526.8382926829269,640.5853658536586,541.872243902439,3.064835164835165
CORRENTE,PI,2081,444.35261893320524,440.6609802979337,467.4748678519942,463.2123978856319,551.1773185968284,473.37563671311864,1.1069057104913678
CORRENTINA,BA,671,470.172131147541,480.21818181818185,494.09627421758563,485.9667660208644,570.9388971684053,500.2784500745156,1.2296476306196842
CORUMBÁ,MS,1418,473.70916784203104,491.413610719323,510.34774330042313,494.8065585331452,575.5571227080395,509.1668406205924,2.0996290408055116
CORURIPE,AL,1104,466.3324275362319,476.11657608695646,499.63894927536234,495.5890398550725,586.322463768116,504.79989130434785,1.4250343878954608
COSMÓPOLIS,SP,569,506.4585237258348,528.2312829525483,541.2316344463972,540.0379613356766,640.7029876977153,551.3324780316345,3.1383601756954613
COSTA RICA,MS,294,475.74387755102043,493.90442176870744,514.5360544217688,499.78231292517006,556.8027210884354,508.1538775510204,2.627062706270627
COTIA,SP,3135,510.8471451355662,533.8616586921851,546.3818819776715,548.171259968102,648.9122807017544,557.6348452950558,3.818508923431203
COXIM,MS,602,473.7295681063123,486.82159468438533,507.0700996677741,488.5018272425249,556.7109634551495,502.56681063122926,2.266576454668471
CRATEÚS,CE,1977,478.25543753161355,500.5692463328275,512.1899848254932,518.8942336874052,658.8366211431462,533.7491047040971,1.3124708080336291
CRATO,CE,3170,494.0276656151419,515.5349842271293,527.1548895899053,532.0758675078864,663.1419558359621,546.387072555205,1.72923345963276
CRICIÚMA,SC,2970,518.8771717171717,541.4501683501684,548.8338720538721,564.1357912457912,695.6632996632997,573.7920606060607,3.8268245838668373
CRISTALINA,GO,641,478.4120124804992,493.9366614664587,511.99375975039004,509.08081123244926,610.3588143525741,520.7564118564743,2.336173001310616
CRISTALÂNDIA,TO,222,456.418018018018,469.2018018018018,495.19864864864866,475.07027027027027,583.8738738738739,495.9525225225226,1.8253275109170306
CRUZ,CE,444,488.0885135135135,508.05472972972973,518.2772522522523,552.2515765765766,676.936936936937,548.7218018018018,1.332425068119891
CRUZ ALTA,RS,1074,491.7906890130353,517.2054003724395,531.8873370577281,517.5829608938548,609.7020484171322,533.633687150838,2.550061804697157
CRUZ DAS ALMAS,BA,1983,474.3918809884014,490.47241553202224,505.0250126071609,495.36515380736256,604.8613212304589,514.0231568330812,1.4544721998388397
CRUZEIRO,SP,1264,510.91906645569617,535.9622626582279,542.0993670886076,553.2701740506329,679.3987341772151,564.3299208860759,2.9693715194908514
CRUZEIRO DO SUL,AC,2405,465.87979209979204,481.90723492723487,500.66964656964655,474.9778794178794,600.5322245322245,504.7933555093555,1.53562945368171
CUBATÃO,SP,1101,490.7351498637602,515.930063578565,538.6523160762943,526.205267938238,615.4586739327884,537.3962942779292,2.2469707769066285
CUIABÁ,MT,12425,504.07906639839035,524.4250221327968,531.3721046277666,534.4072273641851,634.7074446680081,545.7981730382294,3.652038431576214
CUITÉ,PB,1516,467.2788918205805,478.397691292876,498.94327176781,487.6754617414248,590.6068601583113,504.58043535620055,1.0532544378698225
CUPIRA,PE,684,472.30497076023386,493.4795321637427,512.1697368421052,513.5301169590643,629.0058479532164,524.0980409356724,1.208006279434851
CURAÇÁ,BA,583,447.926243567753,457.29176672384216,484.08284734133787,470.7488850771869,530.1200686106347,478.033962264151,1.030239099859353
CURITIBA,PR,28724,532.6722113911711,549.8153704219468,556.8711425985239,571.8627663278095,662.4578749477788,574.735873137446,4.341355973539006
CURITIBANOS,SC,519,493.27842003853567,521.4946050096339,532.564161849711,520.8605009633911,633.2562620423893,540.2907899807321,2.824451410658307
CURRAIS NOVOS,RN,2150,487.31758139534884,508.01320930232555,521.3311627906977,508.0072093023256,645.6651162790698,534.0668558139535,1.5933304460805544
CURRALINHO,PA,604,441.7859271523179,435.30943708609277,459.63990066225165,443.76854304635765,531.8211920529801,462.46500000000003,1.0176933158584536
CURURUPU,MA,468,451.17756410256413,452.66645299145296,478.1782051282051,460.93034188034187,539.4017094017094,476.47085470085466,0.9326241134751773
CURUÇÁ,PA,1153,446.20416305290547,452.12497831743275,471.84535993061576,449.6841283607979,527.4241110147442,469.45654813529916,0.9721810089020771
CURVELO,MG,1585,493.65753943217663,516.7197476340694,528.2584227129338,527.1144479495268,656.1009463722397,544.3702208201893,2.293103448275862
CUSTÓDIA,PE,569,468.3579964850615,487.88927943760984,507.46801405975395,502.49929701230224,595.4657293497364,512.3360632688928,1.3025641025641026
CÁCERES,MT,1502,484.00978695073235,496.54340878828225,512.1761651131824,500.95079893475366,624.8601864181092,523.708069241012,2.6155954160438464
CÂNDIDO MOTA,SP,287,501.1522648083624,519.0327526132404,537.3020905923345,531.8588850174216,663.3449477351917,550.5381881533101,2.7666666666666666
CÂNDIDO SALES,BA,859,461.92910360884747,471.8838183934808,490.65040745052386,481.82409778812575,585.4249126891734,498.3424679860303,1.1764705882352942
CÍCERO DANTAS,BA,1199,462.30892410341954,476.0983319432861,494.6924103419516,480.0445371142619,569.3577981651376,496.5004003336113,1.0637417218543046
DELMIRO GOUVEIA,AL,1975,452.1687594936709,457.68283544303796,478.8051139240506,474.2870886075949,542.4506329113924,481.0788860759493,1.0684621710526316
DIADEMA,SP,4771,494.65608887025786,527.2033745546007,542.9357996227207,527.8736323621882,635.0702158876546,545.5478222594845,2.46795616802258
DIAMANTE,PB,296,469.10777027027024,473.01250000000005,486.13513513513516,510.1290540540541,629.4594594594595,513.5687837837838,0.9823529411764705
DIAMANTINA,MG,2012,498.61515904572565,515.2598409542744,526.3874751491054,529.1650099403579,654.2942345924454,544.7443439363817,2.173555377207063
DIAMANTINO,MT,271,474.7365313653137,490.0018450184502,502.3243542435424,500.58007380073803,610.5535055350554,515.6392619926199,2.68859649122807
DIANÓPOLIS,TO,456,455.33530701754387,459.5133771929825,486.0436403508772,465.2497807017544,551.9298245614035,483.61438596491223,1.7898686679174485
DIAS D'ÁVILA,BA,1092,470.96163003663,491.52298534798535,513.2367216117216,479.4830586080586,569.8901098901099,505.0189010989011,1.4445288753799392
DIONÍSIO CERQUEIRA,SC,397,496.80125944584387,519.0287153652392,534.2987405541562,526.5035264483627,636.272040302267,542.5808564231738,2.753712871287129
DIVINÓPOLIS,MG,4423,524.394754691386,551.3834275378701,552.9325344788605,580.8938955460095,708.3246665159394,583.5858557540131,3.069656073138877
DOIS IRMÃOS,RS,398,515.7497487437186,548.3630653266332,557.6675879396985,571.5057788944723,647.286432160804,568.1145226130653,3.636120996441281
DOIS IRMÃOS DO BURITI,MS,115,451.264347826087,467.94608695652175,483.47739130434786,471.31130434782614,535.1304347826087,481.82591304347824,1.4966666666666666
DOIS VIZINHOS,PR,883,492.49082672706686,514.2237825594564,530.4541336353341,524.2261608154021,615.039637599094,535.2869082672707,2.9833333333333334
DOM ELISEU,PA,607,456.33822075782535,470.104118616145,492.3685337726524,481.7706754530478,574.8599670510708,495.08830313014823,1.533886583679115
DOM PEDRITO,RS,426,476.09436619718315,495.63638497652585,517.9758215962441,490.5044600938967,562.018779342723,508.44596244131463,2.2145953757225434
DOM PEDRO,MA,1108,462.653880866426,481.6574007220217,496.66001805054157,494.72003610108305,642.1119133574007,515.5606498194945,1.1472332015810276
DOMINGOS MARTINS,ES,658,514.166565349544,532.3024316109422,536.3285714285714,562.7787234042554,714.1337386018237,571.9420060790274,2.43370607028754
DOURADOS,MS,3559,507.5578252318067,524.2636133745434,535.2679123349255,539.603765102557,645.3947738128688,550.4175779713403,3.386478062814673
DRACENA,SP,924,511.25119047619046,530.0754329004329,538.9635281385281,558.644696969697,666.5800865800866,561.1029870129871,3.0296442687747036
DUQUE DE CAXIAS,RJ,9833,484.63180107800264,509.9827519576935,526.4215498830469,507.4786941930235,616.1680056951083,528.936560561375,1.7897979115017655
ECOPORANGA,ES,275,474.6189090909091,496.59272727272725,509.8890909090909,511.20036363636365,563.2,511.10021818181815,1.9131944444444444
EIRUNEPÉ,AM,343,447.61778425655973,446.7918367346939,471.301166180758,456.1183673469388,536.8513119533528,471.7360932944606,1.2554347826086956
ELDORADO,SP,179,463.3754189944134,481.9737430167598,507.9972067039106,503.022905027933,550.0558659217877,501.28502793296093,1.7451737451737452
ELDORADO DO CARAJÁS,PA,429,449.61072261072263,451.71864801864797,474.1405594405594,466.34149184149186,528.5780885780886,474.0779020979021,1.437142857142857
ELDORADO DO SUL,RS,268,486.6809701492537,509.1932835820895,535.2044776119402,511.04067164179105,564.7014925373135,521.3641791044777,2.2045454545454546
EMBU DAS ARTES,SP,2513,483.77775567051333,514.3167926780741,534.3898925586948,510.10959013131713,611.0226820533227,530.7233426183844,2.140515595162317
EMBU-GUAÇU,SP,890,491.31977528089885,517.8093258426966,535.5504494382022,524.640786516854,622.2696629213483,538.318,2.467710371819961
ENCANTADO,RS,552,506.8811594202899,536.5788043478261,545.1248188405798,570.4269927536232,674.4202898550725,566.6864130434783,3.2688172043010755
ENCRUZILHADA DO SUL,RS,268,479.2279850746269,494.7585820895522,514.7858208955224,498.40559701492543,556.044776119403,508.64455223880594,1.9143576826196473
ENGENHEIRO CALDAS,MG,333,483.4234234234234,503.34474474474473,516.7624624624624,520.9528528528529,634.2942942942943,531.7555555555556,1.85678391959799
ENTRE RIOS,BA,825,449.8722424242424,460.77672727272727,485.3518787878788,463.69733333333335,544.6545454545454,480.8705454545455,1.003125
ENTRE RIOS DE MINAS,MG,568,501.36373239436614,519.3788732394366,528.8723591549295,545.5102112676057,663.2394366197183,551.6729225352112,2.0562390158172232
ENVIRA,AM,170,432.25176470588235,438.13470588235293,469.63470588235293,447.6847058823529,564.0,470.3411764705882,1.2041666666666666
EPITACIOLÂNDIA,AC,188,464.82234042553193,480.88936170212764,504.1941489361702,478.5606382978723,549.5744680851063,495.6081914893616,1.5161943319838056
ERECHIM,RS,2235,504.184966442953,530.4359731543624,538.591677852349,544.5342281879194,662.34451901566,556.0182729306487,3.0462278106508878
ERVÁLIA,MG,349,497.6097421203438,532.1865329512895,535.7756446991405,539.7212034383955,660.7449856733524,553.2076217765043,1.7623152709359606
ESCADA,PE,1127,459.76326530612243,477.0858917480036,499.2270629991127,486.18997338065657,581.7746228926353,500.808163265306,1.2449133383571966
ESMERALDAS,MG,402,487.1194029850746,521.4567164179105,529.1542288557214,519.0345771144279,624.1293532338309,536.178855721393,1.9220907297830374
ESPERANTINA,TO,1432,456.32458100558665,465.8925977653631,486.26543296089386,474.31668994413405,579.2597765363129,492.4118156424582,1.0160583941605839
ESPERANTINÓPOLIS,MA,661,447.3157337367625,460.50317700453854,482.42481089258695,469.08804841149777,583.5098335854766,488.56832072617254,1.014554794520548
ESPERANÇA,PB,1153,475.2399826539462,497.66019080659146,513.6674761491761,500.9665221162186,618.3347788378144,521.1737901127493,1.2209664848012471
ESPIGÃO D'OESTE,RO,363,478.6267217630854,490.03636363636366,509.8611570247934,506.1724517906336,592.7823691460055,515.4958126721764,2.0309278350515463
ESPINOSA,MG,492,471.2599593495935,488.81646341463414,510.31158536585366,505.04817073170733,619.9186991869918,519.070975609756,1.3233532934131738
ESPLANADA,BA,1090,452.24660550458714,463.2356880733945,488.1725688073394,465.79963302752293,563.0642201834862,486.50374311926606,0.9954268292682927
ESPUMOSO,RS,664,494.1150602409639,518.152108433735,528.2534638554216,533.1379518072289,668.1024096385543,548.3521987951808,2.927205882352941
ESPÍRITO SANTO DO PINHAL,SP,358,517.7555865921788,536.7793296089385,550.6100558659218,565.2874301675978,673.4078212290502,568.7680446927374,3.059684684684685
ESTEIO,RS,1066,496.402626641651,526.9694183864916,543.979268292683,525.5356472795497,581.8949343339588,534.9563789868669,2.526570048309179
ESTREITO,MA,729,456.80562414266115,465.48244170096024,489.22345679012346,481.0351165980795,578.7654320987655,494.26241426611796,1.6156202143950995
ESTRELA,RS,317,526.6186119873818,550.7296529968454,555.1867507886436,584.2694006309148,676.1514195583596,578.591167192429,3.7119700748129674
ESTÂNCIA,SE,1333,478.9701425356339,491.24388597149283,510.6359339834958,501.2699174793699,620.2700675168792,520.4779894973743,1.4932814710042432
ESTÂNCIA VELHA,RS,590,507.43610169491524,533.2108474576272,546.9269491525424,551.2857627118643,620.1355932203389,551.7990508474577,2.862513426423201
EUCLIDES DA CUNHA,BA,1512,453.4091931216931,472.5565476190476,494.09041005291004,470.8326058201058,563.1613756613757,490.8100264550264,1.0847315436241611
EUNÁPOLIS,BA,2193,485.4372093023256,501.6470132238942,517.082717738258,507.4534427724578,610.1595987232103,524.3559963520291,1.8955336866010597
EUSÉBIO,CE,1534,507.75567144719685,525.5073663624512,538.279595827901,559.5251629726206,666.7405475880053,559.5616688396349,3.423254472013849
EXTREMA,MG,517,505.5166344294004,533.1174081237912,543.6187620889749,543.5375241779498,644.7195357833656,554.1019729206964,3.0205371248025275
EXTREMOZ,RN,1023,474.4272727272727,494.51202346041055,512.4198435972629,487.0135874877811,596.3245356793744,512.9394525904203,1.4739906832298137
EXU,PE,1093,462.80567246111616,475.3903934126258,498.03915827996343,491.1857273559012,606.1116193961574,506.70651418115284,0.9468365553602812
FARIAS BRITO,CE,432,477.83449074074076,498.0386574074074,514.7402777777778,526.9689814814815,599.0277777777778,523.322037037037,1.3423076923076922
FARROUPILHA,RS,789,508.771989860583,534.6049429657794,550.1337135614702,557.9012674271229,653.0291508238276,560.8882129277566,3.2886138613861386
FAZENDA RIO GRANDE,PR,1538,490.4221716514955,516.6728868660598,532.1370611183355,505.4410923276983,593.5370611183355,527.6420546163848,2.555084745762712
FEIJÓ,AC,380,448.01947368421054,457.47815789473685,482.50184210526317,463.27842105263153,538.0,477.8555789473685,1.244227353463588
FEIRA DE SANTANA,BA,14096,488.51872162315556,512.4839174233825,523.8028376844495,516.678781214529,630.7590805902383,534.448667707151,1.845894775168396
FELIZ NATAL,MT,112,478.5258928571429,504.0776785714285,510.3776785714286,512.9946428571428,586.9642857142857,518.5880357142858,3.1911764705882355
