NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,MEDIA_GERAL,RENDA_FAMILIAR_SM_MEDIA,CLUSTER
AGUDOS,SP,751,489.4463382157124,572.248069241012,522.3960053262317,487.4320905459388,543.8388814913449,523.0722769640479,3.0731452455590387,2
AIMORÉS,MG,507,487.903550295858,567.5625246548324,515.7536489151873,496.94043392504926,538.2642998027613,521.2848915187376,2.272649572649573,2
ALAGOA GRANDE,PB,1092,458.5147435897436,540.6539377289378,483.3854395604396,438.5380036630037,519.2124542124542,488.0609157509158,1.523265306122449,1
ALAGOA NOVA,PB,1093,454.0408966148216,540.7368709972553,484.0159194876487,437.5363220494053,517.5297346752059,486.7719487648674,1.4825581395348837,1
ALAGOINHA,PB,575,444.044,521.8488695652173,462.340347826087,422.0704347826087,498.0521739130435,469.6711652173914,1.4549180327868851,0
ALAGOINHAS,BA,5866,471.3381861575179,552.4378622570747,495.8464200477327,447.8254176610978,523.1460961472894,498.11879645414245,2.0188602990704565,1
ALCÂNTARA,MA,415,449.12746987951806,527.193734939759,475.0356626506024,429.026265060241,501.5421686746988,476.3850602409639,1.5726577437858509,0
ALEGRE,ES,1647,487.4638129933212,563.0863387978142,499.95719489981786,487.748816029144,517.8627808136005,511.2237887067394,2.479840848806366,2
ALEGRETE,RS,3326,471.6023752254961,554.611154539988,502.5382742032472,456.9755862898377,514.3156945279616,500.0086169573061,2.304653802497162,1
ALENQUER,PA,748,437.382486631016,522.4435828877005,463.5395721925133,415.55508021390375,489.572192513369,465.69858288770047,1.3975453575240129,0
ALEXANDRIA,RN,743,458.0594885598924,544.0675639300134,485.0815612382234,438.7651413189771,534.9125168236877,492.1772543741589,1.3805418719211822,1
ALEXÂNIA,GO,640,457.02359375,538.323125,484.66203125,445.68203125,483.365625,481.81128125,2.315963060686016,0
ALFENAS,MG,4604,493.25664639443966,569.3962641181581,515.5701129452649,490.632167680278,556.8201563857515,525.1350695047785,2.71492853361567,2
ALHANDRA,PB,665,448.3843609022556,525.5526315789474,465.6601503759399,418.729022556391,473.1127819548872,466.28778947368426,1.4767587939698492,0
ALIANÇA,PE,858,454.5805361305361,536.8435897435897,481.5531468531468,437.9623543123543,510.8158508158508,484.3510955710955,1.490069513406157,1
ALMEIRIM,PA,518,440.5005791505792,522.1164092664093,459.1496138996139,416.0994208494208,480.65637065637065,463.7044787644787,1.698435277382646,0
ALMENARA,MG,2007,463.4842551071251,543.8750871948182,488.40901843547584,453.0564524165421,505.98903836572,490.9627703039362,1.7603641999225106,1
ALMIRANTE TAMANDARÉ,PR,1622,472.7405672009864,557.4533292231813,507.1151664611591,450.2199136868064,503.982120838471,498.3022194821209,2.5297927461139897,1
ALPINÓPOLIS,MG,1277,489.2344557556774,564.5661707126077,508.4909945184025,501.1791699295224,533.8919342208301,519.4725450274079,2.338332114118508,2
ALTA FLORESTA,MT,1620,472.6577160493827,546.8991358024691,486.1494444444445,446.0762962962963,508.5185185185185,492.0602222222223,2.7776342975206614,1
ALTA FLORESTA D'OESTE,RO,789,466.100887198986,540.9874524714828,475.56489226869456,436.5617237008872,472.0659062103929,478.2561723700886,1.9406047516198703,0
ALTAMIRA,PA,5923,457.4088131014688,537.6731217288536,478.4710788451798,429.197248016208,502.5529292588216,481.0606381901064,2.3465749578888264,0
ALTO ALEGRE,RR,254,444.28031496062994,518.6625984251968,455.83385826771655,413.56023622047246,478.8976377952756,462.2469291338583,1.5594405594405594,0
ALTO DO RODRIGUES,RN,832,457.6472355769231,538.2233173076922,482.0860576923077,433.2796875,506.1538461538461,483.47802884615385,1.7280524722502524,1
ALTO PARAÍSO,RO,281,459.1074733096085,535.7800711743772,470.1814946619217,424.8893238434164,447.6156583629893,467.5148042704626,1.7196531791907514,0
ALTO SANTO,CE,603,440.1323383084577,519.4286898839138,452.03250414593697,422.0266998341625,453.6318407960199,457.45041459369816,1.2288732394366195,0
ALTOS,PI,2293,454.98948975141735,531.537156563454,474.7480593109464,434.0394243349324,494.4121238552115,477.9452507631924,1.5188715953307392,0
ALVARÃES,AM,166,425.2289156626506,510.2951807228916,453.3240963855422,408.1873493975904,484.8192771084337,456.3709638554217,1.555813953488372,0
ALVINÓPOLIS,MG,747,476.8555555555555,554.254484605087,499.0502008032129,469.3714859437751,510.78982597054886,502.0643105756359,2.01230012300123,1
ALVORADA,RS,4650,470.00810752688176,559.3960645161291,509.1032903225806,453.8171182795699,514.8298924731183,501.430894623656,2.4182565306721457,1
ALVORADA D'OESTE,RO,724,461.5722375690608,544.4531767955801,479.6399171270718,437.5671270718232,484.84944751381215,481.6163812154697,2.0062857142857142,0
ALVORADA DO SUL,PR,710,481.8681690140845,554.4678873239437,496.9545070422535,463.3457746478873,528.4788732394367,505.0230422535212,2.8306351183063514,1
ALÉM PARAÍBA,MG,1187,482.740101095198,566.5306655433867,515.0507160909856,491.64667228306655,549.150800336984,521.0237910699242,2.61,2
AMAMBAI,MS,1276,466.4471786833856,542.1507836990596,485.1444357366772,448.7015673981191,490.40047021943576,486.5688871473354,1.9400352733686064,1
AMAPÁ,AP,394,439.8213197969544,509.0494923857868,453.3799492385787,409.2083756345178,475.5837563451777,457.4085786802031,1.6499429874572409,0
AMARANTE,PI,882,441.7517006802721,517.1546485260772,461.19614512471657,419.9379818594104,478.59410430839,463.7269160997733,1.3183279742765273,0
AMARANTE DO MARANHÃO,MA,681,448.014684287812,524.4258443465492,462.2251101321586,426.5747430249633,466.784140969163,465.6049045521292,1.5534188034188037,0
AMARGOSA,BA,1809,459.30121614151466,537.8090657822002,482.9413488114981,430.2709784411277,504.4394693200664,482.9524156992814,1.4160887656033287,1
AMERICANA,SP,4637,507.99758464524473,581.876471856804,536.2038818201423,513.4902523183092,560.3970239378908,539.9930429156782,4.354841784216546,2
AMONTADA,CE,1466,438.8132332878581,507.2583219645293,450.5504092769441,433.6884720327422,454.0927694406548,456.8806412005457,1.2382005899705015,0
AMPARO,SP,2099,508.1863744640305,580.9876607908528,530.9864697474989,508.732348737494,563.9637922820391,538.5713292043831,3.3975826972010177,2
AMPÉRE,PR,739,476.6541271989175,564.4686062246278,503.6529093369418,479.5301759133965,527.5845737483086,510.3780784844385,2.435960591133005,2
AMÉLIA RODRIGUES,BA,707,465.7727015558698,551.5236209335219,491.7319660537482,442.2608203677511,523.3097595473834,494.9197736916549,1.8093891402714928,1
ANAGÉ,BA,603,448.3873963515754,536.6485903814262,475.1421227197347,428.7257048092869,506.6865671641791,479.1180762852405,1.3871449925261583,0
ANAJATUBA,MA,323,444.0442724458204,530.8139318885449,472.8080495356037,429.5631578947368,486.749226006192,472.7957275541796,1.627659574468085,0
ANAJÁS,PA,348,434.0813218390804,521.451724137931,459.4166666666667,414.0528735632184,461.7816091954023,458.15683908045975,1.179245283018868,0
ANAMÃ,AM,96,432.5958333333333,513.790625,462.6645833333334,417.73125,498.75,465.1064583333333,1.459016393442623,0
ANANINDEUA,PA,23152,473.2222054250173,554.8267881824464,500.39429422944016,448.8017190739461,536.3224775397374,502.7134968901175,1.978133124399017,1
ANANÁS,TO,552,438.9317028985507,519.8047101449275,458.9536231884058,426.9815217391304,474.6376811594203,463.861847826087,1.707236842105263,0
ANASTÁCIO,MS,746,452.2969168900804,528.0280160857909,473.1457104557641,424.46246648793567,474.0455764075067,470.3957372654156,1.6995967741935485,0
ANCHIETA,ES,1710,485.93391812865497,564.7072514619883,506.1880116959064,478.6665497076024,528.2105263157895,512.7412514619883,2.340456532297232,2
ANDRADAS,MG,1135,498.0877533039648,577.1664317180617,521.031718061674,499.41303964757714,550.9251101321586,529.3248105726873,2.909442060085837,2
ANDRADINA,SP,2043,489.0721488007832,562.1800293685757,512.4216837983358,478.0539892315223,543.8766519823788,517.1209006363191,2.932935916542474,2
ANDRELÂNDIA,MG,1155,477.4002597402598,559.5615584415584,505.14891774891777,479.0493506493506,533.726406926407,510.9772987012987,2.0918624161073827,2
ANGICOS,RN,1646,454.1899756986634,532.0358444714459,472.34228432563793,435.92825030376673,499.593560145808,478.8179829890644,1.5027568922305763,0
ANGRA DOS REIS,RJ,2927,483.26036897847627,567.2208404509737,518.2760163990433,476.9631704817219,541.7113085070038,517.4863409634438,3.095966620305981,2
ANORI,AM,146,432.6917808219178,509.8417808219178,455.3445205479453,406.7815068493151,507.2602739726028,462.3839726027397,1.2611940298507462,0
ANÁPOLIS,GO,14010,486.0101070663811,559.7547251962884,506.0619200571021,470.762284082798,531.9643825838687,510.9106837972877,2.6441878625613566,2
APARECIDA,SP,1064,491.1596804511278,567.8138157894737,516.9187969924811,483.6867481203008,548.6842105263158,521.6526503759399,2.8471539002108224,2
APARECIDA DE GOIÂNIA,GO,11390,472.6167251975417,548.8959877085163,496.4623090430202,451.07944688323096,515.104741000878,496.8318419666374,2.284098768847697,1
APARECIDA DO TABOADO,MS,418,477.1545454545455,551.6342105263158,496.07631578947365,456.9822966507177,515.0717703349283,499.3838277511962,2.816532258064516,1
APERIBÉ,RJ,406,468.6741379310345,556.4834975369458,497.32142857142856,470.93522167487686,538.731527093596,506.4291625615764,2.1356837606837606,1
APIAÍ,SP,785,472.52522292993626,552.960127388535,506.5531210191083,465.7354140127388,517.7898089171974,503.1127388535032,2.4450056116722783,1
APODI,RN,2329,460.97166165736365,545.7606268784887,481.3041648776298,446.560154572778,527.5345641906398,492.42623443538,1.3738233164373643,1
APUCARANA,PR,3162,493.1671410499684,571.9379506641367,520.241018342821,488.3670145477546,541.5044275774826,523.0435104364326,3.268566271273853,2
APUÍ,AM,232,457.8827586206897,536.8379310344827,477.1112068965517,436.5383620689655,476.8103448275862,477.0361206896552,1.7566037735849056,0
AQUIDAUANA,MS,1839,461.89206090266447,536.4921696574226,478.6657422512235,434.1304513322458,491.0282762370854,480.4417400761282,1.834560327198364,0
AQUIRAZ,CE,1878,463.51437699680514,545.5242279020234,489.382428115016,448.8505857294994,525.1544195953142,494.4852076677316,1.657958984375,1
ARACAJU,SE,34830,484.1236635084697,560.8501521676716,503.4624203273041,467.3538989376974,553.9443296009188,513.9468929084123,2.861348059760367,2
ARACATI,CE,3364,456.29958382877527,536.1472354340071,480.7612068965517,444.3122770511296,512.9607609988109,486.0962128418549,1.4506868131868131,1
ARACI,BA,645,455.4702325581395,541.3505426356588,481.9074418604651,441.7848062015504,518.2325581395348,487.74911627906977,1.579779917469051,1
ARACOIABA,CE,1177,444.9553950722175,524.5666949872557,467.8519116397621,431.9283772302464,484.5819881053526,470.7768734069669,1.2088661551577151,0
ARACRUZ,ES,3388,490.492266824085,566.3875737898466,510.0856847697757,493.925974025974,531.2148760330579,518.4212750885479,2.7601115760111576,2
ARAGARÇAS,GO,770,462.4971428571428,542.1680519480519,487.0336363636364,433.97662337662337,494.5974025974026,484.0545714285714,1.823020928116469,1
ARAGUANÃ,TO,215,440.4102325581395,509.7725581395349,442.3888372093024,408.66651162790697,435.1441860465116,447.2764651162791,1.4042145593869733,0
ARAGUARI,MG,3666,490.85864702673217,566.375095471904,513.98136933988,482.5415711947626,557.4072558647026,522.2327877795963,2.9367842953961207,2
ARAGUATINS,TO,1273,454.3582875098193,535.9415553809898,474.332050274941,436.0984289080912,489.6355066771406,478.0731657501964,1.8987883107626515,0
ARAGUAÍNA,TO,8131,465.6619849956955,544.0370680113148,486.61665231828806,441.1115729922519,511.1761160988808,489.7206788832862,2.4046731795749823,1
ARAIOSES,MA,529,440.1213610586012,527.4576559546314,469.36635160680527,417.2712665406427,496.6351606805293,470.170359168242,1.3403141361256543,0
ARAME,MA,392,439.1119897959184,512.7234693877551,456.8798469387755,420.97780612244895,462.8571428571428,458.5100510204082,1.4399441340782122,0
ARAPIRACA,AL,13689,465.03827891007376,544.9990284169771,488.4710935787859,447.2610855431368,530.5689239535393,495.26768208050254,1.8210597078775288,1
ARAPOEMA,TO,217,449.2663594470046,523.6617511520737,461.85668202764975,428.82027649769583,469.3087557603687,466.5827649769585,1.7469635627530364,0
ARAPONGAS,PR,2110,488.3161611374408,567.0182938388626,513.0990995260664,480.18729857819903,543.6706161137441,518.4582938388626,3.61170431211499,2
ARAPOTI,PR,534,482.3035580524345,559.451872659176,507.0801498127341,468.1299625468165,509.747191011236,505.34254681647946,2.902485659655832,1
ARAPUTANGA,MT,740,459.09621621621625,535.0759459459459,477.5891891891892,432.1237837837838,494.0810810810811,479.5932432432433,2.202888583218707,0
ARARANGUÁ,SC,2199,487.29517962710327,565.0712596634834,510.2111414279218,479.6441564347431,527.3346975898136,513.911286948613,3.1497208931419456,2
ARARAQUARA,SP,6896,505.4610353828306,580.1692865429234,534.2273781902552,503.3713457076566,568.6313805104409,538.3720852668214,3.4646595246890777,2
ARARAS,SP,2833,505.29389339922346,579.7806565478292,530.2667490292976,510.6191316625485,561.1246028944581,537.4170067066714,3.668709776279497,2
ARARI,MA,1349,445.6646404744255,528.2427724240177,467.4358042994811,424.3964418087472,504.5663454410675,474.06120088954776,1.5493009565857248,0
ARARIPE,CE,1000,444.4681,531.146,466.747,434.9498,506.6,476.78218,1.2341075794621026,0
ARARIPINA,PE,2736,459.93468567251466,544.0562865497076,482.5691520467836,457.760380116959,521.3567251461989,493.1354459064327,1.653240914200075,1
ARARUAMA,RJ,2930,482.5417747440273,566.1297610921501,514.2919795221843,475.59853242320816,548.1849829351536,517.3494061433446,2.5716476163925286,2
ARARUNA,PB,879,455.27645051194537,538.6721274175198,479.4460750853242,434.5845278725824,517.4516496018202,485.0861660978384,1.4128540305010893,1
ARATUBA,CE,608,445.90148026315785,527.3628289473684,471.6840460526316,433.2194078947369,481.3486842105263,471.90328947368414,1.16580310880829,0
ARAUCÁRIA,PR,3518,483.6029277998864,566.276321773735,512.8052870949404,471.5897100625356,519.8993746446845,510.8347242751564,3.0039465029598773,2
ARAXÁ,MG,2622,504.6845156369184,575.8069794050343,521.0699084668192,515.605415713196,563.6468344774981,536.1627307398932,3.467004189944134,2
ARAÇATUBA,SP,4892,500.1468315617334,572.3184178250204,522.7263695829927,495.7151062959934,549.5789043336059,528.0971259198692,3.5075934579439254,2
ARAÇOIABA DA SERRA,SP,724,480.2312154696133,561.6930939226519,515.2972375690608,477.9870165745856,521.9337016574585,511.428453038674,2.7413793103448274,2
ARAÇUAÍ,MG,2455,461.1248065173116,544.913849287169,487.3487983706721,453.1071283095723,511.3197556008147,491.562867617108,1.6665486725663716,1
ARCOS,MG,1117,502.1611459265891,575.7152193375113,523.5600716204118,516.0249776186213,564.3151298119964,536.355308863026,3.3286176232821343,2
ARCOVERDE,PE,4077,466.1782438067206,550.6759872455236,494.0114299730194,456.237527593819,520.8332106941378,497.5872798626441,1.7942969090117544,1
AREADO,MG,1302,484.1632104454685,565.3429339477726,506.7864055299539,488.2409370199693,550.4915514592934,519.0050076804916,2.228955007256894,2
AREIA,PB,1086,461.7757826887661,542.1125230202578,486.104788213628,439.302394106814,523.3314917127071,490.52539594843466,1.68354943273906,1
AREIA BRANCA,RN,1748,457.9616132723112,535.5225972540046,479.8174485125858,434.4431922196796,512.5286041189931,484.0546910755149,1.720993117010816,1
ARENÁPOLIS,MT,414,459.8159420289855,540.518115942029,483.1074879227053,432.3649758454106,504.3743961352657,484.0361835748792,2.217850287907869,1
ARINOS,MG,1032,457.1608527131783,528.5274224806202,471.5068798449612,440.8272286821705,478.1976744186047,475.244011627907,1.648462783171521,0
ARIPUANÃ,MT,297,456.489898989899,537.5481481481481,472.4525252525252,440.4737373737374,477.5084175084175,476.89454545454544,2.7475961538461537,0
ARIQUEMES,RO,3645,469.7555006858711,546.0510288065843,484.4976131687243,441.3776131687243,491.5936899862826,486.6550891632373,2.234368167905553,1
AROEIRAS,PB,806,446.8588089330025,532.9388337468982,470.06612903225806,426.4409429280397,500.4590570719603,475.35275434243175,1.1849397590361446,0
ARRAIAS,TO,539,438.1775510204082,523.734879406308,460.6372912801484,419.6397031539888,475.1038961038961,463.45866419294987,1.548360655737705,0
ARROIO DO MEIO,RS,359,496.1350974930362,578.4958217270195,526.3779944289694,515.9724233983287,568.4122562674095,537.0787186629526,3.751552795031056,2
ARROIO GRANDE,RS,799,460.0962453066333,544.7609511889863,490.4057571964957,441.0257822277847,498.1476846057572,486.8872841051314,1.803832116788321,1
ARTUR NOGUEIRA,SP,1673,489.50514046622834,572.8995815899582,519.8046025104602,493.0060370591751,544.2833233711895,523.8997369994023,3.024457775726811,2
ARUJÁ,SP,2547,485.2017275225756,564.9665488810365,519.778170396545,477.9286611700039,534.2520612485276,516.4254338437378,3.1199435559736592,2
ASSARÉ,CE,1277,439.8923257635082,518.0097885669538,456.9758026624902,433.6329678935005,489.0822239624119,467.5186217697728,1.191402714932127,0
ASSAÍ,PR,685,478.4767883211679,555.4981021897811,498.4874452554745,463.3632116788321,524.1459854014598,503.9943065693431,2.5551181102362204,1
ASSIS,SP,3015,490.7035820895522,570.7614925373134,522.8450746268657,484.29101160862353,535.7087893864013,520.8619900497513,3.275310066339775,2
ASSIS CHATEAUBRIAND,PR,1195,479.8126359832636,557.491129707113,496.5883682008368,468.3243514644352,524.6192468619247,505.3671464435147,3.0586635586635587,1
ASTORGA,PR,828,485.34613526570047,560.8783816425121,502.8315217391304,470.0299516908213,536.0144927536232,511.0200966183575,3.3187311178247736,2
ATALAIA,AL,906,444.4736203090508,522.5842163355409,464.4145695364238,419.9604856512141,496.4900662251656,469.584591611479,1.5338379341050756,0
ATIBAIA,SP,4598,494.27205306655065,573.081622444541,524.0366681165724,494.1481948673336,544.7111787733797,526.0499434536755,3.34491833030853,2
AUGUSTINÓPOLIS,TO,998,444.1881763527054,524.8789579158316,465.6985971943888,425.8228456913828,484.7294589178357,469.0636072144289,1.5934163701067616,0
AUGUSTO CORRÊA,PA,798,441.95739348370927,525.9948621553885,465.1883458646616,420.7604010025062,496.1152882205514,470.0032581453635,1.197080291970803,0
AURIFLAMA,SP,681,488.1362701908957,564.1651982378854,514.934214390602,491.9541850220264,547.2540381791483,521.2887812041116,2.6844512195121952,2
AURORA,CE,1112,445.7819244604317,523.869964028777,460.5370503597122,438.8803057553957,510.2661870503597,475.8670863309352,1.2373505059797607,0
AUTAZES,AM,268,435.4134328358209,513.3119402985075,456.0608208955224,408.2138059701493,474.7761194029851,457.555223880597,1.3763297872340423,0
AVARÉ,SP,2036,496.8229862475442,569.7932220039293,520.0146856581532,497.3253438113949,539.467583497053,524.6847642436148,3.278821520068317,2
AÇAILÂNDIA,MA,3561,463.6678180286437,543.3051670878966,486.7799775344005,440.3848357203033,510.2330805953384,488.8741757933165,2.0576971214017523,1
AÇU,RN,3258,462.4961325966851,543.112553713935,485.10199508901167,441.6380908532842,521.1866175567833,490.70707796193983,1.6711711711711712,1
AÇUCENA,MG,338,469.88816568047343,550.4769230769231,494.28816568047336,480.27366863905326,521.5384615384615,503.2930769230769,2.0214105793450883,1
BACABAL,MA,4929,454.2938932846419,535.5427064313249,481.1573950091296,433.8493609251369,508.29356867518766,482.62738486508414,1.6314878892733564,0
BACURI,MA,518,434.9604247104247,516.1167953667954,456.4194980694981,421.0357142857143,482.5482625482625,462.21613899613897,1.273109243697479,0
BAEPENDI,MG,602,486.7463455149501,570.1594684385382,514.1114617940199,492.1825581395349,540.9867109634552,520.8373089700997,2.035220994475138,2
BAGÉ,RS,5483,468.5433521794639,552.0330840780595,501.7725150465074,457.60966624110887,499.3933977749408,495.8704030640161,2.1328774127572543,1
BAIXA GRANDE,BA,954,450.4990566037736,536.392033542977,471.9614255765199,428.10020964360587,504.5702306079664,478.30459119496857,1.4158921933085502,0
BAIXO GUANDU,ES,921,478.7642779587405,553.4409337676439,497.16406080347446,474.0921824104235,510.8045602605863,502.8532030401737,2.3531438415159345,1
BAIÃO,PA,968,439.8426652892562,515.2569214876033,450.97386363636366,410.794111570248,486.6942148760331,460.7123553719008,1.2648979591836735,0
BALNEÁRIO CAMBORIÚ,SC,3006,491.2760479041916,573.4664337990686,525.019627411843,482.7906187624751,544.4976713240186,523.4100798403193,3.809383789312197,2
BALSAS,MA,3840,454.891796875,529.356640625,468.1672395833333,435.8716927083333,491.6205729166667,475.98158854166667,2.113996043521266,0
BAMBUÍ,MG,756,503.5656084656084,574.2945767195768,516.8382275132275,509.929761904762,549.9933862433862,530.9243121693122,2.830562659846547,2
BANABUIÚ,CE,599,445.9836393989984,523.3053422370618,460.8318864774624,436.65943238731217,478.3238731218698,469.02083472454086,1.2585644371941271,0
BANANEIRAS,PB,1831,455.2297105406881,539.8631348989624,478.2110868377936,436.54997269251777,513.5783724740579,484.686455488804,1.5420168067226891,1
BANDEIRANTES,PR,1501,477.5628914057296,552.5312458361093,497.6504996668888,462.1209860093271,531.2858094603598,504.2302864756829,2.7378266033254155,1
BARAÚNA,RN,695,461.3382733812949,546.2244604316546,485.489928057554,443.2620143884892,510.0719424460432,489.2773237410072,1.6868131868131868,1
BARBACENA,MG,7638,501.9633150039277,577.1609059963341,523.044435716156,509.7914375490966,563.0701754385965,535.0060539408221,2.6956619718309858,2
BARBALHA,CE,2564,470.6105694227769,546.5748049921997,485.9085023400936,457.8112714508581,528.100624024961,497.80115444617786,1.8377483443708609,1
BARCARENA,PA,3993,463.6887052341598,544.559704482845,489.520235411971,437.722789882294,514.9977460555973,490.0978362133735,1.8008138351983722,1
BARCELOS,AM,162,450.98333333333335,536.2672839506173,482.18086419753087,442.2327160493827,505.0617283950617,483.3451851851853,2.029816513761468,0
BARRA,BA,1124,445.6018683274021,531.0705516014235,466.1555160142349,418.1094306049822,486.7615658362989,469.5397864768684,1.4352568613652357,0
BARRA BONITA,SP,1216,498.3007401315789,571.1231085526315,528.1028782894737,499.6175164473684,550.8355263157895,529.5959539473685,3.17178658043654,2
BARRA DA ESTIVA,BA,1461,460.0457905544148,543.4984257357974,481.0177960301164,441.60677618069815,518.1382614647501,488.8614099931553,1.621958827199002,1
BARRA DE SÃO FRANCISCO,ES,1414,466.4616690240453,543.484441301273,483.3735502121641,459.3937057991513,497.5106082036775,490.0447949080623,2.2367424242424243,1
BARRA DO BUGRES,MT,917,453.8537622682661,531.03413304253,471.8616139585605,433.1957470010905,495.1145038167939,477.0119520174482,2.4946476360392507,0
BARRA DO CHOÇA,BA,865,462.7640462427746,546.3991907514451,487.2886705202312,434.4797687861272,512.0265895953758,488.5916531791907,1.579460966542751,1
BARRA DO CORDA,MA,1867,449.3559185859668,528.7663631494377,473.08484199250137,427.12254954472417,483.6732726298875,472.40058918050346,1.5684689236988378,0
BARRA DO GARÇAS,MT,4382,472.25173436786855,548.122432679142,491.1109767229575,445.45280693747145,510.10999543587405,493.4095892286628,2.2992071699414,1
BARRA DO PIRAÍ,RJ,1691,494.8018332347724,579.5909520993496,527.6976345357776,491.9334713187463,574.133648728563,533.6315079834418,2.828556806550665,2
BARRA MANSA,RJ,4848,487.9505156765677,573.0471947194719,517.8399339933993,486.3852310231024,558.739892739274,524.792553630363,2.716323024054983,2
BARRAS,PI,2337,445.766837826273,528.3884895164741,470.47299957210095,429.8629867351305,490.5211810012837,473.0024989302525,1.2283673469387757,0
BARREIRAS,BA,8392,469.2403717826502,550.7892278360343,492.2813274547188,447.52076978074354,537.4642516682554,499.4591897044804,2.147433385579937,1
BARREIRINHA,AM,439,428.52870159453306,511.1886104783599,442.2733485193622,404.3159453302961,477.49430523918,452.7601822323462,1.2415026833631484,0
BARREIRINHAS,MA,1010,444.2990099009901,528.2029702970297,467.5568316831684,420.8570297029703,485.6009900990099,469.3033663366336,1.3660159716060336,0
BARREIROS,PE,2032,454.7491141732284,531.0935039370079,476.74493110236216,437.2076279527559,501.31889763779526,480.2228149606299,1.5385467434647762,0
BARRETOS,SP,3181,490.6588494184219,564.5614272241434,513.0751650424395,482.9185476265325,537.7302734988997,517.7888525620874,3.198936460321789,2
BARRINHA,SP,778,473.78727506426736,548.0278920308483,494.9132390745501,468.227763496144,512.9305912596401,499.57735218509,2.575328614762386,1
BARRO,CE,1014,455.4055226824458,542.6161735700198,478.3926035502959,449.0412228796844,508.97435897435895,486.88597633136095,1.4179030662710188,1
BARROQUINHA,CE,623,441.4494382022472,523.299036918138,469.5688603531301,433.23322632423753,506.3242375601926,474.7749598715891,1.0569259962049335,0
BARUERI,SP,7700,486.61767532467536,568.4557532467533,522.1901168831168,483.4304935064935,546.011948051948,521.3411974025973,3.0501662429102288,2
BARÃO DE COCAIS,MG,1133,488.9372462488968,569.5879082082965,512.1996469549867,489.5844660194175,532.603706972639,518.5825948808473,2.685142417244034,2
BARÃO DE GRAJAÚ,MA,703,452.6906116642959,528.2735419630156,470.6897581792319,431.5499288762446,490.82788051209104,474.80634423897584,1.354614412136536,0
BATAGUASSU,MS,644,463.8169254658385,537.0857142857143,478.9830745341615,439.5751552795031,475.8074534161491,479.0536645962733,2.1095406360424027,0
BATALHA,AL,1534,445.88507170795305,523.9134289439373,462.472816166884,428.3891786179922,491.6010430247719,470.4523076923077,1.339556592765461,0
BATATAIS,SP,1845,499.419403794038,574.3408130081301,527.6661246612466,499.8761517615176,554.4607046070461,531.1526395663957,3.33325404376784,2
BATURITÉ,CE,2231,451.1983863738234,533.9090990587181,479.9768265351861,435.4384580905423,495.7956073509637,479.2636754818467,1.3049713193116634,0
BAURU,SP,8666,502.04733441033926,577.0550311562429,530.6802330948535,497.3879644588045,552.3997230556197,531.914057235172,3.740163467021479,2
