NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA,CLUSTER
ARAPONGAS,PR,2542,478.44653815893,537.2435090479937,524.6537765538945,499.35983477576707,526.2187254130606,3.08004455760662,0
ARAPOTI,PR,495,479.0531313131313,529.8119191919193,516.7056565656566,493.1341414141414,504.72727272727275,2.764851485148515,2
ARAPUTANGA,MT,767,456.4129074315515,509.40443285528033,497.75123859191655,461.6743155149935,495.2268578878748,2.3403726708074535,1
ARARANGUÁ,SC,2210,486.44497737556554,540.2985067873303,525.2495475113122,503.02538461538467,532.7692307692307,2.997398543184183,0
ARARAQUARA,SP,6975,503.4081290322581,559.9400143369176,548.6354265232975,523.876559139785,567.6034408602151,3.12704689762727,0
ARARAS,SP,2838,503.9958773784355,560.0080690627202,548.8679704016913,528.9672304439746,563.9947145877378,3.183755920869323,0
ARARI,MA,1577,452.8492707672797,502.36360177552314,491.69143944197845,447.9632213062777,494.7824984147115,1.4507727532913566,1
ARARIPE,CE,1020,455.2506862745098,500.5804901960784,491.84774509803924,451.7233333333333,510.7450980392157,1.252212389380531,1
ARARIPINA,PE,2985,464.55169179229483,512.6678056951423,501.95906197654944,470.9651591289782,510.35175879396985,1.505773321178973,2
ARARUAMA,RJ,2894,483.9571181755356,545.7965445749827,530.763199723566,498.6605736005529,551.5929509329648,2.3653061224489798,0
ARARUNA,PB,944,457.2123940677966,507.85582627118646,498.103813559322,458.4472457627119,509.53389830508473,1.3894324853228963,1
ARATUBA,CE,597,458.04204355108874,503.4326633165829,494.58358458961476,454.15728643216084,487.035175879397,1.2130872483221478,1
ARAUCÁRIA,PR,4083,476.36289493019837,538.6895420034289,526.2775410237571,498.52821454812636,508.83541513592945,2.625522313220792,2
ARAXÁ,MG,2647,502.62100491122027,551.0782395164338,540.2770683792972,532.6329051756705,568.6966377030601,3.200885536241391,0
ARAÇATUBA,SP,5050,495.6598613861386,550.1112871287129,540.7581782178218,518.0928910891089,553.2089108910891,3.139899833055092,0
ARAÇOIABA DA SERRA,SP,763,478.0366972477064,540.7753604193971,530.2402359108781,500.8264744429882,524.9017038007863,2.6674550614947967,0
ARAÇUAÍ,MG,2417,463.56524617294167,517.156102606537,508.88895324782794,470.65523376086054,503.7236243276789,1.5792319164802386,2
ARCOS,MG,1173,498.2797953964194,546.1035805626599,535.1447570332481,528.4436487638534,554.2710997442455,2.863767074047448,0
ARCOVERDE,PE,3970,471.0720151133501,527.2402267002519,514.6195465994963,476.77314861460957,520.888161209068,1.6777755060314865,2
AREADO,MG,1297,483.41989205859676,538.7216653816499,525.2289128758674,505.5777178103316,545.8627602158828,2.090186592950933,0
AREIA,PB,1037,467.44165863066536,522.6826422372228,497.780906460945,459.58987463837997,533.175506268081,1.5773857257417803,2
AREIA BRANCA,RN,1970,460.73263959390863,511.10010152284264,498.2678172588832,460.1202538071066,508.09593908629444,1.5889423076923077,2
ARENÁPOLIS,MT,454,457.22158590308374,510.9405286343612,496.0033039647577,462.1431718061674,486.51982378854626,2.3543441226575808,1
ARINOS,MG,1121,453.72328278322925,502.6737734165924,494.50044603033007,455.9202497769848,469.02765388046384,1.5638908829863605,1
ARIPUANÃ,MT,254,457.9070866141732,515.7590551181103,501.66653543307086,465.3917322834646,475.1968503937008,2.4946524064171123,1
ARIQUEMES,RO,3950,464.65005063291136,519.4595696202532,506.3525316455696,471.9818734177215,487.6126582278481,2.1609535066981875,2
AROEIRAS,PB,849,456.570789163722,504.04252061248525,494.44040047114254,451.46171967020024,498.65724381625444,1.2302275189599132,1
ARRAIAS,TO,576,443.23506944444443,488.3413194444444,480.48906250000005,444.55104166666666,456.49305555555554,1.274618585298197,1
ARROIO DO MEIO,RS,307,509.5045602605863,557.3442996742672,537.4931596091205,544.114006514658,588.0781758957655,3.679558011049724,0
ARROIO GRANDE,RS,665,456.9974436090225,514.0344360902257,510.47323308270677,475.86902255639103,496.6330827067669,1.848421052631579,2
ARTUR NOGUEIRA,SP,1804,485.0860310421286,548.615354767184,536.9978381374723,515.2273835920178,554.2383592017738,2.6917140536149473,0
ARUJÁ,SP,3154,475.1104311984781,540.9996195307546,531.80986049461,493.72260621433105,521.9435637285986,2.7247229916897506,0
ASSARÉ,CE,1379,452.99485134155185,487.89514140681655,482.88121827411163,453.22936910804935,469.8332124728064,1.1951316839584996,1
ASSAÍ,PR,967,469.72543950361944,525.7352637021717,512.0684591520165,483.10031023784904,501.4684591520165,2.3043293718166384,2
ASSIS,SP,2973,489.49710729902455,550.3551631348805,541.0789101917255,508.21742347796834,543.4174234779683,2.97316234796404,0
ASSIS CHATEAUBRIAND,PR,1285,472.6975097276265,522.6620233463035,513.7776653696499,495.16739299610896,519.7922178988326,2.7699579831932772,2
ASTORGA,PR,986,471.60273833671397,527.755476673428,514.1769776876267,485.32555780933063,531.501014198783,2.805337519623234,2
ATALAIA,AL,1058,447.4890359168242,493.7038752362949,483.96493383742916,443.19215500945177,490.8506616257089,1.3012536873156342,1
ATIBAIA,SP,4500,489.116,551.7033333333334,540.6884666666667,511.22453333333334,543.23,3.0055564375297665,0
AUGUSTINÓPOLIS,TO,1052,451.217680608365,496.3877376425856,489.44477186311786,451.4861216730038,471.88212927756655,1.463033536585366,1
AUGUSTO CORRÊA,PA,1062,454.32843691148776,498.1244821092278,482.1839924670433,442.2560263653484,483.1073446327684,1.2539855072463768,1
AURIFLAMA,SP,688,484.55988372093026,538.554796511628,533.0066860465116,502.2248546511628,555.0581395348837,2.5070224719101124,0
AURORA,CE,1114,455.3056552962298,497.30421903052064,484.98949730700184,453.6206463195691,492.9084380610413,1.1741071428571428,1
AUTAZES,AM,430,443.2325581395349,487.14023255813953,480.60534883720925,438.7613953488372,471.16279069767444,1.3551779935275081,1
AVARÉ,SP,2013,497.2719324391456,548.4168902136115,539.1023348236463,513.1399403874814,548.4252359662196,3.068372650939624,0
AÇAILÂNDIA,MA,4103,463.51779185961493,519.48418230563,505.65600779917133,466.3052888130636,502.1013892273946,1.8550272012895426,2
AÇU,RN,3554,463.9043894203714,513.5357062464828,502.9916994935284,468.12650534608895,514.2118739448508,1.5939213349225267,2
AÇUCENA,MG,370,470.2389189189189,524.4402702702703,511.91270270270275,479.4167567567568,515.6756756756756,1.7337526205450733,2
BACABAL,MA,5917,459.12171708636134,508.12389724522563,495.76733141794824,457.20338009126243,492.6723001521041,1.4652682778537771,1
BACURI,MA,585,449.56564102564107,490.0092307692308,474.10769230769233,437.75128205128203,482.017094017094,1.3219749652294854,1
BAEPENDI,MG,688,482.4890988372093,538.3816860465116,526.3130813953488,502.78517441860464,536.4084302325581,1.8878166465621231,0
BAGÉ,RS,4954,467.789018974566,525.4131005248285,514.8250100928543,481.0986273718208,491.56903512313283,2.070022914139372,2
BAIXA GRANDE,BA,1029,455.47813411078715,508.55461613216715,497.48056365403306,457.8209912536443,497.84256559766766,1.2873983739837398,1
BAIXO GUANDU,ES,806,486.0529776674938,532.2322580645161,520.3116625310174,505.1068238213399,531.2208436724566,2.095877277085331,0
BAIÃO,PA,1023,450.4439882697947,491.3916911045943,477.4587487781036,445.4176930596285,481.30987292277615,1.2814245810055866,1
BALNEÁRIO CAMBORIÚ,SC,3449,488.0568570600174,550.68231371412,538.4130182661642,512.9925775587127,536.694694114236,3.3135841170323928,0
BALSAS,MA,4608,456.9675130208333,499.5449001736111,486.9878255208333,455.9664713541667,482.84722222222223,1.8578979467371417,1
BAMBUÍ,MG,716,507.9328212290503,550.5645251396649,533.6247206703911,521.909217877095,552.4022346368715,2.520573566084788,0
BANABUIÚ,CE,461,453.2861171366594,502.39848156182217,495.5902386117137,459.4830802603037,500.73752711496746,1.2393162393162394,1
BANANEIRAS,PB,1870,457.286577540107,515.9163101604278,490.97759358288766,453.59705882352944,522.0406417112299,1.4820305480682838,1
BANDEIRANTES,PR,1858,466.23272335844996,519.6785252960171,508.1278794402583,478.32459634015066,508.94510226049516,2.382716049382716,2
BARAÚNA,RN,809,458.33300370828186,512.8951792336218,500.81915945611865,467.6195302843016,501.2113720642769,1.6874356333676621,2
BARBACENA,MG,7641,498.32320376914015,553.3649260567989,539.0664310954064,527.4537102473498,562.1278628451773,2.558353404860959,0
BARBALHA,CE,2858,475.6490202939118,520.360076976907,506.96273617914625,476.1333799860042,513.5787263820854,1.6413301662707838,2
BARCARENA,PA,4438,464.5328526363227,520.8748535376296,503.1215863001352,461.4037629562866,500.88440739071655,1.726196603190942,2
BARCELOS,AM,208,457.9543269230769,508.6557692307692,495.3865384615384,452.5509615384616,507.3076923076923,1.9681208053691275,1
BARRA,BA,1360,446.67014705882355,497.24161764705883,481.7510294117647,440.59404411764706,479.3235294117647,1.3008274231678487,1
BARRA BONITA,SP,1213,495.3794723825227,552.1879637262984,541.159109645507,519.7267106347898,566.3973619126134,3.003690036900369,0
BARRA DA ESTIVA,BA,1638,454.8141636141636,510.70860805860804,498.1228937728938,464.34761904761905,506.0805860805861,1.4967462039045554,1
BARRA DE SÃO FRANCISCO,ES,1555,466.9104823151126,520.0578778135048,510.95395498392287,481.9630225080386,506.89389067524115,2.1531127313516545,2
BARRA DO BUGRES,MT,852,452.2921361502348,503.0220657276995,494.0288732394366,459.64248826291083,481.40845070422534,2.2337602927721867,1
BARRA DO CHOÇA,BA,925,460.811027027027,518.1250810810811,504.18789189189187,461.2708108108108,500.84324324324325,1.5260208166533227,2
BARRA DO CORDA,MA,2323,453.1381403357727,500.84554455445544,491.62160998708566,453.86573396470084,472.02367628067157,1.4299317283507007,1
BARRA DO GARÇAS,MT,4204,467.4225975261656,524.9536869647953,509.4196955280685,477.5801855375833,504.5530447193149,2.1466021038570715,2
BARRA DO PIRAÍ,RJ,1642,497.52551766138856,559.8453105968331,542.6323386114494,503.5977466504263,581.15712545676,2.5210224558050647,0
BARRA DO TURVO,SP,193,446.0321243523316,507.6626943005181,501.959585492228,457.75129533678756,459.5854922279793,1.61875,1
BARRA MANSA,RJ,4498,487.4320586927523,551.4994219653179,534.4043574922188,505.2125833703869,569.3452645620275,2.4699734571997345,0
BARRAS,PI,3018,454.4538104705103,495.4630218687872,484.0962557985421,446.43734261100064,467.1901921802518,1.1481306943135408,1
BARREIRA,CE,824,455.3246359223301,506.2569174757282,498.43834951456313,460.6831310679612,491.3932038834951,1.219450101832994,1
BARREIRAS,BA,8989,468.54072755590164,524.0926020691958,506.8132829013238,473.4659250194683,535.2437423517632,1.9764644804014884,2
BARREIRINHA,AM,548,444.0286496350365,486.2005474452555,472.7525547445255,430.3113138686131,469.9270072992701,1.1734837799717912,1
BARREIRINHAS,MA,1564,455.50677749360614,498.35588235294114,486.7170716112532,444.962020460358,469.6291560102302,1.2449864498644987,1
BARREIROS,PE,2186,461.92296431838975,505.71912168344005,497.618526989936,456.9005032021958,502.15645013723696,1.5353152434158022,1
BARRETOS,SP,3212,486.23667496886674,543.5227272727273,530.5827521793275,506.90270859277706,539.8910336239103,3.0146396396396398,0
BARRINHA,SP,843,463.8262158956109,522.5531435349941,516.5482799525504,480.5811387900356,498.6476868327402,2.312883435582822,2
BARRO,CE,1102,462.14228675136115,505.6197822141561,497.9589836660617,461.9947368421053,506.8239564428312,1.219871205151794,1
BARROQUINHA,CE,653,456.55467075038285,500.8197549770291,491.2748851454824,450.6071975497703,497.82542113323126,1.1401446654611211,1
BARUERI,SP,7752,482.09249226006193,548.8835010319918,539.5041150670794,505.39895510835913,545.06282249742,2.822838427947598,0
BARÃO DE COCAIS,MG,1312,484.36501524390246,540.6247713414634,525.546112804878,504.1116615853659,528.2621951219512,2.4812583668005357,0
BARÃO DE GRAJAÚ,MA,853,453.68874560375144,493.2282532239156,482.9765533411489,450.45228604923796,475.9906213364596,1.3087649402390438,1
BATAGUASSU,MS,705,454.60609929078015,502.08567375886525,496.4499290780142,462.6418439716312,471.0070921985816,2.020812685827552,1
BATALHA,AL,1801,452.693836757357,494.84580788450864,486.63053858967237,454.2776235424764,490.52193225985565,1.3465491923641704,1
BATATAIS,SP,1902,490.6045215562566,546.6340694006309,537.5531545741325,509.73128286014725,548.4879074658254,2.9589191564147628,0
BATURITÉ,CE,2336,456.2975599315069,504.6998715753424,498.47089041095893,454.4145976027397,489.3664383561644,1.2735012415750266,1
BAURU,SP,8321,499.4349597404158,557.4165244561952,545.7770099747627,520.8287465448865,554.8116812883067,3.44909793814433,0
BAYEUX,PB,4296,463.7483705772812,516.3710661080074,505.4194832402235,464.48398510242083,509.18621973929237,1.6567804691970247,2
BEBEDOURO,SP,2339,494.2221889696451,551.2094912355708,537.3791791363831,515.3516032492518,558.4300983326208,3.0641361256544504,0
BEBERIBE,CE,2126,464.1880056444026,505.0492474129821,495.2643932267169,458.53062088428976,509.4637817497648,1.2370162932790223,1
BELA CRUZ,CE,932,459.58873390557943,507.7994635193133,494.4215665236052,468.1658798283262,486.0171673819743,1.21553738317757,1
BELA VISTA,MS,608,455.9925986842105,511.76200657894736,502.75937500000003,462.1771381578948,487.07236842105266,1.8450064850843062,1
BELA VISTA DO PARAÍSO,PR,348,474.29683908045973,531.3402298850575,520.3112068965517,483.34798850574714,518.419540229885,2.548051948051948,2
BELFORD ROXO,RJ,6126,462.85088148873655,530.2103493307216,518.349836761345,471.2431439764936,526.6785830884753,1.9218475224992242,2
BELO HORIZONTE,MG,103300,506.079174249758,566.229490803485,546.5101084220717,532.3720948693127,570.4305227492739,3.3660511073253834,0
BELO JARDIM,PE,2298,471.86066144473455,527.2313315926893,518.3794604003481,486.50561357702344,529.1401218450827,1.72505502567865,2
BELÉM,PA,90311,477.79645890312366,537.896687003798,515.3911262193974,475.33721362846165,536.0666806922744,2.1358424984436604,2
BELÉM DO SÃO FRANCISCO,PE,1274,449.7132653061224,493.97825745682894,487.54191522762954,445.5656200941915,476.4050235478807,1.278328611898017,1
BENEVIDES,PA,2863,464.90991966468744,520.1258819420189,503.0295494236815,455.9533356618931,510.34264757247644,1.5696353065539113,2
BENJAMIN CONSTANT,AM,941,431.48703506907543,460.49383634431456,454.829224229543,427.51700318809776,400.0212539851222,0.9573353293413174,1
BENTO GONÇALVES,RS,2160,503.7701388888889,559.6993518518519,543.2406018518518,533.5518981481482,570.574074074074,3.5519287833827895,0
BEQUIMÃO,MA,555,448.91315315315313,491.6189189189189,479.6951351351351,439.8349549549549,484.93693693693695,1.2118780096308186,1
BERTIOGA,SP,1292,471.5595975232198,531.5457430340557,527.5439628482973,483.0369969040248,508.93188854489165,2.471420794774088,2
BERURI,AM,258,431.81550387596894,478.98410852713175,472.477519379845,441.6806201550388,424.1860465116279,1.3429054054054055,1
BETIM,MG,13382,481.11652966671653,543.9837617695412,528.4799805709162,498.5999701091018,530.5626961590195,2.405914555603263,0
BEZERROS,PE,2883,470.9593132154006,530.5010058966354,519.1573361082206,484.23097467915363,534.0409295872355,1.4921344848858729,2
BIGUAÇU,SC,1607,487.0065339141257,546.0554449284381,530.9767268201617,507.24928438083384,545.1773490976976,3.1010324483775813,0
