NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,MEDIA_GERAL,RENDA_FAMILIAR_SM_MEDIA,CLUSTER
ABAETETUBA,PA,5229,450.211971696309,477.77689806846433,490.8756741250717,474.9154714094473,571.3520749665328,493.02641805316506,1.4585209003215434,0
ABAETÉ,MG,801,483.4126092384519,513.2247191011236,525.8008739076155,545.3770287141074,587.2659176029963,531.0162297128588,2.355693348365276,2
ABREU E LIMA,PE,2402,462.6891756869275,492.2196086594504,510.2022897585345,499.3135720233139,540.4829308909242,500.9815154038301,1.6086884704327715,1
ACARAPE,CE,580,446.8894827586207,476.8706896551725,498.4170689655173,499.1141379310345,579.9655172413793,500.2513793103448,1.406804733727811,1
ACARAÚ,CE,1121,455.1386262265834,485.7257805530776,503.9606601248885,509.2707404103479,571.2578055307761,505.0707225691347,1.1043276661514685,1
ACARI,RN,504,468.178373015873,501.6380952380953,512.9113095238095,507.1107142857143,602.8571428571429,518.5391269841269,1.862126245847176,1
ACARÁ,PA,646,435.090092879257,469.90959752321976,477.50216718266256,458.3862229102167,531.4241486068112,474.4624458204335,1.344559585492228,0
ACOPIARA,CE,1161,446.6052540913006,478.2318690783807,493.0987941429801,495.50387596899225,520.1894918173988,486.7258570198105,1.2090690208667736,0
ACRELÂNDIA,AC,402,442.7179104477612,473.1995024875622,490.1480099502488,476.2592039800995,499.55223880597015,476.3753731343284,1.599562363238512,0
ACREÚNA,GO,456,463.875,489.7837719298245,508.1611842105263,500.3495614035088,540.2631578947369,500.4865350877193,2.283333333333333,1
ADAMANTINA,SP,398,506.4693467336683,534.7022613065327,542.4683417085427,561.6321608040201,615.0251256281407,552.059447236181,3.568561872909699,2
AFOGADOS DA INGAZEIRA,PE,762,471.04199475065616,495.25118110236224,517.6064304461942,520.5444881889764,574.7506561679791,515.8389501312337,1.5524891774891776,1
AFONSO CLÁUDIO,ES,553,476.855877034358,508.46039783001805,516.3247739602169,534.662567811935,594.5388788426764,526.1684990958408,1.9982905982905983,2
AFRÂNIO,PE,932,439.3925965665237,466.4896995708155,484.7473175965665,494.9932403433477,513.7768240343347,479.8799356223176,1.2352631578947368,0
AGRESTINA,PE,797,455.1534504391468,490.6612296110414,505.0792973651192,503.8053952321205,541.8820577164366,499.31628607277287,1.285796766743649,1
AGUDOS,SP,403,495.3880893300248,531.863523573201,538.9027295285359,541.1521091811414,598.2630272952854,541.1138957816378,3.1920077972709557,2
AIMORÉS,MG,446,475.0625560538117,513.6793721973094,525.6636771300448,520.4441704035875,566.5022421524664,520.2704035874439,2.223132969034608,1
ALAGOA GRANDE,PB,868,452.1180875576037,480.4039170506912,497.95864055299535,486.6890552995391,555.7142857142857,494.57679723502304,1.4048804780876494,1
ALAGOA NOVA,PB,763,452.88466579292265,489.5629095674967,498.80458715596336,482.9737876802097,565.8453473132372,498.0142595019659,1.3729189789123195,1
ALAGOINHA,PB,556,439.2241007194245,468.4010791366906,484.70593525179856,468.473381294964,535.7553956834532,479.3119784172662,1.3421461897356144,0
ALAGOINHAS,BA,4008,465.4477045908183,493.0589570858284,510.3311377245509,493.39962574850296,537.8842315369261,500.0243313373254,1.823824513082825,1
ALCÂNTARA,MA,280,439.56178571428575,464.6796428571429,482.8178571428571,474.15607142857147,525.1428571428571,477.27164285714287,1.5773480662983426,0
ALEGRE,ES,1193,487.86479463537296,515.8210393964795,521.4746018440904,529.1356244761107,588.0469404861693,528.4686001676445,2.355914718019257,2
ALEGRETE,RS,1461,470.2895277207392,504.6516084873375,520.6624914442164,506.0114305270362,546.7624914442163,509.6755099247092,2.6120591581342434,1
ALENQUER,PA,1170,429.9531623931624,461.355641025641,475.8935042735043,456.7964957264957,498.44444444444446,464.4886495726496,1.2747252747252746,0
ALEXANDRIA,RN,662,454.8850453172206,478.0960725075528,497.22145015105735,498.29501510574016,566.8277945619335,499.0650755287009,1.360385144429161,1
ALEXÂNIA,GO,342,456.7558479532164,495.0052631578947,510.2461988304094,491.462865497076,534.8538011695906,497.66479532163737,2.186320754716981,1
ALFENAS,MG,2804,494.5742510699001,521.8698644793153,532.510057061341,547.4402639087018,618.8231098430813,543.043509272468,2.8171091445427727,2
ALHANDRA,PB,478,445.25376569037655,474.4577405857741,492.1797071129707,476.6707112970712,536.4435146443515,485.0010878661088,1.5,0
ALIANÇA,PE,665,454.9637593984963,484.72616541353386,500.98210526315785,488.4580451127819,546.3157894736842,495.0891729323308,1.385832187070151,1
ALMEIRIM,PA,299,427.9374581939799,463.89665551839465,474.095652173913,457.52140468227424,490.70234113712377,462.8307023411371,1.3451086956521738,0
ALMENARA,MG,1332,457.5478228228228,490.1111111111111,507.32394894894895,500.3539039039039,537.2972972972973,498.5268168168168,1.6663533834586466,1
ALMIRANTE TAMANDARÉ,PR,863,473.2243337195828,512.5691772885284,526.0282734646582,509.7692931633836,546.1877172653534,513.5557589803013,2.549011532125206,1
ALPINÓPOLIS,MG,898,482.9673719376392,504.85979955456565,519.458574610245,546.0152561247216,597.3496659242762,530.1301336302895,2.303769401330377,2
ALTA FLORESTA,MT,1119,466.7362823949956,496.6441465594281,507.5613941018767,507.6022341376229,554.4950848972296,506.60782841823055,2.7461350691619204,1
ALTA FLORESTA D'OESTE,RO,396,465.7830808080808,495.7901515151515,506.704797979798,500.2729797979798,557.5757575757576,505.2253535353536,1.9444444444444444,1
ALTAMIRA,PA,5224,448.79104134762633,477.25698698315466,494.0589969372129,480.5329632465544,533.7748851454824,486.8829747320061,1.870913016656385,0
ALTO ALEGRE,RR,106,450.1377358490566,468.266037735849,477.1952830188679,464.0886792452831,454.7169811320755,462.8809433962264,2.2851239669421486,0
ALTO DO RODRIGUES,RN,569,451.5363796133568,474.870474516696,497.7509666080844,479.139367311072,534.4815465729349,487.5557469244288,1.6270553064275035,0
ALTO PARAÍSO,RO,155,441.898064516129,476.5361290322581,491.8967741935484,482.5470967741936,492.9032258064516,477.1562580645162,1.6425438596491229,0
ALTO SANTO,CE,372,442.8021505376344,475.1956989247312,494.7862903225807,492.78548387096777,521.236559139785,485.3612365591398,1.2589041095890412,0
ALTOS,PI,1807,446.0091311566132,469.7645821804095,487.4540675152186,480.1969009407858,529.5074709463198,482.5864305478693,1.323960880195599,0
ALVARÃES,AM,101,430.0019801980198,452.91881188118816,471.2346534653465,450.8910891089109,480.0,457.0093069306931,1.396551724137931,0
ALVINÓPOLIS,MG,416,477.21009615384617,504.3971153846154,515.7853365384616,526.2550480769231,554.9519230769231,515.7199038461538,2.265021459227468,1
ALVORADA,RS,2275,468.6412307692308,512.9680879120879,528.8940219780219,507.4758241758242,555.2175824175824,514.6393494505494,2.495761429003936,1
ALVORADA D'OESTE,RO,379,450.0245382585752,485.1730870712401,501.645382585752,489.15435356200527,537.1503957783641,492.6295514511874,2.010615711252654,1
ALVORADA DO SUL,PR,647,467.2414219474498,499.0772797527048,515.5995363214838,502.5758887171561,536.9088098918083,504.28058732612055,2.477551020408163,1
ALÉM PARAÍBA,MG,776,484.8889175257732,515.996262886598,528.6305412371133,533.3106958762886,596.5463917525773,531.8745618556701,2.4425675675675675,2
AMAMBAI,MS,768,458.747265625,489.6953125,500.3354166666666,502.48203125,509.140625,492.0801302083333,2.062165058949625,1
AMAPÁ,AP,183,429.64972677595625,450.6459016393442,456.3863387978142,453.9491803278688,479.1256830601093,453.9513661202185,1.4750623441396509,0
AMARANTE,PI,680,430.0108823529412,456.2523529411764,477.45911764705886,458.4986764705882,507.6470588235294,465.97361764705886,1.0836477987421385,0
AMARANTE DO MARANHÃO,MA,645,437.57674418604654,459.1091472868217,479.4212403100776,478.7657364341086,511.90697674418607,473.3559689922481,1.3445205479452054,0
AMARGOSA,BA,1361,455.6259368111683,486.5908890521675,500.4985304922851,485.2193240264512,531.7119764878765,491.92933137398967,1.4002549394518802,1
AMERICANA,SP,3174,518.7435412728419,548.3866414618777,552.428922495274,582.3495904221802,624.0453686200378,565.1908128544425,4.464597902097903,2
AMONTADA,CE,1015,442.8533004926108,467.084236453202,481.0689655172414,489.7809852216749,514.167487684729,478.99099507389167,1.2030332681017613,0
AMPARO,SP,1301,503.0290545734051,531.9079938508839,543.0039969254419,558.2813989239047,597.7248270561107,546.7894542659493,3.414565826330532,2
AMPÉRE,PR,453,472.7679911699779,518.6101545253863,524.798233995585,523.70353200883,568.7417218543046,521.7243267108167,2.598936170212766,1
AMÉLIA RODRIGUES,BA,611,457.1183306055646,488.0585924713584,502.43436988543374,487.79705400982,547.3977086743045,496.5612111292962,1.514765100671141,1
ANAGÉ,BA,520,441.4157692307692,472.1559615384616,487.7728846153846,477.5484615384616,539.4615384615385,483.6709230769231,1.185483870967742,0
ANAJATUBA,MA,296,434.5138513513514,458.1986486486486,482.0824324324324,467.5905405405405,511.8243243243243,470.8419594594594,1.2113821138211385,0
ANAJÁS,PA,196,420.619387755102,455.54030612244895,472.1984693877551,457.6438775510204,488.4693877551021,458.8942857142857,1.4381443298969072,0
ANAMÃ,AM,129,418.1356589147287,466.40232558139536,487.9596899224807,449.64031007751936,474.4186046511628,459.3113178294574,1.2852564102564104,0
ANANINDEUA,PA,17228,469.4658695147434,500.42163338750873,511.62618411887627,493.2788948223822,574.21639192013,509.80179475272814,1.8634640894447605,1
ANANÁS,TO,323,427.1665634674922,456.8835913312693,480.405572755418,471.2003095975232,511.08359133126936,469.3479256965944,1.494459833795014,0
ANASTÁCIO,MS,407,444.13562653562656,471.4307125307125,486.5810810810811,472.8850122850123,484.5208845208845,471.9106633906634,1.7098976109215016,0
ANCHIETA,ES,1058,485.9434782608696,519.1837429111531,527.7378071833648,540.1859168241965,605.7466918714556,535.759527410208,2.3563622170179546,2
ANDRADAS,MG,711,496.97088607594935,522.2789029535865,536.9915611814346,550.897046413502,614.9085794655415,544.4093952180027,2.9426450742240218,2
ANDRADINA,SP,1237,484.08472109943415,511.3321746160065,530.3114793856104,532.2717865804365,590.6871463217461,529.7374616006467,2.840379008746356,2
ANDRELÂNDIA,MG,814,472.3576167076167,505.3740786240786,515.4472972972973,522.7427518427518,574.5208845208845,518.0885257985258,2.1291618828932264,1
ANGICOS,RN,1196,447.685618729097,476.2545150501672,495.2099498327759,485.1583612040134,526.989966555184,486.2596822742474,1.428721174004193,0
ANGRA DOS REIS,RJ,2133,475.2182372245664,512.4451476793249,529.0578527894983,520.3149085794655,559.6812001875293,519.3434692920769,2.560683424980361,1
ANORI,AM,107,433.9514018691589,457.8261682242991,477.9598130841121,467.9271028037383,498.13084112149534,467.1590654205608,1.1496815286624205,0
ANÁPOLIS,GO,8009,489.072431015108,517.9975902110126,531.3259333250094,537.6145336496442,612.8954925708578,537.7811961543264,2.8097421512568777,2
APARECIDA,SP,524,490.63912213740457,526.0082061068703,537.3973282442748,547.5641221374045,583.7404580152672,537.0698473282442,2.859396433470508,2
APARECIDA DE GOIÂNIA,GO,8030,469.0583063511831,502.0400373599004,516.5547571606476,506.6126276463263,571.4196762141968,513.1370809464509,2.194167186525265,1
APARECIDA DO TABOADO,MS,243,477.75020576131686,502.2390946502058,516.5835390946502,521.2691358024691,565.679012345679,516.7041975308641,2.797752808988764,1
APIAÍ,SP,444,470.9990990990991,508.3923423423424,527.4171171171172,509.3648648648648,532.1171171171171,509.6581081081081,2.305841924398625,1
APODI,RN,1591,463.6873664362036,486.7194217473287,502.6076681332496,508.450974230044,579.1074795725958,508.1145820238844,1.3676957001102537,1
APUCARANA,PR,2290,484.7250655021834,517.9811353711791,529.5835807860261,528.9299563318777,551.6681222707424,522.5775720524018,2.9554140127388533,2
APUÍ,AM,147,447.35918367346943,478.2578231292517,489.91904761904766,476.7074829931973,468.7074829931973,472.1902040816327,1.8350515463917525,0
AQUIDAUANA,MS,1136,451.3471830985916,475.8877640845071,493.13133802816895,479.9396126760564,503.7676056338028,480.8147007042254,1.8941136671177263,0
AQUIRAZ,CE,1332,463.0452702702703,496.64947447447446,512.4090840840842,509.1288288288288,577.2672672672672,511.699984984985,1.6026162790697671,1
ARACAJU,SE,23363,489.5250481530625,519.2102170098019,529.4920814963832,532.9009973034285,622.5758678251937,538.7408423575739,2.807361939873057,2
ARACATI,CE,2068,456.79584139265,490.8562379110251,510.1889264990329,505.6365087040619,547.3500967117989,502.1655222437137,1.4643760539629005,1
ARACI,BA,608,454.0027960526316,477.0759868421053,491.75,484.5871710526316,528.3552631578947,487.1542434210526,1.2884012539184952,0
ARACOIABA,CE,1038,442.2058766859345,471.9630057803468,491.771676300578,484.4829479768786,525.9152215799614,483.2677456647399,1.243212669683258,0
ARACRUZ,ES,2001,485.52938530734633,517.0556721639181,524.884207896052,537.7342828585707,589.0354822588706,530.8478060969516,2.651275115919629,2
ARAGARÇAS,GO,395,458.8918987341772,486.9979746835443,505.433164556962,488.6374683544303,515.1898734177215,491.0300759493671,2.0920542635658914,1
ARAGUANÃ,TO,124,432.53548387096777,454.8104838709677,477.333064516129,462.2967741935484,470.96774193548384,459.5887096774193,1.572992700729927,0
ARAGUARI,MG,2263,493.9601414052144,522.2999558108705,533.6491825011047,539.9311533362793,601.0075121520106,538.169589041096,3.046278062229224,2
ARAGUATINS,TO,929,454.0049515608181,476.8597416576965,497.29160387513457,484.36318622174383,548.9128094725511,492.2864585575888,1.710907335907336,0
ARAGUAÍNA,TO,6114,463.34299967288194,488.01339548577033,506.22546614327774,497.7283938501799,573.1763166503108,505.69731436048414,2.336384911894273,1
ARAIOSES,MA,414,437.0635265700483,466.33236714975845,484.6169082125604,461.124154589372,519.7101449275362,473.769420289855,1.1431334622823983,0
ARAME,MA,360,429.205,454.4397222222222,466.6655555555556,461.10583333333335,469.5,456.1832222222221,1.3858560794044663,0
ARAPIRACA,AL,9640,463.1742842323651,494.6858817427386,509.6884958506224,511.19071576763486,574.0663900414938,510.5611535269709,1.7584683357879234,1
ARAPOEMA,TO,124,437.4895161290322,465.9693548387097,482.9048387096774,473.0056451612903,508.7096774193548,473.61580645161285,1.4475806451612905,0
ARAPONGAS,PR,1715,479.9730612244898,514.7468221574344,528.3114285714286,530.695335276968,556.8746355685131,522.1202565597667,3.124877571008815,2
ARAPOTI,PR,289,469.1899653979239,509.0384083044983,519.9550173010381,511.2307958477509,533.0103806228374,508.48491349480975,3.105,1
ARAPUTANGA,MT,395,448.7898734177216,485.7427848101266,501.5139240506329,491.9030379746836,559.9493670886076,497.57979746835446,2.131436314363144,1
ARARANGUÁ,SC,1376,492.4762354651163,525.7425145348836,530.8558139534883,539.1610465116279,587.2674418604652,535.1006104651162,3.146397884996696,2
ARARAQUARA,SP,4042,510.7881494309747,540.1135823849579,547.4315190499753,562.0712023750618,625.264720435428,557.1338347352796,3.6867971678467306,2
ARARAS,SP,1431,514.8613556953179,542.2548567435359,549.3208944793851,577.6953878406708,621.1600279524807,561.058504542278,3.636622932116372,2
ARARI,MA,1194,437.6718592964824,464.2824120603015,485.02939698492463,471.7254606365159,508.8274706867672,473.5073199329983,1.256908140403286,0
ARARIPE,CE,665,452.9190977443609,486.44436090225565,497.7953383458647,503.0944360902256,600.5714285714286,508.1649323308271,1.3235294117647058,1
ARARIPINA,PE,2589,453.63097721127855,482.4645422943221,497.631595210506,504.76662804171497,573.928157589803,502.48438006952495,1.4054003021148036,1
ARARUAMA,RJ,1751,488.177155910908,518.4245573957738,532.1609366076528,533.0110222729869,595.7167332952598,533.4980810965163,2.5110966057441253,2
ARARUNA,PB,775,446.9726451612903,485.9642580645161,493.8233548387096,486.8336774193548,548.1032258064516,492.3394322580645,1.3060141509433962,0
ARATUBA,CE,422,445.0947867298578,465.9644549763033,486.65947867298576,483.5379146919431,484.5023696682464,473.1518009478673,1.2296137339055797,0
ARAUCÁRIA,PR,1995,481.6742355889724,520.5395488721805,532.0049122807018,524.9484711779448,551.2681704260651,522.0870676691729,2.834073251942286,2
ARAXÁ,MG,1893,501.6180137348125,526.5350765979927,537.9781299524564,564.708293713682,623.581616481775,550.8842260961437,3.3773035887487874,2
ARAÇATUBA,SP,2876,502.4229485396384,531.7631780250348,543.5117872044506,562.2813630041725,608.6787204450626,549.7315994436717,3.639477977161501,2
ARAÇOIABA,PE,464,442.8469827586207,462.0933189655172,480.5672413793104,466.54461206896553,476.25,465.6604310344828,1.2535335689045937,0
ARAÇOIABA DA SERRA,SP,467,481.00428265524624,515.0122055674518,528.2226980728051,529.6462526766595,564.5824411134904,523.6935760171307,2.8362341772151898,2
ARAÇUAÍ,MG,1681,459.9669839381321,491.34402141582393,506.4966091612136,503.3919095776324,541.7370612730517,500.5873170731708,1.7352143244709712,1
ARCOS,MG,729,493.2725651577504,523.4990397805212,534.2899862825789,553.6835390946502,632.153635116598,547.3797530864198,2.9036523929471034,2
ARCOVERDE,PE,2861,464.9925900034953,498.4181754631247,513.8726668996854,515.7751485494582,555.7707095421181,509.7658580915764,1.7525267538644471,1
AREADO,MG,880,475.13261363636366,504.6920454545455,517.1615909090909,531.1012499999999,577.9545454545455,521.2084090909091,2.2172264355362947,1
AREIA,PB,790,452.9964556962025,489.1392405063291,499.1207594936709,485.0611392405063,576.506329113924,500.5647848101265,1.51270207852194,1
AREIA BRANCA,RN,1206,449.1669983416252,477.9817578772802,498.95008291873967,485.1660033167496,548.5074626865671,491.9544610281923,1.6,0
ARENÁPOLIS,MT,321,443.4090342679127,470.3507788161994,497.8691588785047,478.9305295950156,512.9595015576324,480.7038006230529,2.395778364116095,0
ARINOS,MG,713,457.08345021037866,474.0145862552595,495.670126227209,491.2809256661992,541.2903225806451,491.8678821879383,1.6628878281622912,0
ARIPUANÃ,MT,130,457.75538461538457,483.37538461538463,499.56076923076927,497.3446153846154,547.6923076923077,497.1456923076923,2.662721893491124,1
ARIQUEMES,RO,2619,460.7310042000764,491.5306605574647,507.4791523482245,496.458304696449,532.3253150057274,497.7048873615884,2.121720561317877,1
AROEIRAS,PB,581,444.247504302926,477.0428571428572,490.32461273666087,481.63115318416527,580.3442340791738,494.71807228915657,1.1669218989280246,0
ARRAIAS,TO,472,427.6383474576271,456.0506355932203,473.1993644067797,459.7853813559322,506.90677966101697,464.7161016949152,1.629203539823009,0
ARROIO DO MEIO,RS,192,502.4,553.6447916666667,552.3953124999999,581.9932291666667,651.5625,568.3991666666667,3.42485549132948,2
ARROIO GRANDE,RS,368,457.8016304347826,491.60706521739127,511.6483695652174,499.6717391304348,530.2717391304348,498.2001086956522,2.026150627615063,1
ARTUR NOGUEIRA,SP,1102,482.919782214156,517.3168784029037,531.7519056261343,540.4756805807622,565.0635208711434,527.50555353902,2.798507462686567,2
ARUJÁ,SP,1979,481.3991409802931,516.2180899444163,532.800454775139,527.9042445679636,573.3299646286004,526.3303789792824,3.013,2
ASSARÉ,CE,914,445.4907002188184,473.59277899343545,489.6484682713348,497.8203501094092,537.4617067833698,488.80280087527353,1.1455301455301454,0
ASSAÍ,PR,580,467.1341379310345,503.3512068965517,518.5894827586208,509.06844827586207,534.1034482758621,506.4493448275862,2.262406015037594,1
ASSIS,SP,1851,496.7811993517018,530.5493246893571,543.1479200432199,553.2733657482441,606.4289573203673,546.036153430578,3.4503649635036497,2
ASSIS CHATEAUBRIAND,PR,675,483.4675555555555,515.7653333333333,527.4506666666667,534.6521481481482,584.2962962962963,529.1263999999999,3.062234794908062,2
ASTORGA,PR,616,474.8689935064935,504.385551948052,519.7993506493507,521.2113636363637,561.6883116883117,516.3907142857144,2.886243386243386,1
ATALAIA,AL,582,432.5412371134021,460.6878006872852,482.9240549828178,465.4027491408935,527.044673539519,473.7201030927836,1.3234916559691912,0
ATIBAIA,SP,2459,504.7718178121187,536.2008946726312,545.8382269215128,563.0572590483937,606.9540463603091,551.364448962993,3.711988304093567,2
AUGUSTINÓPOLIS,TO,720,444.5422222222223,470.7252777777778,491.81916666666666,479.3244444444444,540.8611111111111,485.4544444444445,1.5738327904451683,0
AUGUSTO CORRÊA,PA,529,436.3378071833649,472.2865784499055,475.5633270321361,462.15349716446127,549.2249527410208,479.1132325141777,1.2551159618008183,0
AURIFLAMA,SP,433,483.1903002309469,506.28475750577365,524.2364896073902,537.1066974595843,590.5311778290993,528.2698845265588,2.8564102564102565,2
AURORA,CE,714,452.7278711484594,481.736974789916,494.6817927170868,500.8378151260504,576.0504201680673,501.206974789916,1.2409288824383164,1
AUTAZES,AM,235,428.5302127659575,450.43659574468086,474.2412765957447,457.871914893617,489.1063829787234,460.0372765957447,1.3087431693989071,0
AVARÉ,SP,1369,504.1328707085464,533.8761869978086,541.3479181884587,562.4615777940103,604.1782322863404,549.1993571950329,3.4870609981515712,2
AÇAILÂNDIA,MA,3131,454.041935483871,480.72603002235707,503.29185563717664,487.6959437879272,547.5950175662728,494.6701564995209,1.7568364611260054,1
AÇU,RN,2165,456.7998614318706,484.78452655889146,500.1011547344111,490.60078521939954,568.4618937644342,500.1496443418014,1.525678496868476,1
BACABAL,MA,3806,446.6658171308461,476.0377299001577,492.7417498686285,482.6450078822911,536.1534419337887,486.8487493431424,1.438919259882254,0
BACURI,MA,489,427.9476482617587,452.89120654396726,467.9779141104295,463.08670756646217,505.6850715746421,463.517709611452,1.1408450704225352,0
BAEPENDI,MG,488,482.9604508196721,518.6606557377049,527.5905737704918,540.7774590163934,598.7704918032787,533.7519262295082,2.203809523809524,2
BAGÉ,RS,2022,471.89431256182,512.2135509396637,527.4102868447083,519.0887240356083,540.6033630069238,514.2420474777448,2.546669248644461,1
BAIXA GRANDE,BA,836,446.19916267942585,479.7175837320575,497.3846889952153,482.0843301435407,538.4928229665072,488.7757177033493,1.3509825327510918,0
BAIXO GUANDU,ES,370,482.1567567567568,509.63,518.4175675675675,533.5848648648648,574.4324324324324,523.6443243243243,2.418103448275862,2
BAIÃO,PA,779,427.7450577663672,452.8545571245186,461.7649550706034,458.9052631578948,515.6354300385109,463.3810526315789,1.195010183299389,0
BALNEÁRIO CAMBORIÚ,SC,1961,495.8916369199388,534.9210096889343,543.1896991330954,551.1753697093319,600.8669046404896,545.208924018358,3.740015360983103,2
BALSAS,MA,3622,442.39387078961903,467.9694367752623,486.7647984538929,478.7387907233572,520.8117062396466,479.3357205963556,1.8350502820701493,0
BAMBUÍ,MG,644,497.075,522.2520186335404,527.8795031055901,546.9521739130435,603.0434782608696,539.4404347826087,2.550520059435364,2
BANABUIÚ,CE,333,441.309009009009,479.6111111111111,495.8858858858859,483.5375375375376,535.6756756756756,487.2038438438438,1.2785547785547786,0
BANANEIRAS,PB,1355,449.99845018450185,477.6466420664206,495.34538745387454,483.35011070110704,562.5977859778598,493.7876752767528,1.4481865284974094,0
BANDEIRANTES,PR,946,469.1424947145877,498.23372093023255,516.6053911205074,515.8184989429176,551.014799154334,510.1629809725158,2.729106628242075,1
BARAÚNA,RN,606,445.5552805280528,474.6188118811881,497.8420792079208,486.2353135313531,534.2904290429043,487.7083828382838,1.4711815561959654,0
BARBACENA,MG,4847,498.257313802352,530.7207138436146,538.8599339797813,559.7170414689499,606.3585723127708,546.7827150814937,2.655598052851182,2
BARBALHA,CE,1840,474.05831521739134,496.8523913043479,512.565054347826,516.506847826087,591.1413043478261,518.2247826086957,1.8018738574040216,1
BARCARENA,PA,3143,458.0348075087496,484.8668151447661,500.854724785237,479.4424117085587,547.1587655106586,494.071504931594,1.7289600813628274,1
BARCELOS,AM,127,453.4039370078741,483.707874015748,501.7700787401575,487.8795275590551,519.2125984251968,489.1948031496063,2.047120418848168,0
BARRA,BA,896,438.97299107142857,459.67511160714287,479.8223214285714,464.5454241071429,518.6383928571429,472.33084821428565,1.2318007662835249,0
BARRA BONITA,SP,810,496.6277777777778,527.2981481481481,537.5051851851852,550.5264197530864,594.074074074074,541.2063209876543,2.911309523809524,2
BARRA DA ESTIVA,BA,1126,454.9851687388987,483.880106571936,500.3958259325044,489.9977797513321,557.6909413854352,497.3899644760212,1.4011502516175414,1
BARRA DE SÃO FRANCISCO,ES,855,466.7729824561404,497.0442105263158,512.0091228070175,520.192514619883,557.8011695906433,510.764,2.2250252270433903,1
BARRA DO BUGRES,MT,485,449.6111340206185,476.259793814433,496.63670103092784,483.0632989690722,529.8969072164948,487.0935670103092,2.4014209591474245,0
BARRA DO CHOÇA,BA,614,455.7465798045603,490.6172638436482,505.58061889250814,486.8560260586319,557.9153094462541,499.34315960912056,1.4458762886597938,1
BARRA DO CORDA,MA,1449,442.9084886128365,471.0100759144237,489.359696342305,479.2102139406487,522.2774327122153,480.9531815044858,1.3925,0
BARRA DO GARÇAS,MT,2359,462.9797371767698,495.265960152607,510.844171259008,503.011742263671,549.8770665536244,504.39573548113606,2.4473684210526314,1
BARRA DO PIRAÍ,RJ,1062,489.8548964218456,525.971186440678,536.4542372881356,538.5544256120528,629.7928436911487,544.1255178907721,2.5389273356401385,2
BARRA DO TURVO,SP,83,446.6253012048193,488.4903614457831,514.8975903614457,488.72771084337353,518.0722891566265,491.3626506024096,1.4521739130434783,1
BARRA MANSA,RJ,2257,492.22995126273815,524.4545857332743,535.380948161276,546.2942844483828,638.7416925121843,547.4202924235711,2.717002662609357,2
BARRAS,PI,2173,437.3866543948458,463.17017947537965,478.7751035434883,468.64721583064886,526.9305108145421,474.981932811781,1.1104195481788843,0
BARREIRA,CE,482,450.2954356846473,483.548132780083,503.1804979253112,500.55477178423234,551.7842323651453,497.8726141078838,1.2004950495049505,1
BARREIRAS,BA,6742,467.42763274992586,494.066671610798,508.4212251557401,504.0830910708989,600.9433402551172,514.988392168496,2.066873449131513,1
BARREIRINHA,AM,426,427.0208920187793,455.4025821596244,466.374882629108,449.1415492957746,474.74178403755866,454.536338028169,1.1447784810126582,0
BARREIRINHAS,MA,947,445.4387539598733,471.81626187961984,485.62935586061246,471.8940865892292,502.0063357972545,475.3569588173178,1.162090345438441,0
BARREIROS,PE,1400,455.0032142857143,479.3927142857143,498.2233571428571,496.2985,552.2857142857143,496.2407,1.580075662042875,1
BARRETOS,SP,2073,492.5639652677279,514.218137964303,528.8479498311626,540.547853352629,594.3077665219489,534.0971345875543,3.167387543252595,2
BARRINHA,SP,443,472.2218961625282,499.1090293453725,517.4471783295711,512.7397291196388,578.7810383747178,516.0597742663657,2.286061588330632,1
BARRO,CE,591,460.0534686971235,485.34196277495766,506.3649746192893,506.3390862944163,583.1810490693739,508.25610829103215,1.0654205607476634,1
BARROQUINHA,CE,372,443.922311827957,482.2013440860215,492.9991935483872,484.36397849462367,537.1505376344086,488.1274731182795,1.0703125,0
BARUERI,SP,5428,490.7077745025792,528.0513080324245,541.5339351510686,542.6163411938098,585.2063375092115,537.6231392778188,3.0968646627355096,2
BARÃO DE COCAIS,MG,641,484.6397815912636,518.2279251170046,531.2577223088924,536.9884555382215,579.4695787831513,530.1166926677066,2.5135135135135136,2
BARÃO DE GRAJAÚ,MA,659,434.45053110773904,460.9440060698027,479.9559939301973,463.3981790591806,517.3596358118361,471.2216691957512,1.2791450777202074,0
BATAGUASSU,MS,433,454.21270207852194,483.2852193995381,499.2471131639723,492.7958429561201,513.7182448036951,488.6518244803696,2.137596899224806,0
BATALHA,PI,1280,437.5771875,464.970546875,484.23078125,477.5340625,524.71875,477.806265625,1.20740498034076,0
BATATAIS,SP,1244,497.2266881028939,524.4416398713827,538.2824758842444,548.521463022508,604.0514469453376,542.5047427652732,3.047176820208024,2
BATURITÉ,CE,1735,448.9810951008645,477.4598270893372,496.0094524495677,481.5513544668588,543.4812680115274,489.4965994236312,1.067338282078473,0
BAURU,SP,5579,510.1894067037104,540.6951962717333,547.2580928481807,564.2250582541674,609.6755690984047,554.4086646352392,3.881861748475167,2
BAYEUX,PB,2594,455.94491133384736,489.803700848111,508.1868157286045,492.11688511950655,551.1642251349267,499.4433076329992,1.6624069880297638,1
