NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,MEDIA_GERAL,RENDA_FAMILIAR_SM_MEDIA,CLUSTER
ARTUR NOGUEIRA,SP,538,495.20910780669146,540.4163568773234,538.0198884758364,553.092936802974,636.2825278810409,552.6041635687733,3.2025862068965516,2
ARUJÁ,SP,1031,498.85354025218237,539.9731328806984,537.9775945683803,551.3770126091173,628.0310378273521,551.2424636275462,3.289760348583878,2
ASSARÉ,CE,654,471.6733944954129,491.87079510703364,476.2750764525994,499.1249235474006,541.6819571865443,496.12522935779816,1.1183574879227054,0
ASSAÍ,PR,420,487.75214285714287,526.2673809523809,513.6319047619047,536.9411904761904,604.952380952381,533.909,2.3542600896860986,1
ASSIS,SP,1313,505.2522467631378,546.9272658035035,541.5332063975628,570.0998476770753,651.8050266565118,563.1235186595584,3.6262833675564683,2
ASSIS CHATEAUBRIAND,PR,502,497.7898406374502,527.3509960159363,519.4900398406375,542.2956175298805,631.0756972111553,543.600438247012,3.175044883303411,2
ASTORGA,PR,330,490.0436363636363,521.5330303030303,511.2927272727273,528.1139393939394,612.1818181818181,532.6330303030302,2.945107398568019,1
ATALAIA,AL,364,461.7302197802197,486.4832417582417,481.3884615384615,480.92802197802195,529.6153846153846,488.0290659340659,1.3119180633147114,0
ATIBAIA,SP,1591,512.6825267127593,553.0761785040854,549.1544311753614,579.1536769327467,650.8736643620365,568.9880955373978,4.043095004897159,2
AUGUSTINÓPOLIS,TO,522,471.61570881226055,493.28735632183907,478.0003831417625,502.00191570881225,592.7969348659004,507.5404597701149,1.6200696055684454,1
AUGUSTO CORRÊA,PA,406,454.3440886699508,480.037684729064,459.5805418719212,470.84137931034485,553.5467980295566,483.67009852216745,1.0982608695652174,0
AURIFLAMA,SP,284,489.1672535211268,522.4517605633803,512.3978873239437,547.4676056338028,619.8591549295775,538.2687323943662,2.5,1
AURORA,CE,508,481.5169291338583,503.87381889763776,489.8177165354331,519.9214566929134,673.1102362204724,533.648031496063,1.152136752136752,1
AURORA DO PARÁ,PA,187,459.16898395721927,487.1839572192513,471.2032085561497,475.37914438502673,561.3903743315508,490.8651336898396,1.3670886075949367,0
AUTAZES,AM,172,457.4412790697674,478.11337209302326,463.5517441860465,470.4959302325582,505.93023255813955,475.1065116279069,1.0922693266832917,0
AVARÉ,SP,965,516.3056994818653,549.8662176165803,543.0682901554404,580.1260103626943,658.4663212435233,569.5665077720207,3.6767161410018554,2
AÇAILÂNDIA,MA,1512,476.00667989417985,501.47301587301587,490.59867724867723,507.44748677248674,610.0132275132275,517.1078174603175,1.900050994390617,1
AÇU,RN,1425,481.228,508.08133333333336,496.22098245614035,510.23333333333335,610.1754385964912,521.1878175438596,1.5725478816018572,1
BACABAL,MA,2000,471.722,496.44865000000004,485.4195,504.2144,595.51,510.66291,1.448315911730546,1
BACURI,MA,307,449.92801302931593,464.3804560260586,447.15081433224753,468.49869706840394,545.7980456026058,475.1512052117264,1.0037688442211055,0
BAEPENDI,MG,281,493.4637010676156,530.6786476868327,524.394306049822,554.0875444839858,662.9181494661922,553.1084697508896,2.3344481605351173,2
BAGÉ,RS,1400,489.55871428571425,528.1029285714286,523.6529285714286,530.5350714285714,591.4571428571429,532.6613571428572,2.559659090909091,1
BAIXA GRANDE,BA,576,469.93663194444446,499.1755208333333,479.8196180555555,498.5175347222222,594.3402777777778,508.35791666666665,1.1632047477744807,1
BAIXO GUANDU,ES,268,495.3007462686567,527.8574626865671,516.9869402985074,551.1694029850746,631.7910447761194,544.6211194029851,2.3941368078175898,2
BAIÃO,PA,508,450.1501968503937,470.50059055118106,446.9751968503937,464.996062992126,575.2362204724409,481.5716535433071,1.0810810810810811,0
BALNEÁRIO CAMBORIÚ,SC,1223,512.2631234668847,548.55723630417,543.1474243663124,567.7434178250204,647.3916598528209,563.8205723630417,4.234947237740534,2
BALSAS,MA,2041,472.0031357177854,492.67555120039196,478.1469377756002,498.53552180303774,585.0269475747183,505.2776188143067,2.0815033783783785,0
BAMBUÍ,MG,382,499.65078534031414,541.6424083769633,526.338219895288,565.2866492146596,659.1623036649214,558.4160732984294,2.7770935960591134,2
BANABUIÚ,CE,230,469.3091304347826,497.34478260869565,486.3686956521739,498.1717391304348,516.1739130434783,493.4736521739131,1.1650943396226414,0
BANANEIRAS,PB,904,472.8069690265487,491.7580752212389,482.51581858407076,489.65,606.6814159292036,508.6824557522124,1.3567307692307693,1
BANDEIRANTES,PR,641,484.5942277691108,509.0060842433698,499.96349453978155,525.005616224649,573.7285491419657,518.4595943837754,2.7150063051702396,1
BARAÚNA,RN,406,469.4869458128079,495.37733990147785,489.61650246305413,496.5507389162562,643.6453201970444,518.9353694581281,1.3348375451263539,1
BARBACENA,MG,2621,510.38885921404045,552.5599008012209,537.8706600534148,581.4737504769172,659.3666539488745,568.3319648988936,2.8508771929824563,2
BARBALHA,CE,1285,499.1533073929961,523.5907392996108,509.84435797665367,541.2943190661479,637.8210116731517,542.340747081712,1.7662337662337662,2
BARCARENA,PA,1867,470.7294590251741,504.2737546866631,491.817032672737,492.5112479914301,586.3845741831816,509.1432137118371,1.7585681645087585,1
BARCELOS,AM,80,481.87250000000006,490.87624999999997,477.44125,475.21625000000006,552.25,495.53125,1.7994652406417113,0
BARRA,BA,569,458.25711775043936,474.0173989455185,464.5678383128295,474.31898066783833,549.3848857644991,484.1092442882249,1.244055944055944,0
BARRA BONITA,SP,490,498.91632653061225,539.7163265306123,541.674693877551,561.4777551020408,638.2448979591836,556.006,2.7302977232924692,2
BARRA DA ESTIVA,BA,796,470.6536432160804,501.91821608040203,488.7041457286432,504.7565326633166,584.321608040201,510.0708291457287,1.403659849300323,1
BARRA DE GUABIRABA,PE,156,469.3025641025641,489.46923076923076,479.6641025641026,503.075,669.8717948717949,522.2765384615384,1.2729468599033817,1
BARRA DE SÃO FRANCISCO,ES,479,482.26680584551144,517.1104384133612,507.99540709812106,532.3281837160752,625.5532359081419,533.0508141962422,2.1094827586206897,1
BARRA DO BUGRES,MT,354,466.35282485875706,492.59774011299436,476.659604519774,490.65000000000003,551.8644067796611,495.6249152542374,2.465168539325843,0
BARRA DO CHOÇA,BA,354,470.9231638418079,503.6971751412429,493.883615819209,495.20649717514124,583.3898305084746,509.4200564971751,1.4579831932773109,1
BARRA DO CORDA,MA,993,472.3150050352467,493.7482376636455,485.3375629405841,500.0825780463243,590.8358509566968,508.4638469284995,1.5325994919559696,1
BARRA DO GARÇAS,MT,1273,485.4509033778476,513.6604870384917,502.99945011783194,518.4890023566379,589.3479968578162,521.9895679497251,2.832125603864734,1
BARRA DO PIRAÍ,RJ,620,506.13435483870967,548.566935483871,540.7517741935484,563.7240322580645,683.5806451612904,568.5515483870968,2.639813581890812,2
BARRA DO TURVO,SP,31,478.03225806451616,503.38709677419354,502.8322580645161,499.45806451612907,510.96774193548384,498.9354838709677,2.4489795918367347,0
BARRA MANSA,RJ,1448,502.0138812154696,543.5096685082873,534.898135359116,561.0713397790056,707.1132596685082,569.7212569060773,2.8398972602739727,2
BARRAS,PI,1433,461.1496161898116,483.6754361479414,465.23370551291,487.7080251221214,580.0697836706211,495.5673133286811,1.011325782811459,0
BARREIRA,CE,345,467.1127536231884,494.7159420289855,491.86347826086956,518.527536231884,577.2173913043479,509.8874202898551,1.307909604519774,1
BARREIRAS,BA,4287,492.6819220900396,521.5886400746442,509.15789596454397,528.9012596221135,658.7870305574994,542.2233496617681,2.2490742545312803,1
BARREIRINHA,AM,322,449.31801242236025,469.34813664596277,446.832298136646,454.9034161490683,499.2546583850932,463.9313043478261,0.9862012987012987,0
BARREIRINHAS,MA,548,466.0837591240876,483.0651459854015,467.70456204379565,485.0297445255474,558.1021897810219,491.9970802919708,1.363040629095675,0
BARREIROS,PE,903,480.47862679955705,497.1383167220377,490.4980066445183,508.51661129568106,594.4407530454042,514.2144629014397,1.4831314878892734,1
BARRETOS,SP,1199,508.85195996663884,541.1798165137615,532.4800667222686,572.4812343619683,647.5396163469558,560.5065387823186,3.4171994884910486,2
BARRINHA,SP,258,488.21627906976744,524.5903100775193,519.7135658914729,541.0244186046511,627.8294573643411,540.2748062015504,2.5,1
BARRO,CE,453,487.5055187637969,515.7573951434879,497.4640176600442,525.0781456953642,634.2604856512141,532.0131125827814,1.1338289962825279,1
BARROQUINHA,CE,317,458.0334384858044,488.42397476340693,471.3529968454258,489.1558359621451,538.3596214511041,489.0651735015773,1.0917553191489362,0
BARUERI,SP,3920,502.8193112244898,545.4581887755103,543.9286479591836,561.5325765306123,630.2755102040817,556.8028469387757,3.5175894463322006,2
BARÃO DE COCAIS,MG,321,496.7274143302181,540.6140186915889,527.6881619937694,566.0439252336449,651.0280373831775,556.4203115264797,3.167095115681234,2
BARÃO DE GRAJAÚ,MA,373,459.69356568364617,492.7324396782842,470.84772117962467,484.9219839142091,571.2064343163539,495.88042895442356,1.1742424242424243,0
