NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,MEDIA_GERAL,RENDA_FAMILIAR_SM_MEDIA,CLUSTER
CARAUARI,AM,239,475.0046025104603,462.8083682008368,462.8380753138076,469.9125523012552,493.38912133891216,472.7905439330544,1.5300261096605745,0
CARAVELAS,BA,255,485.8168627450981,491.5027450980392,484.5870588235294,477.8713725490196,470.5098039215686,482.0575686274509,1.5669099756690998,0
CARAZINHO,RS,1542,521.1348249027237,535.4639429312581,522.1441634241246,533.5856679636835,538.9364461738003,530.2530090791181,2.953361742424242,2
CARAÚBAS,RN,1485,485.8792592592592,483.0886195286195,478.5987205387205,477.5822222222222,480.3771043771044,481.1051851851852,1.3376826722338204,0
CAREIRO,AM,254,475.4287401574803,473.2456692913386,464.15787401574806,468.6657480314961,445.748031496063,465.4492125984252,1.3621951219512196,0
CAREIRO DA VÁRZEA,AM,158,475.4139240506329,462.6101265822784,458.74493670886073,464.8335443037975,428.73417721518985,458.0673417721519,1.4771863117870725,0
CARIACICA,ES,8004,508.2873938030984,520.9927536231884,510.5251874062969,516.531571714143,510.5347326336832,513.374327836082,2.1495098039215685,1
CARIDADE,CE,812,483.9918719211823,490.1252463054187,484.2683497536946,494.5100985221675,517.6108374384237,494.10128078817735,1.1924019607843137,1
CARINHANHA,BA,1101,474.02252497729336,466.4569482288828,461.380472297911,462.4999091734786,452.7883742052679,463.4296457765668,1.1410788381742738,0
CARIRA,SE,864,475.8032407407408,482.5760416666667,470.5263888888889,473.2362268518518,492.2916666666667,478.886712962963,1.217509025270758,0
CARIRIAÇU,CE,779,492.5120667522465,494.14646983311934,483.9186136071887,495.1326059050064,506.5211810012837,494.4461874197689,1.1684723726977249,1
CARIRÉ,CE,922,487.5407809110629,493.83676789587855,486.7255965292842,504.369956616052,499.47939262472886,494.3904989154013,1.2052529182879377,1
CARLINDA,MT,151,493.28609271523175,502.45364238410593,478.969536423841,485.7682119205298,455.4966887417218,483.19483443708606,2.055023923444976,0
CARLOS BARBOSA,RS,635,526.3818897637796,554.1266141732284,532.1291338582677,558.5811023622048,578.1102362204724,549.8657952755905,4.071428571428571,2
CARLOS CHAGAS,MG,448,494.72165178571424,501.9904017857143,497.8180803571428,486.2917410714286,498.3482142857143,495.8340178571429,1.8491027732463292,1
CARMO DO PARANAÍBA,MG,770,527.0633766233766,537.1755844155845,519.4255844155845,543.0511688311689,579.1428571428571,541.1717142857144,2.761934673366834,2
CARMÉSIA,MG,141,513.9737588652482,523.641134751773,514.2177304964539,524.6943262411347,545.531914893617,524.4117730496453,1.9640522875816997,2
CARMÓPOLIS,SE,471,489.4764331210191,487.94203821656055,483.6777070063695,477.904033970276,486.96390658174096,485.1928237791932,1.4736842105263157,0
CARNAÍBA,PE,832,489.7405048076923,491.83978365384615,491.5950721153846,513.8426682692308,509.1105769230769,499.2257211538461,1.2653664302600474,1
CAROLINA,MA,607,486.05963756177925,498.5011532125206,485.0594728171334,478.9070840197693,493.3113673805601,488.3677429983525,1.6129976580796253,0
CARPINA,PE,3824,495.30355648535567,500.0494246861925,492.8213650627615,499.746469665272,492.6255230125523,496.10926778242685,1.660750713994288,1
CARUARU,PE,11328,507.4122616525423,520.5150600282485,512.9823358050847,520.6381973870057,537.7454096045198,519.8586528954802,1.978791477010357,1
CARUTAPERA,MA,994,472.9933601609658,469.7821931589537,463.6148893360161,464.9941649899396,463.682092555332,467.0133400402415,1.1545524100994644,0
CASA BRANCA,SP,440,519.5904545454545,527.2568181818182,523.09,538.1836363636363,538.6818181818181,529.3605454545453,2.9730392156862746,2
CASA NOVA,BA,1133,483.60264783759936,486.0571932921448,476.9065313327449,477.2499558693733,472.10944395410417,479.1851544571933,1.353515625,0
CASCAVEL,PR,9174,521.4086221931545,532.1533246130368,519.4197732722913,533.1535644211903,542.3195988663615,529.6909766732069,2.9285314573507075,2
CASIMIRO DE ABREU,RJ,548,513.843795620438,527.6697080291971,518.4069343065694,531.7828467153284,538.029197080292,525.9464963503649,2.430779569892473,2
CASSILÂNDIA,MS,495,497.4824242424242,503.5187878787879,495.6830303030303,503.789898989899,484.44444444444446,496.9837171717172,2.215716486902928,1
CASTANHAL,PA,7180,505.90462395543176,512.7020473537605,499.7680362116992,494.95993036211695,552.4596100278552,513.1588495821727,1.7409349715313156,1
CASTELO,ES,950,527.6174736842105,533.6094736842106,514.1555789473684,539.7975789473684,561.6210526315789,535.3602315789474,2.4008695652173917,2
CASTELO DO PIAUÍ,PI,1060,481.4025471698113,485.52349056603776,474.8884905660377,475.6333018867924,469.0754716981132,477.3046603773585,1.151658767772512,0
CASTRO,PR,1138,524.0949033391915,537.401230228471,524.7128295254832,527.5183655536028,518.4182776801406,526.429121265378,3.109020310633214,2
CASTRO ALVES,BA,643,482.9029548989113,491.6208398133748,481.6253499222395,476.2545878693624,488.49144634525663,484.179035769829,1.2819089900110987,0
CATAGUASES,MG,1363,535.2484959647835,543.994497432135,527.059280997799,563.1972120322818,579.1636096845194,549.7326192223037,2.666484716157205,2
CATALÃO,GO,3408,522.93125,530.1427816901409,518.1328345070423,527.9924295774648,552.87558685446,530.4149765258215,2.6438611904238964,2
CATANDUVA,SP,2500,537.45952,549.594,535.9973200000001,557.7716,571.304,550.425288,3.428763440860215,2
CATENDE,PE,1280,480.8228125,486.019453125,484.25328125,476.75421875,478.71875,481.313703125,1.4251036116044995,0
CATOLÉ DO ROCHA,PB,1859,492.63797740720815,494.2165142549758,484.196557288865,489.2977945131791,520.7638515330823,496.2225389994621,1.4387082601054482,1
CATU,BA,1436,504.1538300835655,509.5814763231198,498.82040389972144,500.1649025069638,521.0724233983287,506.7586072423398,1.612475442043222,1
CAUCAIA,CE,8474,498.8545079065376,512.5012508850601,505.73044607033273,508.4556997875855,521.5624262449846,509.42086617890016,1.589095219280917,1
CAXAMBU,MG,1117,515.8808415398389,534.7913160250672,519.9282900626679,545.9170993733214,541.2891674127126,531.5613428827216,2.102491103202847,2
CAXIAS,MA,6867,486.1095529343236,482.8446628804427,477.91906218144754,473.5530216979759,467.1676132226591,477.5187825833697,1.3310697868783954,0
CAXIAS DO SUL,RS,6725,530.9352862453532,546.6877918215613,536.7903197026022,550.7779330855019,575.553903345725,548.1490468401487,3.389480477573411,2
CAÇADOR,SC,624,526.3360576923077,535.9320512820512,524.443108974359,532.7650641025641,528.4935897435897,529.5939743589745,3.190036900369004,2
CAÇAPAVA,SP,1431,519.6833682739343,541.7018867924528,532.8396226415094,542.1163522012579,538.5744234800839,534.9831306778476,3.3368476541908274,2
CAÇAPAVA DO SUL,RS,825,508.2945454545455,517.1013333333333,513.6008484848485,517.0246060606061,501.06666666666666,511.4176,2.2583547557840618,1
CEARÁ-MIRIM,RN,2376,493.1274410774411,496.0924663299663,491.8300505050505,490.4838383838384,492.6430976430976,492.8353787878788,1.5914721982137712,1
CEDRO,CE,917,479.0929116684842,476.5226826608506,474.85517993456926,478.34263904034896,438.9312977099237,469.5489422028353,1.2643553629469122,0
CEREJEIRAS,RO,398,503.76080402010047,504.97738693467335,492.3899497487437,498.47336683417086,483.9698492462312,496.714271356784,1.9375,1
CERES,GO,1940,516.9405670103092,517.3061855670103,508.1985567010309,530.0648969072165,551.1546391752578,524.7329690721649,2.3839130434782607,2
CERQUEIRA CÉSAR,SP,399,516.7508771929824,532.4245614035087,525.1734335839599,537.6814536340852,513.734335839599,525.1529323308271,2.711805555555556,2
CERQUILHO,SP,780,529.4921794871796,544.8296153846154,535.0944871794871,551.6615384615385,532.2051282051282,538.6565897435897,3.271513353115727,2
CERRO LARGO,RS,1123,512.9054318788959,526.0412288512912,505.9318788958148,523.8408726625112,536.3846838824577,521.020819234194,2.450226244343892,2
CHAPADA DOS GUIMARÃES,MT,453,501.8576158940397,513.050110375276,498.3845474613687,497.9068432671081,487.9911699779249,499.8380573951434,2.3429811866859622,1
CHAPADINHA,MA,2690,479.2939405204461,477.63237918215617,469.94866171003713,469.1667286245353,461.0111524163569,471.4105724907064,1.1541629891144454,0
CHAPADÃO DO SUL,MS,790,503.8126582278481,506.0169620253165,497.7427848101266,503.693164556962,485.82278481012656,499.417670886076,2.762645914396887,1
CHAPECÓ,SC,4048,529.177692687747,543.412178853755,526.1732707509881,547.9555830039526,544.7776679841897,538.2992786561265,3.447622967688825,2
CHARQUEADAS,RS,901,512.8248612652608,518.0406215316315,521.2206437291898,527.1876803551609,528.0799112097669,521.4707436182019,2.860283159463487,2
CHAVAL,CE,403,479.1181141439206,487.8744416873449,482.69205955334985,483.112158808933,478.6104218362283,482.2814392059554,1.2296222664015906,0
CHOPINZINHO,PR,704,508.9102272727272,523.728409090909,504.60795454545456,517.8899147727273,503.0397727272728,511.6352556818181,2.8016241299303943,1
CIANORTE,PR,2319,510.16567485985337,514.8249245364382,507.479042690815,509.1904269081501,525.8645968089694,513.5049331608452,3.1098412698412696,1
CIDADE OCIDENTAL,GO,1361,493.45312270389417,500.0623806024982,502.5333578251286,485.7667891256429,486.0102865540044,493.5651873622336,1.852283539486204,1
CLEVELÂNDIA,PR,255,506.3117647058824,520.9462745098039,507.23607843137256,495.0070588235294,532.0784313725491,512.3159215686275,2.4808823529411765,1
CLÁUDIO,MG,1019,518.534445534838,532.6400392541707,519.5315996074582,545.1526005888126,544.9263984298332,532.1570166830226,2.4505314799672937,2
COARACI,BA,854,490.47868852459015,499.5927400468384,490.6105386416862,483.138056206089,490.7025761124122,490.9045199063232,1.3781847133757965,1
COARI,AM,1600,476.07925,465.4846875,462.19375,455.5216875,456.775,463.210875,1.29428117553614,0
COCOS,BA,656,481.526524390244,486.3175304878049,474.56051829268296,485.6007621951219,455.4268292682927,476.6864329268293,1.1502403846153846,0
CODAJÁS,AM,295,475.5728813559322,465.7294915254238,464.3949152542373,471.533220338983,464.8813559322034,468.422372881356,1.3825665859564165,0
CODÓ,MA,3181,480.5257780572147,477.2837158126375,474.1081735303364,469.536843759824,457.03866708582206,471.6986356491669,1.2015408664582403,0
COELHO NETO,MA,1227,479.6353708231459,482.4545232273839,476.1200488997556,472.18671556642215,480.6030969845151,478.1999511002445,1.2004461440407903,0
COLATINA,ES,3719,526.2719548265662,536.8692121538048,518.0320785157301,537.4118849152999,563.4794299542888,536.4129120731379,2.4120514416096244,2
COLINAS,MA,1181,472.9082133784928,464.4225232853514,458.2391193903472,460.6097375105842,437.0194750211685,458.6398137171888,1.140068493150685,0
COLINAS DO TOCANTINS,TO,1025,487.0531707317073,493.8683902439024,482.972,488.1220487804878,482.3414634146341,486.8714146341464,1.747095010252905,0
COLNIZA,MT,278,482.41906474820144,493.5125899280576,475.3762589928058,483.6345323741007,450.50359712230215,477.0892086330936,1.7294238683127572,0
COLOMBO,PR,3480,509.7652586206897,531.135459770115,522.5937643678161,519.4919540229885,520.1724137931035,520.6317701149426,2.5720844811753905,2
COLORADO,PR,1181,501.3657917019475,501.8698560541914,497.5254022015241,502.52904318374266,512.29466553768,503.1169517358172,2.827563683866754,1
COLORADO DO OESTE,RO,472,506.9830508474576,505.28156779661015,491.7279661016949,502.8237288135593,485.33898305084745,498.4310593220338,2.0807622504537204,1
COLÍDER,MT,728,496.0960164835165,507.2366758241758,492.1703296703297,496.54244505494506,505.05494505494505,499.4200824175824,2.51010101010101,1
COMODORO,MT,347,496.97723342939486,504.2755043227666,493.9521613832853,493.7025936599424,485.1873198847262,494.8189625360231,2.353896103896104,1
CONCEIÇÃO,PB,785,488.13961783439487,488.9907006369427,478.54025477707006,488.92356687898086,489.2229299363057,486.7634140127389,1.2374384236453202,0
CONCEIÇÃO DA BARRA,ES,689,491.7458635703919,498.4936139332365,489.0502177068215,500.0957910014514,492.5689404934688,494.39088534107407,1.6912650602409638,1
CONCEIÇÃO DA FEIRA,BA,578,487.1235294117648,485.6994809688581,481.95951557093423,471.788062283737,490.7612456747405,483.46636678200696,1.5461638491547465,0
CONCEIÇÃO DO ARAGUAIA,PA,2133,482.7024378809189,481.2941397093296,468.5069854664792,469.7235349273324,457.38396624472574,471.92221284575714,1.490562740300594,0
CONCEIÇÃO DO COITÉ,BA,1640,500.417256097561,511.9917073170732,497.5128658536585,492.6790853658536,535.8658536585366,507.6933536585366,1.4755829300483942,1
CONCEIÇÃO DO JACUÍPE,BA,893,490.0143337066069,494.1398656215006,491.82508398656216,485.0366181410975,501.4557670772677,492.494333706607,1.5600806451612903,1
CONCEIÇÃO DO MATO DENTRO,MG,634,494.57003154574136,505.2845425867508,499.4425867507886,503.4326498422713,499.6845425867508,500.4828706624606,1.9469026548672568,1
CONCÓRDIA,SC,1510,533.6266887417219,540.7217880794702,522.2796026490066,547.8514569536424,563.6688741721854,541.6296821192052,3.2900232018561484,2
CONCÓRDIA DO PARÁ,PA,640,474.788125,483.2059375,472.8753125,468.1271875000001,449.46875,469.6930625,1.323463687150838,0
CONFRESA,MT,774,489.7452196382429,490.5409560723514,478.7997416020672,481.07093023255817,467.4935400516796,481.5300775193799,1.971882640586797,0
CONGONHAS,MG,1664,524.3874399038461,540.6211538461538,525.9239783653846,544.3365384615385,551.2379807692307,537.3014182692308,2.7317241379310344,2
CONSELHEIRO LAFAIETE,MG,4012,531.9612911266202,545.8196909272184,529.8951645064806,554.1293369890328,564.9302093718843,545.3471385842473,2.6065250094020307,2
CONSELHEIRO PENA,MG,658,506.2346504559271,516.0674772036474,507.5537993920973,511.129179331307,505.6534954407295,509.3277203647416,2.05720823798627,1
CONTAGEM,MG,15412,526.5727485076563,541.6000389307034,529.765267324163,541.1299831300286,543.1404100700753,536.4416895925253,2.689207738171836,2
CORAÇÃO DE JESUS,MG,764,497.0255235602094,498.26518324607326,490.5335078534032,496.3938481675393,485.5497382198953,493.55356020942406,1.4210271317829457,1
CORAÇÃO DE MARIA,BA,577,483.6824956672443,482.1452339688041,478.19046793760833,465.3187175043328,481.1785095320624,478.1030849220104,1.243734335839599,0
CORDEIROS,BA,635,497.53937007874015,507.1047244094488,494.18047244094487,500.651968503937,527.1496062992126,505.3252283464567,1.4296148738379817,1
COREAÚ,CE,905,486.2119337016575,490.2875138121547,481.2380110497238,500.72541436464087,482.0773480662983,488.108044198895,1.1632286995515695,0
CORINTO,MG,620,506.85790322580647,512.0067741935484,500.2948387096774,508.9706451612903,510.6774193548387,507.7615161290322,1.8015873015873016,1
CORNÉLIO PROCÓPIO,PR,2171,508.381345002303,520.2380469829571,511.6928604329802,517.3605251036389,516.0479041916168,514.7441363426992,2.566400832177531,1
COROATÁ,MA,1488,477.5877016129032,473.7824596774194,468.0639784946236,468.266061827957,470.01344086021504,471.5427284946236,1.1239207719654647,0
COROMANDEL,MG,735,520.1703401360544,533.7891156462586,521.2861224489795,537.1042176870748,549.8231292517007,532.4345850340136,2.227705112960761,2
CORONEL FABRICIANO,MG,2456,518.7781351791531,533.1065553745929,521.8357899022801,535.5143729641694,556.9788273615635,533.2427361563518,2.358948863636364,2
CORONEL VIVIDA,PR,688,508.6020348837209,521.7125,506.2859011627907,510.1786337209303,515.2906976744187,512.4139534883722,2.6646562123039805,1
CORRENTE,PI,2702,473.8505181347151,468.2400814211695,457.1376757957069,455.01754256106585,446.3508512213176,460.119333826795,1.2470377514466795,0
CORRENTINA,BA,622,493.12861736334406,488.5020900321544,475.8128617363344,484.2858520900321,491.2540192926045,486.5966881028938,1.3233830845771144,0
CORUMBÁ,MS,3283,496.4268961315869,500.29144075540665,497.77005787389584,487.535577215961,480.87724642095645,492.5802436795613,2.034823901859913,1
CORURIPE,AL,1203,478.415544472153,482.7798004987531,479.4317539484622,475.1012468827931,500.2660016625104,483.1988694929343,1.505041518386714,0
COSMÓPOLIS,SP,1132,517.9975265017667,535.9009717314487,527.6391342756184,534.4416961130742,524.6289752650176,528.1216607773852,2.9059343434343434,2
COSTA RICA,MS,342,490.7157894736842,488.0327485380117,484.9763157894737,494.09181286549705,459.12280701754383,483.3878947368421,2.2813765182186234,0
COTIA,SP,5071,518.7958390849932,536.3517452179058,529.0696509564189,533.882981660422,537.2470913034905,531.069461644646,3.375260019414783,2
COXIM,MS,1065,495.7166197183098,491.0832863849765,485.1882629107981,482.31586854460096,450.7981220657277,481.0204319248826,1.970219435736677,0
CRATEÚS,CE,2554,495.2187157400157,501.1601409553641,491.2015270164448,498.9245105716523,516.4682850430697,500.5946358653093,1.4124302541847489,1
CRATO,CE,4099,513.4554769455965,518.9818004391315,506.4454745059771,514.7153939985362,549.8755794096121,520.6947450597706,1.798540772532189,1
CRICIÚMA,SC,3839,532.5944777285752,547.9272466788227,533.0197186767388,558.7274811148736,548.3094555873926,544.1156759572806,3.6279707495429614,2
CRISTALINA,GO,735,508.0087074829932,508.6365986394558,501.08530612244897,503.3386394557824,515.7551020408164,507.3648707482994,2.4035087719298245,1
CRISTALÂNDIA,TO,313,484.6872204472844,493.7495207667732,486.0338658146965,488.70862619808304,488.1789137380192,488.2716293929713,1.6166281755196306,0
CRUZ,CE,395,492.04962025316456,508.6875949367089,503.199746835443,542.6908860759494,518.7848101265823,513.0825316455696,1.267097966728281,1
CRUZ ALTA,RS,1663,513.3321106434155,520.876007215875,512.7361395069152,514.479073962718,527.9134095009019,517.867348165965,2.721397379912664,1
CRUZ DAS ALMAS,BA,2837,500.72777581952766,505.7225590412408,494.9131124427212,494.9289390200916,508.98836799436026,501.0561508635883,1.710480020105554,1
CRUZEIRO,SP,1439,530.1467685892981,546.8213342599028,532.2100069492703,550.89659485754,554.2599027102154,542.8669214732454,2.882078064870808,2
CRUZEIRO DO SUL,AC,5366,478.3812896011927,478.5719157659336,476.7984345881476,467.0576593365635,487.7338799850913,477.70863585538575,1.506881881881882,0
CUBATÃO,SP,2132,506.4325515947467,526.130487804878,522.5573170731707,519.8666510318949,518.780487804878,518.7534990619137,2.381261315630658,1
CUIABÁ,MT,22274,513.4400466912094,520.2744679895843,508.8813863697585,515.4292538385562,516.8357726497261,514.9721855077669,3.1291530520776103,1
CUITÉ,PB,2210,500.4838009049773,498.8522171945701,489.337737556561,495.5841628959276,511.9457013574661,499.2407239819004,1.3380712486505937,1
CUPIRA,PE,837,494.0180406212664,502.1008363201912,490.84898446833927,495.6173237753883,513.2855436081243,499.1741457586619,1.3532555879494654,1
CURAÇÁ,BA,636,479.8298742138364,484.2567610062893,472.8611635220126,472.6493710691824,473.0817610062893,476.53578616352206,1.3100208768267223,0
CURITIBA,PR,41491,544.2121954158733,559.9043961341014,545.8984671374515,567.7638186594684,561.4986382588995,555.8555031211588,4.009458640103941,2
CURITIBANOS,SC,652,506.4881901840491,521.4170245398774,508.85245398773,512.3651840490797,502.638036809816,510.3521779141105,2.653558052434457,1
CURRAIS NOVOS,RN,3004,501.0810252996005,507.9114181091877,499.5353195739015,496.58844873502,517.4300932090546,504.50926098535285,1.6306272129489126,1
CURRALINHO,PA,651,469.87419354838704,466.4781874039938,457.7672811059908,452.9993855606759,441.9969278033794,457.82319508448535,1.2127659574468086,0
CURURUPU,MA,492,482.560162601626,478.2274390243902,475.900406504065,468.2040650406504,503.780487804878,481.7345121951219,1.2075187969924812,0
CURUÇÁ,PA,1253,481.00055865921786,485.7359936153232,477.31532322426176,466.03575418994416,489.0822027134876,479.8339664804469,1.263995285798468,0
CURVELO,MG,2610,517.8594252873563,527.7192720306514,515.4727203065135,525.6633333333333,538.2222222222222,524.9873946360153,2.370118845500849,2
CUSTÓDIA,PE,791,492.3001264222504,488.78912768647285,483.1715549936789,492.7313527180784,472.2629582806574,485.8510240202276,1.4219858156028369,0
CÁCERES,MT,2858,500.26934919524143,501.3396780965711,491.43526941917423,490.01095171448566,502.75017494751575,497.1610846745977,2.244861483467381,1
CÂNDIDO MOTA,SP,427,524.743325526932,530.963231850117,526.7690866510538,534.8259953161593,540.0936768149883,531.4790632318501,2.833965844402277,2
CÂNDIDO SALES,BA,920,491.7015217391304,494.105652173913,489.0417391304348,495.800652173913,514.9130434782609,497.1125217391304,1.455933682373473,1
CÍCERO DANTAS,BA,1262,487.1427892234548,492.6958003169572,483.5320126782884,483.4430269413629,505.37242472266246,490.4372107765451,1.224722765818656,0
DELMIRO GOUVEIA,AL,2195,485.496583143508,493.3161731207289,485.421138952164,485.08255125284734,497.4578587699317,489.3548610478359,1.427881412391739,0
DIADEMA,SP,9012,502.77515534842433,522.1034398579671,519.9340656901909,513.3353195739015,512.62982689747,514.1555614735909,2.352061058435882,1
DIAMANTE,PB,369,477.3433604336044,478.09105691056914,473.4823848238482,466.03929539295393,468.8888888888889,472.7689972899728,1.291750503018109,0
DIAMANTINA,MG,4089,521.2168745414526,527.375372951822,515.3722426021033,518.658033749083,531.2105649303008,522.7666177549522,2.234029590948651,2
DIAMANTINO,MT,422,498.1208530805688,506.2236966824645,493.0978672985782,502.57654028436014,510.9952606635071,502.2028436018957,2.710144927536232,1
DIANÓPOLIS,TO,794,478.5782115869017,485.2971032745592,477.2765743073048,476.0889168765743,479.7481108312343,479.3977833753149,1.709366391184573,0
DIAS D'ÁVILA,BA,1538,494.725422626788,507.1301690507152,499.9484395318596,487.8622236671001,497.90637191157344,497.5145253576073,1.6718227424749164,1
DIONÍSIO CERQUEIRA,SC,587,510.6727427597956,526.1560477001703,511.1461669505962,514.557069846678,516.4565587734241,515.7977172061329,2.541049798115747,1
DIVINÓPOLIS,MG,7309,536.8545218224108,547.163811738952,532.8994116842249,566.2265289369271,577.3156382542071,552.0919824873444,2.970845634753269,2
DOIS IRMÃOS,RS,580,523.438448275862,547.7298275862069,536.0329310344828,562.6406896551724,574.4827586206897,548.8649310344828,3.530906593406593,2
DOIS IRMÃOS DO BURITI,MS,204,480.0176470588236,479.0622549019608,473.35686274509806,464.05343137254897,419.3137254901961,463.1607843137255,1.366485013623978,0
DOIS VIZINHOS,PR,1939,517.1601856627127,528.8313563692625,513.166374419804,527.9140794223827,516.1320268179473,520.6408045384219,2.701975620008407,2
DOM ELISEU,PA,786,486.409796437659,493.43702290076334,486.64783715012726,477.7611959287532,496.4376590330789,488.1387022900764,1.6047047970479704,0
DOM PEDRITO,RS,800,496.05025,502.99425,500.39925000000005,495.104,472.65,493.43955,2.032190635451505,1
DOM PEDRO,MA,1168,482.648544520548,488.2457191780822,479.7737157534246,484.8193493150685,499.82876712328766,487.0632191780822,1.2749638205499276,0
DOMINGOS MARTINS,ES,899,536.7565072302558,548.7310344827587,525.3046718576196,562.7898776418242,554.8387096774194,545.6841601779755,2.323199251637044,2
DOURADOS,MS,4835,520.6633092037229,527.1802688728025,516.3028748707342,525.2679420889349,544.6452947259565,526.8119379524302,2.795980835773223,2
DRACENA,SP,1458,520.0650205761317,532.1803840877915,521.5377229080933,543.5362139917696,542.880658436214,532.0400000000001,3.01844494892168,2
DUQUE DE CAXIAS,RJ,15984,502.8726914414414,514.9371058558559,512.2619807307308,509.4684934934935,528.9126626626627,513.6905868368369,2.0810115018893,1
ECOPORANGA,ES,531,496.1623352165725,499.8160075329567,487.4779661016949,496.6241054613936,487.1939736346516,493.4548775894538,1.7678041543026706,1
EIRUNEPÉ,AM,353,473.5388101983003,467.1101983002833,471.23881019830026,477.1943342776204,458.92351274787535,469.6011331444759,1.6659877800407332,0
ELDORADO,SP,246,488.2613821138211,501.4089430894309,496.6219512195122,498.700406504065,487.3170731707317,494.4619512195122,1.8344988344988344,1
ELDORADO DO CARAJÁS,PA,712,476.3665730337079,480.56685393258425,469.3375,463.1873595505618,454.9157303370786,468.8748033707865,1.4128440366972477,0
ELDORADO DO SUL,RS,622,508.20128617363343,519.4771704180064,518.4442122186495,513.2353697749196,496.4630225080386,511.1642122186495,2.502561475409836,1
EMBU DAS ARTES,SP,4268,496.930412371134,516.7315370196814,514.1329896907216,499.425656044986,514.5173383317713,508.3475866916589,2.153732394366197,1
EMBU-GUAÇU,SP,1847,499.99306984298863,516.6982133188955,513.0475906876015,511.6119112073633,503.0969139144559,508.88953979426094,2.132542727589815,1
ENCANTADO,RS,700,527.462,546.6112857142857,525.6128571428571,552.4391428571429,583.3714285714286,547.0993428571429,3.452471482889734,2
ENCRUZILHADA DO SUL,RS,378,502.6140211640212,515.1648148148148,512.2100529100529,503.02433862433867,503.4391534391534,507.2904761904762,2.085907335907336,1
ENGENHEIRO CALDAS,MG,605,503.5682644628099,512.2798347107438,500.28280991735534,515.9322314049587,523.4380165289256,511.10023140495866,1.7341935483870967,1
ENTRE RIOS,BA,1042,478.63570057581575,488.2558541266794,482.46506717850286,467.8234165067179,475.4126679462572,478.5185412667946,1.3347625329815302,0
ENTRE RIOS DE MINAS,MG,942,526.1450106157113,538.0283439490446,517.5102972399151,545.6442675159236,558.3651804670912,537.1386199575371,2.0951020408163266,2
ENVIRA,AM,186,475.6188172043011,459.6150537634408,467.3376344086022,462.3075268817204,489.03225806451616,470.7822580645162,1.3423913043478262,0
EPITACIOLÂNDIA,AC,315,490.6126984126984,491.3977777777777,488.6749206349207,480.2628571428571,495.8095238095238,489.3515555555556,1.7525987525987523,0
ERECHIM,RS,3484,527.8699196326062,540.6413892078072,524.4703214695752,544.0473593570608,559.2078071182549,539.2473593570609,2.921796407185629,2
ERVÁLIA,MG,611,522.962193126023,542.7949263502455,520.2085106382979,543.3708674304419,571.620294599018,540.1913584288053,1.950138504155125,2
ESCADA,PE,1811,485.1594699061292,487.7127553837659,486.6150745444506,482.81104362230815,494.5002760905577,487.3597239094423,1.4261275272161742,0
ESMERALDAS,MG,841,502.90261593341256,520.3615933412603,508.531272294887,510.9385255648038,494.6254458977408,507.47189060642086,2.211507293354943,1
ESPERANTINA,PI,1336,481.048502994012,482.7557634730538,476.7755988023952,475.873502994012,476.6766467065869,478.626002994012,1.185240071132187,0
ESPERANTINÓPOLIS,MA,817,474.9357405140759,473.3881272949816,459.75250917992656,465.1365973072215,451.5299877600979,464.9485924112607,1.2884028484231944,0
ESPERANÇA,PB,2615,497.84095602294457,504.1573231357552,497.4863479923519,499.6221797323136,522.7992351816443,504.3812084130019,1.4087898856110777,1
ESPIGÃO D'OESTE,RO,725,502.9406896551724,515.6815172413793,497.0078620689656,505.752275862069,505.7655172413793,505.4295724137931,2.0759297520661155,1
ESPINOSA,MG,636,499.6036163522013,506.0528301886792,497.7729559748427,508.6966981132075,513.3333333333334,505.0918867924528,1.7017543859649122,1
ESPLANADA,BA,1160,484.47465517241375,486.399224137931,475.5970689655172,466.5576724137931,480.0862068965517,478.62296551724137,1.2705223880597014,0
ESPUMOSO,RS,755,516.940927152318,529.1262251655629,510.4554966887417,528.2678145695364,564.158940397351,529.789880794702,3.008849557522124,2
ESPÍRITO SANTO DO PINHAL,SP,640,531.641875,554.7498437500001,537.37375,558.39359375,567.75,549.9818124999999,3.2896678966789668,2
ESTEIO,RS,1700,519.4309999999999,534.9161764705882,532.305294117647,540.8789411764706,536.8823529411765,532.8827529411765,2.936936936936937,2
ESTREITO,MA,947,484.26990496304114,484.8468848996832,474.91034846884895,481.42059134107706,485.6177402323125,482.2130939809925,1.7153912295786755,0
ESTRELA,RS,505,540.0283168316831,553.7033663366337,536.8685148514851,575.8801980198019,566.8118811881188,554.6584554455445,3.957017543859649,2
ESTÂNCIA,SE,2127,493.4212035731076,498.3690173953925,491.5835919134932,489.5474847202633,519.1067230841561,498.4056041372825,1.593145869947276,1
ESTÂNCIA VELHA,RS,876,515.5013698630137,532.9993150684932,531.491095890411,544.7619863013699,541.3698630136986,533.2247260273973,2.9730561970746727,2
EUCLIDES DA CUNHA,BA,1302,484.55706605222736,495.0059907834102,488.46136712749615,475.93801843317976,504.7311827956989,489.7387250384025,1.4092674805771366,0
EUNÁPOLIS,BA,2631,503.5353857848727,510.316837704295,505.2537438236412,499.5568225009502,524.8194602812619,508.69645001900415,1.9617037411526796,1
