NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,MEDIA_GERAL,RENDA_FAMILIAR_SM_MEDIA,CLUSTER
AFONSO CLÁUDIO,ES,618,518.6868932038835,530.0291262135922,509.41941747572815,532.865857605178,551.294498381877,528.4591585760518,2.050715214564369,2
AFRÂNIO,PE,1023,483.458651026393,487.4561094819159,478.0992179863148,487.789247311828,481.8768328445748,483.7360117302052,1.2048759623609924,0
AGRESTINA,PE,901,482.5669256381798,496.4643729189789,487.6713651498336,481.5679245283019,491.65371809101,487.98486126526086,1.2687224669603523,0
AGUDOS,SP,535,526.4452336448599,546.7218691588786,531.7822429906543,536.9794392523364,540.9345794392524,536.5726728971963,2.8710526315789475,2
AIMORÉS,MG,578,520.7596885813149,528.9441176470589,516.718339100346,528.6737024221454,529.2387543252595,524.8669204152249,2.2276621787025706,2
ALAGOA GRANDE,PB,1070,487.7776635514019,493.2580373831776,488.0542056074767,483.9589719626168,496.85981308411215,489.98173831775694,1.336719337848006,0
ALAGOA NOVA,PB,963,496.4954309449636,501.4808930425753,490.1564901349949,484.25171339563866,515.5555555555555,497.5880166147456,1.3169491525423729,1
ALAGOINHA,PB,568,477.3084507042254,480.78503521126765,471.7290492957746,468.2980633802817,472.2183098591549,474.06778169014086,1.2772346368715084,0
ALAGOINHAS,BA,4504,503.93923179396086,508.4329928952043,499.0433170515098,493.58394760213145,510.3374777975133,503.067393428064,1.7523041474654375,1
ALCÂNTARA,MA,331,486.92296072507554,487.9181268882175,476.6534743202417,474.3628398791541,454.5619335347432,476.0838670694864,1.470703125,0
ALEGRE,ES,1662,522.6832129963899,528.8182912154032,508.8903730445247,524.7745487364621,537.0637785800241,524.4460409145607,2.345351043643264,2
ALEGRETE,RS,2175,507.2976551724137,515.5926436781609,511.0452413793103,510.9276321839081,512.919540229885,511.5565425287356,2.3461049284578697,1
ALENQUER,PA,947,474.6946145723337,476.0901795142556,465.5631467793031,458.9848996832101,463.1467793030623,467.695923970433,1.266260162601626,0
ALEXANDRIA,RN,719,497.93365785813626,500.4044506258692,487.52406119610566,490.7390820584145,521.5020862308762,499.62066759388034,1.2441113490364026,1
ALEXÂNIA,GO,485,487.1348453608247,498.86886597938144,496.0655670103093,494.9674226804124,495.2164948453608,494.4506391752578,2.1218978102189783,1
ALFENAS,MG,3467,526.8653014133256,536.8023651571964,521.8359965387943,537.959417363715,559.2327660801845,536.5391693106433,2.6176839464882944,2
ALHANDRA,PB,621,480.4991948470209,481.7056360708535,476.6787439613527,474.41610305958136,470.7246376811594,476.8048631239936,1.3787709497206704,0
ALIANÇA,PE,722,486.8835180055402,487.0202216066482,487.096675900277,480.63947368421054,485.1523545706371,485.35844875346265,1.3655139289145053,0
ALMEIRIM,PA,500,469.5988,471.8806,465.2422,452.0436,439.56,459.66504,1.3745743473325769,0
ALMENARA,MG,1546,493.94463130659767,500.0013583441138,494.77043984476063,497.1641655886158,497.2703751617077,496.6301940491591,1.5821234119782217,1
ALMIRANTE TAMANDARÉ,PR,1108,510.4046028880867,530.2546931407942,520.8761732851985,512.2927797833935,513.231046931408,517.4118592057762,2.4991577765300392,1
ALPINÓPOLIS,MG,1071,516.6063492063493,521.475350140056,507.7402427637722,539.6653594771242,537.4789915966387,524.593258636788,2.295969773299748,2
ALTA FLORESTA,MT,1221,503.5887796887797,510.7226044226044,497.95569205569205,504.265601965602,506.3554463554464,504.5776248976249,2.742030696576151,1
ALTA FLORESTA D'OESTE,RO,609,496.2330049261085,504.7233169129721,488.8422003284073,498.0014778325124,486.1740558292282,494.79481116584566,1.8229291716686675,1
ALTAMIRA,PA,5820,488.4737113402062,496.4099656357389,484.82963917525774,477.6823883161512,494.29896907216494,488.33893470790383,1.837449849548646,0
ALTO ALEGRE,RR,184,482.1972826086957,470.8130434782609,460.63315217391306,461.5157608695652,428.69565217391306,460.7709782608696,1.575098814229249,0
ALTO DO RODRIGUES,RN,709,491.8588152327222,482.885754583921,485.2375176304655,477.3590973201692,485.95204513399153,484.65864598025394,1.4933264887063655,0
ALTO PARAÍSO,RO,241,492.78589211618254,493.202489626556,481.7203319502075,477.3630705394191,445.3941908713693,478.09319502074686,1.5345744680851063,0
ALTO SANTO,CE,420,482.46976190476187,487.115,477.8066666666666,479.9211904761905,481.5238095238095,481.76728571428566,1.305793991416309,0
ALTOS,PI,2119,484.7857008022653,485.922180273714,478.1129306276546,480.1258140632374,480.8966493629071,481.9686550259556,1.3414634146341464,0
ALVARÃES,AM,167,463.7215568862275,453.7305389221557,456.6508982035928,441.6293413173653,429.1017964071857,448.9668263473054,1.3523131672597866,0
ALVINÓPOLIS,MG,563,513.3497335701599,518.6612788632326,505.7728241563055,520.4731793960924,516.6607460035524,514.9835523978685,2.075,1
ALVORADA,RS,3020,501.69622516556296,520.6754635761589,520.5924503311259,510.0301986754967,516.6622516556291,513.9313178807946,2.383930358214929,1
ALVORADA D'OESTE,RO,531,496.8412429378531,500.0080979284369,486.9708097928437,484.1713747645951,487.3069679849341,491.0596986817326,1.854,1
ALVORADA DO SUL,PR,865,508.4865895953757,514.944161849711,505.08046242774566,506.5568786127168,493.8728323699422,505.7881849710983,2.6125560538116592,1
ALÉM PARAÍBA,MG,843,518.3257413997627,533.4806642941875,520.0567022538553,536.8478054567023,558.1257413997628,533.3673309608541,2.3606150793650795,2
AMAMBAI,MS,790,492.7706329113924,500.77898734177217,493.3796202531646,496.9743037974684,480.9113924050633,492.9629873417722,1.8832933653077537,1
AMAPÁ,AP,246,465.6605691056911,464.3260162601626,453.3252032520325,445.4719512195122,440.1626016260163,453.78926829268295,1.3488372093023255,0
AMARANTE,PI,845,476.4539644970414,474.7584615384616,464.4069822485208,461.4923076923077,449.84615384615387,465.391573964497,1.1042418772563176,0
AMARANTE DO MARANHÃO,MA,660,485.19000000000005,478.5824242424243,469.4165151515152,482.2922727272728,464.2121212121212,475.93866666666673,1.3911290322580645,0
AMARGOSA,BA,1261,494.29222839016654,500.5635210150674,489.35035685963527,482.4708168120539,492.4662965900079,491.8286439333862,1.3392757660167132,1
AMERICANA,SP,3741,542.318364073777,557.6542902967121,543.3015503875969,569.9182571504946,562.7960438385459,555.1977011494253,4.150619743249226,2
AMONTADA,CE,1008,477.3741071428571,480.4661706349207,471.6768849206349,490.5359126984127,470.6547619047619,478.1415674603175,1.2914141414141411,0
AMPARO,SP,1594,532.29504391468,548.2889585947303,534.9151191969887,559.2250941028858,560.7277289836888,547.0903889585948,3.2546614327772327,2
AMPÉRE,PR,564,511.6489361702128,529.0666666666666,508.8271276595744,524.8572695035461,521.2411347517731,519.1282269503547,2.4030837004405288,1
AMÉLIA RODRIGUES,BA,584,488.07945205479456,495.0352739726027,493.6455479452055,482.4979452054794,510.0,493.8516438356164,1.529608938547486,1
ANAGÉ,BA,532,480.8513157894737,491.84248120300754,478.55864661654135,475.1571428571429,497.96992481203006,484.8759022556391,1.2417654808959158,0
ANAJATUBA,MA,336,480.7000000000001,476.26547619047625,473.572619047619,472.9276785714286,487.79761904761904,478.2526785714287,1.3392857142857142,0
ANAJÁS,PA,329,469.52492401215807,476.9136778115501,457.8224924012158,455.8133738601824,457.1428571428572,463.4434650455927,1.166382252559727,0
ANAMÃ,AM,159,460.7547169811321,457.714465408805,457.4383647798742,456.145283018868,392.2012578616352,444.8508176100629,1.1512027491408934,0
ANANINDEUA,PA,19336,505.7322714108399,513.917568266446,503.05,496.7827627223831,520.7457592056268,508.0456723210591,1.7971215157587903,1
ANANÁS,TO,474,474.45147679324896,475.9320675105485,468.423417721519,473.41645569620255,472.9957805907173,473.0438396624472,1.563167259786477,0
ANASTÁCIO,MS,456,488.1361842105263,486.39473684210526,486.23333333333335,477.5355263157895,456.3157894736842,478.9231140350877,1.5791610284167794,0
ANCHIETA,ES,1385,517.077761732852,527.4093862815885,514.760072202166,525.7091696750903,542.7581227436823,525.5429025270757,2.100806451612903,2
ANDRADAS,MG,772,533.0809585492228,542.720207253886,526.6764248704663,547.0796632124352,555.6217616580311,541.0358031088083,2.943141852286049,2
ANDRADINA,SP,1608,514.0696517412936,524.9633706467662,518.110012437811,525.6151741293532,539.5149253731344,524.4546268656716,2.676273803396809,2
ANDRELÂNDIA,MG,988,507.019028340081,518.224089068826,504.6200404858299,513.5376518218624,535.0202429149798,515.6842105263158,1.907509881422925,1
ANGICOS,RN,1312,482.7692835365854,483.1586890243902,476.3554115853659,476.6076219512194,468.4146341463415,477.4611280487805,1.3655597214783075,0
ANGRA DOS REIS,RJ,2464,509.63384740259744,526.8602272727273,516.9198457792207,518.449512987013,537.362012987013,521.8450892857143,2.6350676072898294,2
ANORI,AM,156,468.8807692307692,463.0224358974359,468.4775641025641,458.5871794871795,480.2564102564103,467.8448717948718,1.2334710743801651,0
ANÁPOLIS,GO,9971,522.8932905425735,528.7882258549795,519.3322134189149,529.0147126667335,554.9032193360746,530.9863323638551,2.548768710767745,2
APARECIDA,SP,736,513.1222826086956,534.6111413043478,527.0580163043478,536.9203804347826,536.6847826086956,529.6793206521738,2.5398582816651905,2
APARECIDA DE GOIÂNIA,GO,8852,505.7713398102124,513.7440013556259,506.3570040668776,504.6534229552643,518.6556710347944,509.8362878445549,2.067458487084871,1
APARECIDA DO TABOADO,MS,300,498.2876666666666,497.999,494.4483333333333,497.8453333333334,502.3333333333333,498.1827333333334,2.237209302325581,1
APIAÍ,SP,591,498.46040609137054,520.8532994923858,514.1411167512691,511.4839255499154,519.6277495769882,512.9132994923858,2.1426136363636363,1
APODI,RN,1938,497.7310113519092,497.2871001031992,487.0583591331269,500.3833849329205,513.5603715170279,499.2040454076367,1.377001171417415,1
APUCARANA,PR,2637,520.6118316268487,533.9859309821767,522.8915054986727,529.6241941600304,523.5191505498673,526.1265225635191,2.940485616257588,2
APUÍ,AM,190,486.2842105263158,490.7052631578948,480.47526315789474,482.65263157894736,434.42105263157896,474.9076842105263,1.6590106007067138,0
AQUIDAUANA,MS,1371,490.5292487235594,492.5433989788476,487.93048869438366,487.6910284463895,470.0510576221736,485.7490444930708,1.8070048309178743,0
AQUIRAZ,CE,1456,495.370260989011,505.954739010989,500.4348901098901,507.660576923077,519.8763736263736,505.85936813186817,1.5349324639031203,1
ARACAJU,SE,24632,520.947608801559,529.441080708022,517.7847190646313,526.1338705748619,557.2174407275089,530.3049439753165,2.6386388616582006,2
ARACATI,CE,2400,487.760375,498.1605833333333,496.875,496.3600416666667,513.3666666666667,498.50453333333337,1.4118117797695262,1
ARACI,BA,541,488.2016635859519,496.5560073937153,483.8390018484288,487.049168207024,512.8650646950092,493.70218114602585,1.2798657718120805,1
ARACOIABA,CE,1006,483.6924453280318,486.7401590457257,480.625944333996,480.5584493041749,497.8926441351889,485.9019284294234,1.124661246612466,0
ARACRUZ,ES,2572,523.1250777604977,535.076399688958,517.7949844479004,536.0187402799378,542.706065318818,530.9442534992224,2.555858310626703,2
ARAGARÇAS,GO,515,498.4980582524272,503.51106796116505,494.5673786407767,488.30077669902914,479.92233009708735,492.95992233009713,1.9084429824561404,1
ARAGUANÃ,TO,190,472.5842105263158,472.26210526315793,467.4836842105263,450.6810526315789,433.05263157894734,459.2127368421053,1.457089552238806,0
ARAGUARI,MG,2694,524.831737193764,537.6455085374907,525.8336302895323,535.4272828507795,556.7409057164068,536.0958129175947,2.790497617787189,2
ARAGUATINS,TO,1274,487.4050235478807,486.88806907378336,476.78202511773947,477.73084772370487,487.70800627943487,483.3027943485087,1.59009009009009,0
ARAGUAÍNA,TO,8146,499.5671249693101,500.9906088877977,493.28697520255344,493.5402651608151,517.5718143874294,500.9913577215812,2.201206434316354,1
ARAIOSES,MA,552,475.2846014492753,471.3668478260869,468.5483695652174,464.7992753623189,467.1739130434783,469.4346014492754,1.2083879423328965,0
ARAME,MA,388,466.6278350515464,469.9811855670104,456.7025773195877,462.4319587628866,432.37113402061857,457.62293814432985,1.2112526539278132,0
ARAPIRACA,AL,11102,495.9309583858764,503.0455323365159,496.1956854620789,499.3935326968114,522.7076202486038,503.45466582597726,1.66908309840247,1
ARAPOEMA,TO,194,478.889175257732,474.1927835051546,463.8948453608248,462.8989690721649,467.11340206185565,469.3978350515464,1.706,0
ARAPONGAS,PR,1950,516.7838461538462,526.672717948718,517.3166153846154,527.5264615384615,517.6410256410256,521.1881333333333,3.173707066719305,2
ARAPOTI,PR,326,508.4447852760736,520.0659509202454,516.9217791411043,516.5180981595092,502.2699386503068,512.8441104294478,2.737580993520518,1
ARAPUTANGA,MT,546,491.25457875457874,497.5236263736264,487.01941391941386,486.8624542124543,498.53479853479854,492.2389743589744,2.3050974512743627,1
ARARANGUÁ,SC,1390,529.0388489208633,537.1798561151079,525.021510791367,540.3004316546762,536.6043165467626,533.6289928057554,2.963495575221239,2
ARARAQUARA,SP,5317,537.6564980252022,550.576772616137,539.5446868534889,553.195956366372,561.820575512507,548.5588978747413,3.2875808004401046,2
ARARAS,SP,2118,538.1312559017941,550.7101510859302,538.5818224740322,559.3102927289896,559.6128423040605,549.2692728989613,3.355595026642984,2
ARARI,MA,1270,479.34456692913386,479.1249606299213,474.3623622047244,472.3129133858268,470.0314960629921,475.0352598425197,1.2936416184971098,0
ARARIPE,CE,729,485.7617283950617,490.18930041152265,483.3540466392318,486.3514403292181,516.7626886145405,492.483840877915,1.1835891381345929,1
ARARIPINA,PE,2402,492.6278101582015,498.9489592006661,490.6525395503746,502.9624479600333,517.1606994171524,500.4704912572856,1.4745442036463707,1
ARARUAMA,RJ,2315,516.0514470842332,529.520950323974,518.071576673866,525.5748596112311,550.5572354211663,527.9552138228942,2.3287609285498947,2
ARARUNA,PB,843,487.9302491103203,494.40498220640575,485.2438908659549,489.4948991696323,497.0818505338078,490.8311743772242,1.3243486073674753,0
ARATUBA,CE,422,482.9798578199052,494.3047393364929,482.8511848341233,485.6097156398104,486.3507109004739,486.4192417061612,1.225146198830409,0
ARAUCÁRIA,PR,2606,516.5998465080584,534.9258250191865,523.1163468917881,527.25778971604,516.6845740598618,523.7168764389869,2.8076822916666666,2
ARAXÁ,MG,1978,530.9983316481294,543.1790192113247,528.624216380182,561.2350353892821,582.1536905965622,549.2380586450961,3.3525812619502866,2
ARAÇATUBA,SP,3612,528.0283222591362,539.4328903654485,530.4676910299004,546.1940476190476,554.280177187154,539.6806256921374,3.1810972996142306,2
ARAÇOIABA DA SERRA,SP,604,506.7150662251656,527.0579470198676,523.0960264900663,523.9687086092715,509.1059602649007,517.9887417218544,2.668131868131868,1
ARAÇUAÍ,MG,1869,496.6570893525949,506.0456393793473,496.4019796682719,508.1388978063136,503.9700374531835,502.24272873194224,1.565598946906538,1
ARCOS,MG,871,528.9898966704937,535.4659012629162,525.9360505166475,559.2180252583238,561.4006888633754,542.2021125143513,2.874015748031496,2
ARCOVERDE,PE,3201,496.62043111527646,505.8210871602624,501.1009684473602,506.7499531396439,508.4910965323336,503.75670727897534,1.6357125805681547,1
AREADO,MG,1043,515.4105465004793,527.0355704697986,511.7506232023011,534.6466922339406,553.1927133269415,528.4072291466922,2.1865844255975326,2
AREIA,PB,863,495.17288528389344,501.134067207416,493.1205098493627,485.13070683661647,507.0683661645423,496.32530706836616,1.469377990430622,1
AREIA BRANCA,RN,1569,488.8322498406629,490.2985340981517,487.9186743148503,483.9044614404079,486.6666666666667,487.5241172721479,1.554003724394786,0
ARENÁPOLIS,MT,331,481.7129909365559,489.6123867069487,478.2462235649547,483.7081570996978,472.3262839879154,481.1212084592145,1.915991902834008,0
ARINOS,MG,862,487.4379350348028,488.7429234338748,482.5145011600928,482.7931554524362,481.1368909512761,484.52508120649657,1.51440329218107,0
ARIPUANÃ,MT,202,486.7054455445544,496.9212871287129,482.3633663366337,481.6722772277228,462.5742574257426,482.0473267326733,2.278787878787879,0
ARIQUEMES,RO,3181,499.9491040553285,502.5496070418108,495.9184533165672,493.9733417164414,489.97799434140205,496.47370009431,2.0959179357022,1
AROEIRAS,PB,661,488.0611195158851,492.32995461422087,480.53449319213314,480.54538577912257,494.0695915279879,487.10810892586994,1.164043583535109,0
ARRAIAS,TO,601,468.4424292845258,472.0214642262896,461.6495840266224,457.3008319467554,445.1913477537437,460.9211314475873,1.3087837837837837,0
ARROIO DO MEIO,RS,190,546.1794736842105,554.7578947368421,534.5152631578947,583.1521052631579,603.2631578947369,564.3735789473683,3.9974747474747474,2
ARROIO GRANDE,RS,401,492.9546134663341,506.2917705735661,510.61346633416457,509.03466334164585,509.9750623441397,505.77391521197006,2.0,1
ARTUR NOGUEIRA,SP,1468,512.749863760218,532.3262261580381,524.6710490463215,535.2066076294278,534.9863760217984,527.9880245231607,2.6703024293505204,2
ARUJÁ,SP,2378,508.6350714886459,523.8296888141296,520.1075693860387,516.8414213624894,512.0773759461732,516.2982253994953,2.6496074032529444,1
ASSARÉ,CE,1023,481.7921798631476,486.65464320625614,475.2600195503421,486.84183773216034,487.0576735092864,483.5212707722385,1.213961922030825,0
ASSAÍ,PR,728,502.7178571428571,517.6255494505494,504.9546703296703,505.74505494505496,502.4725274725275,506.7031318681319,2.1826732673267326,1
ASSIS,SP,2244,525.430926916221,537.8841800356506,531.689081996435,540.7938057040999,540.8199643493762,535.3235918003566,3.148109608047173,2
ASSIS CHATEAUBRIAND,PR,925,516.219891891892,524.1849729729729,511.7975135135136,518.3072432432433,525.5351351351351,519.2089513513513,2.8506666666666667,1
ASTORGA,PR,724,516.7752762430939,521.7269337016575,508.75082872928175,513.8193370165747,523.5911602209944,516.9327071823204,2.8833499501495514,1
ATALAIA,AL,782,473.341432225064,470.9953964194374,469.52710997442455,457.42148337595904,476.03580562659846,469.4642455242967,1.327321911632101,0
ATIBAIA,SP,3263,525.9882623352743,544.0668403309838,533.9843395648177,548.0440392277045,547.5758504443763,539.9318663806313,3.179564315352697,2
AUGUSTINÓPOLIS,TO,941,480.4165781083953,482.6749202975558,476.5875664187036,478.4060573857598,487.05632306057385,481.02828905419767,1.4945011783189317,0
AUGUSTO CORRÊA,PA,792,478.59696969696967,484.5912878787879,471.17045454545456,466.5642676767677,485.7070707070707,477.32601010101007,1.2371794871794872,0
AURIFLAMA,SP,493,512.9922920892495,532.5377281947261,519.1505070993915,533.0689655172414,545.3549695740365,528.6208924949291,2.466145833333333,2
AURORA,CE,721,485.30679611650487,487.88571428571424,481.3456310679612,485.3782246879334,506.629680998613,489.3092094313453,1.141488162344983,0
AUTAZES,AM,331,465.6138972809668,458.2344410876133,457.5728096676737,458.1706948640484,449.0634441087613,457.7310574018126,1.1397306397306397,0
AVARÉ,SP,1674,528.8682795698925,540.158422939068,530.5770011947432,546.9732377538829,555.4958183990442,540.4145519713262,3.113987284287012,2
AÇAILÂNDIA,MA,3744,490.9633814102564,496.748530982906,491.0451655982906,488.45,500.3418803418804,493.50979166666673,1.694516450648056,1
AÇU,RN,2824,490.4292847025496,491.6178116147309,485.64068696883857,486.5446529745043,499.29886685552407,490.7062606232295,1.466842397336293,0
AÇUCENA,MG,264,498.3742424242424,520.0935606060607,500.6973484848485,507.64659090909095,513.7121212121212,508.1047727272728,1.7256267409470751,1
BACABAL,MA,4422,487.2945725915876,489.4576888285843,484.8786069651742,482.9790592492085,483.26549072817727,485.5750836725463,1.4165842400263766,0
BACURI,MA,460,472.5589130434783,467.3534782608696,461.75586956521744,464.1723913043478,457.8695652173913,464.7420434782609,1.1517295597484276,0
BAEPENDI,MG,472,524.2084745762712,535.5271186440677,523.0877118644067,540.0052966101695,553.3474576271186,535.2352118644068,2.023510971786834,2
BAGÉ,RS,3125,508.884864,515.322752,516.1181760000001,513.554528,494.5152,509.679104,2.254852911747048,1
BAIXA GRANDE,BA,817,482.5838433292533,496.12570379436966,481.9102815177479,476.0533659730722,495.8384332925336,486.5023255813954,1.201657458563536,0
BAIXO GUANDU,ES,662,516.6509063444109,520.1783987915408,507.0371601208459,528.0306646525679,517.3111782477341,517.8416616314199,2.138857142857143,1
BAIÃO,PA,869,470.2200230149597,471.5858457997698,461.7336018411968,459.7361334867664,469.4361334867664,466.54234752589184,1.1274271844660195,0
BALNEÁRIO CAMBORIÚ,SC,2622,522.1439359267735,537.6014874141877,530.4442410373761,536.4901983218917,534.4774980930588,532.2314721586575,3.4018930672806342,2
BALSAS,MA,3346,488.6671548117155,488.8340406455469,480.89055588762704,483.6666168559474,483.3652121936641,485.0847160789002,1.8449796472184528,0
BAMBUÍ,MG,718,529.6580779944289,537.2128133704736,518.0310584958218,539.8525069637883,553.175487465181,535.5859888579387,2.408433734939759,2
BANABUIÚ,CE,393,483.4984732824427,483.57862595419846,484.7480916030534,483.0653944020357,471.4503816793893,481.26819338422393,1.2093023255813953,0
BANANEIRAS,PB,1637,489.70360415394015,492.79981673793526,487.2885155772755,487.81588271227855,503.01771533292606,492.1251069028711,1.4120234604105573,1
BANDEIRANTES,PR,1332,500.3684684684685,505.7194444444445,496.5123123123123,504.8814564564564,509.8798798798799,503.47231231231234,2.508703481392557,1
BARAÚNA,RN,782,487.9812020460358,493.53056265984657,491.3988491048594,487.6703324808184,489.5907928388747,490.0343478260869,1.492299794661191,0
BARBACENA,MG,6047,528.9828840747479,543.2363982139904,526.9791962956839,553.5405490325782,564.5245576318836,543.4527170497767,2.546020675052933,2
BARBALHA,CE,1987,506.6449924509311,513.3982385505788,499.2127830900856,513.1852038248616,522.9491696024157,511.0780775037745,1.7664946553630667,1
BARCARENA,PA,3669,494.9269283183429,503.48691741618967,492.4602071409103,480.3084219133279,496.4677023712183,493.5300354319978,1.6566160937199923,1
BARCELOS,AM,145,491.1965517241379,494.0786206896551,482.6434482758621,481.5737931034483,472.2758620689655,484.3536551724138,1.817829457364341,0
BARRA,BA,1001,482.0245754245754,478.9300699300699,470.4317682317682,468.97612387612384,463.1568431568432,472.7038761238761,1.207088255733148,0
BARRA BONITA,SP,895,526.3210055865922,539.8827932960894,530.6327374301676,541.1360893854749,554.3240223463687,538.4593296089386,2.841216216216216,2
BARRA DA ESTIVA,BA,1205,487.3945228215768,496.4674688796681,483.7335269709544,485.9300414937759,513.8423236514523,493.4735767634855,1.4613133940182057,1
BARRA DE SÃO FRANCISCO,ES,1116,499.9685483870968,508.8171146953405,495.725,507.7317204301075,520.4480286738351,506.538082437276,2.110199714693296,1
BARRA DO BUGRES,MT,621,484.7990338164252,487.6178743961353,479.3270531400966,477.9402576489533,459.194847020934,477.7758132045089,2.1553672316384183,0
BARRA DO CHOÇA,BA,670,492.6605970149253,506.0714925373135,496.7261194029851,492.53462686567167,511.7910447761194,499.956776119403,1.4827225130890052,1
BARRA DO CORDA,MA,1812,483.2799116997792,485.0743929359824,480.8057947019868,479.3810154525386,480.485651214128,481.805353200883,1.4435129740518962,0
BARRA DO GARÇAS,MT,3037,506.2948962792229,510.9400724399078,501.4683898584129,500.1916364833717,498.4853473822852,503.47606848864007,2.1475735879077167,1
BARRA DO PIRAÍ,RJ,1297,524.5425597532768,542.9080185042405,529.4700077101002,536.4781804163454,574.9267540478027,541.6651040863532,2.493174061433447,2
BARRA DO TURVO,SP,106,491.45188679245285,495.39528301886793,497.0745283018868,475.5877358490566,470.7547169811321,486.0528301886792,1.547752808988764,0
BARRA MANSA,RJ,3022,521.5019854401058,541.8044672402383,526.4310390469888,538.1289212442092,566.101919258769,538.7936664460623,2.503685211602473,2
BARRAS,PI,2393,478.9816966151274,480.90743836188886,472.4735896364396,473.3392394483912,475.311324697033,476.202657751776,1.0784242862305746,0
BARREIRA,CE,595,486.6394957983193,491.9425210084033,495.54924369747897,493.8895798319328,501.8487394957983,493.9739159663865,1.2866586538461535,1
BARREIRAS,BA,7078,504.5980220401243,510.2278327211077,498.0204718847132,501.65264198926246,547.7281717999435,512.4454280870302,1.9307132894999004,1
BARREIRINHA,AM,520,473.68384615384616,467.79,459.7782692307693,452.6388461538462,432.2307692307692,457.2243461538461,0.999384236453202,0
BARREIRINHAS,MA,1030,484.74077669902914,480.20669902912624,475.5798058252427,472.8968932038835,463.495145631068,475.38386407767,1.1184291898577612,0
BARREIROS,PE,1879,487.0390101117616,483.2037786056413,481.22102182011713,482.81309207025015,478.7546567323044,482.6063118680149,1.4477549307595468,0
BARRETOS,SP,2492,524.728812199037,531.8658908507223,519.5612760834671,532.868378812199,533.8282504012841,528.5705216693418,2.983003251551877,2
BARRINHA,SP,579,501.2754749568221,512.2887737478411,505.567530224525,503.7485319516408,500.5181347150259,504.679689119171,2.2563256325632564,1
BARRO,CE,822,496.3913625304136,500.5098540145985,488.76532846715327,493.8111922141119,509.58637469586375,497.8128223844283,1.2184357541899442,1
BARROQUINHA,CE,429,479.367365967366,491.24941724941726,481.60629370629374,486.5058275058275,523.1701631701632,492.3798135198135,1.1724845995893225,0
BARUERI,SP,6073,515.3909270541742,533.2873538613535,529.681607113453,531.9282562160382,533.9008727152972,528.8378033920633,2.8376513060097683,2
BARÃO DE COCAIS,MG,1034,511.4865570599613,526.4154738878143,514.3239845261122,529.7977756286267,519.2263056092843,520.2500193423598,2.429567131327953,2
BARÃO DE GRAJAÚ,MA,671,485.5278688524591,481.018479880775,471.7965722801789,474.9581222056632,456.78092399403874,474.01639344262304,1.3029782359679267,0
BATAGUASSU,MS,498,490.0538152610442,493.24618473895583,487.22429718875503,490.7056224899598,459.5582329317269,484.1576305220884,2.003511235955056,0
BATALHA,PI,1471,477.5244731475187,481.919170632223,474.1542488103331,473.45547246770906,477.8653976886472,476.98375254928624,1.2579746835443038,0
BATATAIS,SP,1692,526.4232269503545,538.2944444444444,527.9370567375887,541.8040780141844,548.4397163120567,536.5797044917257,2.98811833171678,2
