CLUSTER,QTD_UFS,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,9,477.48504822228927,503.21573653853284,499.0421415282004,496.30732951609025,593.3900991714729,1.0799406045925202
1,10,491.69020166548336,518.2658351152098,512.6785734996638,522.7897251540629,618.797581222307,1.255768710756842
2,8,514.247639709462,544.4388386420491,536.7202771636054,563.3047020608992,643.335955595509,2.0978491637722856
