MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,NOTA_GERAL_MEDIA,RENDA_FAMILIAR_SM_MEDIA
ANDRELÂNDIA,MG,1131,476.8041556145004,559.2784261715296,505.6311229000885,477.5370468611848,538.7038019451812,511.59091069849694,1.6661752316764953
ANGICOS,RN,1607,454.5143746110765,533.0087741132545,473.00510267579335,435.8434971997511,508.89296826384566,481.05294337274427,1.0924158714213963
ANGRA DOS REIS,RJ,2856,482.43431372549014,566.9751750700281,519.0143207282913,475.6635854341736,548.4975490196078,518.5169887955183,2.539625563063063
ANORI,AM,143,433.66783216783216,511.2181818181818,456.87342657342657,410.2601398601398,517.9020979020979,465.9843356643356,0.8855721393034826
ANÁPOLIS,GO,13609,483.68301124256004,558.6543831288118,505.3671393930487,467.3319567932985,533.9379087368653,509.79487985891694,2.125560314162168
APARECIDA,SP,1039,488.960250240616,566.4358036573628,517.1608277189605,479.60721847930705,549.4128970163619,520.3153994225216,2.3834041047416843
APARECIDA DE GOIÂNIA,GO,11203,472.4966794608587,549.2805052218156,497.3433455324467,451.4281888779791,520.5851111309471,498.2267660448094,1.9372532040180117
APARECIDA DO TABOADO,MS,407,476.780343980344,552.0995085995086,496.81351351351356,457.1977886977887,523.3906633906633,501.2563636363637,2.26734693877551
APERIBÉ,RJ,399,468.7323308270677,557.4320802005012,498.31478696741857,471.1140350877193,545.7769423558897,508.2740350877192,1.71137339055794
APIAÍ,SP,772,472.0990932642487,553.1764248704663,506.549481865285,464.7974093264248,522.7007772020726,503.8646373056995,2.0646067415730336
APODI,RN,2291,460.3586206896552,545.7104757747708,481.3648625054561,445.11959842863376,531.3810563072894,492.786922741161,0.9776187024284161
APUCARANA,PR,3105,491.7208051529791,571.4040257648953,520.1135909822866,485.76789049919483,543.9990338164251,522.6010692431562,2.753776041666667
APUÍ,AM,226,458.4800884955752,537.4575221238938,478.27345132743363,437.1513274336283,489.46902654867256,480.1662831858407,1.4213525320632718
AQUIDAUANA,MS,1794,461.69838350055744,536.9500557413601,479.66633221850617,434.8902452619844,500.2865105908584,482.6983054626533,1.4119458128078817
AQUIRAZ,CE,1849,463.36706327744724,546.0069767441861,489.94115738236883,448.73261222282315,530.5246078961601,495.71448350459707,1.2408178256611166
ARACAJU,SE,33631,481.0076209449615,559.0593172965418,502.2722934197615,461.6235913294282,554.9043144717671,511.77342749249203,2.10792008658981
ARACATI,CE,3274,456.579291386683,537.3881185094685,482.4324679291386,444.5134697617593,523.9828955406231,488.9792486255345,1.0335625859697386
ARACI,BA,635,455.6143307086614,542.076220472441,482.571811023622,441.9644094488189,526.3937007874016,489.724094488189,1.1811294765840221
