MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,NOTA_GERAL_MEDIA,RENDA_FAMILIAR_SM_MEDIA
CAPIVARI,SP,1260,493.42984126984123,568.7414285714285,521.103888888889,491.98499999999996,555.3015873015873,526.1123492063492,2.8086956521739133
CAPÃO BONITO,SP,1255,480.4385657370518,560.0857370517928,514.4050199203188,474.00254980079677,536.5338645418327,513.0931474103586,1.997908622908623
CAPÃO DA CANOA,RS,1771,475.16493506493504,560.1287972896669,512.3520045172219,458.5479954827781,528.9136081309995,507.0214680971203,2.0898171768707483
CAPÃO DO LEÃO,RS,880,464.4629545454546,546.4143181818182,494.6288636363637,443.74477272727273,503.06136363636364,490.46245454545453,1.4755758538522636
CARACARAÍ,RR,185,455.8027027027027,536.6383783783784,477.5194594594595,427.7837837837838,508.2162162162162,481.1921081081081,1.390562248995984
CARAGUATATUBA,SP,2317,490.05278377211914,570.6472593871385,523.4355200690549,484.760422960725,538.4734570565387,521.4738886491152,2.2859357404620226
CARANGOLA,MG,1973,479.0710086163203,560.5561074505829,504.61895590471363,470.9162189559047,538.4794728839331,510.7283527622909,1.5734636182979782
CARAPICUÍBA,SP,7994,471.1533400050037,555.7871903927946,510.4357893420065,455.1560295221416,529.0824368276208,504.3229572179134,2.227846058384078
CARATINGA,MG,5158,479.32533927879024,559.090694067468,500.2198720434277,469.68699108181465,531.5118262892594,507.9669445521519,1.5185611290075165
CARAUARI,AM,186,437.82043010752693,515.2505376344086,460.47526881720427,420.04677419354834,510.10752688172045,468.74010752688173,1.3254901960784313
CARAVELAS,BA,410,460.65536585365857,540.2478048780488,484.0548780487805,432.34439024390247,516.6341463414634,486.78731707317075,1.2012081784386617
CARAZINHO,RS,2417,479.7135705419942,564.1185767480348,510.682829954489,475.0899875879189,535.4116673562268,513.0033264377328,2.492008339124392
CARAÚBAS,RN,1447,457.1523842432619,541.8217000691085,477.81769177608845,440.39896337249485,525.4132688320664,488.520801658604,1.0038352272727273
CAREIRO,AM,314,441.47579617834396,523.0595541401274,461.7668789808917,417.97484076433125,508.85350318471336,470.6261146496815,1.060929648241206
CAREIRO DA VÁRZEA,AM,176,436.76704545454544,525.4232954545455,459.8642045454546,419.62613636363636,512.6136363636364,470.85886363636365,1.2510593220338984
CARIACICA,ES,9767,475.2073103307054,554.8166069417426,502.5068086413433,462.77150609194223,517.6010033787243,502.5806470768915,1.9911491043915013
CARINHANHA,BA,1113,440.9320754716981,523.7180592991913,461.21841868823,414.17133872416895,485.1033243486074,465.02864330637914,0.9544165316045381
CARIRA,SE,1106,444.55289330922244,530.5857142857143,470.27016274864377,428.51971066907777,494.249547920434,473.63560578661844,0.9619747899159664
CARIRIAÇU,CE,1007,453.311320754717,539.0099304865938,476.17586891757696,440.59523336643497,514.8599801390268,484.79046673286996,0.787841796875
CARIRÉ,CE,1640,450.38518292682926,527.2032926829269,469.2682317073171,442.44469512195127,499.5359756097561,477.76747560975616,0.8736328125
CARLINDA,MT,162,467.7092592592592,541.8197530864197,482.31481481481484,439.2253086419753,505.55555555555554,487.3249382716049,2.0824175824175826
CARLOS BARBOSA,RS,915,491.66732240437153,576.6663387978142,527.9757377049181,506.8851366120219,561.7923497267759,532.9973770491804,3.552219979818365
CARLOS CHAGAS,MG,579,458.00034542314336,537.46701208981,485.95526770293606,437.28255613126083,509.5682210708117,485.6546804835924,1.4852739726027397
CARMO DO PARANAÍBA,MG,1036,485.9685328185328,561.3774131274131,506.9454633204633,481.4437258687259,549.903474903475,517.127722007722,2.097004608294931
CARMÉSIA,MG,131,474.98167938931294,560.9343511450381,506.1687022900764,461.9832061068702,525.8015267175573,505.973893129771,1.6066666666666667
CARNAÍBA,PE,803,462.38206724782066,543.3542963885429,483.27422166874226,463.4516811955168,532.6226650062266,497.0169863013699,0.9922580645161291
CAROLINA,MA,629,448.4561208267091,529.772813990461,475.71573926868047,431.8526232114467,501.1764705882353,477.3947535771064,1.308926080892608
CARPINA,PE,4011,468.1590875093493,545.193767140364,490.4454749439043,453.44472700074795,516.7923211169284,494.8070755422588,1.3781996128199612
CARUARU,PE,13753,475.36993383261836,559.0060714026031,504.32286046680724,463.85857631062316,543.3325092707046,509.17799025667125,1.639561508060975
CARUTAPERA,MA,934,439.63865096359746,524.9851177730193,466.2782655246253,417.99014989293363,495.88865096359746,468.95616702355466,0.9765998089780324
CASA BRANCA,SP,599,488.93489148580966,565.0030050083473,520.4831385642739,484.35592654424045,541.7128547579299,520.0979632721203,2.6368194842406876
CASA NOVA,BA,1426,444.06451612903226,531.3509116409538,464.9185834502104,424.13548387096773,486.2272089761571,470.13934081346434,1.037733012627781
CASCAVEL,PR,12176,483.20146189224704,562.6164914586071,506.29819316688565,470.564914586071,546.057079500657,513.7476281208935,2.356421320139322
CASIMIRO DE ABREU,RJ,625,474.73904000000005,559.40576,505.87136,465.3248,540.352,509.13859199999996,2.119135802469136
CASSILÂNDIA,MS,683,469.61317715959,542.4275256222547,487.8727672035139,451.38199121522695,506.41288433382135,491.5416691068814,1.9391035999992405
CASTANHAL,PA,7923,469.5348226681812,553.6756026757541,499.765215196264,446.1975640540199,542.6185788211536,502.35835668307465,1.4340114762649974
CASTELO,ES,1032,494.41191860465113,564.7065891472868,507.5618217054263,488.2630813953488,552.781007751938,521.5448837209302,2.091009743135518
CASTELO DO PIAUÍ,PI,1083,448.5412742382272,528.874515235457,468.1775623268698,431.17100646352725,490.28624192059095,473.4101200369344,0.8473618090452262
CASTRO,PR,1302,488.4645161290323,573.8098310291858,518.7347158218125,488.5242703533026,534.8387096774194,520.8744086021505,2.819372574385511
CASTRO ALVES,BA,813,448.3736777367774,534.9489544895449,473.0421894218942,434.72226322263225,496.2115621156212,477.459729397294,1.0944736842105263
CATAGUASES,MG,1857,499.5529348411417,574.8955304254173,523.620732364028,506.4784060312332,571.7339795368874,535.2563166397415,2.2998302618816684
CATALÃO,GO,4273,489.13929323660193,562.7192604727358,511.6184413760824,475.43786566814885,547.5663468289258,517.296241516499,2.4351622235999173
CATANDUVA,SP,3130,503.1837699680511,574.4197763578275,528.3091693290735,504.95169329073485,564.1948881789137,535.0118594249201,3.0948249385749387
CATENDE,PE,1414,450.4512729844413,530.310396039604,472.0661244695898,431.48345120226304,503.0693069306931,477.47611032531825,1.1046120952962737
CATOLÉ DO ROCHA,PB,2119,456.5172722982539,540.5259084473807,478.60217083529966,445.9255781028787,530.9042000943841,490.49502595563933,1.1364332603938732
CATU,BA,1652,474.7343825665859,555.5627118644068,499.2062348668281,455.90889830508473,545.9721549636804,506.2768765133172,1.5942648441191678
CAUCAIA,CE,10792,467.776714232765,550.5802260934025,497.3816252779837,455.5764918458117,533.8371015567087,501.0304318013344,1.430361303695738
CAXAMBU,MG,1447,483.38624740843125,567.0883897719419,515.0442985487215,487.9336558396683,541.7290946786454,519.0363372494816,1.6952151327579272
CAXIAS,MA,7038,451.93599033816423,528.9008809320829,471.7785450412049,427.1101449275363,510.23572037510655,477.99225632281895,1.0521497755728797
CAXIAS DO SUL,RS,9802,491.41274229749035,576.2788308508467,524.9629259334829,492.05208120791673,564.7861660885534,529.8985492756581,2.870520574390131
CAÇADOR,SC,1084,479.435516605166,559.8999077490774,505.08164206642067,472.3129151291513,537.7121771217712,510.88843173431735,2.6641630901287554
CAÇAPAVA,SP,1597,498.291671884784,578.6961177207263,534.0149655604258,504.03074514715087,565.6643706950532,536.1395742016281,3.115961855744817
CAÇAPAVA DO SUL,RS,1310,470.3862595419847,549.8699236641221,499.7021374045802,449.4822900763359,511.28473282442746,496.1450687022901,1.8135318396226414
CEARÁ-MIRIM,RN,2799,461.8736691675598,536.5688102893891,482.8049303322615,439.7221507681315,514.4830296534477,487.09051804215795,1.2875111969623445
CEDRO,CE,1082,444.18548983364144,523.5403881700554,466.73022181146024,441.118853974122,487.33456561922367,472.5819038817006,0.9559859154929577
CEREJEIRAS,RO,673,465.3083209509658,542.0242199108469,479.6846953937593,444.4887072808321,498.51411589895986,486.0040118870728,1.6685534591194968
CERES,GO,2428,480.29761120263595,548.3982701812191,498.04682866556834,472.3057660626029,530.1573311367381,505.84116144975286,2.033203883495146
CERQUEIRA CÉSAR,SP,567,484.4860670194003,559.0613756613757,511.4231040564374,485.3483245149912,525.2910052910053,513.1219753086419,2.5487012987012987
CERQUILHO,SP,936,497.02339743589744,577.7301282051283,528.9491452991454,493.0138888888889,545.9188034188035,528.5270726495726,2.8625103220478945
CERRO LARGO,RS,1725,479.7311884057971,561.8710724637681,502.11002898550726,474.84440579710144,539.0376811594203,511.5188753623188,2.0806225462703307
CHAPADA DOS GUIMARÃES,MT,573,467.4425828970331,549.1561954624782,493.28760907504363,443.05113438045373,515.7853403141361,493.74457242582895,2.063758389261745
CHAPADINHA,MA,2969,444.57655776355676,525.2028965981812,467.85836982148874,425.09973054900644,496.5981812057932,471.8671471876052,0.9705867016614226
CHAPADÃO DO SUL,MS,913,474.9408543263965,546.1439211391018,490.72409638554217,452.092004381161,508.53888280394307,494.4879518072289,2.443129062209842
CHAPECÓ,SC,6678,484.0353998203055,566.9002246181492,512.5869122491764,475.6468703204552,542.5882000598982,516.351521413597,2.889838429696889
CHARQUEADAS,RS,1226,478.6539967373573,566.4133768352366,512.19176182708,471.55464926590537,528.042414355628,511.3712398042414,2.3664858348402653
CHAVAL,CE,493,442.8040567951318,530.6697768762677,477.3847870182556,433.9438133874239,494.56389452332655,475.8732657200811,0.884375
CHOPINZINHO,PR,930,473.0232258064516,556.1130107526882,495.43,465.7718279569892,516.258064516129,501.3192258064517,2.305805805805806
CIANORTE,PR,3051,479.87974434611607,558.1632251720747,499.679777122255,457.3421173385775,536.4372336938709,506.30041953457885,2.9098132143852804
CIDADE OCIDENTAL,GO,1780,461.5661235955056,543.0938202247191,496.18044943820223,434.8438202247191,505.90955056179774,488.31875280898873,1.7480683204554697
CLEVELÂNDIA,PR,319,472.276802507837,558.5639498432602,499.65141065830716,461.9670846394984,539.7021943573668,506.4322884012539,2.3487012987012985
CLÁUDIO,MG,1102,498.8407441016334,577.8874773139746,521.3152450090745,515.5314882032667,568.3121597096189,536.3774228675136,2.332642916321458
COARACI,BA,1045,460.87014354066986,542.3475598086123,488.651961722488,435.91789473684213,525.7081339712919,490.69913875598087,1.052703761755486
COARI,AM,1298,441.24036979969185,523.2716486902927,458.307781201849,413.6352850539291,510.2704160246533,469.34510015408324,1.1864601262191623
COCOS,BA,706,452.12776203966007,525.0417847025495,460.0073654390935,426.60410764872523,488.8385269121813,470.52390934844186,0.8791500664010624
CODAJÁS,AM,202,438.97079207920797,516.0247524752475,451.0930693069307,430.87277227722774,505.0495049504951,468.4021782178218,1.348314606741573
CODÓ,MA,3066,448.52077625570774,530.8374755381604,474.63134377038483,424.7898564905414,513.8617090671885,478.52823222439656,1.0632742117117118
COELHO NETO,MA,1069,449.410944808232,531.132647333957,473.0489242282507,428.36473339569693,503.2740879326473,477.0462675397568,1.0525777414075286
COLATINA,ES,4677,489.7605943981184,568.4613855035279,511.42508017960233,487.38407098567455,553.0324994654693,522.0127261064785,2.1853591160220995
COLINAS,MA,1232,432.77629870129874,508.12402597402604,449.2190746753247,415.67459415584415,468.71753246753246,454.9023051948052,0.9457274826789839
COLINAS DO TOCANTINS,TO,1161,457.5354866494401,537.3376399655469,472.6793281653746,441.43135228251504,498.2480620155039,481.4463738156761,1.6048069345941687
COLNIZA,MT,381,455.2580052493438,528.533595800525,465.24855643044623,421.13149606299214,472.2309711286089,468.4805249343832,1.4225352112676057
COLOMBO,PR,5043,478.454927622447,562.9373388855839,511.17005750545314,460.8046202657149,523.5930993456276,507.3920087249653,2.3183935224992833
COLORADO,PR,1129,478.4415411868911,546.4846767050486,490.082019486271,451.96953055801595,534.7528786536758,500.34612931798057,2.7205078125
COLORADO DO OESTE,RO,708,483.1242937853107,554.3963276836158,494.9495762711864,463.4135593220339,511.3276836158192,501.44228813559323,1.9574966532797857
COLÍDER,MT,1036,462.965444015444,540.3916988416989,481.2089768339768,436.8468146718147,510.42471042471044,486.367528957529,2.182491289198606
COMODORO,MT,457,466.09321663019693,534.2678336980306,475.4592997811816,440.1015317286652,482.88840262582056,479.76205689277896,2.0535714285714284
CONCEIÇÃO,PB,980,448.3961224489796,531.3305102040816,467.28908163265305,432.9262244897959,506.10102040816327,477.2085918367346,0.9656632173095014
CONCEIÇÃO DA BARRA,ES,858,460.3769230769231,542.2379953379954,483.8390442890443,446.15687645687643,509.9300699300699,488.50818181818187,1.4386750223813787
CONCEIÇÃO DA FEIRA,BA,647,452.9704791344668,536.6624420401854,477.44497681607425,429.9825347758887,498.3616692426584,479.08442040185474,1.2248743718592965
CONCEIÇÃO DO ARAGUAIA,PA,2149,451.2358771521638,531.9169381107491,464.672778036296,420.84741740344344,484.65332712889716,470.6652675663099,1.2712066905615294
CONCEIÇÃO DO COITÉ,BA,2004,460.19865269461076,546.9016966067865,490.19875249501,442.2942115768463,530.2295409181637,493.9645708582834,1.1581545064377683
CONCEIÇÃO DO JACUÍPE,BA,1129,461.0577502214349,543.2414526129318,485.525597874225,435.17378210806027,510.4162976085031,487.0829760850311,1.3130066322770817
CONCEIÇÃO DO MATO DENTRO,MG,645,464.6079069767442,548.5251162790698,491.46759689922476,455.50046511627903,510.3627906976744,494.0927751937985,1.9723587223587224
CONCÓRDIA,SC,2564,483.2520280811232,564.7415366614665,507.66599063962565,479.69746489859597,547.600624024961,516.5915288611544,2.8839250877877487
CONCÓRDIA DO PARÁ,PA,789,447.39480354879595,529.9987325728771,472.40418250950574,418.06603295310515,494.8035487959442,472.53346007604557,1.0788539553752536
CONFRESA,MT,1164,453.76477663230236,528.5277491408935,467.14510309278353,422.1049828178694,478.28951890034364,469.96642611683853,1.5738314447592068
CONGONHAS,MG,1713,498.4798598949212,575.9391126678341,520.3248686514886,503.336660828955,555.6666666666666,530.7494337419731,2.6474692526017027
CONSELHEIRO LAFAIETE,MG,4737,499.7017099430019,577.1154105974246,526.641207515305,504.3407008655267,561.4010977411864,533.8400253324888,2.4258827929881694
CONSELHEIRO PENA,MG,896,468.7728794642857,550.1920758928571,494.1765625,461.16417410714286,507.47767857142856,496.35667410714285,1.6014804202483286
CONTAGEM,MG,19401,492.96244008040827,571.0946136797072,517.9697902169992,483.0982887480027,544.731972578733,521.9714210607701,2.468211694768365
CORAÇÃO DE JESUS,MG,787,459.18665819567985,546.1029224904702,486.89606099110546,448.1660736975858,505.0825921219822,489.08686149936466,1.1509229098805647
CORAÇÃO DE MARIA,BA,625,452.09424,533.67024,472.0248,424.0904,498.752,476.126336,1.0328317373461013
CORDEIROS,BA,727,465.71691884456675,548.2862448418157,489.06396148555706,455.0810178817057,537.9958734525447,499.228803301238,1.1559139784946237
COREAÚ,CE,1235,452.70493927125506,533.9021052631579,474.56518218623484,454.51951417004045,515.0283400809717,486.14401619433204,0.8791186161449753
CORINTO,MG,601,469.52346089850244,551.320299500832,495.24542429284526,464.49650582362733,521.6805324459234,500.4532445923461,1.5827538247566064
CORNÉLIO PROCÓPIO,PR,2753,482.67936796222307,561.3908100254267,506.34337086814384,472.0857246640029,536.0479476934254,511.70944424264434,2.2367269984917044
COROATÁ,MA,1527,445.1692206941716,523.2650294695482,468.663785199738,424.49168303863786,506.9882121807466,473.7155861165684,0.9903199901691807
COROMANDEL,MG,1126,480.7309058614565,559.5694493783303,504.8507992895204,475.5464476021315,537.335701598579,511.6066607460035,1.8423076923076922
CORONEL FABRICIANO,MG,3253,486.65342760528745,566.1984936981248,510.5615431909007,485.2042422379342,539.282508453735,517.5800430371964,2.1404713043294907
CORONEL VIVIDA,PR,763,473.70537352555704,558.0786369593709,499.43420707732633,462.3419397116645,537.0904325032766,506.13011795543906,2.4066901408450705
CORRENTE,PI,2298,440.03424717145344,516.7630983463882,451.94708442123584,412.2858572671889,480.0870322019147,460.22346388163623,1.0022888477185508
CORRENTINA,BA,630,453.1893650793651,531.8733333333333,472.7371428571429,437.56857142857143,495.1746031746032,478.1086031746032,1.1527196652719665
CORUMBÁ,MS,4576,462.89215472027973,540.2578671328671,487.55015297202794,436.85166083916084,506.573208041958,486.8250087412587,1.6835841889297998
CORURIPE,AL,1607,449.6487865588052,527.1874922215309,473.221530802738,427.4677660236465,513.7149968886123,478.2481144990667,1.1510755377688844
COSMÓPOLIS,SP,1235,493.1247773279352,570.5914979757085,522.6106882591092,489.8787854251012,547.1336032388664,524.6678704453441,2.5976101800124147
COSTA RICA,MS,525,462.50266666666664,535.7849523809523,481.7864761904762,439.3546666666667,485.7142857142857,481.0286095238095,2.0210987261146496
COTIA,SP,5392,487.9521327893175,570.17896884273,523.8899109792285,481.67394287833827,545.1962166172107,521.7782344213649,2.7689461566472624
COXIM,MS,1607,465.0172370877411,537.0171748599876,476.60149346608586,439.54629744866213,487.9253266957063,481.22150591163654,1.603202846975089
CRATEÚS,CE,3055,462.28700490998364,546.6161374795417,487.9644844517185,450.1800327332242,540.359410801964,497.48141407528635,1.1642421723469105
CRATO,CE,5435,473.53742410303585,557.5558969641214,496.4327506899724,455.8984360625575,559.0413983440662,508.4931812327507,1.4120340930544137
CRICIÚMA,SC,4962,494.43381700927046,572.109089076985,520.6229343006852,492.4302498992342,551.863764611044,526.2919709794438,3.1861975609855366
CRISTALINA,GO,1024,466.88681640625,541.7810546875,486.1302734375,452.6728515625,495.791015625,488.65240234374994,2.059448818897638
CRISTALÂNDIA,TO,353,452.98640226628896,536.0042492917847,477.6541076487252,437.3657223796034,492.74787535410763,479.35167138810203,1.639041095890411
CRUZ,CE,632,457.1487341772152,531.7090189873418,480.6759493670886,459.16566455696204,515.7278481012659,488.8854430379747,0.6821192052980133
CRUZ ALTA,RS,2564,476.74426677067083,563.1485569422777,509.57527301092045,465.86942277691105,535.0507020280811,510.07764430577225,2.333308088458043
CRUZ DAS ALMAS,BA,4049,463.6667572240059,545.929414670289,488.33134107186964,445.0454680167943,523.1370708816992,493.2220103729316,1.321878279118573
CRUZEIRO,SP,1616,497.7615717821782,580.2352103960396,532.2304455445544,499.3115717821782,572.0445544554456,536.3166707920792,2.572933549432739
CRUZEIRO DO SUL,AC,5200,445.60244230769234,527.7488846153847,466.5205,416.36098076923076,516.0821153846153,474.46298461538464,1.2187968234941564
CUBATÃO,SP,2530,482.5765217391305,563.271699604743,519.5004347826087,476.9920158102767,541.6735177865613,516.802837944664,2.3878186129223473
CUIABÁ,MT,27542,477.31471570692037,553.4734115169559,500.08874083218353,456.2767083000508,531.436714835524,503.71805823832693,2.4373803022977776
CUITÉ,PB,2437,464.789905621666,546.8546983996716,486.4014772260976,445.1982355354945,530.775543701272,494.8039720968403,0.9791590157914065
CUPIRA,PE,757,462.124570673712,542.601321003963,485.0602377807133,453.47054161162487,540.6869220607662,496.78871862615586,0.9844913151364765
CURAÇÁ,BA,819,438.5323565323565,531.3843711843712,463.6821733821734,423.66800976800977,495.3113553113553,470.5156532356532,1.0929878048780488
CURITIBA,PR,55502,504.10492234514066,583.0774981081763,533.4324150481063,500.10748982018663,559.056052034161,535.9556754711541,3.117003023791918
CURITIBANOS,SC,1044,470.9705938697318,553.2867816091954,502.0628352490421,461.0573754789272,534.3295019157088,504.3414176245211,2.5142315574115877
CURRAIS NOVOS,RN,3691,469.7027905716608,554.0454077485776,497.72863722568405,447.6419940395557,541.0132755350853,502.02642102411266,1.3867471291305367
CURRALINHO,PA,707,430.75756718528993,512.5693069306931,449.97793493635083,406.76548797736916,488.96746817538894,457.8075530410184,0.9222623966942148
CURURUPU,MA,501,440.6634730538922,533.6828343313373,470.5766467065868,427.1576846307385,533.1337325349301,481.042874251497,1.0090415913200723
CURUÇÁ,PA,1087,447.27405703771853,529.2823367065317,475.9081876724931,419.3195032198712,512.886844526219,476.9341858325667,0.9174057649667405
CURVELO,MG,3097,481.9903132063287,558.2745237326445,503.1543106231837,476.1145301905069,539.4333225702293,511.7934000645786,1.9469736842105263
CUSTÓDIA,PE,859,461.26123399301514,538.9009313154831,477.9371362048894,453.3128055878929,509.26658905704306,488.1357392316647,1.1402749490835031
CÁCERES,MT,3651,465.75039715146534,539.6329498767461,482.73023829087924,431.6050123253903,514.8551081895371,486.91474116680365,1.8451449122064734
CÂNDIDO MOTA,SP,550,492.00381818181813,562.5929090909091,509.75709090909095,479.1216363636364,523.1272727272727,513.3205454545454,2.594855305466238
CÂNDIDO SALES,BA,791,465.070796460177,547.6039190897598,485.12326169405816,446.3614412136536,539.7724399494311,496.786371681416,1.1362512363996045
CÍCERO DANTAS,BA,1500,450.7451333333333,538.3406,474.8184,433.49333333333334,509.76,481.4314933333333,0.9881465517241379
DELMIRO GOUVEIA,AL,2707,457.0583671961581,541.6841521980052,477.8705208718138,436.78045807166603,524.088289619505,487.49635759142967,1.2642255146807313
DIADEMA,SP,10713,473.21259217772797,557.6246522916084,513.5514981797816,461.6070008401008,527.9846914963128,506.7960869971063,2.25242886171681
DIAMANTE,PB,520,444.7021153846154,524.8159615384615,461.35942307692306,426.48,491.8076923076923,469.8330384615385,1.2023172905525847
DIAMANTINA,MG,5211,485.1298407215506,560.2896948762234,505.1212051429668,473.68228746881596,539.1809633467665,512.6807983112647,1.7962809293904647
DIAMANTINO,MT,495,465.1519191919192,545.6123232323232,486.12,439.6777777777778,513.6343434343435,490.03927272727276,2.305166374781086
DIANÓPOLIS,TO,667,446.78695652173917,527.4688155922039,466.13493253373315,428.5268365817092,489.3253373313343,471.6485757121439,1.6361355081555835
DIAS D'ÁVILA,BA,1811,468.89017117614577,552.1621755935947,496.0526228602982,439.6195472114854,518.3434566537825,495.0135946990614,1.5415533374060197
DIONÍSIO CERQUEIRA,SC,1003,468.5,553.0555333998005,497.25902293120635,456.1580259222333,528.6021934197407,500.71495513459615,2.131870781099325
DIVINÓPOLIS,MG,9002,502.57441679626754,575.7841035325483,521.8244612308375,507.92402799377913,560.7323928015996,533.7678804710064,2.519442135402235
DOIS IRMÃOS,RS,834,489.25431654676254,574.477098321343,521.8857314148681,497.79676258992805,551.0071942446043,526.8842206235012,2.655054644808743
DOIS IRMÃOS DO BURITI,MS,378,452.35291005291003,520.0838624338625,459.27195767195764,419.3328042328042,461.9550264550264,462.59931216931216,1.1412371134020618
DOIS VIZINHOS,PR,2268,478.9610229276896,563.5829365079366,505.38227513227514,473.0639770723104,527.691798941799,509.73640211640213,2.3323280909064352
DOM ELISEU,PA,846,452.00354609929076,535.7475177304965,476.94869976359337,429.8166666666667,509.1725768321513,480.73780141843974,1.475952380952381
DOM PEDRITO,RS,1354,461.9849335302806,540.027400295421,486.45923190546534,440.9387001477105,493.09158050221566,484.5003692762186,1.64810978767478
DOM PEDRO,MA,1260,453.9946031746031,533.3784920634921,474.4484126984127,440.80293650793647,515.047619047619,483.53441269841267,1.1938603868797308
DOMINGOS MARTINS,ES,1186,494.2903878583474,569.358178752108,512.0352445193929,510.110539629005,531.3516020236087,523.4291905564925,1.990177909562639
DOURADOS,MS,7997,481.6097036388646,556.0133174940603,500.1573465049393,459.35848443166185,525.7625359509816,504.5802776041015,2.163151364764268
DRACENA,SP,1933,489.29213657527157,559.2277806518365,511.27977237454735,484.63507501293327,542.4138644593895,517.3697258147956,2.7347609038360483
DUQUE DE CAXIAS,RJ,22299,472.4783398358671,556.3024933853536,508.67334858065385,460.5822682631508,543.8144311404099,508.37017624108705,1.9312081047156706
ECOPORANGA,ES,491,467.9340122199593,549.2767820773931,487.1704684317719,463.80407331975556,499.959266802444,493.62892057026477,1.8441499085923219
EIRUNEPÉ,AM,289,433.97993079584774,516.1262975778546,458.6387543252595,418.1432525951557,496.47058823529414,464.67176470588237,1.69869017696053
ELDORADO,SP,371,461.70404312668467,539.0512129380054,489.4439353099731,450.53530997304586,509.29919137466305,490.0067385444744,1.7121928166351608
ELDORADO DO SUL,RS,872,475.65149082568803,560.680504587156,510.07236238532107,461.16616972477067,514.4048165137615,504.3950688073395,2.156298600311042
ELDORADO DOS CARAJÁS,PA,821,446.5386114494519,525.4428745432399,459.916443361754,419.8088915956151,469.1522533495737,464.1718148599269,1.2128865979381442
EMBU DAS ARTES,SP,5723,468.2412720601083,554.8749781583086,508.73924515114453,450.61230124060813,526.6512318713961,501.8238056963131,2.0296156491561095
EMBU-GUAÇU,SP,1964,472.5260183299389,552.2345213849287,507.9150712830957,461.8214867617108,520.9078411405295,503.0809877800407,1.9835514358415123
ENCANTADO,RS,950,487.1941052631579,567.5577894736842,519.6307368421053,491.7323157894737,556.0631578947368,524.4356210526316,2.802728226652676
ENCRUZILHADA DO SUL,RS,571,465.4861646234676,551.4520140105078,497.6022767075307,447.9677758318739,518.353765323993,496.17239929947465,1.5054697554697554
ENGENHEIRO CALDAS,MG,778,467.23830334190234,544.5904884318767,489.9595115681234,460.2484575835475,518.7403598971722,496.15542416452445,1.4599780701754386
ENTRE RIOS,BA,1282,451.90717628705147,533.8867394695789,474.09937597503904,425.12371294851795,495.9594383775351,476.19528861154447,1.1040226272784412
ENTRE RIOS DE MINAS,MG,961,494.2653485952133,569.9875130072841,514.3703433922997,505.7021852237253,564.20395421436,529.7058688865766,1.9589253996447602
ENVIRA,AM,152,436.90394736842103,517.8644736842105,463.0730263157895,403.1730263157895,506.44736842105266,465.4923684210527,1.1616022099447514
EPITACIOLÂNDIA,AC,398,457.78969849246226,544.424120603015,487.16030150753767,432.8010050251256,516.4824120603015,487.7315075376884,1.5138888888888888
ERECHIM,RS,5131,487.62806470473595,567.7808614305204,515.7712921457805,488.27678815045806,548.9555642175014,521.6825141297993,2.511548913043478
ERVÁLIA,MG,625,487.58944,574.69648,512.71744,495.18704,553.216,524.68128,1.5748480243161094
ESCADA,PE,2051,456.602096538274,535.1512920526573,483.9376401755241,439.3044368600683,517.0936128717699,486.4178156996588,1.2182506571910698
ESMERALDAS,MG,1027,476.6186952288218,556.9351509250243,501.0499513145083,463.33184031158714,521.5384615384615,503.89481986368065,2.10663082437276
ESPERANTINA,PI,1349,451.03372868791695,530.846404744255,472.5487768717569,430.2042994810971,500.2564862861379,476.9779392142327,1.0182926829268293
ESPERANTINÓPOLIS,MA,702,446.9222222222223,528.9326210826212,466.72635327635334,425.2266381766381,496.2678062678063,472.81512820512825,0.9732746955345061
ESPERANÇA,PB,2459,463.32053680357865,547.9094347295649,489.62614884099224,444.5259048393656,529.5973973159821,494.9958845058967,1.1664478619654914
ESPIGÃO D'OESTE,RO,1034,470.7149903288201,544.0869439071568,483.68491295938105,450.20183752417796,492.6615087040619,488.27003868471957,1.7141434262948207
ESPINOSA,MG,677,467.082717872969,547.2862629246677,489.78301329394384,458.6658788774003,502.16543574593794,492.99666174298375,1.344782034346103
ESPLANADA,BA,1360,447.1702205882353,529.6258823529412,472.47757352941176,421.8327205882353,502.7933823529412,474.77995588235297,1.0251937984496124
ESPUMOSO,RS,1055,479.34123222748815,558.9630331753555,505.37554502369665,475.80957345971564,541.3137440758294,512.1606255924171,2.4396995708154505
ESPÍRITO SANTO DO PINHAL,SP,919,499.0105549510337,576.4849836779107,526.787486398259,501.12720348204573,560.5005440696409,532.782154515778,2.8031154239019407
ESTEIO,RS,2510,484.37856573705176,570.9794422310756,518.9781274900399,477.8402390438247,534.8482071713147,517.4049163346614,2.436459802538787
ESTREITO,MA,972,447.3366255144033,525.562037037037,461.97222222222223,428.6347736625514,495.72633744855966,471.8463991769548,1.6298994974874372
ESTRELA,RS,726,493.67011019283746,574.9486225895317,521.2915977961433,505.7874655647383,561.6804407713498,531.4756473829201,2.9316688567674114
ESTÂNCIA,SE,2436,459.82319376026277,541.6392857142857,481.0342775041051,437.97590311986863,535.4207717569786,491.17868637110024,1.3536979995636604
