CLUSTER,QTD_UFS,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,11,462.45444700775266,542.2003404628782,485.95654280219077,438.24249745132306,521.0442934537479,1.324075496427026
1,8,471.0889645661547,551.5316289897738,495.4068106854044,453.8352177804947,533.5067274060541,1.3350647601804566
2,8,487.7321927331204,568.2638296295842,517.0021457705833,480.47073145728524,547.5125814465605,2.3448520787248297
