CLUSTER,QTD_MUNICIPIOS,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,596,447.7241665551637,528.4038690741128,468.4887257198902,427.35147537476615,497.94391010108234,1.1463380770004534
1,637,467.8569832519157,548.9370104051507,492.8914844734678,452.48651448364893,523.3254426572022,1.6684030124635114
2,490,489.5361453320668,568.8641296368618,517.3264011378477,486.5833895615813,548.5319579269342,2.5127827210571514
