MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,MEDIA_GERAL,RENDA_FAMILIAR_SM_MEDIA,CLUSTER
ALEXÂNIA,GO,435,465.23540229885054,547.1406896551724,504.7236781609195,506.7085057471265,451.44827586206895,495.0513103448276,1.657258064516129,0
ALFENAS,MG,3038,507.32972350230415,581.5750493745885,536.8116524028967,551.8109282422647,559.5128373930218,547.4080381830152,2.0761969904240765,2
ALHANDRA,PB,461,459.05791757049894,534.8225596529285,492.31561822125815,495.1715835140998,434.9240780911063,483.25835140997833,1.0796747967479674,0
ALIANÇA,PE,654,469.2310397553517,545.706116207951,504.15412844036695,507.90688073394494,465.41284403669727,498.4822018348624,1.0264976958525345,0
ALMEIRIM,PA,256,455.621875,520.91015625,480.8234375,484.7578125,430.078125,474.43828125,1.0848214285714286,0
ALMENARA,MG,1325,476.50301886792454,549.2208301886792,512.0190188679245,516.7707924528303,480.2566037735849,506.95405283018874,1.3078437310720776,1
ALMIRANTE TAMANDARÉ,PR,989,489.68088978766434,577.1678463094034,528.321941354904,524.8401415571284,473.24570273003036,518.651304347826,2.1188101788170566,1
ALPINÓPOLIS,MG,856,495.80841121495325,566.8849299065421,521.876285046729,552.3818925233645,532.1728971962617,533.8248831775701,1.8072970195272353,2
ALTA FLORESTA,MT,1164,481.34175257731965,555.3676116838488,510.2952749140893,518.3646907216495,483.79725085910655,509.8333161512028,2.0663043478260867,1
ALTA FLORESTA D'OESTE,RO,391,480.1107416879795,557.4429667519182,505.76393861892586,517.9698209718671,463.4782608695652,504.95314578005116,1.549607072691552,1
ALTAMIRA,PA,5418,466.89126984126983,542.8706533776301,496.155684754522,497.2289774824659,463.42561830933926,493.31444075304546,1.4644546366633224,0
ALTO ALEGRE,RR,120,455.255,520.2716666666666,490.7275,485.805,446.1666666666667,479.6451666666667,1.1210191082802548,0
ALTO DO RODRIGUES,RN,561,465.73672014260245,540.2520499108734,497.403743315508,498.93351158645277,468.44919786096256,494.1550445632799,1.2122175141242937,0
ALTO PARAÍSO,RO,171,462.81812865497074,535.766081871345,490.0625730994152,502.2625730994152,448.8888888888889,487.95964912280704,1.4029411764705881,0
ALTO SANTO,CE,410,463.0860975609756,536.780243902439,498.28975609756094,501.47170731707314,455.2682926829268,490.9792195121951,0.9136971046770601,0
ALTOS,PI,1705,461.8168328445748,535.2182991202346,489.38445747800586,496.01196480938415,457.48973607038124,487.98425806451615,1.03913491246138,0
ALVARÃES,AM,121,447.2396694214876,522.6528925619834,472.4297520661157,470.3090909090909,413.3884297520661,465.2039669421488,1.1875,0
ALVINÓPOLIS,MG,466,492.9549356223176,568.7396995708154,519.8261802575107,539.9030042918455,503.2618025751073,524.9371244635192,1.6567234848484849,1
ALVORADA,RS,2641,484.18299886406663,573.7538432411965,533.4764861794774,521.7078379401742,487.3154108292313,520.0873154108292,2.086069779374038,1
ALVORADA D'OESTE,RO,399,463.94812030075184,546.4639097744362,502.25263157894733,505.4200501253133,459.89974937343356,495.5968922305764,1.5723062381852553,0
ALVORADA DO SUL,PR,718,487.8594707520891,560.8752089136491,517.6934540389973,516.9055710306407,463.11977715877435,509.29069637883015,2.02991452991453,1
ALÉM PARAÍBA,MG,733,499.72332878581176,582.006139154161,537.0102319236016,556.3372442019099,562.2646657571623,547.4683219645293,1.9464064436183395,2
AMAMBAI,MS,707,471.15445544554456,549.9669024045261,501.4893917963225,504.94596888260253,437.2842998585573,492.9682036775106,1.4212218649517685,0
AMAPÁ,AP,207,449.3265700483092,520.3574879227053,469.50289855072464,466.5782608695652,398.84057971014494,460.9211594202899,1.070273631840796,0
AMARANTE,PI,632,453.6645569620253,527.5534810126582,479.57863924050633,479.6099683544304,437.87974683544303,475.65727848101267,0.9057719054242003,0
AMARANTE DO MARANHÃO,MA,575,461.9662608695652,522.7307826086957,477.53530434782607,486.8422608695652,436.62608695652176,477.1401391304348,1.0125570776255708,0
AMARGOSA,BA,1199,471.171142618849,550.4463719766471,502.8872393661385,498.0763135946622,474.5621351125938,499.42864053377815,0.9142857142857143,1
AMERICANA,SP,3260,525.5259202453988,603.6038650306749,562.5373619631902,582.9196319018405,566.5398773006135,568.2253312883436,3.199233172394206,2
AMONTADA,CE,1049,458.25033365109624,528.765204957102,485.47006673021923,508.26796949475687,461.1439466158246,488.37950428979985,0.9430147058823529,0
AMPARO,SP,1361,516.0398236590742,592.2406318883175,551.1246142542249,561.2839823659074,549.0815576781778,553.9541219691404,2.67905824039653,2
AMPÉRE,PR,470,489.9953191489361,571.5872340425532,527.9978723404255,522.1310638297872,494.3829787234043,521.2188936170213,2.0277777777777777,1
AMÉLIA RODRIGUES,BA,547,468.7063985374771,554.61718464351,508.499268738574,504.84314442413165,499.2321755027422,507.17963436928704,1.1749649368863955,1
ANAGÉ,BA,467,459.1010706638116,538.8785867237688,484.02612419700216,487.95867237687366,465.9528907922912,487.18346895074944,0.8581847649918962,0
ANAJATUBA,MA,225,461.9226666666667,530.9195555555556,488.21866666666665,491.6364444444444,471.2888888888889,488.79724444444446,1.0136861313868613,0
ANAJÁS,PA,202,445.8049504950495,519.350495049505,468.1485148514852,470.78762376237626,413.46534653465346,463.51138613861383,0.9389044943820225,0
ANAMÃ,AM,107,440.2364485981309,525.8289719626168,482.36074766355136,479.43271028037384,409.1588785046729,467.4035514018691,1.1330128205128205,0
ANANINDEUA,PA,17283,483.58657640455937,564.7358039692183,519.0649308569114,515.5041138691199,505.5083029566626,517.6799456112942,1.4249499278028785,1
ANANÁS,TO,336,453.8833333333333,520.5318452380952,475.7660714285714,485.08214285714286,426.7261904761905,472.3979166666667,1.2374371859296482,0
ANASTÁCIO,MS,426,464.8967136150235,538.1525821596244,492.7518779342723,489.23098591549297,424.92957746478874,481.9923474178404,1.3682432432432432,0
ANCHIETA,ES,1204,495.5637873754153,579.4489202657808,528.4063953488372,540.7944352159468,516.7940199335549,532.201511627907,1.7006093649775498,2
ANDRADAS,MG,696,505.7168103448276,587.332183908046,540.4908045977011,555.6722701149425,547.0689655172414,547.2562068965517,2.2366946778711485,2
ANDRADINA,SP,1341,503.09134973900075,576.3989560029828,537.0675615212527,543.296495152871,530.4847129008202,538.0678150633855,2.2750338294993235,2
ANDRELÂNDIA,MG,827,488.243530834341,568.8415961305925,519.0681983071343,529.657315598549,513.3494558645707,523.8320193470374,1.6144640998959416,1
ANGICOS,RN,1141,460.33435582822085,536.1292725679228,492.7319894829097,496.1248028045574,462.6292725679229,489.5899386503067,1.049593771157752,0
ANGRA DOS REIS,RJ,2215,491.90302483069974,576.6651467268623,533.296433408578,533.5237923250564,513.3002257336343,529.7377246049662,1.9819732676749913,2
ANORI,AM,135,449.23925925925926,516.6059259259259,480.5251851851852,479.99407407407404,413.77777777777777,468.02844444444446,0.9490291262135923,0
ANÁPOLIS,GO,8637,500.7889313419011,575.2149125853884,532.5024545559801,538.9231909227741,539.1802709274053,537.3219520666898,1.9819916218923594,2
APARECIDA,SP,567,497.0028218694885,581.1119929453263,539.81569664903,542.6606701940035,526.2081128747795,537.3598589065256,2.2549751243781095,2
APARECIDA DE GOIÂNIA,GO,8422,484.49190216100686,561.0456542388981,518.8528853004037,517.3127760626929,496.7822369983377,515.6970909522679,1.8086055448805929,1
APARECIDA DO TABOADO,MS,232,493.45387931034486,560.248275862069,519.9499999999999,517.8853448275862,497.8448275862069,517.8764655172414,2.11070110701107,1
APIAÍ,SP,517,477.14177949709864,569.674081237911,525.1294003868472,525.6622823984527,486.6924564796905,516.86,1.843299711815562,1
APODI,RN,1604,473.11477556109725,548.8885286783042,502.03765586034916,518.4100997506234,499.8877805486284,508.4677680798005,0.9950632911392405,1
APUCARANA,PR,2362,495.6535139712109,573.6590601185436,531.0698560541914,532.2433530906012,478.1202370872142,522.1492040643523,2.3364146583030703,1
APUÍ,AM,150,471.0326666666666,543.518,499.86,501.09200000000004,419.8666666666667,487.07386666666673,1.4766839378238341,0
AQUIDAUANA,MS,1126,472.3227353463588,546.1755772646536,498.63010657193604,496.04049733570156,444.3339253996448,491.5005683836589,1.4941588785046729,0
AQUIRAZ,CE,1382,476.74602026049206,556.1937047756874,514.4234442836469,519.4553545586108,516.3386396526773,516.631432706223,1.1470588235294117,1
ARACAJU,SE,21661,499.0823046027423,574.4102811504547,532.0773094501639,538.9595494206177,546.7457642768109,538.2550417801579,1.7925913582183186,2
ARACATI,CE,2075,468.2608192771084,546.3693012048193,513.3109879518073,513.3546506024096,488.40481927710846,505.94011566265056,1.0813930148534725,1
ARACI,BA,548,466.16642335766426,544.0282846715329,494.9379562043796,502.1748175182482,484.5620437956204,498.373905109489,1.0956112852664577,0
ARACOIABA,CE,928,454.99967672413794,533.3606681034482,493.7310344827587,498.10625,449.20258620689657,485.8800431034483,0.818880351262349,0
ARACRUZ,ES,2251,498.83407374500223,579.5823189693469,531.3498445135496,548.7700133274101,522.1856952465571,536.1443891603733,2.114770279971285,2
ARAGARÇAS,GO,472,477.4402542372881,549.9213983050847,503.91483050847455,501.92436440677966,437.83898305084745,494.2079661016949,1.5243808049535603,0
ARAGUANÃ,TO,119,453.29579831932773,526.864705882353,487.4050420168067,471.3352941176471,448.4033613445378,477.4608403361344,1.3327464788732395,0
ARAGUARI,MG,2383,505.41863197650025,582.5490558120016,540.3235417540915,545.9,536.4582459085186,542.1298950902224,2.3039631988676574,2
ARAGUATINS,TO,900,468.48966666666666,536.5367777777777,494.2688888888889,494.75888888888886,474.97777777777776,493.80640000000005,1.2194899817850637,0
ARAGUAÍNA,TO,6872,479.3237776484284,547.5604481955762,506.9378492433062,506.9860157159488,489.0977881257276,505.9811757857974,1.6979298812132395,1
ARAIOSES,MA,457,456.02625820568926,530.0470459518599,486.01509846827133,480.4070021881838,454.0481400437637,481.30870897155364,0.90625,0
ARAME,MA,381,447.31338582677165,509.4737532808399,463.7007874015748,472.13805774278217,389.9737532808399,456.51994750656166,0.8578680203045685,0
ARAPIRACA,AL,9267,480.806938599331,557.0696881407143,512.1628898241071,522.3627387504047,504.1264702708536,515.3057451170822,1.3504601226993864,1
ARAPOEMA,TO,152,449.5407894736842,517.5506578947368,485.5585526315789,484.52434210526314,427.2368421052632,472.88223684210527,1.4423076923076923,0
ARAPONGAS,PR,1780,495.78657303370784,570.6519101123596,533.5828089887641,537.075617977528,489.2247191011236,525.2643258426966,2.508711217183771,1
ARAPOTI,PR,312,491.5272435897436,566.6189102564102,524.1365384615385,521.3323717948718,458.2692307692308,512.376858974359,2.340909090909091,1
ARAPUTANGA,MT,415,472.3243373493976,539.7149397590362,499.98144578313253,498.2115662650602,466.50602409638554,495.34766265060244,1.7990196078431373,0
ARARANGUÁ,SC,1483,505.9838165879973,587.6385704652731,540.8666891436278,545.1674983142279,515.5360755225894,539.038530006743,2.4452367370222476,2
ARARAQUARA,SP,4564,520.9063540753725,594.6479184925504,554.5427037686239,566.0785276073619,561.4504820333041,559.5251971954426,2.4991770299926848,2
ARARAS,SP,1637,523.1321930360416,599.4646915088576,557.4587049480757,573.4158827122786,559.2791692119731,562.5501282834454,2.6863065326633166,2
ARARI,MA,1066,461.5203564727955,534.1804878048781,494.49953095684805,493.8772045028142,459.1744840525328,488.65041275797375,1.0436772046589018,0
ARARIPE,CE,651,469.0500768049155,541.5921658986175,496.4857142857143,506.04009216589856,517.2350230414746,506.0806144393241,0.8354080221300139,1
ARARIPINA,PE,2330,472.3302145922746,545.4260944206009,503.722017167382,516.2941201716739,487.9914163090129,505.1527725321888,1.0746268656716418,1
ARARUAMA,RJ,1942,496.68872296601444,580.5889289392379,536.6112770339855,539.0973223480947,529.9382080329557,536.5848918640576,1.9048035783741735,2
ARARUNA,PB,703,466.1423897581792,547.2358463726885,498.8894736842105,503.57069701280227,483.3285917496444,499.83339971550504,0.9935217903415783,0
ARATUBA,CE,396,461.9131313131313,537.8323232323232,496.275,500.0626262626262,452.67676767676767,489.7519696969697,0.8285,0
ARAUCÁRIA,PR,2301,494.73759235115165,582.3772272924815,533.8278574532811,534.941416775315,491.638418079096,527.5045023902651,2.2812693498452012,2
ARAXÁ,MG,2003,514.6491263105341,584.7041937094358,543.9618572141787,570.9250124812781,560.0898652021967,554.8660109835248,2.5221354166666665,2
ARAÇATUBA,SP,3034,518.0449571522742,587.1335860250495,549.2423203691496,563.4060316413975,544.1265655899803,552.3906921555702,2.5323269513991162,2
ARAÇOIABA,PE,578,454.8245674740484,522.5461937716263,478.3041522491349,481.04048442906577,396.15916955017303,466.5749134948097,0.8212630359212051,0
ARAÇOIABA DA SERRA,SP,474,501.31181434599154,582.2303797468355,544.2649789029535,545.6894514767932,516.5822784810126,538.0157805907172,2.2335082458770614,2
ARAÇUAÍ,MG,1793,476.86726157278304,555.4951477969884,508.087228109314,517.2469046291131,483.100948131623,508.15949804796435,1.2270129224652087,1
ARCOS,MG,800,506.416625,581.812625,539.183,558.95,552.625,547.79745,2.3125,2
ARCOVERDE,PE,2888,479.7825831024931,554.891447368421,512.9509002770083,523.9921745152354,486.26038781163436,511.57549861495846,1.2474447513812155,1
AREADO,MG,899,489.21368186874304,571.1068965517242,522.9230255839822,543.6636262513904,526.5183537263626,530.6851167964405,1.8385572139303483,2
AREIA,PB,794,472.67720403022673,551.9523929471032,499.1748110831234,498.1142317380353,468.01007556675063,497.9857430730479,1.0475528364849833,0
AREIA BRANCA,SE,1215,469.5491358024691,543.814074074074,500.1730041152263,502.17308641975313,471.6872427983539,497.4793086419753,1.2325657894736841,0
ARENÁPOLIS,MT,302,471.7708609271523,534.3903973509933,501.86920529801324,499.5105960264901,429.4039735099338,487.38900662251655,1.8059125964010283,0
ARINOS,MG,747,470.0867469879518,536.313922356091,496.4528781793842,498.180187416332,471.94109772423025,494.59496653279786,1.2248677248677249,0
ARIPUANÃ,MT,143,469.2496503496503,545.8818181818182,500.0804195804196,501.5797202797202,456.2237762237762,494.60307692307686,1.833686440677966,0
ARIQUEMES,RO,2648,475.34595921450153,551.8685422960725,508.87813444108764,506.8959592145015,453.76888217522657,499.35149546827796,1.7789286771234092,1
AROEIRAS,PB,595,463.827731092437,546.0270588235294,495.6588235294118,496.6534453781512,498.1512605042017,500.0636638655462,0.8925,0
ARRAIAS,TO,521,452.6556621880998,524.9714011516314,479.7710172744722,478.9681381957773,431.51631477927066,473.57650671785024,1.2062410329985653,0
ARROIO DO MEIO,RS,228,520.959649122807,596.3241228070175,559.3890350877193,572.4100877192982,585.6140350877193,566.9393859649123,3.1907894736842106,2
ARROIO GRANDE,RS,392,475.74821428571425,561.4724489795918,516.3579081632653,519.263775510204,465.4591836734694,507.66030612244896,1.5924528301886793,1
ARTUR NOGUEIRA,SP,1374,492.95203784570595,579.8871906841339,540.2295487627365,541.403347889374,525.9970887918486,536.0938427947597,2.1976138233680746,2
ARUJÁ,SP,2133,492.98185654008444,575.3992030004688,536.1912798874824,533.4506329113924,493.68026254102205,526.34064697609,2.108859134262656,1
ASSARÉ,CE,983,461.72858596134284,535.081993896236,492.50640895218714,506.4521871820956,483.6419125127162,495.8822177009156,0.7334692028985508,0
ASSAÍ,PR,594,479.0649831649831,561.6464646464647,514.373063973064,518.3360269360269,472.962962962963,509.2767003367003,1.6850421348314606,1
ASSIS,SP,1997,508.8843264897346,590.9829744616925,554.7459689534301,556.4884326489735,536.9253880821232,549.6054181271908,2.5126230209670517,2
ASSIS CHATEAUBRIAND,PR,810,488.4086419753086,569.4597530864198,523.6932098765432,520.8408641975309,505.1358024691358,521.5076543209877,2.328810623556582,1
ASTORGA,PR,695,490.46517985611507,560.0985611510791,517.5417266187051,524.9897841726619,503.8561151079137,519.390273381295,2.3942528735632185,1
ATALAIA,AL,516,457.9385658914728,529.0753875968993,480.0399224806202,485.45251937984494,465.4263565891473,483.5865503875969,0.9139402560455192,0
ATIBAIA,SP,2727,515.2872753942061,595.610634396773,553.5916024935827,563.9324165749908,545.0678401173451,554.6979537953796,2.4947036931004867,2
AUGUSTINÓPOLIS,TO,743,466.3670255720054,531.8847913862719,489.07537012113056,492.3415881561238,472.2745625841184,490.38866756392997,1.109829488465396,0
AUGUSTO CORRÊA,PA,599,455.10183639398997,533.887979966611,479.9130217028381,487.2654424040067,462.30383973288815,483.6944240400668,0.8767899761336515,0
AURIFLAMA,SP,451,498.5388026607539,570.7443458980044,529.8332594235033,536.6560975609756,521.6407982261641,531.4826607538802,1.9734513274336283,2
AURORA,CE,674,469.7483679525223,542.2219584569733,496.77715133531154,506.6513353115727,491.513353115727,501.3824332344214,0.7750642673521851,1
AUTAZES,AM,218,450.55825688073395,511.89174311926604,469.7183486238532,477.4788990825688,404.58715596330273,462.846880733945,0.96494708994709,0
AVARÉ,SP,1486,508.25094212651413,584.1416554508749,542.7551144010768,556.2078061911171,531.0901749663526,544.4891386271871,2.479003359462486,2
AÇAILÂNDIA,MA,3237,470.78687055915975,543.9242199567501,504.1809700339821,503.13320976212543,473.58665430954585,499.1223849243127,1.3393939393939394,0
AÇU,RN,2202,471.14464123524067,545.5173932788374,503.7057220708447,510.9126248864669,494.28701180744775,505.11347865576755,1.1824728769173214,1
BACABAL,MA,3730,466.71632707774796,539.3015013404826,498.21388739946383,497.8854959785522,459.1903485254692,492.26151206434315,1.0482864396022848,0
BACURI,MA,442,449.3585972850679,517.5386877828055,475.8466063348417,478.2106334841629,451.71945701357464,474.5347963800905,0.7085610200364298,0
BAEPENDI,MG,439,493.9492027334852,575.109111617312,529.0127562642369,539.2888382687927,533.2118451025057,534.1143507972665,1.693798449612403,2
BAGÉ,RS,2274,485.2629287598944,573.2503957783641,528.7643799472295,520.115127528584,473.60598065083553,516.1997625329816,1.7699054301403294,1
BAIXA GRANDE,BA,690,470.1355072463768,543.7736231884057,499.80811594202896,499.6943478260869,487.4492753623188,500.1721739130435,0.9171668667466987,0
BAIXO GUANDU,ES,479,495.65803757828814,565.3563674321504,521.3597077244259,540.5453027139876,501.33611691022963,524.8511064718163,1.8211279461279462,1
BAIÃO,PA,740,449.305,515.5683783783784,471.8063513513514,482.3622972972973,456.8378378378378,475.175972972973,0.8081395348837209,0
BALNEÁRIO CAMBORIÚ,SC,2235,505.1312751677852,589.321610738255,545.2807158836689,549.1927964205817,524.4921700223714,542.6837136465324,2.5929159802306425,2
BALSAS,MA,3123,466.3038104386808,535.7177713736792,493.1853346141531,494.69449247518406,459.2186999679795,489.8240217739353,1.3501101624896723,0
BAMBUÍ,MG,743,507.35854643337825,578.9834454912517,533.6620457604307,547.9545087483176,521.4535666218035,537.8824226110363,2.0376543209876545,2
BANABUIÚ,CE,354,458.29378531073445,537.6827683615819,494.26355932203387,499.1378531073446,454.8587570621469,488.84734463276834,0.8318681318681319,0
BANANEIRAS,PB,1398,467.19878397711017,541.7030042918456,496.43304721030046,500.9644492131617,480.48640915593705,497.35713876967094,1.024592549476135,0
BANDEIRANTES,PR,1043,485.204506232023,559.3372003835091,515.3927133269415,520.7520613614573,480.63279002876317,512.2638542665388,1.9596839546191247,1
BARAÚNA,RN,594,464.6370370370371,547.046632996633,501.89915824915823,503.2284511784512,463.7037037037037,496.1029966329967,1.121967654986523,0
BARBACENA,MG,5194,508.6493453985368,586.8007316134001,540.3736811705814,559.5147477859068,541.3169041201386,547.3310820177128,1.9592150979153506,2
BARBALHA,CE,1793,489.41611823759064,556.7472950362521,513.3540435025097,524.9234244283324,515.7166759620748,520.031511433352,1.2811715481171548,1
BARCARENA,PA,3254,475.0049477566073,551.5419483712354,505.8683159188691,500.069668100799,474.34542102028274,501.3660602335587,1.3600617723924924,1
BARCELOS,AM,105,463.0704761904762,538.2285714285714,493.5857142857143,488.6819047619048,449.14285714285717,486.5419047619048,1.278497409326425,0
BARRA,BA,769,458.5527958387516,530.9300390117036,486.31651495448637,492.9301690507152,461.56046814044214,486.05799739921974,1.0163329820864067,0
BARRA BONITA,SP,829,512.1512665862485,592.0347406513872,547.4416164053076,559.2856453558504,544.3425814234017,551.051170084439,2.405741869918699,2
BARRA DA ESTIVA,BA,1115,470.7364125560538,543.3391031390134,499.10538116591925,508.0721076233184,489.0224215246637,502.05508520179364,1.1320960698689957,1
BARRA DE SÃO FRANCISCO,ES,1003,479.3479561316052,552.8787637088734,510.20777666999004,518.9837487537388,484.22731804586243,509.129112662014,1.5908163265306123,1
BARRA DO BUGRES,MT,544,464.1058823529412,544.8685661764706,498.3919117647059,493.6007352941176,442.9779411764706,488.7890073529412,1.8611516034985423,0
BARRA DO CHOÇA,BA,590,472.2783050847458,553.540847457627,503.50694915254235,505.9713559322033,487.2542372881356,504.5103389830509,1.1648527528809218,1
BARRA DO CORDA,MA,1485,460.3028956228957,533.8721212121212,491.56154882154885,491.6657239057239,443.8249158249158,484.2454410774411,1.0141118591403417,0
BARRA DO GARÇAS,MT,2492,480.40244783306576,556.626444622793,515.3102327447833,510.6236356340289,470.6902086677368,506.73059390048155,1.7235828712261245,1
BARRA DO PIRAÍ,RJ,1135,503.27127753303967,583.2773568281939,541.0855506607929,546.5026431718062,551.8237885462555,545.1921233480176,1.9267659279778393,2
BARRA DO TURVO,SP,87,472.4850574712643,557.2977011494253,530.203448275862,497.9494252873563,507.81609195402297,513.1503448275861,1.4871794871794872,1
BARRA MANSA,RJ,2458,504.39121236777873,584.6991456468674,540.7875915378356,551.7962571196094,564.1578519121236,549.1664117168428,2.135413290113452,2
BARRAS,PI,2094,456.49173829990445,526.2355778414518,479.70850047755494,485.8643266475645,445.15759312320915,478.69154727793705,0.7554298642533936,0
BARREIRA,CE,508,471.77834645669293,549.734842519685,503.90570866141735,510.97185039370083,469.76377952755905,501.23090551181105,0.7406896551724138,1
BARREIRAS,BA,6541,483.40402079192785,555.0848646995872,512.7806451612903,515.3379911328543,528.8854915150589,519.0986026601437,1.5212930931647382,1
BARREIRINHA,AM,360,454.26694444444445,516.585,473.89222222222224,474.25138888888887,435.72222222222223,470.9435555555556,0.7341463414634146,0
BARREIRINHAS,MA,842,462.670783847981,535.5163895486936,489.8054631828979,495.5285035629454,446.48456057007127,486.00114014251784,0.9574468085106383,0
BARREIROS,PE,1604,469.0072319201995,534.5812344139651,498.3180798004987,506.64364089775563,472.2194513715711,496.153927680798,1.0906024096385543,0
BARRETOS,SP,2188,507.1581352833638,576.7818555758683,534.1838665447898,548.6730804387569,524.9542961608776,538.3502468007313,2.367986798679868,2
BARRINHA,SP,464,486.23318965517245,560.0780172413794,519.3127155172414,525.9217672413794,484.1810344827586,515.1453448275862,2.017467248908297,1
BARRO,CE,666,473.22072072072075,542.8129129129129,501.0972972972973,512.9746246246245,501.021021021021,506.2253153153153,0.8894366197183099,1
BARROQUINHA,CE,403,465.5379652605459,554.5002481389579,498.8818858560794,506.1461538461538,490.62034739454094,503.1373200992556,0.6742761692650334,1
BARUERI,SP,5634,500.90922967696133,585.6963258785943,547.1070465033724,549.1981008164714,525.9424920127796,541.7706389776358,2.197098302408212,2
BARÃO DE COCAIS,MG,819,494.47448107448105,576.3301587301588,533.3413919413919,543.0814407814408,506.25152625152623,530.6957997557998,2.084812108559499,2
BARÃO DE GRAJAÚ,MA,618,458.2809061488673,531.576213592233,484.03446601941744,481.6972491909385,437.24919093851133,478.56760517799347,0.9313380281690141,0
BATAGUASSU,MS,453,477.0490066225166,543.480353200883,499.91214128035324,499.9145695364238,437.74834437086093,491.6208830022075,1.7296954314720812,0
BATALHA,AL,1290,456.69147286821703,527.6916279069767,485.44852713178295,492.4143410852713,443.984496124031,481.2460930232558,0.9081237911025145,0
BATATAIS,SP,1383,508.8273318872017,586.6142443962401,542.130730296457,553.4475777295734,543.5140997830803,546.9067968185105,2.4082936979785967,2
