COD_MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,NOTA_GERAL_MEDIA,MUNICIPIO,RENDA_FAMILIAR_SM_MEDIA,CLUSTER
1100015,RO,231,483.40779220779217,501.6640692640692,515.9350649350649,498.75108225108227,587.7922077922078,517.5100432900433,ALTA FLORESTA D'OESTE,1.2772232304900182,1
1100023,RO,1358,478.4824005891016,495.37120765832105,511.87923416789397,494.0232695139911,546.0824742268042,505.16771723122235,ARIQUEMES,1.395422630299757,1
1100049,RO,1402,492.7230385164051,509.477817403709,523.1907275320971,516.8933666191156,576.4764621968616,523.7522824536377,CACOAL,1.5290219378427787,1
1100056,RO,181,480.71325966850833,492.9204419889503,503.2414364640884,501.8381215469613,553.9226519337017,506.52718232044197,CEREJEIRAS,1.4617158671586716,1
1100064,RO,243,493.5106995884774,513.8411522633745,517.8979423868312,518.2024691358024,583.8683127572017,525.4641152263374,COLORADO DO OESTE,1.6633574007220218,1
1100098,RO,296,491.84831081081086,518.4260135135136,504.64628378378376,516.810472972973,585.0675675675676,523.3597297297298,ESPIGÃO D'OESTE,1.3771428571428572,1
1100106,RO,1042,452.2557581573896,467.18541266794625,486.9501919385796,459.82485604606524,503.12859884836854,473.86896353166986,GUAJARÁ-MIRIM,1.083543165467626,0
1100114,RO,710,467.287323943662,487.7233802816901,502.54338028169013,485.86661971830983,531.2957746478874,494.9432957746479,JARU,1.4020368574199806,0
1100122,RO,1733,483.5757068667051,495.9164454702827,511.86237738026546,503.6851125216388,556.6878245816503,510.34549336410845,JI-PARANÁ,1.5077602230483271,1
1100130,RO,294,474.7187074829932,489.6857142857143,498.1938775510204,481.15612244897954,526.530612244898,494.05700680272105,MACHADINHO D'OESTE,1.3142476697736352,0
1100148,RO,175,482.94628571428575,504.05600000000004,512.1228571428571,502.1171428571429,539.0857142857143,508.0656,NOVA BRASILÂNDIA D'OESTE,1.1553398058252426,1
1100155,RO,567,477.4848324514992,492.87354497354494,509.03668430335097,499.35696649029984,543.668430335097,504.4840917107584,OURO PRETO DO OESTE,1.4511790714812085,1
1100189,RO,374,486.24144385026733,500.06042780748663,516.3860962566845,508.23235294117643,563.7967914438502,514.943422459893,PIMENTA BUENO,1.5740045078888054,1
1100205,RO,9636,476.32178289746787,494.7291199667912,511.39149024491496,490.0841116645911,561.0128684101287,506.7078746367788,PORTO VELHO,1.4094088904367619,1
1100254,RO,311,478.44758842443736,496.83118971061094,509.9836012861736,491.6881028938907,538.0064308681672,502.9913826366559,PRESIDENTE MÉDICI,1.3880057803468209,1
1100288,RO,920,484.95217391304345,506.0725,504.0466304347826,497.7083695652174,567.6521739130435,512.0863695652174,ROLIM DE MOURA,1.368798449612403,1
1100304,RO,1107,490.1336043360434,509.83288166214993,522.3552845528455,514.7829268292683,540.7046070460705,515.5618608852755,VILHENA,1.6285350678733033,1
1100320,RO,218,470.0275229357798,487.6243119266055,503.1926605504587,481.3688073394495,544.954128440367,497.43348623853217,SÃO MIGUEL DO GUAPORÉ,1.2716450216450217,0
1100346,RO,208,465.0105769230769,486.66923076923075,499.0365384615385,475.9576923076923,552.7884615384615,495.89250000000004,ALVORADA D'OESTE,1.37858347386172,0
1100403,RO,87,461.7758620689655,481.8471264367816,505.8551724137931,480.9459770114943,525.5172413793103,491.18827586206896,ALTO PARAÍSO,1.170909090909091,0
1100452,RO,249,470.7196787148594,484.83574297188756,503.8815261044177,482.2943775100402,522.570281124498,492.8603212851405,BURITIS,1.2861366622864652,0
1101302,RO,192,468.31666666666666,487.77500000000003,501.83177083333334,491.8520833333334,554.375,500.83010416666673,MIRANTE DA SERRA,1.204639175257732,0
1101401,RO,124,453.31693548387096,476.19032258064516,493.8491935483871,469.31532258064516,521.7741935483871,482.8891935483871,MONTE NEGRO,1.403076923076923,0
1101492,RO,224,459.2625,480.3276785714285,486.30357142857144,478.8142857142857,527.3214285714286,486.4058928571429,SÃO FRANCISCO DO GUAPORÉ,1.2094890510948906,0
1200013,AC,226,463.4942477876106,482.5938053097345,496.53982300884957,480.9300884955752,529.3805309734513,490.58769911504424,ACRELÂNDIA,0.9581866197183099,0
1200104,AC,258,467.7841085271318,490.30697674418604,507.2984496124031,487.38837209302324,548.2945736434109,500.21449612403103,BRASILÉIA,1.1940247252747254,0
1200203,AC,2799,456.3784208645945,471.8698463737049,495.44119328331544,462.04916041443374,549.7320471596998,487.09413361914966,CRUZEIRO DO SUL,0.9836842105263158,0
1200252,AC,153,477.7196078431373,498.9013071895424,512.4830065359477,477.34771241830066,546.0130718954248,502.4929411764706,EPITACIOLÂNDIA,1.1468446601941749,1
1200302,AC,320,453.28656250000006,476.636875,496.52124999999995,468.028125,543.75,487.6445625,FEIJÓ,0.9579475308641975,0
1200328,AC,41,444.5634146341463,468.619512195122,488.85853658536587,441.09268292682924,514.1463414634146,471.45609756097554,JORDÃO,0.8932038834951457,0
1200336,AC,382,451.75628272251305,456.5921465968587,485.2712041884817,451.87120418848167,551.9895287958116,479.4960732984293,MÂNCIO LIMA,0.7802083333333333,0
1200351,AC,89,438.41235955056175,459.2808988764045,473.1539325842696,450.85168539325844,515.9550561797753,467.53078651685394,MARECHAL THAUMATURGO,0.8638743455497382,0
1200385,AC,184,451.13695652173914,458.9945652173913,487.3760869565217,465.9701086956522,510.8695652173913,474.86945652173915,PLÁCIDO DE CASTRO,0.9789603960396039,0
1200393,AC,61,437.9131147540984,451.2049180327869,479.4688524590164,438.01967213114756,550.1639344262295,471.3540983606557,PORTO WALTER,1.03125,0
1200401,AC,11705,471.5704656129859,492.3247330200769,511.91705254164884,480.7225544639043,556.5894916702264,502.6248594617685,RIO BRANCO,1.1992878483043243,1
1200435,AC,32,458.684375,485.396875,477.225,474.934375,517.5,482.7481250000001,SANTA ROSA DO PURUS,1.527027027027027,0
1200450,AC,407,454.78697788697787,476.17788697788694,497.8110565110565,462.4312039312039,523.0958230958231,482.86058968058967,SENADOR GUIOMARD,0.9805801376597837,0
1200500,AC,487,452.911704312115,469.9958932238193,500.0369609856263,461.7858316221766,524.312114989733,481.808501026694,SENA MADUREIRA,0.9547038327526133,0
1200609,AC,499,446.61963927855714,468.67154308617233,488.4340681362726,457.94789579158316,519.7194388777555,476.27851703406816,TARAUACÁ,0.9223710317460317,0
1200708,AC,135,476.6585185185185,485.43777777777774,500.2118518518519,492.8274074074074,564.2962962962963,503.8863703703704,XAPURI,1.1186305732484076,1
1200807,AC,160,449.335625,467.98375,485.456875,448.19375,497.0,469.59400000000005,PORTO ACRE,0.7893586005830904,0
1300029,AM,104,440.65769230769234,468.525,474.8798076923077,453.9163461538462,511.7307692307692,469.9419230769231,ALVARÃES,0.725130890052356,0
