CLUSTER,QTD_MUNICIPIOS,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,592,480.81966484931496,482.44856653890423,475.0930080329316,473.9319247501944,470.2485586488293,0.9789461275030186
1,636,500.1282847293292,509.06635483778393,500.1992429922392,503.19982981930343,511.41044883112534,1.4580054719636772
2,497,523.5943410424678,537.1850542240377,525.0134311131126,540.5439243218256,547.5716133551658,2.175355423589571
