COD_MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,NOTA_GERAL_MEDIA,MUNICIPIO,RENDA_FAMILIAR_SM_MEDIA,CLUSTER
1100015,RO,818,460.2388753056235,512.1541564792176,501.2451100244499,468.4991442542787,485.6234718826406,485.55215158924204,ALTA FLORESTA D'OESTE,1.423643054277829,0
1100023,RO,3820,465.2039267015707,520.6431151832461,508.6179057591623,473.79366492146596,502.40575916230364,494.1328743455497,ARIQUEMES,1.6757874800637957,1
1100049,RO,5237,467.90929921710904,522.7379224746993,511.44811915218634,479.1435363757877,502.2537712430781,496.6985296925721,CACOAL,1.7264204952053814,1
1100056,RO,594,467.31380471380476,515.6282828282829,501.99343434343433,469.07474747474754,508.04713804713805,492.4114814814815,CEREJEIRAS,1.532035175879397,1
1100064,RO,620,476.2088709677419,519.6837096774194,511.7885483870968,485.6733870967742,508.7741935483871,500.42574193548387,COLORADO DO OESTE,1.9051724137931034,1
1100098,RO,1006,461.28986083499,516.4458250497017,504.5256461232604,481.37664015904573,497.12326043737573,492.1522465208747,ESPIGÃO D'OESTE,1.6100616808018504,1
1100106,RO,2712,448.3901548672567,500.4693584070796,491.6884587020649,449.7727507374631,473.5766961651917,472.77948377581123,GUAJARÁ-MIRIM,1.3344438400870275,0
1100114,RO,1941,456.13688820195773,510.8667181865018,503.24523441524985,467.1692426584235,490.56156620298816,485.5959299330242,JARU,1.57401185770751,0
1100122,RO,6209,462.58540827830564,521.492913512643,508.22770172330485,479.438444193912,503.3200193267837,495.01289740698974,JI-PARANÁ,1.7802384482332592,1
1100130,RO,684,457.63084795321635,511.9570175438596,498.0385964912281,463.6526315789474,471.90058479532166,480.6359356725146,MACHADINHO D'OESTE,1.326287657920311,0
1100148,RO,646,461.0791021671826,511.9034055727554,499.996439628483,474.75448916408675,477.6780185758514,485.0822910216719,NOVA BRASILÂNDIA D'OESTE,1.2971864009378664,0
1100155,RO,1826,461.1355969331873,515.5112814895947,503.85569550930995,473.0063526834611,494.5635268346112,489.6144906900328,OURO PRETO DO OESTE,1.6100537856847332,0
