CLUSTER,QTD_UFS,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,7,470.08452091017165,498.60398156972815,480.2489236615556,498.21496336538075,608.7307669246136,1.2838590488319905
1,12,482.27926064611637,511.32040232874147,493.6030262023035,520.3724400702273,633.1184027910143,1.359768676930419
2,8,505.3072212776987,540.468865046784,520.8169239490695,553.6366936793851,646.0366162086234,2.535056107492388
