CLUSTER,QTD_MUNICIPIOS,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,478,452.8002277742434,474.6702448032558,458.5776385623484,478.64202021275736,581.6833962520903,1.0553814382092441
1,708,475.3738665405222,503.4906107670586,487.69486273725056,511.8332403979982,618.7348028299976,1.5886722622873521
2,561,503.81847199943604,537.5056455351108,518.9661292080837,554.9576509852983,649.2611650247301,2.6388988953479027
