MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,MEDIA_GERAL,RENDA_FAMILIAR_SM_MEDIA,CLUSTER
CAXAMBU,MG,694,504.56080691642654,538.5435158501441,525.2172910662824,561.7260806916427,669.3371757925072,559.8769740634004,1.6648230088495575,2
CAXIAS,MA,3899,467.89756347781486,490.1448576558092,485.37550654013853,475.343934342139,576.7632726340087,499.105026929982,0.9191347577744869,0
CAXIAS DO SUL,RS,3912,521.7739519427403,554.582745398773,548.5541666666667,579.710173824131,670.2147239263803,574.9671523517383,2.6283738567923267,2
CAÇADOR,SC,452,505.8480088495575,542.1451327433629,528.9975663716814,543.3157079646018,619.3362831858407,547.9285398230088,2.6518375241779495,2
CAÇAPAVA,SP,822,515.7329683698297,554.3414841849149,547.7749391727494,574.0125304136253,639.6593673965937,566.3042579075426,2.4568527918781724,2
CAÇAPAVA DO SUL,RS,501,489.7640718562874,518.8894211576846,519.333133732535,519.1045908183632,595.6087824351298,528.54,1.7958715596330275,1
CEARÁ-MIRIM,RN,1781,476.69724873666485,506.40999438517684,500.0996069623807,497.02919708029196,576.0471645143178,511.25664233576646,1.0841388400702987,1
CEDRO,CE,537,460.7322160148976,471.4895716945996,477.5163873370577,477.06126629422715,561.5642458100559,489.67273743016756,0.7487157534246576,0
CEREJEIRAS,RO,228,480.6552631578947,505.0578947368421,502.08991228070175,499.91535087719296,617.8070175438596,521.1050877192982,1.9169675090252707,1
CERES,GO,1322,496.234795763994,518.1538577912254,514.5588502269289,538.055900151286,665.7639939485628,546.5534795763995,1.7790574060949682,2
CERQUEIRA CÉSAR,SP,212,516.9915094339623,550.2933962264151,546.0683962264151,582.1070754716981,640.4716981132076,567.1864150943396,2.3931095406360425,2
CERQUILHO,SP,418,517.6122009569378,551.538038277512,543.7423444976076,573.5535885167463,639.9521531100479,565.2796650717704,2.5637931034482757,2
CERRO LARGO,RS,625,500.81728,526.9726400000001,517.844,555.3104,656.64,551.5168639999999,2.1252319109461966,2
CHAPADA DOS GUIMARÃES,MT,221,488.27058823529416,512.4466063348416,508.55113122171946,504.9348416289593,591.5837104072398,521.1573755656109,1.8910788381742738,1
CHAPADINHA,MA,1735,452.9661095100864,476.7500864553314,471.39682997118155,461.3579250720461,561.5561959654178,484.80542939481273,0.7523364485981309,0
CHAPADÃO DO SUL,MS,503,479.51988071570577,498.08031809145126,500.15685884691845,508.8504970178926,578.6481113320079,513.0511332007952,2.4365458015267176,1
