MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,MEDIA_GERAL,RENDA_FAMILIAR_SM_MEDIA
CAPIM GROSSO,BA,1155,488.1307359307359,498.1348917748918,489.40484848484846,483.9714285714286,507.030303030303,493.33444155844154,0.9608616504854369
CAPITÃO POÇO,PA,2248,480.6063167259787,484.3682829181494,472.3305604982207,470.88136120996444,484.47508896797154,478.532322064057,0.846867936712948
CAPIVARI,SP,1023,526.0613880742914,540.0785923753666,527.674193548387,539.2935483870968,545.2199413489736,535.6655327468231,2.526391901663051
CAPÃO BONITO,SP,923,500.8668472372697,524.4,519.0005417118093,521.1911159263273,521.5384615384615,517.3993932827735,1.7464472700074793
CAPÃO DA CANOA,RS,1079,508.66784059314176,526.8990732159407,525.4553290083411,523.4501390176089,529.1010194624653,522.7146802594996,2.0132716049382715
CAPÃO DO LEÃO,RS,496,499.57782258064515,507.8633064516129,508.6810483870967,496.1774193548387,488.4274193548387,500.14540322580643,1.5497644287396937
CARACARAÍ,RR,146,488.5705479452055,489.06301369863013,482.06232876712335,475.43904109589045,450.82191780821915,477.19136986301373,1.151
CARAGUATATUBA,SP,2045,510.88136919315406,532.218630806846,527.3964303178484,531.6688997555012,507.92176039119806,522.0174180929096,1.9423377028714108
CARANGOLA,MG,1889,509.54351508734777,518.8874536791953,505.9622022233986,517.3499205929063,541.0693488618317,518.562488088936,1.4152523447967842
CARAPICUÍBA,SP,6683,495.70101750710757,515.4789016908574,515.1503217118061,501.4562920843932,504.3064491994613,506.4185964387251,1.8725994670587154
CARATINGA,MG,3685,515.874816824966,525.1665943012212,511.133487109905,524.5800271370421,541.9158751696065,523.734160108548,1.417388676203909
CARAUARI,AM,239,475.0046025104603,462.8083682008368,462.83807531380756,469.91255230125523,493.38912133891216,472.79054393305444,1.1095800524934383
CARAVELAS,BA,255,485.81686274509804,491.5027450980392,484.5870588235294,477.8713725490196,470.5098039215686,482.0575686274509,1.1017156862745099
CARAZINHO,RS,1542,521.1348249027237,535.4639429312581,522.1441634241246,533.5856679636835,538.9364461738003,530.2530090791181,2.3207867897037397
CARAÚBAS,RN,1485,485.87925925925924,483.0886195286195,478.5987205387205,477.5822222222222,480.3771043771044,481.1051851851852,0.896511017838405
CAREIRO,AM,254,475.4287401574803,473.2456692913386,464.15787401574806,468.6657480314961,445.748031496063,465.4492125984252,0.9503676470588235
CAREIRO DA VÁRZEA,AM,156,475.9871794871795,468.5410256410256,459.1961538461539,465.56987179487174,430.12820512820514,459.8844871794872,1.092557251908397
CARIACICA,ES,7994,508.3166374781086,521.6444833625219,510.71033274956216,516.5850637978484,510.6855141356017,513.5884063047286,1.7228310126060806
CARIDADE,CE,812,483.9918719211823,490.1252463054187,484.2683497536946,494.5100985221675,517.6108374384237,494.10128078817735,0.7782208588957055
CARINHANHA,BA,1098,473.9583788706739,467.7314207650273,462.3255009107468,462.5889799635701,452.95081967213116,463.91102003642993,0.7574497574497574
CARIRA,SE,863,475.8278099652376,483.13522595596754,470.62352259559674,473.29096176129775,492.37543453070685,479.05059096176126,0.835514440433213
CARIRIAÇU,CE,779,492.5120667522465,494.14646983311934,483.91861360718866,495.1326059050064,506.5211810012837,494.44618741976893,0.7185124864277959
CARIRÉ,CE,921,487.5677524429968,494.37296416938113,486.8935939196526,504.34614549402824,499.6742671009772,494.57094462540715,0.7976653696498055
CARLINDA,MT,151,493.28609271523175,502.45364238410593,478.969536423841,485.7682119205298,455.49668874172187,483.19483443708606,1.671875
CARLOS BARBOSA,RS,635,526.3818897637796,554.1266141732284,532.1291338582677,558.5811023622048,578.1102362204724,549.8657952755905,3.014857881136951
CARLOS CHAGAS,MG,448,494.72165178571424,501.9904017857143,497.81808035714283,486.2917410714286,498.3482142857143,495.83401785714284,1.3776771004942339
CARMO DO PARANAÍBA,MG,769,527.1840052015605,537.874122236671,519.6868660598179,543.2772431729519,579.8959687906372,541.5836410923278,2.1822849807445444
CARMÉSIA,MG,141,513.9737588652482,523.641134751773,514.2177304964539,524.6943262411347,545.531914893617,524.4117730496453,1.4437086092715232
CARMÓPOLIS,SE,470,489.52276595744684,488.98021276595745,483.77404255319146,478.151914893617,487.27659574468083,485.5411063829787,1.0862619808306708
CARNAÍBA,PE,832,489.7405048076923,491.83978365384615,491.5950721153846,513.8426682692308,509.1105769230769,499.2257211538461,0.9205082742316785
CAROLINA,MA,607,486.05963756177925,498.5011532125206,485.0594728171334,478.90708401976934,493.3113673805601,488.3677429983525,1.1751179245283019
CARPINA,PE,3820,495.2733769633508,500.57303664921466,493.06151832460733,499.700942408377,492.565445026178,496.2348638743456,1.202217203859577
CARUARU,PE,11317,507.47680480692765,520.9260316338252,513.3319872757797,520.6942210833259,537.8527878413007,520.0563665282318,1.3996445815450644
CARUTAPERA,MA,990,473.0936363636364,471.68030303030304,464.0155555555556,464.949494949495,463.85858585858585,467.5195151515151,0.7787356321839081
CASA BRANCA,SP,439,519.5296127562642,528.4578587699317,523.0077448747153,538.5496583143507,538.5876993166287,529.6265148063782,2.291245791245791
CASA NOVA,BA,1133,483.60264783759936,486.0571932921448,476.9065313327449,477.2499558693733,472.10944395410417,479.18515445719333,0.9732550554468362
CASCAVEL,PR,9166,521.4760637137246,532.4799803622082,519.5506218634082,533.1547348898101,542.4350861880864,529.8192974034475,2.1098286332251894
CASIMIRO DE ABREU,RJ,548,513.843795620438,527.6697080291971,518.4069343065694,531.7828467153284,538.029197080292,525.9464963503649,1.7493103448275862
CASSILÂNDIA,MS,495,497.4824242424242,503.51878787878786,495.6830303030303,503.789898989899,484.44444444444446,496.9837171717172,1.70234375
CASTANHAL,PA,7172,506.083700501952,513.1865030674846,500.0446319018405,495.1133714445064,552.6324595649749,513.4121332961516,1.2815172552570682
CASTELO,ES,949,527.7393045310853,534.1717597471022,514.2683877766069,539.9606954689147,561.7281348788198,535.5736564805057,1.8440812720848057
CASTELO DO PIAUÍ,PI,1060,481.4025471698113,485.52349056603776,474.8884905660377,475.6333018867924,469.07547169811323,477.3046603773585,0.767998417721519
CASTRO,PR,1138,524.0949033391915,537.401230228471,524.7128295254832,527.5183655536028,518.4182776801406,526.429121265378,2.287359900373599
CASTRO ALVES,BA,642,482.92227414330216,492.38660436137076,482.3755451713395,476.35654205607483,488.5981308411215,484.52781931464176,0.8885172798216276
CATAGUASES,MG,1363,535.2484959647835,543.994497432135,527.059280997799,563.1972120322818,579.1636096845194,549.7326192223037,1.9679955081414935
CATALÃO,GO,3408,522.93125,530.1427816901409,518.1328345070423,527.9924295774648,552.87558685446,530.4149765258215,2.0014659449706813
CATANDUVA,SP,2497,537.6721665999198,549.8193832599119,536.0323988786544,557.9831397677212,571.6539847817381,550.6322146575891,2.5921052631578947
CATENDE,PE,1277,481.2671887235708,486.81198120595144,485.09068128426003,477.24933437744716,479.27956147220044,481.93974941268596,0.9718582489577129
CATOLÉ DO ROCHA,PB,1858,492.9031216361679,494.169052744887,484.1448869752422,489.5611410118407,520.7642626480086,496.3084930032293,1.0331497797356828
CATU,BA,1434,504.16408647140867,510.29218967921895,498.8571129707113,500.31834030683405,521.1576011157601,506.95786610878656,1.2029397233201582
CAUCAIA,CE,8463,499.01902398676594,512.8365236913623,505.96734018669497,508.7350821221789,521.8291386033321,509.67742171806685,1.1973246135552913
CAXAMBU,MG,1116,515.9519713261649,535.2705197132617,520.3941756272402,545.9306451612903,541.7741935483871,531.8643010752688,1.5669675090252708
CAXIAS,MA,6848,486.22280957943923,484.0450204439252,478.37372955607475,473.73852219626167,467.5496495327103,477.9859462616822,0.8831741366642175
CAXIAS DO SUL,RS,6720,530.9475595238096,547.0945535714286,536.9550297619047,550.820699404762,575.5446428571429,548.2724970238096,2.5291802541324637
CAÇADOR,SC,624,526.3360576923077,535.9320512820512,524.443108974359,532.7650641025641,528.4935897435897,529.5939743589745,2.459287531806616
CAÇAPAVA,SP,1430,519.755944055944,542.0806993006993,533.2122377622378,542.2030069930071,538.6853146853147,535.1874405594406,2.472130242825607
CAÇAPAVA DO SUL,RS,824,508.34368932038836,517.7288834951456,514.2241504854369,517.1108009708738,501.1407766990291,511.7096601941747,1.7586730268863833
CEARÁ-MIRIM,RN,2372,493.1218381112985,496.66193086003375,492.048018549747,490.7823355817875,492.8752107925801,493.0978667790893,1.1425775587126703
CEDRO,CE,917,479.0929116684842,476.5226826608506,474.85517993456926,478.34263904034896,438.9312977099237,469.5489422028353,0.8246471226927253
CEREJEIRAS,RO,398,503.76080402010047,504.97738693467335,492.38994974874373,498.47336683417086,483.96984924623115,496.71427135678397,1.58375
CERES,GO,1939,516.9456420835483,517.5729757607014,508.46064981949456,530.1282104177411,551.4388860237235,524.9092728210418,1.7665335108743898
CERQUEIRA CÉSAR,SP,399,516.7508771929824,532.4245614035087,525.1734335839599,537.6814536340852,513.734335839599,525.1529323308271,2.2016695957820738
CERQUILHO,SP,780,529.4921794871796,544.8296153846154,535.0944871794871,551.6615384615385,532.2051282051282,538.6565897435897,2.611280487804878
CERRO LARGO,RS,1123,512.9054318788959,526.0412288512912,505.9318788958148,523.8408726625112,536.3846838824577,521.020819234194,1.9569954128440368
CHAPADA DOS GUIMARÃES,MT,453,501.8576158940397,513.050110375276,498.3845474613687,497.9068432671081,487.9911699779249,499.83805739514344,1.6560178306092124
CHAPADINHA,MA,2687,479.28935615928543,478.1656494231485,469.96375139560854,469.11417938221064,460.89318943059175,471.48522515816893,0.756578947368421
CHAPADÃO DO SUL,MS,788,503.97195431472085,507.30126903553304,498.34187817258885,503.90520304568525,485.6852791878173,499.84111675126906,2.135593220338983
CHAPECÓ,SC,4044,529.2963649851632,543.9496785361029,526.5282888229475,548.0189910979228,545.0840751730959,538.5754797230466,2.5243070593330446
CHARQUEADAS,RS,899,512.9091212458287,519.1931034482758,521.1578420467187,527.0825361512792,527.7864293659621,521.625806451613,2.3182509505703424
CHAVAL,CE,402,479.01194029850745,488.16716417910453,482.8495024875622,484.31393034825874,478.70646766169153,482.60980099502495,0.8832007952286283
CHOPINZINHO,PR,702,508.9494301994302,525.2205128205128,506.04558404558406,518.1595441595441,503.2193732193732,512.3188888888889,2.1524463007159906
CIANORTE,PR,2318,510.182614322692,515.0470232959448,507.49547023295946,509.1954702329595,525.95340811044,513.5747972389992,2.505704041720991
CIDADE OCIDENTAL,GO,1359,493.44709345106696,500.3909492273731,502.46732891832227,486.20456217807214,485.97498160412067,493.696983075791,1.4795845272206303
CLEVELÂNDIA,PR,254,508.3051181102362,521.367716535433,507.5787401574803,496.955905511811,532.0472440944882,513.2509448818898,2.0074626865671643
CLÁUDIO,MG,1019,518.534445534838,532.6400392541707,519.5315996074582,545.1526005888126,544.9263984298332,532.1570166830226,1.934123025768911
COARACI,BA,854,490.47868852459015,499.5927400468384,490.6105386416862,483.138056206089,490.7025761124122,490.9045199063232,0.9796488427773344
COARI,AM,1599,476.1393996247655,465.77579737335833,462.4828017510944,455.5138836772983,457.0606629143214,463.39450906816757,0.9110624751293275
COCOS,BA,655,482.26167938931303,486.35923664122134,474.51603053435116,486.3421374045801,455.32824427480915,476.9614656488549,0.7916164053075995
CODAJÁS,AM,295,475.5728813559322,465.7294915254238,464.3949152542373,471.533220338983,464.8813559322034,468.42237288135595,0.9933252427184466
CODÓ,MA,3175,480.7325354330709,478.05952755905514,474.29464566929136,469.72985826771657,457.4614173228346,472.0555968503937,0.8123044255699597
COELHO NETO,MA,1225,479.63599999999997,483.2422040816326,476.6461224489796,472.2182040816327,480.8326530612245,478.51503673469387,0.8188775510204082
COLATINA,ES,3718,526.2792899408283,537.0136094674557,518.0417697686928,537.4591984938139,563.4696073157612,536.4526949973103,1.8480122647494184
COLINAS,MA,1180,472.9217796610169,464.81610169491523,458.2552542372881,460.6946610169491,437.08474576271186,458.75450847457626,0.7494845360824742
COLINAS DO TOCANTINS,TO,1025,487.0531707317073,493.8683902439024,482.972,488.1220487804878,482.3414634146341,486.8714146341464,1.261199172984149
COLNIZA,MT,278,482.41906474820144,493.51258992805754,475.3762589928058,483.6345323741007,450.50359712230215,477.08920863309356,1.345876288659794
COLOMBO,PR,3478,509.9239792984474,531.3325474410581,522.6271707878091,519.6621334100057,520.1840138010351,520.7459689476711,2.1573148148148147
COLORADO,PR,1180,501.4404237288135,502.2951694915255,497.4655084745763,502.50762711864405,512.1694915254237,503.17564406779667,2.255492676431425
COLORADO DO OESTE,RO,472,506.9830508474576,505.28156779661015,491.7279661016949,502.8237288135593,485.33898305084745,498.4310593220338,1.715846994535519
COLÍDER,MT,728,496.0960164835165,507.2366758241758,492.1703296703297,496.54244505494506,505.05494505494505,499.4200824175824,2.021494370522006
COMODORO,MT,347,496.97723342939486,504.2755043227666,493.9521613832853,493.70259365994235,485.1873198847262,494.8189625360231,1.9033842794759825
CONCEIÇÃO,PB,784,488.2549744897959,489.61441326530615,478.6920918367347,489.1,489.8469387755102,487.10168367346944,0.8542490118577075
CONCEIÇÃO DA BARRA,ES,688,491.9059593023256,499.2181686046511,489.32267441860466,500.1248546511628,492.6744186046512,494.6492151162791,1.3109264853977844
CONCEIÇÃO DA FEIRA,BA,578,487.12352941176476,485.6994809688581,481.95951557093423,471.788062283737,490.7612456747405,483.46636678200696,1.070538057742782
CONCEIÇÃO DO ARAGUAIA,PA,2130,482.7669483568075,481.97201877934276,468.8009389671362,469.7532394366197,457.7276995305164,472.2041690140844,1.0369198312236287
CONCEIÇÃO DO COITÉ,BA,1638,500.38461538461536,512.6168498168498,497.5894993894994,492.63663003663004,535.8241758241758,507.8103540903541,1.0332005312084993
CONCEIÇÃO DO JACUÍPE,BA,891,490.1363636363636,495.24904601571274,492.9290684624018,485.10785634118963,502.0875420875421,493.10197530864195,1.1577669902912622
CONCEIÇÃO DO MATO DENTRO,MG,634,494.57003154574136,505.28454258675083,499.4425867507886,503.4326498422713,499.6845425867508,500.4828706624606,1.5030691964285714
CONCÓRDIA,SC,1510,533.6266887417219,540.7217880794702,522.2796026490066,547.8514569536424,563.6688741721854,541.6296821192052,2.519554753309266
CONCÓRDIA DO PARÁ,PA,639,474.94413145539903,483.9621283255086,473.1464788732394,468.2455399061033,449.5774647887324,469.97514866979657,0.8982623318385651
CONFRESA,MT,773,489.8355756791721,491.1755498059509,479.0315653298836,481.10763260025874,467.5549805950841,481.74106080206985,1.4690849134377577
CONGONHAS,MG,1663,524.3662657847264,540.6295249549008,525.9434756464221,544.6638604930848,551.2206855081179,537.3647624774505,2.1553101503759398
CONSELHEIRO LAFAIETE,MG,4008,531.9431886227544,546.3644211576847,530.0567614770459,554.1169411177646,564.9950099800399,545.4952644710579,2.001778846153846
CONSELHEIRO PENA,MG,657,506.19223744292236,516.8529680365297,507.65235920852354,511.15585996955866,505.4185692541857,509.4543987823439,1.541135573580533
CONTAGEM,MG,15402,526.6000064926633,541.8273600831061,529.8182768471627,541.1839696143358,543.1891962082847,536.5237618491104,2.1067232232890527
CORAÇÃO DE JESUS,MG,762,496.93241469816275,499.57296587926504,491.01049868766404,496.38083989501314,485.48556430446195,493.8764566929134,1.012378640776699
CORAÇÃO DE MARIA,BA,577,483.6824956672443,482.1452339688041,478.19046793760833,465.3187175043328,481.1785095320624,478.1030849220104,0.8831453634085213
CORDEIROS,BA,635,497.53937007874015,507.1047244094488,494.18047244094487,500.651968503937,527.1496062992126,505.3252283464567,1.0199733688415447
COREAÚ,CE,905,486.2119337016575,490.2875138121547,481.2380110497238,500.72541436464087,482.0773480662983,488.108044198895,0.7356244384546271
CORINTO,MG,619,507.0636510500808,512.8339256865913,500.5988691437803,509.0336025848142,510.63004846526655,508.03201938610664,1.3694717444717446
CORNÉLIO PROCÓPIO,PR,2168,508.39257380073803,520.9579335793358,511.7058118081181,517.3056273062731,516.1346863468634,514.8993265682657,1.961565710237336
COROATÁ,MA,1485,477.59670033670034,474.739595959596,468.5896296296296,468.350101010101,470.962962962963,472.047797979798,0.7260448521916412
COROMANDEL,MG,735,520.1703401360544,533.7891156462586,521.2861224489795,537.1042176870748,549.8231292517007,532.4345850340136,1.7914165666266506
CORONEL FABRICIANO,MG,2455,518.7438696537678,533.3237067209776,521.8435030549898,535.5130346232179,556.9450101832994,533.2738248472505,1.8484870317002882
CORONEL VIVIDA,PR,688,508.60203488372093,521.7125,506.2859011627907,510.1786337209303,515.2906976744187,512.4139534883722,2.0975985221674875
CORRENTE,PI,2699,473.837495368655,468.7605409410893,457.25661356057805,455.012263801408,446.53575398295663,460.28053353093736,0.8601297267457908
CORRENTINA,BA,621,493.2486312399356,489.28872785829304,475.7903381642512,484.43896940418676,491.30434782608694,486.81420289855066,0.9122971285892634
CORUMBÁ,MS,3279,496.47017383348583,500.7688014638609,497.9921622445868,487.6703568161025,481.0186032326929,492.7840195181458,1.524002806173582
CORURIPE,AL,1201,478.3388009991674,483.5837635303913,479.9338884263114,475.27527060782677,500.48293089092425,483.52293089092416,1.1027926322043968
COSMÓPOLIS,SP,1132,517.9975265017667,535.9009717314487,527.6391342756184,534.4416961130742,524.6289752650176,528.1216607773852,2.375964010282776
COSTA RICA,MS,341,491.04134897360706,489.46392961876836,485.1161290322581,494.2765395894428,458.8856304985337,483.75671554252193,1.785860655737705
COTIA,SP,5066,518.7956770627713,536.8811093564943,529.2407027240426,533.9157915515199,537.4891433083301,531.2644848006317,2.225044300059067
COXIM,MS,1064,496.18251879699244,491.5448308270677,485.64426691729324,482.76917293233083,450.7894736842105,481.386052631579,1.503960709759189
CRATEÚS,CE,2553,495.21817469643554,501.35644339992166,491.39392871132,498.93141402271834,516.4355660007834,500.6671053662358,0.9649641856119588
CRATO,CE,4094,513.4187347337567,519.6156326331217,506.6395945285784,514.8000244259892,550.0879335613092,520.912383976551,1.2868361679972231
CRICIÚMA,SC,3836,532.761496350365,548.3557612095934,533.2994004171012,558.8842805005214,548.3524504692388,544.3306777893639,2.7549457562220803
CRISTALINA,GO,734,508.08487738419615,509.3295640326976,501.11934604904627,503.35354223433245,515.3133514986376,507.44013623978196,1.7692307692307692
CRISTALÂNDIA,TO,313,484.68722044728435,493.7495207667732,486.0338658146965,488.70862619808304,488.17891373801916,488.27162939297125,1.212962962962963
CRUZ,CE,395,492.04962025316456,508.6875949367089,503.199746835443,542.6908860759494,518.7848101265823,513.0825316455696,0.8925925925925926
CRUZ ALTA,RS,1663,513.3321106434155,520.876007215875,512.7361395069152,514.479073962718,527.9134095009019,517.867348165965,2.0536355475763015
CRUZ DAS ALMAS,BA,2835,500.6989770723104,506.07932980599645,494.98469135802475,494.9457142857143,509.2063492063492,501.18301234567906,1.1796159715157681
CRUZEIRO,SP,1437,530.3030619345859,547.5823938761308,532.6634655532359,551.0319415448852,554.8503827418233,543.2862491301323,2.1564625850340136
CRUZEIRO DO SUL,AC,5359,478.4216458294458,479.12409031535736,477.12099272252283,467.1873670460907,487.84474715431986,477.9397686135473,1.0370568941592027
CUBATÃO,SP,2131,506.415297982168,526.3773815110277,522.545753167527,519.8471140309714,518.6579070858752,518.7686907555138,1.9861660079051384
CUIABÁ,MT,22241,513.5777483026842,520.8553842003507,509.19612877118834,515.622867676813,516.9839485634639,515.2472155029,2.0209069131783424
CUITÉ,PB,2209,500.5100950656406,498.82313263920327,489.3387958352195,495.8085106382979,511.97827071072885,499.291760977818,0.9165160823997108
CUPIRA,PE,837,494.0180406212664,502.1008363201912,490.84898446833927,495.6173237753883,513.2855436081243,499.1741457586619,0.916748046875
CURAÇÁ,BA,635,479.8637795275591,485.01937007874017,473.60582677165354,472.4628346456693,472.6929133858268,476.7289448818898,0.9341692789968652
CURITIBA,PR,41457,544.3114914248498,560.1667631521818,546.0024121378779,567.8575367247992,561.5370142557349,555.9750435390887,2.627944568382047
CURITIBANOS,SC,651,506.45330261136706,522.2179723502304,508.83026113671275,512.5606758832565,502.7035330261137,510.5531490015361,2.096055979643766
CURRAIS NOVOS,RN,3001,501.0989670109963,508.4191602799067,500.03468843718764,496.5738420526491,517.6941019660113,504.76415194935026,1.1693835965359145
CURRALINHO,PA,650,469.7950769230769,467.19584615384616,457.6772307692308,453.0103076923077,441.87692307692305,457.91107692307696,0.835612968591692
CURURUPU,MA,487,482.7166324435318,483.1373716632443,478.2322381930185,468.1254620123203,504.1889117043121,483.28012320328537,0.8669172932330828
CURUÇÁ,PA,1250,481.06535999999994,486.90175999999997,477.73424000000006,466.1048,489.088,480.17883200000006,0.8634887839433294
CURVELO,MG,2609,517.8185128401686,527.9215408202376,515.4532004599463,525.5778075891146,538.2138750479111,524.9969873514757,1.7258765575195596
CUSTÓDIA,PE,789,492.2794676806084,489.37883396704694,483.33219264892267,493.26070975918884,472.3954372623574,486.12932826362487,1.0434010152284263
CÁCERES,MT,2855,500.32521891418565,501.70865148861645,491.64753064798595,490.3899824868651,503.2784588441331,497.4699684763573,1.5410071117228723
CÂNDIDO MOTA,SP,427,524.743325526932,530.963231850117,526.7690866510538,534.8259953161593,540.0936768149883,531.4790632318501,2.17919921875
CÂNDIDO SALES,BA,920,491.70152173913044,494.10565217391303,489.0417391304348,495.800652173913,514.9130434782609,497.11252173913044,1.0645796847635727
CÍCERO DANTAS,BA,1261,487.02379064234736,493.0865186360032,483.9154639175258,483.4279143536875,505.77319587628864,490.6453766851705,0.8605486610058785
DELMIRO GOUVEIA,AL,2193,485.5640674874601,493.76607387140905,485.5087095303238,485.1810305517556,497.7200182398541,489.5479799361606,1.0031783205085312
DIADEMA,SP,9002,502.8728282603866,522.6315152188403,520.0726838480338,513.4523661408576,512.8682514996667,514.379528993557,1.9114388635900224
DIAMANTE,PB,369,477.34336043360435,478.09105691056914,473.48238482384824,466.03929539295393,468.8888888888889,472.76899728997284,0.943158953722334
DIAMANTINA,MG,4086,521.243954968184,527.7625795398923,515.3846304454235,518.7101076847773,531.3607440039158,522.8924033284386,1.6224680170575694
DIAMANTINO,MT,421,498.14275534441805,507.42612826603323,494.2691211401425,502.5318289786223,510.5938242280285,502.59273159144897,1.9752798507462686
DIANÓPOLIS,TO,793,479.1817150063051,485.28675914249686,477.3116015132408,476.68928121059264,480.3530895334174,479.76448928121056,1.202414113277623
DIAS D'ÁVILA,BA,1534,494.7552151238592,508.45254237288134,500.54993481095175,487.9999348109518,498.65710560625814,498.0829465449804,1.2679621848739495
DIONÍSIO CERQUEIRA,SC,587,510.6727427597956,526.1560477001703,511.14616695059624,514.557069846678,516.4565587734241,515.7977172061329,2.021545827633379
DIVINÓPOLIS,MG,7302,536.7518351136674,547.3031498219666,533.0071487263764,566.1889345384826,577.2884141331142,552.1078964667214,2.2326702997275203
DOIS IRMÃOS,RS,580,523.438448275862,547.7298275862069,536.0329310344828,562.6406896551724,574.4827586206897,548.8649310344828,2.869181946403385
DOIS IRMÃOS DO BURITI,MS,204,480.01764705882357,479.0622549019608,473.35686274509806,464.05343137254897,419.3137254901961,463.1607843137255,1.013623978201635
DOIS VIZINHOS,PR,1939,517.1601856627127,528.8313563692625,513.166374419804,527.9140794223827,516.1320268179473,520.6408045384219,2.0888172043010753
DOM ELISEU,PA,785,486.53936305732486,494.0656050955414,486.67286624203825,477.84878980891716,496.50955414012736,488.32723566878974,1.2046296296296297
DOM PEDRITO,RS,800,496.05025,502.99425,500.39925000000005,495.10400000000004,472.65,493.43954999999994,1.5784023668639053
DOM PEDRO,MA,1167,482.6606683804627,488.6640959725793,479.873264781491,484.88543273350473,500.25706940874034,487.26810625535563,0.8981481481481481
DOMINGOS MARTINS,ES,899,536.7565072302558,548.7310344827587,525.3046718576196,562.7898776418242,554.8387096774194,545.6841601779755,1.8270872865275143
DOURADOS,MS,4832,520.6855339403974,527.5075745033113,516.5444329470199,525.302255794702,544.8592715231788,526.979813741722,1.9815109206524744
DRACENA,SP,1454,520.0945667125172,533.6444291609354,521.9233149931224,543.5834250343879,542.9298486932599,532.4351169188445,2.2873529411764704
DUQUE DE CAXIAS,RJ,15970,502.96477770820286,515.3057608015029,512.3825109580464,509.5033625547903,529.0093926111459,513.8331609267377,1.6259284125718603
ECOPORANGA,ES,529,496.478449905482,501.7056710775047,488.41247637051043,497.0226843100189,486.88090737240077,494.1000378071834,1.3712797619047619
EIRUNEPÉ,AM,353,473.5388101983003,467.1101983002833,471.23881019830026,477.1943342776204,458.92351274787535,469.6011331444759,1.211498973305955
ELDORADO,SP,246,488.2613821138211,501.4089430894309,496.6219512195122,498.70040650406503,487.3170731707317,494.46195121951223,1.4848484848484849
ELDORADO DO CARAJÁS,PA,711,476.4201125175809,481.2427566807313,469.45682137834035,463.1808720112517,455.55555555555554,469.17122362869196,1.041326530612245
ELDORADO DO SUL,RS,622,508.20128617363343,519.4771704180064,518.4442122186495,513.2353697749196,496.4630225080386,511.1642122186495,2.059006211180124
EMBU DAS ARTES,SP,4266,496.9357008907642,516.9737927801219,514.1558837318331,499.3819971870605,514.5241443975622,508.39430379746835,1.7737926639286221
EMBU-GUAÇU,SP,1844,500.1092190889371,517.0443600867679,513.3331344902386,512.2286334056399,503.28633405639914,509.2003362255965,1.7300807300807302
ENCANTADO,RS,700,527.462,546.6112857142857,525.6128571428571,552.4391428571429,583.3714285714286,547.0993428571429,2.670514511873351
ENCRUZILHADA DO SUL,RS,378,502.61402116402115,515.1648148148148,512.2100529100529,503.02433862433867,503.4391534391534,507.2904761904762,1.5382352941176471
ENGENHEIRO CALDAS,MG,604,503.76903973509934,513.1279801324503,500.4902317880794,516.1766556291391,524.3046357615895,511.5737086092715,1.333657587548638
ENTRE RIOS,BA,1040,479.17346153846154,488.4135576923077,482.47625,468.7230769230769,476.3269230769231,479.02265384615384,0.9628467635402906
ENTRE RIOS DE MINAS,MG,941,526.1467587672688,538.6001062699256,518.0602550478214,545.696705632306,558.3634431455898,537.3734537725824,1.6672824302134648
ENVIRA,AM,186,475.6188172043011,459.6150537634408,467.3376344086022,462.30752688172043,489.03225806451616,470.7822580645162,0.9590909090909091
EPITACIOLÂNDIA,AC,313,490.9134185303514,494.53769968051114,488.8389776357828,480.57092651757193,495.59105431309905,490.09041533546326,1.3481210855949897
ERECHIM,RS,3483,528.0214757393052,540.6310364628193,524.4667815101924,544.2035601492965,559.1846109675568,539.3014929658341,2.2834234455640208
ERVÁLIA,MG,611,522.962193126023,542.7949263502455,520.2085106382979,543.3708674304419,571.620294599018,540.1913584288053,1.4803921568627452
ESCADA,PE,1808,485.13932522123895,488.5220132743363,486.90824115044245,482.8362831858407,494.60176991150445,487.6015265486726,0.9972677595628415
ESMERALDAS,MG,841,502.90261593341256,520.3615933412603,508.531272294887,510.9385255648038,494.6254458977408,507.47189060642086,1.6806013179571664
ESPERANTINA,PI,1336,481.048502994012,482.75576347305383,476.77559880239517,475.873502994012,476.67664670658684,478.626002994012,0.7899821640903686
ESPERANTINÓPOLIS,MA,816,474.85281862745103,473.9682598039215,460.315931372549,465.1977941176471,451.421568627451,465.1512745098039,0.8628702757916241
ESPERANÇA,PB,2612,497.8629785604901,504.7363705972435,497.75616385911184,499.6295176110261,522.9096477794793,504.57893568147017,0.9877606527651859
ESPIGÃO D'OESTE,RO,725,502.94068965517243,515.6815172413793,497.00786206896555,505.752275862069,505.7655172413793,505.4295724137931,1.6976683937823833
ESPINOSA,MG,635,499.61480314960636,506.8497637795275,497.6396850393701,508.5867716535433,513.3228346456693,505.20277165354327,1.2275510204081632
ESPLANADA,BA,1158,484.6443005181347,487.23929188255613,475.6565630397237,466.64265975820376,480.5699481865285,478.95055267702935,0.8970130678282514
ESPUMOSO,RS,755,516.940927152318,529.1262251655629,510.45549668874173,528.2678145695364,564.158940397351,529.789880794702,2.34641638225256
ESPÍRITO SANTO DO PINHAL,SP,639,531.8486697965571,555.6179968701096,538.2147104851331,558.6546165884193,568.0438184663536,550.4759624413146,2.4701923076923076
