NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA
-0.21629323812910461,-0.1398290067187206,-0.4517056124552236,-0.20380298407199507,-0.5832721134118756
-0.017577379298577958,-0.21027719191503536,-0.1194678581104878,-0.33668476313862905,-0.47270927357236175
0.3937205933236173,0.14292086315732155,0.09729324044692876,-0.015449849470812162,-0.1828932472553289
0.18775664647569518,-0.12909456408380224,-0.2896732659344476,-0.18753944890528645,-0.6429901264019032
0.36070871951931893,-0.11624294156164508,-0.3199072962960198,-0.03760532289041749,-0.6058965295676221
0.14373752343927207,0.3231542764706358,-0.07876457971675509,0.06332631091203064,-0.05248559089198622
-1.1754502331873748,-1.0871097048032117,-0.8485493964790128,-1.1542353926557558,-1.9446464193718813
-0.5848396282153094,-0.5664123750277126,-0.5105999515315437,-0.6921108972740699,-1.0983769308346136
-0.02755350645982319,-0.23665461240275987,-0.16997572794785373,-0.24789010125894095,-0.4476391708316307
-0.26711581304454135,-0.27279718943608683,-0.41058724385685175,-0.43807320626885493,-0.9451194392647725
-0.0339128679115191,-0.44215222453836067,-0.39035668191506834,-0.2805693113896789,-1.367520006797459
-0.05847270053292736,-0.19213072402120057,-0.2224818436868379,-0.22658969337272677,-0.23100557596556523
-0.0633956743369713,-0.3889880000414847,-0.3943789291240224,-0.5258900743801969,-0.552260059609864
-0.12339886427010267,-0.004785084457170376,0.013042520307787986,-0.28531730426907564,-0.16547189321322311
-0.3950629543640623,-0.41570162958808876,-0.491618442866872,-0.29248703531602455,-0.6108660844319737
0.18212029122420478,-0.1029411894560513,-0.19430649714984954,-0.3401857757026805,-0.6798838155095701
0.23773992465152127,0.10982361141074674,0.1770229668127446,-0.04082627983278384,-0.2712194892498039
-0.8239790243231124,-0.9307059255816975,-0.9758327785795003,-0.904789035881302,-1.349563696255487
-0.18364644517021314,-0.33904671592209085,-0.5371755157116332,-0.6804539905878347,-0.5525784101297577
-0.4013148514426016,-0.6265832439354937,-0.776974651558438,-0.9151004748301896,-1.6881107088822291
-0.41641824534985783,-0.494278869076054,-0.43916879369015466,-0.6332988933848372,-1.0280797157011858
-0.37000357541005896,-0.6623362140837528,-0.8030071722125083,-0.5275399146074757,-0.578977419729907
-0.6215669595930792,-0.7190683533353395,-0.6724561458867491,-0.7491145180055949,-1.0254442721013273
-1.0203298248676622,-0.8244197311320385,-1.0016007953207264,-0.9853274571187025,-1.8128248695701792
-0.7567758185486458,-0.7139488599800047,-0.6742044525003054,-0.6424418550100023,-1.132649139614793
-0.823922117573229,-0.7596763232170851,-0.6877595178320931,-0.845661846503062,-0.8631650845968522
-1.172306741917334,-1.2213947403317222,-0.9870350699281552,-1.2658035236999583,-0.5380084947366738
-0.50181869417725,-0.5701707020945628,-0.45185279885036983,-0.8045425293661814,-0.3281397487211675
-1.1911698745972343,-1.0276546284351704,-0.714425971022652,-0.8697172737435813,-0.7540344597747427
-1.985725164692123,-1.657697132087726,-1.9027418094572233,-1.9691982094341767,-2.7483399125016654
-1.5038975712157812,-1.7035666880225557,-1.494736323237002,-1.6489102791421286,-0.6545979592499966
-1.462122298483766,-1.6404791531253375,-2.0051475474164975,-1.7366029261387357,-2.194010320529749
-1.507253555811632,-1.2334017529665005,-0.9789391994682568,-1.1207021407362043,-1.2005135778043807
-1.6175494440338407,-1.9720848899782235,-1.9429799394879919,-1.5746892386006255,-1.3751826021268505
-0.3993147435450078,-0.43344863517073356,-0.19072116793229218,-0.6051764242419816,-0.3413546248499016
-0.8022986214420049,-1.140392566550683,-0.8185114984021339,-0.7752194877166789,-1.2688402950516435
-0.8992757628344876,-0.682906886616912,-0.7294710928902672,-0.8243632560927207,-0.7742436722321211
-1.193621078763596,-1.4364369150733833,-1.2305191526288444,-1.3889669366821376,-1.8827228387994412
-1.4588260924168444,-1.2796221492320337,-0.9961761267662405,-1.1132424664659641,-0.9178568310053994
-1.0531916129641739,-1.1546301792309002,-1.2414196125348012,-1.2514677324198773,-0.9233617780370014
-1.3761248877013852,-1.4298953821445242,-1.32565752932955,-1.4273607489151294,-1.4216609907072135
-1.961324775877359,-2.2942707093341106,-1.9219425437738553,-2.146654420351249,-2.129516442698634
-2.1205680429102785,-2.125950062741035,-1.8859774735154688,-1.6463661586826048,-3.129253426155925
-1.6907856228906983,-1.7754778705654466,-1.2437563128056195,-1.5507362392699835,-0.7715192812550056
-0.7502885240024111,-0.7320909071172826,-0.8338392702493176,-0.7327970906011222,-1.985403175477697
-1.8597545946622895,-2.1039811226104916,-1.8798371242216299,-1.576560851384941,-1.5887005564107952
-0.46526505631225945,-0.4446029343191251,-0.5817362293555091,-0.7673764683949614,-0.8709564630410226
-1.4266051614559903,-1.700259352120727,-1.7791096641263329,-1.7672146189427476,-2.0447439712045425
-2.29789759993264,-2.523307998457562,-2.7251108605297016,-2.1567947700732066,-4.605778594225372
-2.1016194065235467,-2.260749408360462,-1.8176458602079997,-1.7655923860675928,-2.5440078356142237
-1.915177372443044,-1.9339047965489864,-2.0162328881492524,-1.95855209507409,-2.0640681310190114
-1.3120366526254679,-1.4854479633946072,-1.1661540585875987,-0.7354244409035644,-0.7088631003039014
-2.0578875919424724,-1.8046058305415669,-1.7442377575393082,-1.2881636257279987,-2.059010718670808
-1.7625636940535585,-2.317965345367385,-2.189549959104695,-1.7009831204701018,-2.2196580383464837
-1.2787650556843544,-1.8644873459640694,-2.132409986052573,-1.1852882782593017,-1.6987904227341737
-1.3557143942054524,-1.910732986193476,-1.639362601751723,-1.1718807027030846,-0.3877961634011691
-1.332949072602786,-1.4697576634491492,-1.5790849284232014,-1.2148514967160058,-1.678524194085995
-1.3029751926006192,-1.668528565438532,-1.805695961674406,-1.3215500886924205,-2.101708210109302
-1.2948048723970387,-1.7853592879809719,-1.6555886093421202,-1.6681271773962536,-1.372033924436052
-1.3252123843790298,-1.787315707179846,-1.568258812048005,-1.1160247884255536,-1.160149861102087
-1.4343898752043436,-1.7289809317068048,-1.2556853391946061,-0.9209159274430228,-1.321564203758881
-1.3227468065918286,-2.0456503228157086,-1.4338593285331407,-1.4339859815284364,-0.5058355611704937
-1.601217863146832,-1.9285445353599144,-1.7029740288924062,-1.2780973288760396,-1.4610898998308577
-1.153163233397928,-1.3373747451903693,-1.1346727841970279,-1.1760874576139329,-1.5963437749368357
-1.8283234249447384,-2.273634342468459,-1.803061046159237,-1.6169085539675803,-0.9978524098695112
-1.1527347802841703,-1.3733187453238815,-1.0115100005889925,-1.419970633046136,-1.2232262331232138
-0.9225441519507495,-1.0279204055926237,-0.8255730310347189,-1.049757681318472,-1.0304953081200598
-1.3418829074082037,-2.215978716852219,-1.7304986405294245,-1.8348839553536171,-1.0170302943788303
-2.106625765148385,-2.216064383249137,-2.388377480572268,-2.034793614232348,-3.8020432102799324
-1.4341113158602765,-1.3795823235855127,-1.4689490745413143,-1.556893940776566,-1.2057024132878533
-1.5828940867414507,-1.882458391477532,-1.5722856215495489,-1.683429668516745,-1.7324115434630039
-1.2017905331303889,-1.0740231894903818,-0.8316127370065718,-1.039341929833934,-1.2817117316913524
-1.437029986397162,-2.137562152586985,-1.9485680410611672,-1.069374267652957,-2.51412877548856
-0.19660009054780683,-0.1887275759991225,0.07297730860135475,-0.43657757498441074,-0.16268099678238362
-1.6444489416868766,-1.5137316552322793,-1.2689938379466712,-1.220700143618591,-1.7387295797837525
-1.7233134462635078,-2.0625957280098106,-1.651807451446794,-1.4939101710815355,-3.477298220010428
-0.8400300278982524,-0.7654103472096648,-0.7658799423634938,-0.9981875824763745,-1.2973521764997245
-1.8922370548909195,-1.7949565287868083,-1.942943059748867,-1.8652551105209998,-1.8510558656375646
-1.809455543339456,-1.8030156484151043,-1.7807798307502474,-1.282921432551912,-1.5468735981839332
-1.2416915192585227,-1.6205070351634046,-1.3207374497777964,-1.0823195107845942,-0.8788783191146414
-2.0492511556553863,-1.9805486438261428,-2.107625644076479,-1.6928780039227853,-1.4798656125404406
-1.2178547811361824,-1.2302417121746503,-1.1145600092844967,-1.2261288659787586,-1.0283753164903429
-1.3430245312813638,-2.0706883908430247,-1.588725307419611,-1.572369495998044,-1.4764909538375506
-0.8982446636515465,-0.9977115310532231,-0.8424357453773514,-1.0335743746464614,-0.6698424488486431
-0.7088415638772124,-0.8363954791362221,-0.7657572704113231,-0.9390423823314851,-0.9956339580852225
-1.156540497218101,-2.1489861923949416,-1.3307670784843735,-1.4222711032177726,-1.431336374217925
-2.526393881121742,-2.6272392810329466,-2.834287953910226,-2.350644417024047,-4.298370912660997
-1.1092736303286097,-0.8240822872964976,-0.8356188982455404,-1.0395583608024819,-1.5362831062446647
-2.373492859857168,-2.581874231913817,-2.584901991475442,-1.9023895421546364,-4.847496352795443
-1.9948229113185834,-1.9457816182683847,-1.7315163909845945,-1.562071636221845,-2.4105490506367606
-1.294131134125348,-1.4446687969633505,-1.1231716066106308,-1.4446158670977594,-2.1206399638652784
-1.1995132464231804,-1.7447522229481638,-1.0965028508338481,-1.2988613898554617,-0.4668886364671839
-0.9632954045120317,-0.9276491329368318,-0.6990283362577596,-1.0422698933210406,-0.1829152210788384
-2.009514673865882,-2.2857453347636807,-2.3003680805124582,-2.0516517494345328,-3.090372467375389
-1.998498109313058,-2.127234775098879,-2.360731368149821,-1.9831339550566327,-3.0750234798367018
-1.7324713600475978,-2.0238396517885695,-2.0742149883562773,-1.637937578886798,-2.067512578237755
-1.2981753073269735,-1.708267459613127,-1.673113781541319,-1.5991228472505516,-1.8889367717746195
-0.9518995832963878,-1.35394450413581,-1.692294216788146,-1.4456263348627967,-2.090295514161484
0.14696852208307484,0.0064099648126451775,-0.025010884400017457,-0.2966154108303822,-0.48508128574993387
-0.7160758841207674,-1.353158984055173,-1.3941648865644103,-1.2230789557955133,-0.8384126218737235
-0.6275708001716446,-0.8014758447603053,-0.7613550177619061,-0.9814116632805115,-1.541058672008082
-1.3149877853829728,-1.176824350078775,-1.0210354704944622,-1.3820660499460613,-1.6023491600897872
-0.6421596647596168,-0.8285335312363001,-0.8724956142429235,-1.083829762687499,-1.716361033213777
-1.7606518145632504,-1.6601520896585273,-1.7915129015531628,-1.6699904191337598,-1.9963268491563546
-0.6566799817894875,-0.8005926160637403,-0.8768377298197048,-0.9088262604538632,-0.03467366666098512
-1.2544434499359336,-1.1626510555361371,-1.2710684543448123,-1.4734656351828113,-1.3449296334441128
-1.3723528019346007,-1.3495772832221322,-1.5149034949557396,-1.548499488092299,-1.2071443082062236
-1.5898545102490962,-1.4842009749942855,-1.5309296525231877,-1.7524076074172374,-1.8560154047832351
-0.6313906574083213,-0.4691186208778643,-0.6317367697636277,-0.8992396300407097,-0.3571797380886311
-1.649832693228267,-1.3147845313143283,-1.8684336471413034,-1.657805323942792,-1.3698070569340375
0.2980437545160095,0.27007536056593656,0.20549244093099817,-0.23996856115673076,0.3623148420221383
-1.1560973430671526,-0.9645223522713466,-1.2619961906752406,-1.2877375395097488,-0.5984686500814557
-1.6088926308898999,-1.5360404633737803,-1.6833690981975136,-1.5043541542020284,-1.0220959853008786
-0.27861606555194246,-0.17465904189259593,-0.2765043665566089,-0.8081950462454411,-0.30136334249274
0.6070203254997747,0.612679413408611,0.4532080459416126,0.0025788610480811944,0.871388663577473
-0.3019671633876584,-0.06544055961578085,-0.36659767686189826,-0.7502844263555277,0.24155708854660746
-0.7270499266833292,-0.6328959480376398,-0.8418822695601141,-0.9451145760102454,-0.09556207120254799
-0.9806133585738644,-0.8101106112573779,-1.156772750535395,-1.1899801588219339,-0.6001142630940284
-1.2225813105546142,-0.9302209833058428,-1.0414919649090304,-1.3204502845842203,-0.34354927833062104
-1.346481097196992,-1.2826790331194402,-1.5419335702358334,-1.3563221105058056,-1.4298418309758403
-1.030896450845428,-0.8870258051506875,-1.1323267982261327,-1.1949665671335883,-0.21862678964294402
-0.18859467134349667,-0.15967994217424017,-0.18174739737756263,-0.4206120046963691,-0.48474704985914985
-0.586109383951044,-0.6297811798265021,-0.689751967183218,-0.8953570541012525,0.054712419161320136
-1.0550459047693206,-0.9998279286150293,-1.2058230625927568,-1.1384909485421784,-0.6293017940565085
0.31243665503093027,0.21774008260531527,0.059930374059762204,-0.3033408407320304,1.217268656315555
-0.9390753600975555,-1.1010699396318948,-1.3670274745316466,-1.1773713803145625,-1.3539620696389423
-1.358960140075442,-1.016987934925172,-1.1685585455116254,-1.2293338635451607,-1.5747743237788612
-1.6353324055453065,-1.7253623152139244,-1.8750680173578276,-1.7544122909109097,-1.7834031580829515
-1.0304070455780687,-0.8927886792777571,-0.959026920649763,-1.3031139233120206,-0.5043253589721186
-0.736593372282287,-0.5901166689846365,-0.5507831545124472,-0.8983602829781515,-0.30325506457906964
-1.2797377843234912,-1.1318812179989668,-1.3370720990138802,-1.4038863623873128,-1.41281141847654
-1.2720720902005331,-1.4601534407606778,-1.5971752088992965,-1.6513039755649146,-1.87940874121268
-1.2170230841883896,-0.5571630769910207,-0.7766187284097504,-1.1735429162523905,-0.8676639416104249
-0.9119309165534162,-0.9403890444173764,-0.9923372738557659,-1.167639842335582,-0.4573467408129788
-1.3831714917504851,-1.3539795306360694,-1.3628288032636555,-1.3513850844762176,-0.9351249454742764
-0.8307217828484551,-0.6831852470465639,-0.8643111891491195,-1.0262655559711444,-0.40004515946983094
-1.1681493776900949,-1.1902313941072808,-1.4008572785822144,-1.2943572442518965,-1.0111216899651667
