NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA,CLUSTER
CORAÇÃO DE JESUS,MG,261,481.74444444444447,515.7980842911877,500.9026819923372,514.0249042145593,635.1724137931035,1.515015015015015,0
CORAÇÃO DE MARIA,BA,288,472.7416666666667,500.0559027777778,487.0940972222222,487.93888888888887,619.0972222222222,1.116580310880829,1
CORDEIROS,BA,376,471.6438829787234,509.3119680851064,499.6867021276596,520.1744680851064,648.1914893617021,1.349246231155779,0
COREAÚ,CE,404,474.92673267326734,516.1794554455446,496.1556930693069,536.3564356435644,628.8613861386139,1.010536398467433,0
CORINTO,MG,181,493.3801104972376,527.3121546961326,516.7447513812155,542.4530386740331,624.1988950276243,1.8980392156862744,0
CORNÉLIO PROCÓPIO,PR,1028,490.2370622568093,525.506420233463,516.4168287937744,539.8099221789884,623.9688715953307,2.379475982532751,0
COROATÁ,MA,643,464.5003110419907,488.893468118196,477.28351477449456,492.31321928460346,659.2223950233282,1.1274875621890548,1
COROMANDEL,MG,370,489.4916216216216,528.6837837837838,520.4562162162161,553.8951351351352,647.2432432432432,2.025787965616046,2
CORONEL FABRICIANO,MG,834,519.3673860911272,558.8154676258993,549.2540767386091,591.0416067146283,719.3764988009592,2.55205047318612,2
CORONEL VIVIDA,PR,368,477.6288043478261,518.5703804347826,508.8086956521739,523.810054347826,621.9021739130435,2.4625,0
CORRENTE,PI,1455,451.0116151202749,464.6964261168385,452.2649484536082,458.87168384879726,564.9347079037801,1.165450755601876,1
CORRENTINA,BA,366,476.52868852459017,504.64890710382514,485.09289617486337,504.2013661202186,629.672131147541,1.5035971223021585,0
CORUMBÁ,MS,1044,475.9568007662836,513.5599616858237,503.544061302682,508.5645593869732,587.6628352490421,1.864264264264264,0
CORURIPE,AL,685,474.1116788321168,503.7170802919708,497.8661313868613,521.6795620437956,636.7591240875912,1.4335443037974684,0
COSMÓPOLIS,SP,397,488.2937027707809,535.1045340050377,532.7969773299748,556.0264483627204,626.6498740554156,2.480769230769231,2
COSTA RICA,MS,209,467.4803827751196,502.4444976076555,500.6645933014354,500.4842105263158,600.7655502392345,2.467948717948718,1
COTIA,SP,2519,505.5790393013101,547.5986502580389,543.8323938070663,563.764231838031,654.0928940055578,2.475358587716072,2
COXIM,MS,505,483.5190099009901,508.07841584158416,502.2205940594059,509.6568316831683,572.8712871287129,2.0540915395284327,0
CRATEÚS,CE,1463,486.3814764183185,520.077922077922,507.7688995215311,526.8493506493506,684.4702665755298,1.2729955730447615,0
CRATO,CE,2435,500.3437371663245,536.9451745379877,523.3911293634496,544.9231622176591,688.1067761806981,1.5140802875973638,2
CRICIÚMA,SC,2272,511.3691021126761,548.1450704225352,541.199823943662,576.5073943661972,685.4665492957746,2.9067004285157774,2
CRISTALINA,GO,454,487.45792951541847,520.6936123348017,512.3916299559471,524.129295154185,616.9603524229075,2.13922942206655,0
CRISTALÂNDIA,TO,152,458.6651315789474,494.67039473684207,473.51973684210526,494.44671052631577,612.7631578947369,1.77020202020202,1
CRUZ,CE,325,488.48092307692303,517.9476923076924,508.752,561.7550769230769,663.5076923076923,1.40311004784689,0
CRUZ ALTA,RS,759,498.4855072463768,540.2204216073781,534.5341238471674,552.3563899868248,665.9288537549407,2.4449786324786325,2
CRUZ DAS ALMAS,BA,1562,485.4994878361075,516.2437900128041,501.26389244558254,513.6031370038412,625.8002560819463,1.4399896533885153,0
CRUZEIRO,SP,771,511.5287937743191,551.677691309987,543.9136186770428,575.9566796368352,689.727626459144,2.544724770642202,2
CRUZEIRO DO SUL,AC,1961,469.06664966853646,499.0894951555329,490.8726670066293,493.1805201427843,605.242223355431,1.4184,1
CUBATÃO,SP,791,488.02553729456383,531.9527180783817,533.8949431099874,545.2141592920354,625.4867256637168,2.256540084388185,0
CUIABÁ,MT,9992,499.8746397117695,538.085428342674,526.493404723779,549.5946257005604,668.6569255404323,2.3898748670974075,2
CUITÉ,PB,1065,479.049765258216,501.89821596244127,492.7418779342723,501.35220657276994,617.9342723004695,1.0998702983138782,0
CUPIRA,PE,448,476.5551339285715,509.4176339285714,499.63772321428576,522.1075892857143,663.2589285714286,1.2008547008547008,0
CURAÇÁ,BA,279,469.44086021505376,503.77455197132616,487.3021505376344,508.2971326164874,610.5376344086021,1.2790123456790123,1
CURITIBA,PR,22636,522.811905813748,559.1258879660717,550.9128070330447,584.5772309595335,664.7481887259233,2.8088630259623995,2
CURITIBANOS,SC,372,495.1018817204301,530.105376344086,530.0733870967741,544.1666666666666,651.4516129032259,2.4730603448275863,2
CURRAIS NOVOS,RN,1599,492.30462789243273,523.8083802376485,515.4265165728581,527.2160100062539,644.5028142589118,1.5364125122189638,0
CURRALINHO,PA,358,449.2125698324023,475.9385474860336,448.5675977653632,460.3276536312849,604.6927374301677,1.0252951096121417,1
CURURUPU,MA,292,462.8931506849314,489.627397260274,480.92123287671234,484.4051369863013,616.3698630136986,1.1140142517814726,1
CURUÇÁ,PA,677,458.8584933530281,483.9709010339734,471.1163958641063,466.236189069424,596.1299852289512,1.0580438756855577,1
CURVELO,MG,1051,503.327973358706,543.9921979067556,532.7779257849667,567.8125594671741,702.3215984776404,2.13477537437604,2
CUSTÓDIA,PE,411,479.3647201946472,511.2338199513382,496.9333333333333,522.6452554744526,650.3649635036496,1.260377358490566,0
CÁCERES,MT,1349,482.8869532987398,514.2758339510749,499.5813936249074,513.3772424017791,642.3573017049666,1.9292225201072384,0
CÂNDIDO MOTA,SP,202,507.0212871287129,539.9727722772277,538.7386138613862,564.1678217821782,681.2871287128713,2.624463519313305,2
CÂNDIDO SALES,BA,527,476.3421252371916,504.02371916508537,492.1831119544592,505.2214421252372,622.4288425047438,1.3616863905325445,0
CÍCERO DANTAS,BA,782,475.47289002557545,509.5491048593351,496.9864450127877,508.63836317135554,639.6675191815857,1.1176148796498906,0
DELMIRO GOUVEIA,AL,1174,470.3336456558773,493.0598807495741,483.2812606473594,492.3856899488927,605.809199318569,1.2239130434782608,1
DIADEMA,SP,3278,491.5080841976815,539.4123245881635,539.4747712019524,547.2141244661378,631.3483831604636,2.266568649626781,2
DIAMANTE,PB,195,466.1866666666666,489.2451282051282,472.8164102564102,494.83435897435896,651.6923076923077,1.064,1
DIAMANTINA,MG,1634,500.27117503059975,534.9796205630355,522.8220318237454,542.3157282741738,659.9143206854345,1.7991215903837263,2
DIAMANTINO,MT,238,481.9432773109244,518.8096638655462,507.5331932773109,524.9159663865546,638.8235294117648,2.505226480836237,0
DIANÓPOLIS,TO,274,465.1930656934306,496.95729927007295,478.47299270073,497.00145985401457,591.6788321167883,1.673444976076555,1
DIAS D'ÁVILA,BA,661,479.7419062027232,519.81482602118,513.153706505295,512.7036308623298,611.4372163388805,1.5406724511930583,0
DIONÍSIO CERQUEIRA,SC,349,489.1742120343839,531.6504297994269,523.0131805157594,535.2329512893982,653.8681948424069,2.5206043956043955,0
DIVINÓPOLIS,MG,3242,522.2906230721777,559.9764959901296,546.5206045650833,597.8852251696484,711.5607649599013,2.538514067194756,2
DOIS IRMÃOS,RS,244,511.2745901639344,550.8819672131148,547.6131147540984,573.6020491803279,668.1147540983607,2.988255033557047,2
DOIS IRMÃOS DO BURITI,MS,99,459.66161616161617,481.9484848484848,472.1818181818182,464.1606060606061,566.4646464646464,1.313793103448276,1
DOIS VIZINHOS,PR,839,484.765315852205,521.4548271752086,513.6691299165674,534.7635280095351,608.1287246722288,2.489073881373569,0
DOM ELISEU,PA,526,462.5543726235742,493.91520912547526,484.3422053231939,490.4663498098859,586.3117870722433,1.5216095380029806,1
DOM PEDRITO,RS,316,478.4262658227848,516.192088607595,508.5746835443038,500.0591772151899,621.7088607594936,2.095533498759305,0
DOM PEDRO,MA,751,469.3632490013316,491.7748335552597,483.5513981358189,504.10825565912114,642.8229027962716,1.2112068965517242,1
DOMINGOS MARTINS,ES,521,502.3911708253359,545.2704414587332,526.4905950095969,572.6251439539348,689.4433781190019,2.2254716981132074,2
DOURADOS,MS,2606,501.0127782041443,532.7120491174213,524.8701458173447,545.4409823484267,656.8917881811205,2.3127085228996056,2
DRACENA,SP,789,510.6001267427123,543.4566539923954,537.0404309252218,580.1269961977187,680.1520912547528,2.674046740467405,2
DUQUE DE CAXIAS,RJ,7663,486.88079081299753,529.4018922093176,523.3262690852147,527.9197050763408,635.7040323633042,1.810170534458509,0
ECOPORANGA,ES,229,477.3039301310044,515.8598253275109,502.2497816593887,523.8777292576419,618.1659388646289,1.7864583333333333,0
EIRUNEPÉ,AM,160,455.4075,488.816875,476.90875,483.91875,601.125,1.4006734006734007,1
ELDORADO,SP,100,475.586,518.423,517.992,529.596,614.2,1.7222222222222223,0
ELDORADO DO CARAJÁS,PA,240,466.5525,487.2454166666666,477.9266666666666,491.5783333333333,587.8333333333334,1.728693181818182,1
ELDORADO DO SUL,RS,223,494.5919282511211,534.9556053811659,529.0170403587445,532.7408071748879,611.7488789237668,2.4451038575667656,0
EMBU DAS ARTES,SP,1776,484.65568693693695,533.4766891891892,532.9920608108108,529.9771959459459,613.6261261261261,2.088775909268674,0
EMBU-GUAÇU,SP,626,486.8313099041534,529.0702875399361,532.4300319488818,545.9062300319489,622.1405750798722,2.1814671814671813,0
ENCANTADO,RS,397,499.8712846347607,552.4624685138539,539.7594458438288,575.3836272040302,696.0201511335013,2.817073170731707,2
ENCRUZILHADA DO SUL,RS,166,481.90843373493976,523.1096385542169,520.5867469879518,517.8969879518072,632.6506024096385,2.028436018957346,0
ENGENHEIRO CALDAS,MG,211,490.2872037914692,522.2374407582938,510.54312796208535,544.9331753554502,636.1137440758293,1.7921810699588476,0
ENTRE RIOS,BA,480,469.0022916666667,494.1995833333333,487.81625,483.7585416666667,576.9166666666666,1.1884892086330936,1
ENTRE RIOS DE MINAS,MG,470,503.8731914893617,542.9295744680851,528.4151063829787,565.9225531914893,675.3191489361702,2.0517857142857143,2
ENVIRA,AM,122,446.7918032786885,470.3057377049181,463.1180327868853,475.8254098360656,591.8032786885246,1.338114754098361,1
EPITACIOLÂNDIA,AC,128,477.88671875,512.7625,502.0515625,499.85390625,595.0,1.7606635071090049,0
ERECHIM,RS,1850,502.7412972972973,541.7478378378379,530.2250270270271,561.6596756756757,675.9027027027028,2.6175982291090203,2
ERVÁLIA,MG,278,501.30179856115103,549.7327338129497,531.9672661870503,562.789928057554,672.4460431654676,1.7191176470588236,2
ESCADA,PE,803,475.8295143212951,500.8435865504359,495.2833125778331,501.3295143212951,630.186799501868,1.2717206132879046,0
ESMERALDAS,MG,253,489.32608695652175,537.3826086956522,525.7343873517787,542.3715415019763,631.699604743083,2.1073529411764707,0
ESPERANTINA,PI,765,468.0637908496732,496.8001307189542,483.9816993464052,490.3328104575163,606.7712418300654,1.1146245059288538,1
ESPERANTINÓPOLIS,MA,379,467.0701846965699,488.1957783641161,475.5688654353562,499.8854881266491,667.8627968337731,1.236046511627907,1
ESPERANÇA,PB,829,486.4272617611581,519.4677925211098,508.0337756332932,524.5728588661037,645.83835946924,1.2786811201445347,0
ESPIGÃO D'OESTE,RO,274,483.2620437956204,504.47883211678834,493.7397810218978,518.9401459854015,637.3722627737226,1.8892045454545452,0
ESPINOSA,MG,358,481.3069832402235,520.8837988826815,508.7536312849162,546.9731843575419,653.6312849162011,1.512249443207127,0
ESPLANADA,BA,619,466.0882067851373,497.1310177705977,488.7959612277868,484.5602584814216,605.1373182552504,1.1787048567870486,1
ESPUMOSO,RS,529,499.3200378071833,533.4918714555765,521.6283553875237,559.6034026465029,670.359168241966,2.67184265010352,2
ESPÍRITO SANTO DO PINHAL,SP,285,521.7908771929824,570.1294736842106,556.5021052631579,601.1319298245614,696.140350877193,2.775297619047619,2
ESTEIO,RS,663,498.7846153846154,544.6823529411765,540.5877828054299,548.2604826546003,621.870286576169,2.4485138004246285,2
ESTREITO,MA,461,469.1505422993493,494.4531453362256,486.3388286334057,504.45422993492406,617.8741865509761,1.6909262759924386,1
ESTRELA,RS,197,520.2091370558376,556.2172588832487,548.1304568527919,598.9126903553299,693.1979695431472,3.1550802139037435,2
ESTÂNCIA,SE,1010,484.1858415841584,516.6334653465346,507.71287128712873,515.7424752475248,654.3960396039604,1.456622773044152,0
ESTÂNCIA VELHA,RS,346,505.51069364161856,546.4890173410405,542.121098265896,568.1421965317919,637.5722543352601,2.7712550607287447,2
EUCLIDES DA CUNHA,BA,864,465.9716435185185,502.5315972222222,496.8444444444444,491.4171296296296,619.7222222222222,1.3018518518518518,1
EUNÁPOLIS,BA,1464,492.6687841530055,526.3732923497267,520.3937841530054,525.553893442623,641.7622950819672,1.8210526315789477,0
EUSÉBIO,CE,950,498.48431578947367,535.7648421052631,528.5349473684211,554.3628421052631,660.1473684210526,1.8387957317073167,2
EXTREMA,MG,316,499.91898734177215,540.1537974683545,530.6832278481013,554.475,627.0886075949367,2.5600436681222707,2
EXTREMOZ,RN,576,485.884375,522.2847222222222,511.975,513.1048611111112,616.8055555555555,1.5576251455180443,0
EXU,PE,642,478.3116822429906,505.4710280373832,491.6772585669782,516.3084112149533,636.6978193146417,1.0748337028824837,0
FARIAS BRITO,CE,323,485.0241486068111,515.4479876160991,500.753560371517,533.1551083591331,641.4860681114551,1.3376777251184837,0
FARROUPILHA,RS,510,495.61,546.3619607843136,542.1956862745097,566.1201960784314,647.4117647058823,2.99344262295082,2
FAZENDA RIO GRANDE,PR,908,490.53314977973565,534.3349118942731,527.6052863436123,533.3606828193832,604.3832599118942,2.349438202247191,0
FEIJÓ,AC,228,462.28815789473686,496.9135964912281,489.65219298245614,495.9482456140351,598.421052631579,1.353932584269663,1
FEIRA DE SANTANA,BA,10146,495.89333727577366,533.6846639069583,522.5169919179973,536.2454563374729,658.5274985215849,1.6631011927664487,2
FELIZ NATAL,MT,70,469.5114285714286,510.7271428571429,502.75142857142856,499.41,571.7142857142857,2.423809523809524,1
FERNANDO DE NORONHA,PE,19,502.9,530.6105263157895,520.8789473684211,580.5105263157895,687.3684210526316,2.3653846153846154,2
FERNANDÓPOLIS,SP,929,512.4841765339074,541.1908503767492,538.2299246501615,573.0804090419806,697.481162540366,2.475951903807615,2
FERRAZ DE VASCONCELOS,SP,1342,486.6211624441132,532.3023845007452,530.2081967213115,532.6301043219075,617.0640834575261,2.1317809621289663,0
FLORESTA,PE,671,475.1651266766021,493.02876304023846,491.1748137108793,505.41490312965726,641.6691505216096,1.23992133726647,0
FLORESTA DO ARAGUAIA,PA,100,455.755,486.858,470.28,481.642,608.0,1.5,1
FLORIANO,PI,2731,474.37268399853536,502.7337239106554,488.84192603441966,510.0390699377517,632.845111680703,1.4116191030867793,0
FLORIANÓPOLIS,SC,6530,531.1123430321593,569.9643491577335,559.4706584992343,596.3755895865238,689.344563552833,2.643451761557901,2
FONTE BOA,AM,85,448.0764705882353,461.4611764705882,453.5882352941176,444.2164705882353,544.9411764705883,1.1506024096385543,1
FORMIGA,MG,659,521.3908952959029,558.7553869499241,542.2804248861912,590.4532625189681,729.165402124431,2.6519461077844317,2
FORMOSA,GO,1821,486.4081274025261,520.4805601317958,514.0533223503569,521.9750137287205,616.1120263591433,1.843810258387968,0
FORMOSA DA SERRA NEGRA,MA,361,456.7662049861496,480.1637119113574,462.9180055401662,495.4119113573407,616.8421052631579,1.1227390180878554,1
FORMOSA DO RIO PRETO,BA,295,469.99661016949153,493.3420338983051,477.9816949152543,485.21728813559326,605.8983050847457,1.1912114014251782,1
FORMOSO DO ARAGUAIA,TO,167,484.7808383233533,506.26886227544907,488.2431137724551,489.33053892215565,623.1137724550898,1.5978260869565215,0
FORQUILHA,CE,526,479.180608365019,513.4773764258555,501.68460076045625,537.7328897338404,616.1216730038022,1.2167553191489362,0
FORTALEZA,CE,44302,503.719847862399,541.9005169066859,531.8770777842986,557.377452485215,677.7603719922352,1.7164138308049748,2
FOZ DO IGUAÇU,PR,3698,509.7600865332613,544.1475932936722,536.8383991346674,559.9287452677123,631.7685235262304,2.442296310909449,2
FRAIBURGO,SC,257,499.5007782101167,547.1509727626459,536.6284046692607,563.8478599221789,662.1011673151751,2.776632302405498,2
FRANCA,SP,3414,508.29783245459873,546.2063854715876,540.4222319859402,575.3636496777973,691.7164616285881,2.5645645645645647,2
FRANCISCO BELTRÃO,PR,1601,500.9654590880699,536.7261711430356,526.1690193628982,556.7193004372267,636.8269831355403,2.655061439438268,2
FRANCISCO MORATO,SP,957,480.8051201671892,529.450052246604,528.0661442006269,525.7971786833856,599.5402298850574,2.0071335927367056,0
FRANCISCO SÁ,MG,321,473.2785046728972,516.0037383177571,502.8470404984424,518.0856697819314,670.4672897196261,1.486284289276808,0
FRANCO DA ROCHA,SP,898,486.3718262806236,536.0206013363029,536.1133630289532,536.1811804008909,607.9732739420936,2.2285185185185186,0
FREDERICO WESTPHALEN,RS,1255,491.5755378486056,524.8571314741035,514.3823107569722,542.6020717131474,676.2709163346614,2.422334172963896,2
FRUTAL,MG,705,478.94397163120567,518.9785815602837,504.9195744680851,522.5394326241135,624.6524822695036,2.3095238095238093,0
FÁTIMA DO SUL,MS,228,479.38552631578943,514.9149122807017,511.2890350877193,531.2214912280701,637.5438596491229,2.0725806451612905,0
GANDU,BA,1011,473.8961424332344,502.9972304648863,490.618199802176,489.84431256182,634.381800197824,1.3083140877598152,0
GARANHUNS,PE,3820,491.3192146596858,522.8574869109948,515.3076178010472,534.8112303664922,648.1989528795812,1.4394678041844404,0
GARARU,SE,359,468.2534818941504,488.7353760445682,478.3651810584959,478.242061281337,625.849582172702,1.1111111111111112,1
GARIBALDI,RS,301,510.7498338870432,545.473754152824,539.1069767441861,578.1906976744186,697.1428571428571,3.4538745387453877,2
GAROPABA,SC,271,513.7177121771218,548.1036900369004,548.3420664206642,577.9302583025831,650.0369003690037,2.7319444444444443,2
GARÇA,SP,435,499.1489655172414,535.2602298850575,528.5,551.5381609195402,671.448275862069,2.439,2
GETÚLIO VARGAS,RS,301,498.6541528239202,522.6531561461794,521.5458471760797,544.1475083056479,639.7342192691029,2.691455696202532,0
GIRAU DO PONCIANO,AL,761,475.9091984231275,502.5378449408673,489.2095926412615,512.096320630749,644.4415243101182,1.1184586108468126,0
GIRUÁ,RS,104,488.81057692307695,529.8884615384616,525.6596153846153,539.7211538461538,622.6923076923077,2.0811965811965814,0
GLÓRIA DO GOITÁ,PE,553,478.7435804701628,506.4499095840868,493.2171790235081,515.3052441229656,666.0397830018084,1.1609632446134348,0
GOIANA,PE,1084,482.3204797047971,510.7863468634687,505.1276752767528,524.8562730627306,650.0184501845018,1.5294117647058822,0
GOIANINHA,RN,666,486.2354354354354,517.0201201201202,512.3555555555555,519.0394894894895,641.3813813813814,1.6644329896907215,0
GOIANIRA,GO,720,475.91875,514.4034722222223,507.3936111111112,514.2670833333333,623.7777777777778,1.857566765578635,0
GOIANÉSIA,GO,1193,487.99874266554906,522.1031852472757,509.7256496227996,540.6925398155909,653.696563285834,2.152010050251256,0
GOIANÉSIA DO PARÁ,PA,189,471.8460317460317,509.0518518518519,492.06243386243386,495.194708994709,583.1746031746031,1.55859375,1
GOIATUBA,GO,390,489.48512820512826,522.9038461538462,511.425641025641,543.0197435897436,638.0512820512821,2.418727915194346,0
GOIOERÊ,PR,264,500.7844696969697,534.1488636363636,528.2397727272727,543.7643939393939,654.1666666666666,2.610606060606061,2
GOIÁS,GO,738,479.8075880758808,513.0765582655827,501.8766937669377,514.3757452574525,625.2574525745257,1.83502538071066,0
GOIÂNIA,GO,25231,510.9895129007966,549.9210177955689,537.7691649161745,565.910090761365,705.7302524672031,2.349894799010741,2
GOVERNADOR MANGABEIRA,BA,452,468.3438053097345,500.171017699115,487.0993362831858,492.8150442477876,604.2035398230089,1.1499102333931777,1
GOVERNADOR NUNES FREIRE,MA,221,454.3212669683258,468.2601809954752,458.54886877828056,463.71990950226245,584.6153846153846,1.1827195467422096,1
GOVERNADOR VALADARES,MG,3476,505.96004027617954,544.8095512082854,534.7980149597238,570.7142692750288,690.9205983889528,2.2830438977327545,2
GRAJAÚ,MA,736,466.63165760869566,485.4476902173913,475.67282608695655,487.86603260869566,611.7663043478261,1.4160035366931918,1
GRANJA,CE,856,468.5079439252336,493.7316588785047,481.6522196261682,503.30116822429903,589.6495327102804,1.0494117647058825,1
GRAVATAÍ,RS,1946,496.6794964028777,541.9229701952725,539.6415210688591,550.0158787255909,635.9815005138746,2.418303075213042,2
GRAVATÁ,PE,1357,492.5570375829035,521.191156963891,516.4876934414149,531.0518791451732,657.1702284450995,1.3920073215375228,0
GUAJARÁ-MIRIM,RO,744,464.1467741935484,489.5194892473118,478.640994623656,482.9260752688172,570.0,1.5741301059001511,1
GUANAMBI,BA,2589,485.6589030513712,516.0381228273465,503.62062572421786,527.6773657782927,668.7601390498262,1.506122448979592,0
GUANHÃES,MG,501,496.0075848303393,533.7574850299401,523.6337325349301,562.5910179640719,656.7265469061877,1.8587328767123288,2
GUAPIMIRIM,RJ,329,498.206990881459,538.2322188449848,530.0863221884498,525.8088145896656,628.0851063829788,1.9240506329113924,2
GUAPORÉ,RS,409,501.1122249388753,541.5022004889976,537.2843520782396,556.0880195599022,677.2616136919315,2.8625,2
GUARABIRA,PB,2188,481.183546617916,513.6726691042048,501.8595978062157,509.7845063985375,653.7751371115173,1.3442350332594235,0
GUARACIABA DO NORTE,CE,1033,481.3297192642788,510.0871248789932,496.47570183930304,516.833688286544,663.6011616650533,1.1797536566589684,0
GUARAMIRIM,SC,198,500.42929292929296,540.7651515151515,535.9792929292929,559.6020202020202,622.3232323232323,2.9589905362776023,2
GUARANTÃ DO NORTE,MT,226,501.2300884955752,537.6765486725664,519.8858407079646,548.0641592920354,637.8761061946902,2.366412213740458,2
GUARAPARI,ES,1258,503.74387917329096,545.1848171701113,538.0298887122416,562.7383942766296,671.0492845786963,2.1262361838278068,2
GUARAPUAVA,PR,1890,502.65089947089945,540.951798941799,530.1514285714286,549.132328042328,630.1375661375662,2.470951792336217,2
GUARARAPES,SP,315,503.7320634920635,543.7365079365079,535.2987301587302,567.7838095238095,679.936507936508,2.677083333333333,2
GUARATINGUETÁ,SP,984,523.7607723577236,566.7239837398374,558.709349593496,602.424593495935,688.2723577235772,2.699619771863118,2
GUARATUBA,PR,262,494.5820610687023,530.8335877862595,528.0847328244275,537.6019083969466,626.9465648854962,2.5013404825737267,0
GUARAÍ,TO,736,470.139402173913,488.80733695652174,476.8349184782609,488.0377717391304,617.6086956521739,1.6578651685393258,1
GUARUJÁ,SP,1913,488.438996340826,532.422634605332,532.2882906429692,539.6747516989022,621.4845791949817,2.2797927461139897,0
GUARULHOS,SP,10398,497.7718118869013,544.4616176187728,540.7731005962685,554.932035006732,643.3391036737834,2.378934805311055,2
GUAXUPÉ,MG,602,510.5755813953488,552.9491694352159,541.2488372093023,588.9318936877077,685.1162790697674,2.590029761904762,2
GUAÇUÍ,ES,402,497.4783582089552,538.1248756218906,520.2840796019901,551.8679104477612,649.4527363184079,1.854378818737271,2
GUAÍBA,RS,991,491.60504540867805,527.4284561049445,523.9173562058527,529.4436932391524,613.72351160444,2.2601476014760147,0
GUAÍRA,PR,876,496.00662100456617,525.4318493150685,522.2029680365297,542.5777397260274,636.7351598173516,2.371641791044776,0
GUIRATINGA,MT,117,472.4290598290598,490.9282051282051,497.4940170940171,496.7410256410256,647.8632478632478,1.695945945945946,0
GURUPI,TO,1119,494.6897229669348,526.9899910634496,511.4867739052725,536.3866845397677,654.7095621090259,2.1590236686390534,0
HIDROLÂNDIA,CE,298,487.1453020134228,511.71140939597313,503.71845637583897,524.5463087248322,673.7583892617449,1.167605633802817,0
HORIZONTE,CE,1093,479.0273559011894,514.0404391582799,509.6626715462032,521.6488563586458,625.1418115279048,1.2625734813847158,0
HORIZONTINA,RS,218,513.248623853211,544.3825688073395,532.1614678899083,580.7839449541284,668.5321100917431,2.9317073170731707,2
HORTOLÂNDIA,SP,1431,499.1059399021663,542.5352201257862,540.4395527603075,561.8360587002096,638.8819007686932,2.637092463923036,2
HUMAITÁ,AM,422,462.4156398104265,489.7149289099526,477.5755924170616,474.0071090047393,567.6777251184834,1.4406175771971497,1
HUMBERTO DE CAMPOS,MA,188,450.0632978723404,474.0191489361703,461.636170212766,470.9781914893617,576.4893617021277,0.912280701754386,1
IBAITI,PR,404,487.70990099009896,521.1363861386138,514.4903465346534,528.4289603960395,622.0297029702971,2.263100436681223,0
IBATÉ,SP,318,495.5801886792453,531.680817610063,530.5424528301887,544.3364779874214,640.8176100628931,2.3484848484848486,2
IBIAPINA,CE,446,477.454932735426,512.8804932735426,499.9840807174888,518.0890134529149,636.0538116591928,1.1948051948051948,0
IBICARAÍ,BA,647,470.1173106646059,495.5338485316847,490.1902627511592,500.0860896445132,619.3817619783616,1.3464373464373465,1
IBIMIRIM,PE,305,467.0839344262295,491.54459016393446,484.5245901639344,504.5281967213115,614.4918032786885,1.197136563876652,1
IBIPORÃ,PR,560,502.3498214285715,541.8294642857143,532.2775,549.9342857142857,623.5714285714286,2.521354933726068,2
IBIRITÉ,MG,1241,498.376390008058,540.5205479452055,534.0525382755842,547.743996776793,635.9548751007252,2.308988764044944,2
IBITINGA,SP,536,506.0828358208956,543.7822761194029,535.3356343283582,567.996828358209,658.6940298507462,2.388709677419355,2
IBITITÁ,BA,444,476.1459459459459,509.6509009009009,498.5195945945946,515.5245495495495,626.3513513513514,1.2735191637630665,0
IBIÚNA,SP,495,494.5266666666667,535.2824242424242,530.4216161616162,545.8288888888889,629.5353535353536,2.2988691437802906,2
IBOTIRAMA,BA,464,471.33814655172415,494.8,482.10625,495.6288793103448,604.5689655172414,1.277027027027027,1
ICAPUÍ,CE,368,483.23804347826086,507.06467391304346,502.7676630434783,523.0138586956522,632.1195652173913,1.3372727272727272,0
ICATU,MA,474,457.5683544303797,479.9018987341772,465.5845991561181,467.97341772151896,590.8016877637131,1.0821114369501466,1
ICÓ,CE,988,473.7252024291498,501.6910931174089,491.8376518218623,508.2298582995951,615.3036437246964,1.103510028653295,0
IGACI,AL,384,470.6575520833333,501.8458333333333,483.96015625,506.0408854166667,629.84375,1.123134328358209,0
IGARAPÉ,MG,384,500.0208333333333,543.06640625,535.0830729166667,565.8190104166666,666.875,2.407587548638132,2
IGARAPÉ-AÇU,PA,1066,460.8680112570356,493.4002814258912,473.5637898686679,476.12288930581616,613.4333958724203,1.0929174788823912,1
IGARAPÉ-MIRI,PA,1012,455.1884387351779,481.5049407114624,463.8889328063241,470.23577075098814,603.695652173913,1.0846267553584628,1
IGARASSU,PE,1435,488.66536585365856,517.5623693379791,511.4561672473868,527.5255749128919,616.794425087108,1.458198614318707,0
IGREJINHA,RS,304,494.82828947368415,545.4680921052632,542.5430921052632,563.3223684210526,646.9736842105264,2.629840546697039,2
IGUABA GRANDE,RJ,319,493.7009404388715,538.2673981191223,531.6166144200628,533.3755485893416,644.7021943573668,2.327354260089686,2
IGUAPE,SP,279,493.4917562724015,535.9397849462366,534.8354838709678,545.4390681003584,630.752688172043,2.015970515970516,2
IGUATU,CE,1747,496.092329708071,528.403262736119,515.9219232970808,544.9300515168861,682.7590154550659,1.4441892512632062,2
IJUÍ,RS,1277,515.4212216131558,550.7725920125293,541.2347689898199,573.8276429130775,687.7838684416602,2.653814602132896,2
ILHA SOLTEIRA,SP,353,513.0696883852692,541.3563739376771,531.4951841359773,561.0110481586402,646.7422096317281,2.5601719197707737,2
ILHABELA,SP,154,499.7441558441559,541.7246753246753,536.537012987013,545.3798701298701,638.961038961039,2.6869565217391305,2
ILHÉUS,BA,3020,486.780298013245,523.7880463576158,516.2856622516556,524.3935430463576,640.2450331125827,1.660126582278481,0
