MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,MEDIA_GERAL,RENDA_FAMILIAR_SM_MEDIA
CARIRIAÇU,CE,909,463.32002200220023,513.048294829483,501.88899889988994,462.0943894389439,528.1188118811881,493.694103410341,0.8046160877513712
CARIRÉ,CE,1590,462.12874213836477,501.3554716981132,496.41433962264153,465.38270440251574,509.5591194968554,486.9680754716981,0.7636876006441223
CARLINDA,MT,142,451.837323943662,511.86267605633805,499.09999999999997,453.3894366197183,492.2535211267606,481.6885915492958,1.9594240837696335
CARLOS BARBOSA,RS,874,494.8242562929062,547.6066361556065,534.945423340961,526.820823798627,562.5629290617849,533.3520137299771,3.05989110707804
CARLOS CHAGAS,MG,530,462.376037735849,513.7830188679245,508.50018867924524,471.57754716981134,516.2264150943396,494.4926415094339,1.3354037267080745
CARMO DO PARANAÍBA,MG,976,492.3496926229508,537.7572745901639,528.1122950819672,507.9293032786885,560.4918032786885,525.3280737704919,2.0792682926829267
CARMÉSIA,MG,179,469.6469273743017,541.4122905027933,514.9748603351956,492.68491620111735,534.8603351955308,510.7158659217877,1.5449438202247192
CARNAÍBA,PE,940,462.2282978723404,512.4654255319149,503.5437234042553,474.1590425531915,528.2127659574468,496.12185106382975,0.9543956043956044
CAROLINA,MA,663,454.34570135746606,505.9900452488688,494.71417797888387,456.80361990950223,507.87330316742083,483.9453695324284,1.105638166047088
CARPINA,PE,4115,470.53479951397327,521.044617253949,509.55492102065614,473.2442770352369,523.7885783718104,499.63343863912525,1.251358441071763
CARUARU,PE,13854,476.6476252345893,537.4996174390068,524.3439151147683,490.8471777104085,549.5874837592031,515.7851638515951,1.4471529639984024
CARUTAPERA,MA,1183,453.8440405748098,494.22375316990696,484.6907016060862,441.7902789518174,495.50295857988164,474.01034657650035,0.8669162695711369
CASA BRANCA,SP,601,482.20615640599004,537.2261231281199,533.4457570715474,498.2159733777038,540.3410981697172,518.2870216306156,2.1778711484593836
CASA NOVA,BA,1324,449.441918429003,502.3171450151058,489.7179758308157,453.96344410876134,490.3021148036254,477.14851963746224,1.0011862396204034
CASCAVEL,PR,12945,481.8414291232136,536.3337582078022,525.1069215913479,497.7063962920046,546.4906141367323,517.4958238702202,2.045205022443285
CASIMIRO DE ABREU,RJ,634,481.847476340694,538.9119873817035,527.4007886435331,489.3342271293376,543.2018927444796,516.1392744479497,1.8022755227552276
CASSILÂNDIA,MS,722,464.9657894736842,523.7102493074792,510.073268698061,477.2735457063712,514.0720221606648,498.01897506925206,1.7988069414316703
CASTANHAL,PA,8820,473.4430612244898,532.588866213152,511.0199546485261,466.444387755102,545.6428571428571,505.8278253968254,1.3022472398504739
CASTELO,ES,1097,494.9898814949863,542.3041020966272,523.345031905196,509.85378304466724,554.0319051959891,524.9049407474932,1.7826173428798726
CASTELO DO PIAUÍ,PI,1354,454.56218611521416,499.9870014771049,487.1736336779911,446.2155834564254,495.1698670605613,476.62165435745936,0.7604780615586116
CASTRO,PR,1595,487.25617554858934,542.7572413793104,531.6907210031347,503.2943573667712,530.1755485893417,519.0348087774295,2.287867824409069
CASTRO ALVES,BA,862,455.4948955916473,511.86890951276104,493.4254060324826,460.4990719257541,505.89327146171695,485.4363109048724,0.98005698005698
CATAGUASES,MG,1763,502.74078275666477,556.9550198525241,540.7141236528645,533.6958593306864,585.4339194554736,543.9079410096426,1.893266475644699
CATALÃO,GO,4348,484.3622355105796,540.5710901563938,528.285004599816,496.3027138914444,551.6743330266789,520.2390754369826,2.0620991253644316
CATANDUVA,SP,3063,501.2780933725106,555.5128305582762,544.9404505386876,526.9482206986614,578.5569702905648,541.4473130917402,2.588649736760607
CATENDE,PE,1563,450.15406269993605,506.07140115163145,500.5826615483045,455.9687140115163,512.0281509916827,484.9609980806143,1.0409753645047763
CATOLÉ DO ROCHA,PB,2405,463.179501039501,510.3016632016632,498.7404158004158,468.9692723492724,538.3534303534303,495.90885654885653,1.0639120095124852
CATU,BA,1719,474.83356602675974,530.0059918557301,512.3145433391506,474.39104130308317,540.023269342641,506.31368237347294,1.3571578066136458
CAUCAIA,CE,10722,474.2427252378288,533.337642230927,516.9676086551017,478.22096623764224,535.722066778586,507.69820182801715,1.2833097928436912
CAXAMBU,MG,1453,480.88217481073644,543.0800412938747,529.6811424638678,509.26841018582246,551.575361321404,522.8974260151411,1.5423505275498242
CAXIAS,MA,7983,457.7967681322811,503.8504196417387,491.3449580358261,451.4802204684956,503.18288863835653,481.53105098333964,0.9394787743052021
CAXIAS DO SUL,RS,9117,494.0279039157618,554.410507842492,539.4286826807064,517.9298124383021,572.2065372381265,535.6006888230778,2.330544952489239
CAÇADOR,SC,1020,487.0353921568627,540.269411764706,526.8514705882353,503.05980392156863,548.9754901960785,521.2383137254903,2.4074702886247876
CAÇAPAVA,SP,1703,493.0165002935995,556.9041103934234,547.221961244862,520.712272460364,568.032883147387,537.1775455079272,2.4369565217391305
CAÇAPAVA DO SUL,RS,1129,470.00230292294066,525.7062001771479,514.1374667847653,485.38051372896365,509.3002657218778,500.905349867139,1.5818153266331658
CEARÁ-MIRIM,RN,2840,464.2630985915493,514.7171126760563,504.35457746478875,467.65968309859153,513.3098591549295,492.8608661971831,1.1666238437821173
CEDRO,CE,1068,454.4861423220974,495.6491573033708,488.976872659176,457.97050561797755,493.314606741573,478.07945692883897,0.8497191011235955
CEREJEIRAS,RO,594,467.31380471380476,515.6282828282829,501.99343434343433,469.07474747474754,508.04713804713805,492.4114814814815,1.532035175879397
CERES,GO,2517,479.61346841477956,529.7095351609058,516.9352006356773,496.0041716328963,542.6102502979738,512.9745252284465,1.8215341959334566
CERQUEIRA CÉSAR,SP,523,490.6034416826004,542.8065009560229,534.1015296367112,511.8516252390058,540.5736137667304,523.9873422562142,2.2356617647058825
CERQUILHO,SP,957,490.87042842215254,552.7172413793104,545.6658307210032,518.559038662487,542.9049111807733,530.1434900731452,2.500815660685155
CERRO LARGO,RS,1520,483.6258552631579,529.6435526315789,517.6586184210527,506.22973684210524,542.1842105263158,515.8683947368421,1.872472559214327
CHAPADA DOS GUIMARÃES,MT,653,467.9001531393568,524.7972434915773,504.95727411944864,471.88529862174573,523.813169984686,498.6706278713629,1.6776932084309133
CHAPADINHA,MA,3116,452.89820282413353,497.98427471116815,485.9365853658536,448.7116174582798,494.614890885751,476.02911424903715,0.8779842647856755
CHAPADÃO DO SUL,MS,1072,464.48218283582094,516.4855410447761,510.5606343283582,481.78078358208955,495.9141791044776,493.8446641791044,2.183818310858765
CHAPECÓ,SC,6080,485.2915460526316,540.4754111842105,528.0409046052632,509.6229605263158,540.1407894736842,520.714322368421,2.491360907271514
CHARQUEADAS,RS,1310,473.84977099236636,541.1234351145038,528.5809923664121,507.0637404580153,525.1603053435115,515.1556488549618,2.1553071120689653
CHAVAL,CE,587,457.08074957410565,506.1216354344123,494.3095400340716,448.6916524701874,508.0749574105622,482.8557069846678,0.8707729468599034
CHOPINZINHO,PR,929,471.4752421959096,527.3910656620021,513.1216361679225,494.68783638320775,513.1539289558665,503.9659418729817,1.9621928166351608
CIANORTE,PR,3326,472.19594107035476,529.3329524954901,517.5966626578472,485.423120865905,530.0207456404089,506.9138845460012,2.43137595552467
CIDADE OCIDENTAL,GO,1827,460.1894362342638,523.6767925561029,518.1411056376573,467.7844553913519,513.4876847290641,496.65589490968796,1.5711838599162542
CLEVELÂNDIA,PR,372,465.63709677419354,524.9384408602151,511.23521505376345,474.94220430107526,529.8387096774194,501.3183333333333,1.8427254098360655
CLÁUDIO,MG,1232,491.0310876623377,544.7645292207792,532.7,520.8060876623376,563.0032467532468,530.4609902597402,2.024663677130045
COARACI,BA,1035,464.06125603864734,517.7305314009661,505.0387439613526,467.0576811594203,526.8599033816425,496.1496231884058,1.0036407766990292
COARI,AM,1715,448.4104373177843,495.6914285714286,484.3555685131196,438.3140524781341,502.0402332361516,473.7623440233236,1.0767151767151768
COCOS,BA,780,449.620641025641,500.8028205128205,490.1688461538462,452.6132051282051,493.8974358974359,477.4205897435898,0.8064516129032258
CODAJÁS,AM,223,443.42825112107624,502.9677130044843,486.8681614349776,453.8798206278027,526.9955156950673,482.8278923766817,1.0403963414634145
CODÓ,MA,3673,454.4408930029948,501.90560849441874,490.14993193574736,450.396025047645,502.43397767492513,479.8652872311462,0.930184331797235
COELHO NETO,MA,1323,451.8266817838246,500.90317460317465,488.68866213151927,446.03061224489795,494.31519274376416,476.3528647014362,0.8967875318066157
COLATINA,ES,4621,493.92443194113827,546.6475654620211,530.889201471543,508.21575416576496,567.5135252109933,529.4380956502921,1.9116085648557777
COLINAS,MA,1435,447.6654355400697,483.6404181184669,476.04703832752614,439.4342857142857,481.1707317073171,465.59158188153305,0.793933708567855
COLINAS DO TOCANTINS,TO,1230,456.2547967479675,503.42024390243904,494.0239024390244,461.7966666666667,500.9918699186992,483.29749593495933,1.3814762242725338
COLNIZA,MT,418,447.9763157894737,499.2133971291866,483.9629186602871,457.9574162679426,477.9425837320574,473.4105263157895,1.3913204747774481
COLOMBO,PR,5414,471.4372922053934,538.2294975988178,521.51383450314,488.24553010712964,523.411895086812,508.5676099002585,2.0697352042548376
COLORADO,PR,1394,468.9725968436155,515.774175035868,505.1020803443329,478.23988522238164,523.8020086083213,498.37814921090387,2.263312693498452
COLORADO DO OESTE,RO,620,476.2088709677419,519.6837096774194,511.7885483870968,485.6733870967742,508.7741935483871,500.42574193548387,1.9051724137931034
COLÍDER,MT,1062,460.8085687382298,519.0261770244822,505.14830508474574,470.57457627118646,521.7325800376648,495.4580414312618,1.9004354711005542
COMODORO,MT,513,460.4748538011696,509.1857699805068,496.60896686159845,468.416179337232,498.5068226120858,486.6385185185185,1.7277147487844409
CONCEIÇÃO,PB,1034,458.0267891682785,500.3159574468085,489.1489361702128,461.8250483558994,505.5899419729207,482.981334622824,0.9025239338555265
CONCEIÇÃO DA BARRA,ES,835,466.53353293413176,518.2964071856287,502.3688622754491,471.74670658682635,501.1497005988024,492.0190419161677,1.3395522388059702
CONCEIÇÃO DA FEIRA,BA,786,454.86272264631043,509.1232824427481,495.3470737913486,448.5108142493639,500.0763358778626,481.5840458015267,1.0908163265306123
CONCEIÇÃO DO ARAGUAIA,PA,2496,450.08413461538464,501.1987580128206,485.23064903846154,447.5048477564103,476.7708333333333,472.15784455128204,1.1209520725388602
CONCEIÇÃO DO COITÉ,BA,2099,463.7021915197713,522.7547403525488,505.00647927584566,464.6430681276799,536.1010004764173,498.4414959504526,1.0596738324684951
CONCEIÇÃO DO JACUÍPE,BA,1295,462.7199227799228,518.6796138996139,505.18,459.6840154440155,515.7220077220077,492.39711196911196,1.174861708666257
CONCEIÇÃO DO MATO DENTRO,MG,717,465.01143654114367,525.4525801952581,501.4062761506276,475.6333333333333,525.4951185495119,498.5997489539749,1.6534146341463414
CONCÓRDIA,SC,2282,487.8306748466258,538.2434268185802,528.2349693251533,512.3762489044698,557.9842243645925,524.9339088518843,2.5762761020881673
CONCÓRDIA DO PARÁ,PA,815,449.16453987730057,503.79754601226995,492.9088343558282,444.01742331288347,485.9877300613497,475.1752147239264,1.0014044943820224
CONFRESA,MT,1117,450.77842435094004,498.7046553267681,486.703133393017,456.15514771709934,482.29185317815575,474.92664279319604,1.4912516823687751
CONGONHAS,MG,1887,490.44711181770003,548.4197668256492,532.9693163751987,514.1344992050874,555.3783783783783,528.2698145204027,2.2104086845466155
CONSELHEIRO LAFAIETE,MG,5104,497.41112852664577,552.2706896551724,540.2453957680251,526.1628134796239,566.3150470219435,536.4810148902822,2.037970743853097
CONSELHEIRO PENA,MG,883,471.2249150622876,524.8875424688562,517.457644394111,482.74552661381654,519.1857304643262,503.1002718006795,1.4480220791168352
CONTAGEM,MG,20234,489.4168973015716,551.3765246614608,535.2342443412078,510.62529405950374,547.8769892260551,526.9059899179599,2.088630221340358
CORAÇÃO DE JESUS,MG,945,461.6360846560846,517.3374603174603,507.2302645502645,469.233544973545,506.30687830687833,492.3488465608466,0.9866548042704626
CORAÇÃO DE MARIA,BA,731,452.87496580027357,509.2365253077976,490.7372093023256,452.68809849521205,497.2093023255814,480.549220246238,0.944535519125683
CORDEIROS,BA,862,463.40812064965195,519.208120649652,508.37853828306265,472.8030162412993,541.2064965197216,501.0008584686775,1.070709745762712
COREAÚ,CE,1432,458.2409217877095,503.85481843575417,493.6861033519553,462.4102653631285,517.2905027932961,487.0965223463687,0.7570571630204658
CORINTO,MG,717,464.96931659693166,522.0679218967922,513.4776847977685,474.6218967921897,520.8647140864714,499.20030683403075,1.4404894327030033
CORNÉLIO PROCÓPIO,PR,3036,474.0130434782609,528.2100790513834,516.8505599472991,491.59176548089596,530.66534914361,508.26615942028985,1.8944894228258031
COROATÁ,MA,1738,455.97767548906785,502.7686421173763,491.22917146145,449.44838895281936,503.8210586881473,480.6489873417721,0.8732161060142711
COROMANDEL,MG,1006,478.1510934393638,535.2443339960239,527.2349900596422,495.68469184890654,543.3071570576541,515.9244532803182,1.683578431372549
CORONEL FABRICIANO,MG,3461,482.117393816816,544.5290956370991,527.0544062409708,506.0962149667726,548.3328517769431,521.6259924877204,1.7986873251560147
CORONEL VIVIDA,PR,865,468.05445086705197,524.1457803468207,512.5152601156069,492.5292485549133,525.7572254335261,504.60039306358374,2.018483412322275
CORRENTE,PI,3097,446.07765579593155,483.71430416532127,475.01766225379396,442.8025185663545,473.7587988375848,464.27418792379723,0.9059614340032591
CORRENTINA,BA,707,459.8305516265913,505.2076379066478,493.3800565770863,459.0635077793494,509.1937765205092,485.3351060820369,1.121706398996236
CORUMBÁ,MS,4801,460.32145386377834,518.5612789002291,505.87706727765044,465.55403041033117,499.71818371172674,490.00640283274316,1.4969814575247953
CORURIPE,AL,1452,455.55068870523417,506.72203856749314,500.2484848484849,457.35013774104686,518.0165289256198,487.5775757575758,1.1060279870828849
COSMÓPOLIS,SP,1342,484.7623695976155,544.1698956780924,539.2050670640834,505.5377049180328,542.8949329359166,523.3139940387481,2.173157344485102
COSTA RICA,MS,586,452.52133105802045,511.3904436860068,504.103071672355,471.2064846416382,487.06484641638224,485.25723549488055,1.7377899877899878
COTIA,SP,6091,486.1419799704482,551.0616811689378,541.0166146773929,505.80197011984893,545.7708093909046,525.9586110655065,2.238285864286652
COXIM,MS,1759,460.08163729391697,511.3038089823764,502.1546901648664,469.9293348493462,482.7140420693576,485.23670267197275,1.5018811881188119
CRATEÚS,CE,3433,467.03789688319256,517.3682784736383,505.75706379260123,468.52781823478006,532.0783571220506,498.1538829012525,0.9936361367606689
CRATO,CE,5517,480.93121261555194,533.7586550661591,516.6082109842306,480.04743520029007,559.4395504803335,514.1570128693131,1.2918436703483434
CRICIÚMA,SC,5224,492.3921324655436,553.8073315467075,538.6779096477794,520.341156202144,563.6971669218989,533.7831393568147,2.703776139611855
CRISTALINA,GO,980,461.9926530612245,521.4185714285715,514.7157142857143,473.07459183673467,513.3877551020408,496.91785714285714,1.7303212851405623
CRISTALÂNDIA,TO,373,452.81152815013405,505.5407506702413,497.50348525469167,457.1214477211796,494.74530831099196,481.5445040214478,1.3815502183406114
CRUZ,CE,552,469.0494565217391,521.9092391304348,514.4659420289855,497.81920289855077,539.4565217391304,508.5400724637681,0.9714285714285714
CRUZ ALTA,RS,2309,477.37215244694676,532.6794716327414,522.320614984842,489.8694239930706,535.9545257687311,511.63923776526633,2.035679923027582
CRUZ DAS ALMAS,BA,4018,470.24136386261824,523.2493280238924,500.529143852663,467.43974614235935,527.9407665505227,497.8800696864111,1.1926198917708528
CRUZEIRO,SP,1695,501.95764011799406,558.8451917404129,547.5718584070796,518.4326843657817,581.8525073746313,541.73197640118,2.1368621840724846
CRUZEIRO DO SUL,AC,6152,446.7659135240572,499.28101430429126,489.9294213263979,442.0747399219766,506.1965214564369,476.849522106632,1.0317265443266994
CUBATÃO,SP,2570,476.81684824902726,545.3774319066148,534.7481712062257,491.51536964980545,541.8770428015564,518.066972762646,2.078016643550624
CUIABÁ,MT,28909,473.80452800166034,535.2046767442665,517.1437268670657,487.2276280743021,533.5935867722854,509.394829291916,2.016452021141964
CUITÉ,PB,2536,465.2695583596215,517.123619873817,505.414905362776,467.77925867507884,536.3091482649842,498.37929810725547,0.9544466733533935
CUPIRA,PE,849,462.18457008244997,516.3888103651354,506.09411071849235,472.25005889281505,545.889281507656,500.56136631330975,0.9344262295081968
CURAÇÁ,BA,874,446.64553775743707,495.4348970251716,488.4364988558352,449.0060640732265,490.90274599542334,474.0851487414187,0.9583696599825632
CURITIBA,PR,59009,500.73313392872274,560.2112830246234,544.2089782914471,526.2607873375248,560.4166822010202,538.3661729566677,2.431010687022901
CURITIBANOS,SC,1038,476.24335260115606,534.6008670520231,517.418400770713,486.3468208092485,532.1387283236994,509.3496339113681,2.1685082872928176
CURRAIS NOVOS,RN,3664,470.05556768558955,524.298444323144,515.1265829694323,473.8094978165939,539.7011462882097,504.5982478165939,1.2067275185936444
CURRALINHO,PA,924,438.5063852813853,484.63084415584416,473.5282467532467,439.2797619047619,473.57142857142856,461.90333333333336,0.8021706016755522
CURURUPU,MA,596,460.5375838926175,508.6031879194631,495.4479865771812,447.15033557046974,528.9597315436241,488.1397651006711,0.9297919762258544
CURUÇÁ,PA,1283,457.90296180826186,505.2903351519875,493.015900233827,445.2443491816056,507.84099766173034,481.85890880748246,0.880771478667446
CURVELO,MG,3387,482.54121641570714,535.1077354591083,524.970593445527,497.22255683495723,539.1402421021553,515.796468851491,1.695616309215178
CUSTÓDIA,PE,937,459.958591248666,501.3414087513341,496.4798292422625,466.97075773745996,501.64674493062967,485.2794663820705,1.0090627763041555
CÁCERES,MT,3878,460.69706034038165,516.8936823104693,501.41266116554925,464.824780814853,523.2258896338319,493.4108148530171,1.6230437399678972
CÂNDIDO MOTA,SP,549,483.30856102003645,536.0826958105647,526.2923497267759,498.156102003643,532.24043715847,515.2160291438979,2.148828125
CÂNDIDO SALES,BA,1073,458.51714818266544,515.6580615097856,505.2348555452004,468.4892823858341,527.8471575023299,495.1493010251631,1.102851711026616
CÍCERO DANTAS,BA,1592,455.2349874371859,506.1815326633166,493.77481155778895,455.78209798994976,512.6507537688442,484.7248366834171,0.9088201928530913
DELMIRO GOUVEIA,AL,2651,457.7801207091664,511.6045265937382,497.25907204828366,464.59943417578273,522.248208223312,490.6982723500566,1.129460522618713
DIADEMA,SP,11214,467.83599964330307,539.6404940253254,532.2600856072766,488.25280007133944,529.4053861244872,511.47895309434637,1.9762035168636494
DIAMANTE,PB,546,449.9553113553114,501.4082417582418,488.89871794871794,449.22527472527474,498.0952380952381,477.5165567765568,1.1299826689774697
DIAMANTINA,MG,5208,486.2510368663594,536.7043586789554,521.6441820276498,492.2200460829493,542.3936251920123,515.8426497695853,1.5784219832031825
DIAMANTINO,MT,512,459.1986328125,521.95703125,507.94140625,481.272265625,523.8671875,498.8473046875,2.0861111111111112
DIANÓPOLIS,TO,843,448.36986951364173,501.22396204033214,489.78315539739026,449.9664294187426,491.81376037959666,476.2314353499406,1.3652737752161384
DIAS D'ÁVILA,BA,1976,464.9912449392712,527.449544534413,511.25657894736844,468.0907894736842,516.5182186234817,497.6612753036437,1.3269230769230769
DIONÍSIO CERQUEIRA,SC,940,473.80797872340423,526.6510638297873,512.9684042553191,490.9223404255319,531.6765957446809,507.20527659574464,1.8793706293706294
DIVINÓPOLIS,MG,9483,499.4821259095223,553.3679637245598,538.2646947168618,530.6575767162291,566.1967731730465,537.5938268480438,2.1719877727774475
DOIS IRMÃOS,RS,733,488.8688949522511,547.724693042292,537.1005457025921,531.1860845839018,556.3165075034107,532.2393451568895,2.720967741935484
DOIS IRMÃOS DO BURITI,MS,309,451.9275080906149,492.9909385113269,487.69158576051785,456.5478964401294,457.28155339805824,469.2878964401295,1.1125498007968126
DOIS VIZINHOS,PR,2475,477.2287272727273,531.5705858585858,517.6731313131313,500.1239595959596,523.7171717171717,510.06271515151514,2.028373474100957
DOM ELISEU,PA,948,455.48164556962024,509.0577004219409,496.50896624472574,457.2220464135021,505.61181434599155,484.77643459915606,1.3679039301310043
DOM PEDRITO,RS,1215,460.84057613168727,509.69448559670786,500.57176954732506,472.0701234567901,495.12757201646093,487.66090534979423,1.4609547461368653
DOM PEDRO,MA,1383,462.31894432393347,502.8738250180767,494.5333333333333,463.27628344179317,516.355748373102,487.87162689804774,1.0604209097080788
DOMINGOS MARTINS,ES,1175,497.18944680851064,544.1668936170213,531.6553191489362,526.9214468085106,550.7046808510638,530.1275574468085,1.889275766016713
DOURADOS,MS,7824,476.8035148261759,532.421740797546,518.1367842535788,490.40518916155423,531.1302402862985,509.7794938650307,1.8729071863999314
DRACENA,SP,1961,484.5757776644569,540.4968383477818,531.6630290668027,508.6025497195308,546.2315145334013,522.3139418663948,2.2198614318706698
DUQUE DE CAXIAS,RJ,20395,473.85830350576117,539.929673939691,526.2582838931111,482.9727629320912,555.2766364304977,515.6591321402304,1.6986842979599974
ECOPORANGA,ES,532,470.23834586466165,517.781954887218,507.8802631578947,482.28214285714284,510.6015037593985,497.75684210526316,1.503393665158371
EIRUNEPÉ,AM,354,448.05,499.02485875706213,490.82372881355934,443.8322033898305,500.73446327683615,476.49305084745765,1.1765913757700206
ELDORADO,SP,325,465.10923076923075,524.1886153846153,516.0076923076923,474.2981538461538,508.4923076923077,497.6192,1.520912547528517
ELDORADO DO CARAJÁS,PA,739,448.97726657645467,496.46427604871445,488.88227334235455,449.1255751014885,475.37212449255753,471.764303112314,1.1487046632124351
ELDORADO DO SUL,RS,872,468.41857798165137,533.0793577981651,523.404128440367,491.3494266055046,504.7133027522936,504.1929587155963,1.9767909356725146
EMBU DAS ARTES,SP,6035,462.91314001656997,536.2699585749793,525.0460811930407,476.80712510356256,525.3613918806959,505.27953935376974,1.8694191590810576
EMBU-GUAÇU,SP,2122,468.3827521206409,536.5145146088596,528.1618755890669,485.43619227144205,523.2704995287464,508.35316682375117,1.8062788398154253
ENCANTADO,RS,821,487.31084043848966,541.8616321559075,529.5449451887941,518.3651644336176,560.6820950060901,527.5529354445798,2.537859824780976
ENCRUZILHADA DO SUL,RS,597,460.9391959798995,523.0303182579564,511.87202680066997,474.3006700167504,521.2395309882747,498.27634840871025,1.3417832167832169
ENGENHEIRO CALDAS,MG,781,467.55096030729834,519.6099871959027,506.1162612035851,487.6723431498079,513.854033290653,498.96071702944937,1.3166833166833167
ENTRE RIOS,BA,1424,455.62254213483146,510.9136235955056,495.47893258426967,451.6584269662921,495.6320224719101,481.8611095505618,0.961548353909465
ENTRE RIOS DE MINAS,MG,1101,489.3551316984559,543.3563124432335,526.2818346957312,512.5287920072661,560.6721162579473,526.4388374205267,1.6658545727136431
ENVIRA,AM,176,439.0886363636364,497.49090909090904,491.3142045454546,445.37386363636364,533.6363636363636,481.3807954545455,1.0988888888888888
EPITACIOLÂNDIA,AC,384,457.2708333333333,512.2195312499999,505.2,457.0755208333333,511.1979166666667,488.59276041666664,1.274822695035461
ERECHIM,RS,4823,487.9390420899855,540.0293593199253,528.4970765083973,512.5935102633216,548.8104913953971,523.5738959154053,2.1729496138286133
ERVÁLIA,MG,717,492.1203626220362,550.6064156206415,528.7578800557881,518.3785216178522,556.1785216178522,529.2083403068341,1.4691011235955056
ESCADA,PE,2156,459.40027829313544,510.8316790352505,505.503107606679,459.46966604823746,522.708719851577,491.58269016697596,1.067393543956044
ESMERALDAS,MG,1048,468.7402671755725,529.5213740458015,517.5308206106871,483.0057251908397,514.2070610687023,502.60104961832064,1.7660320641282565
ESPERANTINA,PI,1521,455.4155161078238,501.0776462853386,490.26278763971067,453.3422090729783,494.52991452991455,478.9256147271532,0.9203074433656958
ESPERANTINÓPOLIS,MA,882,455.87233560090704,497.53832199546486,483.949433106576,449.3958049886621,493.19727891156464,475.990634920635,0.9703476482617587
ESPERANÇA,PB,3022,467.59937127729984,522.4256452680345,512.9734281932494,472.7600926538716,538.7557908669755,502.90286565188615,1.097018150388937
ESPIGÃO D'OESTE,RO,1006,461.28986083499,516.4458250497017,504.5256461232604,481.37664015904573,497.12326043737573,492.1522465208747,1.6100616808018504
ESPINOSA,MG,777,466.8207207207207,522.3276705276705,509.4014157014157,473.618018018018,520.7979407979408,498.5931531531531,1.1742093784078518
ESPLANADA,BA,1505,454.5601328903654,506.77308970099665,494.8452491694352,451.74498338870427,503.6810631229236,482.32090365448505,0.9596367305751766
ESPUMOSO,RS,1018,483.9346758349705,530.5571709233791,517.5653241650294,501.5322200392927,549.2337917485265,516.5646365422397,2.1285900783289815
ESPÍRITO SANTO DO PINHAL,SP,807,503.3600991325898,559.6692688971499,547.968029739777,527.4116480793061,568.5997521685254,541.4017596034696,2.4940860215053764
ESTEIO,RS,2404,479.5985856905158,547.0518302828619,533.629534109817,508.98989184692175,533.0923460898503,520.4724376039933,2.10884733463578
ESTREITO,MA,1180,450.27254237288133,496.8463559322033,486.63813559322034,451.07872881355934,493.8728813559322,475.74172881355935,1.3413806863527533
ESTRELA,RS,638,507.28479623824455,553.7956112852664,542.794670846395,537.062539184953,580.7523510971787,544.3379937304076,2.6546787709497206
ESTÂNCIA,SE,2515,466.21932405566605,518.8754671968192,503.3909741550696,464.15904572564614,533.2250497017893,497.1739721669981,1.2076200067136622
ESTÂNCIA VELHA,RS,1150,477.2061739130435,550.200695652174,538.2037391304348,513.1732173913043,543.8173913043478,524.5202434782609,2.291614906832298
EUCLIDES DA CUNHA,BA,1707,456.022964264792,517.6867603983598,505.42542472173403,457.03907439953133,520.3866432337434,491.3121734036321,1.027828259881872
EUNÁPOLIS,BA,3432,471.3899184149184,534.252097902098,518.7572261072261,479.64166666666665,539.6314102564103,508.73446386946387,1.4973370927318295
EUSÉBIO,CE,1930,481.24036269430053,532.5345595854922,518.7652849740932,489.1535233160622,537.9865284974094,511.93605181347147,1.424274255156608
EXTREMOZ,RN,1223,467.31496320523297,517.7254292722812,509.5376124284546,467.4437448896157,510.1717089125102,494.438691741619,1.2466101694915255
EXU,PE,1509,461.28177601060304,504.6436050364479,494.2679257786614,460.5212060967528,510.12591119946984,486.168084824387,0.8894479585968947
FARIAS BRITO,CE,664,464.81521084337345,505.0415662650602,491.7316265060241,467.1826807228916,501.0542168674699,485.9650602409638,0.8028211284513805
FARROUPILHA,RS,1315,492.43878326996196,552.9200000000001,538.4596197718631,520.4200760456274,561.7794676806084,533.2035893536122,2.6706521739130435
FAZENDA RIO GRANDE,PR,3607,465.5923759356806,531.5081508178541,516.9360687551982,482.74965345162184,511.93900748544496,501.74505128915996,1.9559928443649375
FEIJÓ,AC,653,446.77626339969373,510.6471669218989,498.5877488514548,445.7209800918836,514.7932618683002,483.3050842266463,1.1630695443645085
FEIRA DE SANTANA,BA,25643,472.80505401084116,531.7785048551261,513.5056779627969,474.59539445462696,537.1345006434505,505.96382638536835,1.3785460504571996
FELIZ NATAL,MT,381,463.28136482939635,507.6417322834646,496.9031496062992,471.47427821522314,492.5459317585302,486.3692913385827,1.6957964601769913
FERNANDO DE NORONHA,PE,52,476.13846153846157,540.4557692307692,526.3557692307693,476.09615384615387,518.0769230769231,507.4246153846154,2.3934426229508197
FERNANDÓPOLIS,SP,1865,497.3681501340482,546.7467024128687,538.2319571045576,515.0101876675603,577.798927613941,535.0311849865951,2.3410418695228823
FERRAZ DE VASCONCELOS,SP,5299,460.50213247782597,532.6780335912437,525.1030194376298,478.253708246839,518.6050198150594,503.02838271371945,1.8715745471435206
FLORESTA,PE,1464,458.28244535519127,509.3102459016393,501.543306010929,459.06386612021856,528.0191256830601,491.24379781420765,1.0174206968278732
FLORESTA DO ARAGUAIA,PA,323,442.304334365325,489.77647058823527,479.866253869969,449.274613003096,476.90402476780184,467.62513931888543,1.2053571428571428
