CLUSTER,QTD_MUNICIPIOS,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,460,463.4865116565638,487.7315213095849,474.9438847379377,484.23924041762524,594.1203889496754,0.9893861267537424
1,728,482.4417907518976,515.0244352014474,504.87517353698274,521.5597122493832,634.2290218926954,1.4122337132281604
2,559,506.12479339689855,544.7203682986014,535.6375184400047,566.3335516978071,668.6136503797135,2.269844765110165
