CLUSTER,QTD_UFS,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,7,478.6657384321173,509.94490179365897,497.92132764546386,507.60284389323107,624.2732889489428,1.1532192001050956
1,12,490.8537166820227,522.907354914407,512.0435293883361,531.5489140078973,650.6385603899367,1.2216630719942216
2,8,509.03021476941717,547.858606154483,538.7584887701796,565.8537889044371,665.9465134994882,2.1639237100066593
