CLUSTER,QTD_MUNICIPIOS,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
0,583,442.44262844262295,471.1711003008813,488.907309015492,475.6845094551373,543.5212800729205,1.0498119586088248
1,673,466.2599123737991,498.7656080827929,513.8398571198273,508.83893107812025,575.5796212169172,1.5414931785100952
2,471,493.9521307724425,527.014910439763,536.9162359250481,549.1949322567293,610.8745415847243,2.2575423455882007
