NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA
-0.5715547863684493,-0.8313348181115149,-0.8497686699144926,-0.8931956266331486,-0.009614410946883372
0.8673630634795142,0.7436576569955496,0.7251904088405174,1.00108869556969,0.7199019139909275
-0.19895369276727065,-0.1456323183238275,-0.0986171119963343,-0.22876689525666571,-0.40498618562842437
-0.6773549284830495,-0.7281938359323563,-0.6225865730193085,-0.6708773433353461,-0.032743267157305786
-0.5015020263902824,-0.4830541035221522,-0.2618226632546289,0.009034922247694541,0.30040126852405535
-0.11299233807020669,0.2293612500489786,0.2195237690225786,0.06643442036220852,0.9409031797926927
-1.3951874117469247,-1.0423102580140886,-1.2153465196992013,-1.1639565365262736,-1.0989942589263773
-0.82232035809745,-0.9187829617493707,-0.6206022531867219,-0.43002464399383555,-0.5589880644325746
-1.2573415271222756,-0.772562766818738,-0.9782508659677402,-0.9942848053654036,-0.7076911044986417
-0.15589352900650572,-0.4214011175516077,-0.13274541998703263,-0.1962275892489083,-0.3793426808690931
2.248483010691771,1.7749537141562026,1.6876259061722587,1.7899945485772257,2.0100011805405478
-0.1288289187018507,-0.15871019437632797,0.01220908585064935,0.46769153486853104,0.33893016059657516
0.3851100801004114,0.39198545069017154,0.04055419774899403,0.5085071653563451,0.2283262891770868
-1.0611848934303458,-1.0881882831456395,-1.2531607901595354,-0.6040241525829314,-0.8260860336301461
-0.48474018870424046,-0.21043023123669707,-0.22377889547686045,-0.3226617268827771,-0.19209314211298162
1.7034329736462333,1.2493872711230063,1.4001950303032955,1.3892177140504611,1.0140962969705332
0.4183222982847112,0.6747404912792972,0.5609076566064265,0.7998095311079866,0.12700731216229375
-0.6050826695646944,-0.5909594901878608,-0.7842153923915319,-0.6260551712587532,-0.2567617745506935
-0.3858021074048495,-0.16093917469953567,-0.6033979539291354,-0.7093397306166638,-0.10326251707405905
-1.0984553732429356,-1.3046729238210968,-1.309285328289473,-1.2393917910879668,-1.3971051130119165
0.12194082529696496,0.11898257145270043,0.12692385328290443,-0.30543458254113787,-0.11056540136327098
-0.6158004230020288,-0.9704008725222575,-1.0147935478464858,-1.1488081100872862,-0.7138316671543239
0.9586389252388093,0.8312024949503992,0.4074387471633795,0.8762186842280674,0.9578928234456177
0.2199931596547107,0.6097566326966409,0.48687083992343444,-0.08597017063076691,0.030518627712092794
-1.37732091978154,-1.4366415680737006,-1.5953300504158856,-1.3474101541761947,-1.229258599277363
-0.2782627923191806,-0.6294583175443934,-0.8074343480088482,-0.40028987571281904,0.03820663003068766
-0.7961064960513351,-0.4128868699031734,-0.3799568983392822,-0.44483194644799007,-0.9328655255836303
1.4028402783538434,1.080379575456677,1.0223877060296735,1.2927860487546217,1.8089078396168061
-1.1188094101021624,-0.947069888022706,-0.9222278368489408,-0.8893039409072947,-1.3521112495090726
-0.5873801442425118,-0.47509799883356046,-0.40484799839794183,-0.3986632968079199,-0.5785617599892556
-1.2983033302107412,-1.5503895183333922,-1.424471995528378,-1.2905053600543412,-1.4750609466713598
