NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
ARACOIABA,CE,1038,442.2058766859345,471.9630057803468,491.771676300578,484.4829479768786,525.9152215799614,1.243212669683258
ARACRUZ,ES,2001,485.52938530734633,517.0556721639181,524.884207896052,537.7342828585707,589.0354822588706,2.651275115919629
ARAGARÇAS,GO,395,458.8918987341772,486.9979746835443,505.433164556962,488.6374683544303,515.1898734177215,2.0920542635658914
ARAGUANÃ,TO,124,432.53548387096777,454.81048387096774,477.33306451612907,462.2967741935484,470.96774193548384,1.572992700729927
ARAGUARI,MG,2263,493.96014140521436,522.2999558108705,533.6491825011047,539.9311533362793,601.0075121520106,3.046278062229224
ARAGUATINS,TO,929,454.0049515608181,476.8597416576965,497.29160387513457,484.36318622174383,548.9128094725511,1.710907335907336
ARAGUAÍNA,TO,6114,463.34299967288194,488.01339548577033,506.22546614327774,497.7283938501799,573.1763166503108,2.336384911894273
ARAIOSES,MA,414,437.0635265700483,466.33236714975845,484.61690821256036,461.124154589372,519.7101449275362,1.1431334622823985
ARAME,MA,360,429.205,454.4397222222222,466.66555555555556,461.10583333333335,469.5,1.3858560794044665
ARAPIRACA,AL,9640,463.1742842323651,494.6858817427386,509.68849585062236,511.19071576763486,574.0663900414938,1.7584683357879234
ARAPOEMA,TO,124,437.4895161290322,465.96935483870965,482.9048387096774,473.0056451612903,508.7096774193548,1.4475806451612903
ARAPONGAS,PR,1715,479.9730612244898,514.7468221574344,528.3114285714286,530.695335276968,556.8746355685131,3.124877571008815
ARAPOTI,PR,289,469.18996539792386,509.03840830449826,519.9550173010381,511.2307958477509,533.0103806228374,3.105
ARAPUTANGA,MT,395,448.78987341772154,485.7427848101266,501.5139240506329,491.90303797468357,559.9493670886076,2.131436314363144
ARARANGUÁ,SC,1376,492.4762354651163,525.7425145348836,530.8558139534883,539.1610465116279,587.2674418604652,3.1463978849966954
ARARAQUARA,SP,4042,510.7881494309747,540.1135823849579,547.4315190499753,562.0712023750618,625.264720435428,3.6867971678467306
ARARAS,SP,1431,514.8613556953179,542.2548567435359,549.3208944793851,577.6953878406708,621.1600279524807,3.636622932116372
ARARI,MA,1194,437.6718592964824,464.28241206030145,485.02939698492463,471.7254606365159,508.8274706867672,1.256908140403286
ARARIPE,CE,665,452.9190977443609,486.44436090225565,497.7953383458647,503.09443609022554,600.5714285714286,1.3235294117647058
ARARIPINA,PE,2589,453.63097721127855,482.4645422943221,497.63159521050596,504.76662804171497,573.928157589803,1.4054003021148036
ARARUAMA,RJ,1751,488.177155910908,518.4245573957738,532.1609366076528,533.0110222729869,595.7167332952598,2.5110966057441253
ARARUNA,PB,775,446.9726451612903,485.9642580645161,493.82335483870963,486.8336774193548,548.1032258064516,1.3060141509433962
ARATUBA,CE,422,445.09478672985784,465.96445497630333,486.65947867298576,483.5379146919431,484.50236966824644,1.2296137339055795
ARAUCÁRIA,PR,1995,481.6742355889724,520.5395488721805,532.0049122807018,524.9484711779448,551.2681704260651,2.834073251942286
ARAXÁ,MG,1893,501.6180137348125,526.5350765979927,537.9781299524564,564.708293713682,623.581616481775,3.3773035887487874
ARAÇATUBA,SP,2876,502.42294853963836,531.7631780250348,543.5117872044506,562.2813630041725,608.6787204450626,3.639477977161501
ARAÇOIABA,PE,464,442.8469827586207,462.0933189655172,480.56724137931036,466.54461206896553,476.25,1.2535335689045937
ARAÇOIABA DA SERRA,SP,467,481.00428265524624,515.0122055674518,528.2226980728051,529.6462526766595,564.5824411134904,2.8362341772151898
ARAÇUAÍ,MG,1681,459.96698393813205,491.34402141582393,506.4966091612136,503.39190957763236,541.7370612730517,1.7352143244709712
ARCOS,MG,729,493.27256515775036,523.4990397805212,534.2899862825789,553.6835390946502,632.153635116598,2.9036523929471034
ARCOVERDE,PE,2861,464.9925900034953,498.4181754631247,513.8726668996854,515.7751485494582,555.7707095421181,1.7525267538644471
AREADO,MG,880,475.13261363636366,504.69204545454545,517.1615909090909,531.1012499999999,577.9545454545455,2.2172264355362947
AREIA,PB,790,452.99645569620253,489.1392405063291,499.1207594936709,485.0611392405063,576.506329113924,1.51270207852194
AREIA BRANCA,RN,1206,449.16699834162523,477.98175787728024,498.95008291873967,485.16600331674954,548.5074626865671,1.6
ARENÁPOLIS,MT,321,443.4090342679127,470.3507788161994,497.86915887850466,478.9305295950156,512.9595015576324,2.395778364116095
ARINOS,MG,713,457.08345021037866,474.0145862552595,495.670126227209,491.28092566619915,541.2903225806451,1.6628878281622912
ARIPUANÃ,MT,130,457.75538461538457,483.37538461538463,499.56076923076927,497.3446153846154,547.6923076923077,2.662721893491124
ARIQUEMES,RO,2619,460.73100420007637,491.53066055746467,507.4791523482245,496.45830469644903,532.3253150057274,2.121720561317877
AROEIRAS,PB,581,444.24750430292596,477.0428571428572,490.32461273666087,481.63115318416527,580.3442340791738,1.1669218989280246
ARRAIAS,TO,472,427.6383474576271,456.0506355932203,473.1993644067797,459.7853813559322,506.90677966101697,1.629203539823009
ARROIO DO MEIO,RS,192,502.40000000000003,553.6447916666667,552.3953124999999,581.9932291666667,651.5625,3.4248554913294798
ARROIO GRANDE,RS,368,457.8016304347826,491.60706521739127,511.6483695652174,499.6717391304348,530.2717391304348,2.026150627615063
ARTUR NOGUEIRA,SP,1102,482.91978221415604,517.3168784029037,531.7519056261343,540.4756805807622,565.0635208711434,2.798507462686567
ARUJÁ,SP,1979,481.3991409802931,516.2180899444163,532.800454775139,527.9042445679636,573.3299646286004,3.013
ASSARÉ,CE,914,445.4907002188184,473.59277899343545,489.6484682713348,497.82035010940916,537.4617067833698,1.1455301455301454
ASSAÍ,PR,580,467.13413793103445,503.35120689655173,518.5894827586208,509.06844827586207,534.1034482758621,2.262406015037594
ASSIS,SP,1851,496.7811993517018,530.5493246893571,543.1479200432199,553.2733657482441,606.4289573203673,3.4503649635036497
ASSIS CHATEAUBRIAND,PR,675,483.4675555555555,515.7653333333333,527.4506666666667,534.6521481481482,584.2962962962963,3.062234794908062
ASTORGA,PR,616,474.8689935064935,504.38555194805195,519.7993506493507,521.2113636363637,561.6883116883117,2.886243386243386
ATALAIA,AL,582,432.5412371134021,460.6878006872852,482.92405498281784,465.4027491408935,527.044673539519,1.3234916559691912
ATIBAIA,SP,2459,504.7718178121187,536.2008946726312,545.8382269215128,563.0572590483937,606.9540463603091,3.711988304093567
AUGUSTINÓPOLIS,TO,720,444.5422222222223,470.7252777777778,491.81916666666666,479.3244444444444,540.8611111111111,1.5738327904451683
AUGUSTO CORRÊA,PA,529,436.3378071833649,472.2865784499055,475.5633270321361,462.15349716446127,549.2249527410208,1.2551159618008185
AURIFLAMA,SP,433,483.1903002309469,506.28475750577365,524.2364896073902,537.1066974595843,590.5311778290993,2.8564102564102565
AURORA,CE,714,452.7278711484594,481.73697478991596,494.6817927170868,500.83781512605043,576.0504201680673,1.2409288824383164
AUTAZES,AM,235,428.53021276595746,450.43659574468086,474.2412765957447,457.871914893617,489.1063829787234,1.3087431693989071
AVARÉ,SP,1369,504.1328707085464,533.8761869978086,541.3479181884587,562.4615777940103,604.1782322863404,3.4870609981515712
AÇAILÂNDIA,MA,3131,454.041935483871,480.72603002235707,503.29185563717664,487.6959437879272,547.5950175662728,1.7568364611260054
AÇU,RN,2165,456.7998614318706,484.78452655889146,500.10115473441107,490.60078521939954,568.4618937644342,1.525678496868476
BACABAL,MA,3806,446.66581713084605,476.0377299001577,492.7417498686285,482.6450078822911,536.1534419337887,1.438919259882254
BACURI,MA,489,427.9476482617587,452.89120654396726,467.9779141104295,463.08670756646217,505.6850715746421,1.1408450704225352
BAEPENDI,MG,488,482.96045081967213,518.6606557377049,527.5905737704918,540.7774590163934,598.7704918032787,2.203809523809524
BAGÉ,RS,2022,471.89431256182,512.2135509396637,527.4102868447083,519.0887240356083,540.6033630069238,2.5466692486444615
BAIXA GRANDE,BA,836,446.19916267942585,479.71758373205745,497.3846889952153,482.0843301435407,538.4928229665072,1.3509825327510918
BAIXO GUANDU,ES,370,482.15675675675675,509.63,518.4175675675675,533.5848648648648,574.4324324324324,2.418103448275862
BAIÃO,PA,779,427.74505776636715,452.85455712451864,461.7649550706034,458.90526315789475,515.6354300385109,1.195010183299389
BALNEÁRIO CAMBORIÚ,SC,1961,495.89163691993883,534.9210096889343,543.1896991330954,551.1753697093319,600.8669046404896,3.740015360983103
BALSAS,MA,3622,442.39387078961903,467.9694367752623,486.7647984538929,478.7387907233572,520.8117062396466,1.8350502820701495
BAMBUÍ,MG,644,497.075,522.2520186335404,527.8795031055901,546.9521739130435,603.0434782608696,2.550520059435364
BANABUIÚ,CE,333,441.309009009009,479.6111111111111,495.8858858858859,483.53753753753756,535.6756756756756,1.2785547785547786
BANANEIRAS,PB,1355,449.99845018450185,477.6466420664206,495.34538745387454,483.35011070110704,562.5977859778598,1.4481865284974094
BANDEIRANTES,PR,946,469.1424947145877,498.23372093023255,516.6053911205074,515.8184989429176,551.014799154334,2.729106628242075
BARAÚNA,RN,606,445.55528052805283,474.6188118811881,497.8420792079208,486.2353135313531,534.2904290429043,1.4711815561959654
BARBACENA,MG,4847,498.25731380235203,530.7207138436146,538.8599339797813,559.7170414689499,606.3585723127708,2.655598052851182
BARBALHA,CE,1840,474.05831521739134,496.85239130434786,512.565054347826,516.506847826087,591.1413043478261,1.8018738574040218
BARCARENA,PA,3143,458.03480750874957,484.8668151447661,500.854724785237,479.4424117085587,547.1587655106586,1.7289600813628274
BARCELOS,AM,127,453.40393700787405,483.707874015748,501.7700787401575,487.8795275590551,519.2125984251968,2.0471204188481678
BARRA,BA,896,438.97299107142857,459.67511160714287,479.8223214285714,464.5454241071429,518.6383928571429,1.2318007662835249
BARRA BONITA,SP,810,496.6277777777778,527.2981481481481,537.5051851851852,550.5264197530864,594.074074074074,2.911309523809524
BARRA DA ESTIVA,BA,1126,454.9851687388987,483.88010657193604,500.3958259325044,489.99777975133213,557.6909413854352,1.4011502516175414
BARRA DE SÃO FRANCISCO,ES,855,466.77298245614037,497.0442105263158,512.0091228070175,520.192514619883,557.8011695906433,2.2250252270433903
BARRA DO BUGRES,MT,485,449.6111340206185,476.259793814433,496.63670103092784,483.0632989690722,529.8969072164948,2.4014209591474245
BARRA DO CHOÇA,BA,614,455.7465798045603,490.61726384364823,505.58061889250814,486.85602605863187,557.9153094462541,1.4458762886597938
BARRA DO CORDA,MA,1449,442.90848861283644,471.01007591442374,489.359696342305,479.2102139406487,522.2774327122153,1.3925
BARRA DO GARÇAS,MT,2359,462.9797371767698,495.265960152607,510.844171259008,503.011742263671,549.8770665536244,2.4473684210526314
BARRA DO PIRAÍ,RJ,1062,489.8548964218456,525.971186440678,536.4542372881356,538.5544256120528,629.7928436911487,2.5389273356401385
BARRA DO TURVO,SP,83,446.6253012048193,488.4903614457831,514.8975903614457,488.72771084337353,518.0722891566265,1.4521739130434783
BARRA MANSA,RJ,2257,492.22995126273815,524.4545857332743,535.380948161276,546.2942844483828,638.7416925121843,2.717002662609357
BARRAS,PI,2173,437.38665439484583,463.17017947537965,478.7751035434883,468.64721583064886,526.9305108145421,1.1104195481788843
BARREIRA,CE,482,450.2954356846473,483.548132780083,503.1804979253112,500.55477178423234,551.7842323651453,1.2004950495049505
BARREIRAS,BA,6742,467.42763274992586,494.066671610798,508.4212251557401,504.0830910708989,600.9433402551172,2.0668734491315135
BARREIRINHA,AM,426,427.0208920187793,455.4025821596244,466.374882629108,449.1415492957746,474.74178403755866,1.1447784810126582
BARREIRINHAS,MA,947,445.4387539598733,471.81626187961984,485.62935586061246,471.8940865892292,502.0063357972545,1.162090345438441
BARREIROS,PE,1400,455.0032142857143,479.3927142857143,498.2233571428571,496.2985,552.2857142857143,1.580075662042875
BARRETOS,SP,2073,492.5639652677279,514.218137964303,528.8479498311626,540.547853352629,594.3077665219489,3.167387543252595
BARRINHA,SP,443,472.2218961625282,499.10902934537245,517.4471783295711,512.7397291196388,578.7810383747178,2.286061588330632
BARRO,CE,591,460.0534686971235,485.34196277495766,506.36497461928934,506.3390862944163,583.1810490693739,1.0654205607476634
BARROQUINHA,CE,372,443.922311827957,482.2013440860215,492.99919354838715,484.36397849462367,537.1505376344086,1.0703125
BARUERI,SP,5428,490.7077745025792,528.0513080324245,541.5339351510686,542.6163411938098,585.2063375092115,3.0968646627355096
BARÃO DE COCAIS,MG,641,484.6397815912636,518.2279251170046,531.2577223088924,536.9884555382215,579.4695787831513,2.5135135135135136
BARÃO DE GRAJAÚ,MA,659,434.45053110773904,460.9440060698027,479.9559939301973,463.3981790591806,517.3596358118361,1.2791450777202074
BATAGUASSU,MS,433,454.21270207852194,483.2852193995381,499.2471131639723,492.7958429561201,513.7182448036951,2.137596899224806
BATALHA,PI,1280,437.57718750000004,464.970546875,484.23078125,477.5340625,524.71875,1.20740498034076
BATATAIS,SP,1244,497.2266881028939,524.4416398713827,538.2824758842444,548.521463022508,604.0514469453376,3.0471768202080236
BATURITÉ,CE,1735,448.98109510086454,477.4598270893372,496.00945244956773,481.55135446685875,543.4812680115274,1.067338282078473
BAURU,SP,5579,510.1894067037104,540.6951962717333,547.2580928481807,564.2250582541674,609.6755690984047,3.881861748475167
BAYEUX,PB,2594,455.94491133384736,489.803700848111,508.18681572860453,492.11688511950655,551.1642251349267,1.6624069880297638
BEBEDOURO,SP,1326,503.09245852187024,531.421040723982,543.1009049773756,562.4234539969834,606.2745098039215,3.4158273381294966
BEBERIBE,CE,1164,455.034793814433,481.90652920962197,501.1667525773196,497.67396907216494,534.0549828178695,1.3759904912836767
BELA CRUZ,CE,577,462.81837088388215,489.00883882149043,506.4175043327557,522.5147313691508,572.6516464471404,1.338235294117647
BELA VISTA,MS,317,451.6977917981073,482.113880126183,496.52933753943216,488.5555205047319,518.2334384858044,1.97289972899729
BELFORD ROXO,RJ,3490,464.40905444126076,498.32017191977076,518.2677936962751,494.5038108882522,560.4297994269341,1.923751007252216
BELO HORIZONTE,MG,61663,514.9297293352578,550.4327230267745,552.178995507841,576.0617777273243,638.0918865446054,3.9692338280378148
BELO JARDIM,PE,1750,463.83862857142856,497.3849714285714,514.8013714285714,520.7910285714286,579.9314285714286,1.6759977827050998
BELO ORIENTE,MG,347,470.6348703170028,504.5648414985591,519.2164265129683,528.8400576368877,590.893371757925,2.179
BELÉM,PA,59888,474.62715235105526,507.3517148677531,516.3600020037403,503.32253539941223,596.6764627304301,2.259267341508398
BELÉM DO SÃO FRANCISCO,PE,903,434.6085271317829,460.4205980066445,482.29789590254705,471.4024363233666,482.85714285714283,1.2534313725490196
BENEVIDES,PA,2016,459.6528273809524,489.2794642857143,499.99315476190475,480.3829365079365,564.3055555555555,1.5525667351129364
BENJAMIN CONSTANT,AM,689,412.6882438316401,432.921770682148,436.58548621190135,439.30812772133527,348.94049346879535,1.0286844708209693
BENTO GONÇALVES,RS,1234,509.04173419773093,549.763776337115,552.308265802269,578.3867098865478,628.4927066450567,4.086805555555555
BEQUIMÃO,MA,325,437.4030769230769,459.7181538461538,482.87630769230765,468.6175384615385,515.7538461538461,1.444300518134715
BERTIOGA,SP,806,471.1495037220844,508.391935483871,525.7328784119106,511.97952853598014,545.9305210918114,2.5598173515981735
BERURI,AM,120,417.3333333333333,439.93833333333333,461.8191666666667,462.64166666666665,448.1666666666667,1.3259668508287292
BETIM,MG,7314,486.9521739130435,518.6187585452557,533.3331692644243,534.4131938747607,579.7976483456385,2.606549862483447
BEZERROS,PE,1911,466.4367870225013,498.0464678178964,514.4434327577185,513.1916797488226,574.421768707483,1.4383897889052528
BIGUAÇU,SC,1230,485.09626016260165,524.3678861788618,533.8606504065041,545.8139024390243,598.0,3.165960451977401
BIRIGUI,SP,1741,494.92739804709936,524.8399195864446,538.4442848937392,553.4701321079839,590.2469844916715,2.8496818663838814
BLUMENAU,SC,3833,501.18776415340466,536.6190712235847,544.8870597443256,563.017218888599,593.5924863031568,4.226282722513089
BOA ESPERANÇA,MG,1536,476.76914062500003,499.2350260416667,516.5026692708333,533.14453125,577.4088541666666,2.0902394106813995
BOA VIAGEM,CE,1132,445.16590106007067,476.66051236749115,493.6921378091873,495.17818021201407,517.5441696113074,1.1605288007554297
BOA VISTA,RR,8018,469.8143053130457,502.51850835619854,514.0029932651533,501.8219381391868,536.4280369169369,2.642782575685679
BOA VISTA DO RAMOS,AM,226,417.1110619469027,447.1761061946903,463.5977876106195,440.5853982300885,445.6637168141593,1.2138964577656677
BOCA DA MATA,AL,835,445.20479041916167,474.9426347305389,490.4619161676647,489.4249101796407,559.5928143712575,1.4395280235988202
BOCA DO ACRE,AM,367,429.57711171662123,460.34196185286106,488.0144414168937,472.58365122615805,534.550408719346,1.5786026200873362
