NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
CARLOS CHAGAS,MG,314,457.32292993630574,495.45031847133754,510.46560509554143,498.34936305732487,539.8726114649681,1.8302139037433156
CARMO DO PARANAÍBA,MG,648,488.474537037037,514.4435185185185,523.8521604938272,540.5720679012346,625.7407407407408,2.6493288590604025
CARMÉSIA,MG,140,464.14071428571424,500.50857142857143,512.6764285714286,525.1892857142857,539.8571428571429,1.7591463414634145
CARMÓPOLIS,SE,413,443.5147699757869,475.1576271186441,494.2457627118644,474.99854721549633,563.0024213075061,1.4388560157790926
CARNAÍBA,PE,846,459.2205673758865,484.76654846335697,507.7802600472813,517.5121749408984,558.581560283688,1.3311874105865522
CAROLINA,MA,535,447.3201869158878,480.41289719626167,495.4209345794393,480.5241121495327,544.5981308411215,1.703588143525741
CARPINA,PE,2652,469.9866138763198,496.01244343891403,510.690346907994,511.75942684766216,571.0331825037707,1.7740160106737826
CARUARU,PE,9534,479.55359765051395,512.2417663100482,526.3298720369205,533.7723935389133,585.0010488777009,2.117107093184979
CARUTAPERA,MA,788,432.2624365482233,459.84251269035536,475.5034263959391,463.26142131979697,506.8781725888325,1.1412459720730397
CASA BRANCA,SP,356,495.42022471910116,519.3005617977528,532.1390449438202,541.0859550561798,591.9662921348314,3.021531100478469
CASA NOVA,BA,927,443.9101402373247,466.4826321467098,487.87259978425027,478.18532901833873,518.4897518878101,1.4379340277777777
CASCAVEL,PR,7580,489.32985488126644,521.9134168865436,530.7663720316623,540.050290237467,594.5540897097625,3.221629986244842
CASIMIRO DE ABREU,RJ,471,488.5208067940552,516.9651804670913,529.9934182590233,526.5908704883227,576.0084925690021,2.7257194244604315
CASSILÂNDIA,MS,501,462.28183632734533,488.0225548902195,507.3632734530938,497.3750499001996,538.443113772455,2.542307692307692
CASTANHAL,PA,5919,470.0848623078222,502.4524919749957,512.177377935462,497.86448724446694,615.7290082784255,1.865545622250603
CASTELO,ES,744,493.6567204301075,514.4469086021505,524.709811827957,550.6072580645161,609.8924731182796,2.4898862199747156
CASTELO DO PIAUÍ,PI,940,440.85393617021276,475.4864893617021,489.16425531914894,480.0692553191489,537.5531914893617,1.1308691308691308
CASTRO,PR,930,488.0733333333333,522.0240860215054,531.3816129032258,526.4893548387097,542.989247311828,3.1151050080775446
CASTRO ALVES,BA,591,443.32470389170896,472.7235194585448,489.868358714044,474.4534686971235,510.1184433164129,1.367603550295858
CATAGUASES,MG,1154,505.05415944540727,534.7428942807626,541.9590121317158,566.2803292894281,642.8249566724437,3.0266617969320673
CATALÃO,GO,3484,482.45077497129734,510.28444316877153,524.6336969001148,528.5530137772676,587.3363949483353,2.811648238621754
CATANDUVA,SP,2191,509.3992240985851,537.607120036513,546.799863076221,573.2404837973528,633.518941122775,3.650021901007446
CATENDE,PE,1128,443.05691489361703,472.66019503546096,492.7578014184398,481.66586879432623,537.2517730496454,1.3649492583918814
CATOLÉ DO ROCHA,PB,1818,456.6836083608361,480.15676567656766,496.0161716171617,500.33415841584156,586.5786578657866,1.4345747357825869
CATU,BA,1323,468.7146636432351,493.46606198034766,511.3704459561602,502.74618291761146,556.1602418745276,1.7088998763906056
CAUCAIA,CE,7029,466.71832408592974,499.4683169725423,514.4791008678333,509.97668231611897,562.5949637217243,1.6285653013081707
CAXAMBU,MG,960,480.14677083333333,515.5151041666667,524.9704166666667,537.2108333333333,576.3125,2.1224798387096775
CAXIAS,MA,5590,447.99447227191416,473.7686583184257,489.43463327370307,477.7638640429338,521.6779964221824,1.428147268408551
CAXIAS DO SUL,RS,4824,499.19127280265343,539.1932628524046,546.943843283582,563.1147180762853,621.6708126036484,3.66357670221493
CAÇADOR,SC,682,484.59178885630496,520.5409090909092,532.1851906158357,538.1994134897361,565.9237536656891,3.5772787318361954
CAÇAPAVA,SP,1025,496.88604878048784,535.9643902439025,545.9096585365854,560.3543414634146,596.0,3.5771103896103895
CAÇAPAVA DO SUL,RS,715,469.1413986013986,502.37048951048956,517.1095104895105,506.64335664335664,530.5454545454545,2.357320099255583
CEARÁ-MIRIM,RN,1977,458.6598887202832,489.90976226605966,503.18533131006575,493.04790085988867,547.941325240263,1.6198854337152209
CEDRO,CE,734,441.44972752043594,469.8784741144414,490.30449591280654,490.2525885558583,503.7057220708447,1.2293577981651376
CEREJEIRAS,RO,354,465.2830508474577,486.46271186440674,502.8997175141243,499.22033898305085,549.0395480225989,2.2275064267352187
CERES,GO,1766,472.9483578708947,504.61115515288793,518.5639297848245,522.9216874292185,592.6160815402038,2.4947275922671355
CERQUEIRA CÉSAR,SP,363,493.3338842975207,523.8118457300276,534.3834710743802,544.3922865013774,572.67217630854,2.912087912087912
CERQUILHO,SP,610,499.61032786885244,534.5968852459016,545.2080327868853,561.9655737704918,603.1147540983607,3.6005747126436782
CERRO LARGO,RS,894,479.79709172259504,514.5479865771812,522.1831096196868,544.8058165548099,587.158836689038,2.7719849246231156
CHAPADA DOS GUIMARÃES,MT,346,456.82687861271677,493.23786127167625,503.73583815028906,490.9208092485549,534.5664739884393,2.5022988505747126
CHAPADINHA,MA,2372,438.13591905564925,463.1910623946037,478.40687183811133,468.45560708263065,508.44013490725126,1.199961729812476
CHAPADÃO DO SUL,MS,665,470.2500751879699,497.4206015037594,512.4590977443609,514.2443609022556,531.3684210526316,2.744039270687237
CHAPECÓ,SC,3620,491.2640055248619,528.3975138121547,534.1254419889503,547.2503314917127,592.5082872928177,3.7172940247433535
CHARQUEADAS,RS,766,471.4527415143603,509.46187989556137,527.1355091383812,514.5613577023498,549.4255874673629,2.919806763285024
CHAVAL,CE,393,448.58015267175574,481.3310432569975,501.51145038167937,484.8513994910942,533.3842239185751,1.0307692307692307
CHOPINZINHO,PR,592,474.8099662162162,514.064527027027,523.2898648648649,528.7324324324323,561.9256756756756,2.8739495798319328
CIANORTE,PR,1832,474.21512008733623,504.4431768558952,520.3801855895197,515.5776746724891,562.740174672489,3.058550596553248
CIDADE OCIDENTAL,GO,1145,450.59755458515286,490.57816593886463,508.2166812227074,485.96331877729256,523.4934497816594,1.9429530201342282
CLEVELÂNDIA,PR,191,470.3089005235602,505.82303664921466,522.124607329843,507.9450261780105,577.4869109947643,2.957943925233645
CLÁUDIO,MG,911,476.72843029637755,512.5766190998902,525.6246981339187,542.0729967069154,595.6311745334797,2.6109969167523124
COARACI,BA,721,455.21983356449374,484.03245492371707,502.01262135922326,488.0930651872399,540.8321775312066,1.3571428571428572
COARI,AM,1249,434.5770216172938,456.2006405124099,476.4187349879904,456.082706164932,506.05284227381907,1.4240914419695194
COCOS,BA,676,435.96227810650885,463.510798816568,486.46523668639054,477.7399408284024,503.49112426035504,1.2434971098265897
CODAJÁS,AM,182,427.9346153846154,452.3873626373626,474.5769230769231,461.5620879120879,489.2307692307692,1.1564885496183206
CODÓ,MA,2662,436.84064613072877,464.9767468069121,482.02539444027053,464.39988730277986,516.3786626596544,1.2252604166666667
COELHO NETO,MA,1013,440.23622902270483,466.31865745310955,483.7815399802567,467.7472852912142,528.1934846989141,1.203887884267631
COLATINA,ES,3083,492.0811871553682,524.5292572169964,531.6003243593902,551.1005838469024,616.8537139150178,2.533640023001725
COLINAS,MA,747,434.62891566265057,455.1921017402945,477.8141900937082,464.5843373493976,500.053547523427,1.3817966903073287
COLINAS DO TOCANTINS,TO,830,455.54807228915666,479.12421686746984,497.1078313253012,493.69819277108434,549.6385542168674,1.963594994311718
COLNIZA,MT,207,447.9222222222222,470.18454106280194,486.19806763285027,483.0903381642512,477.9710144927536,2.0823529411764707
COLOMBO,PR,2635,480.95749525616696,522.725578747628,532.2436812144213,522.7969259962049,560.9563567362429,2.742232451093211
COLORADO,PR,823,461.9996354799514,484.1102065613609,502.6727825030377,497.76998784933176,552.5151883353584,2.770961145194274
COLORADO DO OESTE,RO,394,467.5723350253807,492.72233502538074,504.6543147208122,507.3286802030457,531.015228426396,2.508
COLÍDER,MT,533,459.15234521575985,495.55497185741086,504.9401500938086,503.84277673545967,548.5178236397749,2.650943396226415
COMODORO,MT,236,466.4385593220339,492.9512711864407,503.78177966101697,495.73220338983054,534.8305084745763,2.435114503816794
CONCEIÇÃO,PB,726,443.88484848484853,472.0752066115702,485.6150137741047,491.42396694214875,524.7382920110193,1.2538552787663109
CONCEIÇÃO DA BARRA,ES,462,455.15238095238095,483.3924242424242,502.37965367965364,491.6584415584416,527.5324675324675,1.7489270386266094
CONCEIÇÃO DA FEIRA,BA,537,442.3448789571695,468.577094972067,492.60521415270017,466.28640595903164,526.3314711359404,1.428006329113924
CONCEIÇÃO DO ARAGUAIA,PA,1895,441.07430079155677,467.0265963060686,480.8911345646438,471.84844327176785,510.1108179419525,1.553236797274276
CONCEIÇÃO DO COITÉ,BA,1726,463.1377172653534,497.9340092699884,509.53400926998836,497.0702780996524,565.8516801853998,1.4327354260089686
CONCEIÇÃO DO JACUÍPE,BA,946,453.62346723044396,482.46923890063425,503.42124735729385,477.5471458773784,534.7780126849894,1.4823883161512028
CONCEIÇÃO DO MATO DENTRO,MG,483,460.86438923395445,496.00600414078673,510.15134575569357,513.4635610766045,551.2629399585921,2.153379549393414
CONCÓRDIA,SC,1499,497.81521014009337,527.6422281521013,532.7108739159439,549.512808539026,617.6651100733823,3.8152416356877326
CONCÓRDIA DO PARÁ,PA,588,435.08214285714286,468.6513605442177,478.45850340136053,459.112074829932,499.21768707482994,1.347507331378299
CONFRESA,MT,642,449.5127725856698,473.73613707165106,488.0052959501558,482.3085669781931,511.58878504672896,2.261173184357542
CONGONHAS,MG,1301,489.42536510376635,519.9126825518832,532.1153727901614,546.4192159877018,614.3274404304382,2.8102580239144115
CONSELHEIRO LAFAIETE,MG,3166,496.35704358812376,527.02937460518,537.7628869235629,553.2582754264056,617.9406190777006,2.8621220604703246
CONSELHEIRO PENA,MG,496,468.5866935483871,500.9118951612903,520.9326612903226,523.9810483870967,554.3145161290323,2.154275092936803
CONTAGEM,MG,12001,497.4242063161403,530.7658028497625,540.2399883343054,546.113615532039,601.1765686192817,2.9395946999220577
CORAÇÃO DE JESUS,MG,570,456.469298245614,479.94473684210527,499.33982456140353,498.1277192982456,534.7719298245614,1.5165912518853695
CORAÇÃO DE MARIA,BA,629,442.916693163752,466.4931637519873,489.17472178060416,470.4313195548489,509.2209856915739,1.2690707350901527
CORDEIROS,BA,564,456.17198581560285,487.51028368794323,503.859219858156,503.9008865248227,560.886524822695,1.2292020373514432
COREAÚ,CE,753,446.17011952191234,478.9601593625498,496.03532536520584,505.08353253652064,528.7118193891102,1.0220238095238094
CORINTO,MG,406,462.50985221674875,494.47339901477835,509.50344827586207,515.5620689655173,536.0098522167488,1.9139676113360324
CORNÉLIO PROCÓPIO,PR,1677,473.7068574836017,508.5115086463924,523.5725700655933,520.1521168753727,558.1633870005963,2.7394078611536496
COROATÁ,MA,1172,436.8098122866894,460.86211604095564,480.87781569965875,465.2063139931741,532.6279863481228,1.0964714714714714
COROMANDEL,MG,599,477.49983305509187,503.2729549248748,519.4801335559265,517.2210350584307,579.398998330551,2.4749163879598663
CORONEL FABRICIANO,MG,1788,492.5411073825503,523.5959731543624,535.175615212528,550.7969239373602,621.7002237136466,2.6003649635036497
CORONEL VIVIDA,PR,528,463.5712121212121,504.67575757575753,513.7643939393939,513.223106060606,546.5909090909091,2.894781144781145
CORRENTE,PI,2668,427.3383808095952,450.60704647676164,466.75738380809594,455.2372563718141,496.5217391304348,1.271879021879022
CORRENTINA,BA,575,451.96,479.42713043478255,495.31165217391305,485.9655652173913,537.8434782608696,1.6890034364261168
CORUMBÁ,MS,2336,453.57529965753423,486.01566780821923,503.9215325342466,481.57213184931504,514.4948630136986,2.203074194501921
CORURIPE,AL,961,446.7061394380853,474.95234131113426,495.2874089490115,488.1544224765869,553.4651404786681,1.518460329929301
COSMÓPOLIS,SP,842,492.1461995249406,522.2849168646081,537.5597387173397,540.7340855106888,566.0570071258908,2.9682027649769585
COSTA RICA,MS,312,456.91121794871793,482.79551282051284,503.59935897435895,497.211858974359,506.47435897435895,2.5345821325648417
COTIA,SP,4318,494.1728578045391,530.148772579898,540.3028022232515,547.4055118110236,600.0926354793886,3.8438102583879674
COXIM,MS,910,456.2478021978022,480.42296703296705,504.99109890109895,487.1776923076923,503.8241758241758,2.061287477954145
CRATEÚS,CE,2314,464.1452895419187,494.6372082973207,508.188202247191,508.8588159031979,581.1668107173725,1.547876447876448
CRATO,CE,3592,479.89727171492206,508.1470489977728,520.7342427616926,525.3538140311804,613.8140311804009,1.8816994961062758
CRICIÚMA,SC,3233,493.86925456232603,532.2894215898546,540.297618311166,557.276183111661,602.5301577482214,3.717244821562266
CRISTALINA,GO,728,462.71195054945053,493.03173076923076,509.9072802197802,501.50686813186815,534.945054945055,2.5381136950904395
CRISTALÂNDIA,TO,287,447.3449477351916,470.92020905923346,492.8386759581882,486.35714285714283,531.2891986062717,1.8530351437699681
CRUZ,CE,512,454.654296875,492.8330078125,509.5369140625,531.8296875,536.796875,1.2352941176470589
CRUZ ALTA,RS,1501,474.0929380413058,513.7442371752165,525.4018654230513,519.249966688874,565.8094603597601,2.9097605893186005
CRUZ DAS ALMAS,BA,2604,464.3007680491551,489.78195084485407,502.7497311827957,494.5415514592934,545.084485407066,1.711720535422788
CRUZEIRO,SP,1081,506.25457909343197,536.8968547641073,547.8376503237743,565.7444958371879,620.3700277520815,3.2231993299832498
CRUZEIRO DO SUL,AC,3752,442.38627398720683,476.1365671641791,494.3498667377399,476.19482942430704,549.2857142857143,1.5957550860719876
CUBATÃO,SP,1598,475.4416145181477,512.3949311639549,532.2700250312892,523.520901126408,561.1514392991239,2.530745062836625
CUIABÁ,MT,17044,479.0148321990143,512.2462215442384,521.9023644684347,522.5971250880075,577.478291480873,3.6128421532846717
CUITÉ,PB,2027,457.89521460286136,481.75673408978787,499.0610261470153,490.52540700542676,551.9585594474593,1.2544086021505376
CUPIRA,PE,737,451.9607869742198,483.867842605156,502.063500678426,503.0865671641791,565.8616010854817,1.3176056338028168
CURAÇÁ,BA,471,447.4645435244161,473.0269639065818,492.31443736730364,484.95053078556265,523.3545647558386,1.4329896907216495
CURITIBA,PR,34489,514.8862216938734,549.9856823914871,552.7519498970686,574.9194612775088,609.7236800139175,4.4300564120021395
CURITIBANOS,SC,703,469.7516358463727,510.7176386913229,518.7071123755334,515.7250355618777,560.5120910384069,2.976817042606516
CURRAIS NOVOS,RN,2753,468.4573919360697,500.7868507083182,513.7252451870687,504.6446058844897,576.4983654195423,1.7435562805872757
CURRALINHO,PA,528,421.8357954545454,449.7778409090909,465.1814393939394,450.2787878787879,510.530303030303,1.2479050279329609
CURURUPU,MA,474,435.83691983122367,461.00274261603374,477.4949367088608,459.815611814346,515.8227848101266,1.0812937062937062
CURUÇÁ,PA,1173,437.56462063086104,467.57510656436483,480.56479113384484,459.2106564364876,530.0596760443308,1.2179487179487178
CURVELO,MG,1972,484.7279918864097,514.04107505071,525.0409229208925,532.178397565923,593.1947261663286,2.419319186560566
CUSTÓDIA,PE,687,452.69912663755457,478.176710334789,496.4275109170306,497.6478893740902,524.9781659388647,1.463125
CÁCERES,MT,2466,460.97769667477695,486.18386050283857,500.0229521492296,489.51711273317113,550.9732360097323,2.5618472584856398
CÂNDIDO MOTA,SP,287,491.09094076655055,510.68362369337984,531.4104529616724,529.2623693379791,581.8815331010453,3.0058479532163744
CÂNDIDO SALES,BA,993,447.8424974823766,474.16545820745216,494.29617321248736,485.76696878147027,543.1419939577039,1.3987701040681173
CÍCERO DANTAS,BA,1205,448.6014107883817,480.2843983402489,497.270622406639,489.49344398340247,549.2614107883818,1.2874015748031495
DELMIRO GOUVEIA,AL,1922,447.355254942768,474.1103017689906,495.018262226847,485.0649323621228,540.8324661810614,1.35580204778157
DIADEMA,SP,6623,475.2515627359203,514.7990789672353,531.1065529216368,519.1786350596407,560.2566812622679,2.5755813953488373
DIAMANTE,PB,305,442.73672131147543,471.7009836065573,484.9131147540984,496.22786885245904,562.0983606557377,1.1506849315068493
DIAMANTINA,MG,3420,486.2648245614035,513.7990935672515,524.4085087719299,526.9758479532163,585.0877192982456,2.3501675442795595
DIAMANTINO,MT,359,464.3779944289694,493.0077994428969,504.2339832869081,496.4841225626741,543.008356545961,2.9623115577889445
DIANÓPOLIS,TO,648,440.154012345679,463.0219135802469,483.84459876543207,471.8612654320987,518.8271604938271,1.7826354679802956
DIAS D'ÁVILA,BA,1287,459.68003108003103,492.8017871017871,511.5565656565657,488.65633255633253,540.9324009324009,1.6957957957957959
DIONÍSIO CERQUEIRA,SC,568,476.824647887324,517.1841549295774,524.2859154929578,522.5605633802817,571.9366197183099,2.881081081081081
DIVINÓPOLIS,MG,6383,504.6334168886104,534.5123766254112,542.0302835657214,573.4614444618518,634.6827510574965,3.1460689655172414
DOIS IRMÃOS,RS,382,491.4054973821989,537.3039267015707,552.0908376963351,572.4743455497382,620.890052356021,3.5280561122244487
DOIS IRMÃOS DO BURITI,MS,221,435.4877828054299,452.79321266968327,472.73755656108597,459.3447963800905,470.6787330316742,1.4146341463414633
DOIS VIZINHOS,PR,1445,476.4401384083045,510.3118339100346,519.5898269896194,525.916678200692,558.5467128027682,2.9303514376996804
DOM ELISEU,PA,793,447.38524590163934,474.50933165195465,492.39773013871377,480.0708701134931,523.858764186633,1.6985930735930737
DOM PEDRITO,RS,470,460.3908510638298,494.81042553191486,515.2459574468086,501.97297872340425,539.7021276595744,2.5730050933786077
DOM PEDRO,MA,905,450.46099447513814,479.8182320441989,497.05193370165745,496.25193370165744,557.9005524861878,1.4348717948717948
DOMINGOS MARTINS,ES,680,499.83411764705886,536.1301470588236,533.192794117647,571.9230882352941,608.7058823529412,2.4504685408299864
DOURADOS,MS,4536,487.8423500881834,515.3939814814815,526.1749779541447,529.6872354497355,578.2627865961199,3.0789473684210527
DRACENA,SP,1191,502.91670864819486,527.2014273719564,538.2475230898405,562.4047019311503,607.6910159529807,3.269230769230769
DUQUE DE CAXIAS,RJ,13339,471.5980658220256,504.12046630182175,522.4745858010346,504.38587600269886,567.7936876827348,2.1740619163506705
ECOPORANGA,ES,358,464.200279329609,491.2857541899441,503.7972067039106,513.5441340782122,527.2067039106146,1.849367088607595
EIRUNEPÉ,AM,283,442.36819787985866,473.3904593639576,488.9572438162544,478.92049469964667,530.4593639575971,1.6041666666666667
ELDORADO,SP,172,459.2912790697675,488.8645348837209,503.3470930232558,496.7279069767442,518.3720930232558,1.9017543859649122
ELDORADO DO CARAJÁS,PA,562,437.5855871886121,460.4325622775801,480.57241992882564,466.626512455516,483.80782918149464,1.5889570552147239
ELDORADO DO SUL,RS,520,467.07307692307694,510.09538461538455,524.0328846153845,505.14538461538456,537.8076923076923,2.476595744680851
EMBU DAS ARTES,SP,3176,469.5139798488665,510.2147040302267,527.1070843828716,505.57956549118387,559.9874055415617,2.3095773381294964
EMBU-GUAÇU,SP,1275,467.26219607843143,506.8790588235295,523.9762352941176,514.9676078431372,544.8,2.306752037252619
ENCANTADO,RS,552,494.12155797101445,539.1121376811594,539.8626811594203,568.147463768116,628.6231884057971,3.6510516252390057
ENCRUZILHADA DO SUL,RS,293,468.7771331058021,503.082252559727,522.7290102389079,511.95972696245735,567.3037542662116,2.116504854368932
ENGENHEIRO CALDAS,MG,424,467.7625,493.89363207547166,514.2617924528302,512.9139150943396,560.7075471698113,1.8195020746887967
ENTRE RIOS,BA,870,439.84114942528737,472.50045977011496,489.72678160919537,467.5051724137931,510.2758620689655,1.2997323818019626
ENTRE RIOS DE MINAS,MG,852,488.53333333333336,512.9834507042253,525.8833333333333,542.9336854460093,608.169014084507,2.1441586280814575
ENVIRA,AM,148,431.39054054054054,452.11486486486484,473.6121621621622,463.4777027027027,483.7837837837838,1.549738219895288
EPITACIOLÂNDIA,AC,217,457.38018433179724,490.87695852534563,510.5036866359447,484.326267281106,531.1520737327189,2.2057877813504825
ERECHIM,RS,2847,493.5487179487179,530.256234632947,535.2362838075167,548.1524762908325,591.9353705655076,3.2667145938173974
ERVÁLIA,MG,578,486.8775086505191,521.194982698962,527.9309688581315,544.0681660899654,619.3771626297578,1.9933333333333334
ESCADA,PE,1330,451.78518796992483,480.9188721804511,499.72195488721803,487.5206766917293,554.7218045112782,1.4557657107992679
ESMERALDAS,MG,654,471.6501529051988,508.430122324159,521.105504587156,512.0016819571865,547.0030581039755,2.3404126213592233
ESPERANTINA,PI,1209,439.32853598014884,468.34259718775843,485.61596360628613,477.15301902398676,525.5086848635236,1.2273425499231951
ESPERANTINÓPOLIS,MA,572,438.72797202797204,461.4776223776224,480.1239510489511,468.68793706293707,534.965034965035,1.3208
ESPERANÇA,PB,2132,464.9151500938086,494.4032833020638,508.5852251407129,503.33705440900565,591.5290806754222,1.416076634735527
ESPIGÃO D'OESTE,RO,616,464.81769480519483,496.89837662337663,504.58311688311693,508.3340909090909,540.4545454545455,2.233425414364641
ESPINOSA,MG,529,457.9969754253308,490.8559546313799,505.10812854442344,507.6162570888469,539.8487712665407,1.5557586837294333
ESPLANADA,BA,1098,447.98424408014574,474.0120218579235,491.84626593806917,471.0957194899818,535.1366120218579,1.342419716206124
ESPUMOSO,RS,734,479.53651226158036,513.2023160762943,519.4276566757494,533.0594005449591,588.9100817438692,2.843191196698762
ESPÍRITO SANTO DO PINHAL,SP,512,506.6638671875,536.0732421875,547.29140625,567.1078125,617.65625,3.385782747603834
ESTEIO,RS,1220,481.9231967213115,528.4061475409836,538.3345081967213,537.1122950819672,579.311475409836,3.1111451316595224
ESTREITO,MA,904,437.5411504424779,460.6654867256637,479.91880530973447,470.30066371681414,512.0132743362832,1.6991869918699187
ESTRELA,RS,408,506.99632352941177,543.9757352941176,545.1083333333333,578.0009803921569,618.1372549019608,4.122222222222222
ESTÂNCIA,SE,1664,457.3352764423077,487.87103365384615,504.39537259615383,498.32493990384614,585.4086538461538,1.6782071926999462
ESTÂNCIA VELHA,RS,553,487.06039783001813,524.7213381555155,538.874321880651,544.1895117540687,579.5298372513562,3.0764627659574466
EUCLIDES DA CUNHA,BA,1199,446.4532110091743,480.8181818181818,498.3263552960801,481.4444537114262,530.4587155963303,1.3664850136239781
EUNÁPOLIS,BA,2279,469.06709082931104,500.5111891180342,515.6854322071084,506.2238262395788,565.2654673102238,2.047792839763643
EUSÉBIO,CE,1221,480.1904995904996,509.27321867321865,520.7905814905815,533.1398853398854,580.4586404586405,2.3035502958579883
EXTREMA,MG,582,484.76391752577314,515.972852233677,530.7776632302405,535.5608247422681,577.0790378006873,2.6278145695364237
EXTREMOZ,RN,1013,457.12714708785785,491.7104639684107,508.203257650543,487.0625863770978,534.7680157946693,1.6357484076433122
EXU,PE,1050,447.6853333333333,472.0694285714286,490.1219047619048,489.4079047619048,518.6666666666666,1.1200836820083682
FARIAS BRITO,CE,448,455.9082589285714,481.84665178571424,498.5683035714286,505.85781249999997,528.0357142857143,1.348148148148148
FARROUPILHA,RS,794,486.0120906801007,533.3731738035265,542.6193954659949,557.3807304785894,595.743073047859,3.7738359201773837
FAZENDA RIO GRANDE,PR,1372,475.96967930029155,516.8140670553936,526.5141399416909,514.1304664723032,540.6997084548105,2.52775
FEIJÓ,AC,438,435.5123287671233,475.14269406392697,490.00296803652964,477.74520547945207,517.716894977169,1.3597883597883598
FEIRA DE SANTANA,BA,18779,471.167064273923,501.3754087012088,515.6980563395282,507.1510570317908,569.8833803716918,1.9739898016026054
FELIZ NATAL,MT,174,453.8948275862069,474.35574712643677,497.88505747126436,487.2114942528736,512.7586206896551,2.4162995594713657
FERNANDO DE NORONHA,PE,33,471.130303030303,508.90606060606063,524.5090909090909,505.0060606060606,494.54545454545456,2.196969696969697
FERNANDÓPOLIS,SP,1378,500.98563134978224,523.1091436865022,533.1534107402032,552.9701741654573,607.0246734397678,3.2995662949194546
FERRAZ DE VASCONCELOS,SP,2873,469.84479638009054,506.2090497737557,525.0059519665855,506.2060563870519,554.3056038983641,2.321982549684925
FLORESTA,PE,1108,449.4610108303249,470.8659747292419,495.06534296028883,484.08889891696754,547.3646209386281,1.3922068463219228
FLORESTA DO ARAGUAIA,PA,289,431.38927335640136,450.05882352941177,468.41487889273355,455.85709342560557,484.1522491349481,1.5196374622356494
FLORIANO,PI,4956,450.38730831315576,474.025403551251,490.5352098466505,484.2079297820823,548.9628732849072,1.574259161844643
FLORIANÓPOLIS,SC,9168,520.9171465968586,554.7032395287958,555.7748691099476,582.8647578534031,621.2761780104712,4.740415766738661
FONTE BOA,AM,135,438.3607407407407,462.9348148148148,476.90814814814814,452.6466666666667,507.4074074074074,1.372340425531915
FORMIGA,MG,1176,510.0559523809524,541.4905612244899,545.4032312925169,588.0486394557822,671.0034013605442,3.195596951735817
FORMOSA,GO,2608,465.40747699386503,497.9569401840491,513.5855828220858,506.4688266871165,545.467791411043,2.259423503325942
FORMOSA DA SERRA NEGRA,MA,726,427.99738292011017,453.2789256198347,464.9345730027548,472.35826446280987,502.03856749311296,1.1434108527131783
FORMOSO DO ARAGUAIA,TO,408,457.1730392156863,477.5583333333333,491.1906862745098,486.80367647058824,556.8627450980392,1.6686046511627908
FORQUILHA,CE,682,455.29193548387093,485.8609970674487,503.5634897360704,511.8755131964809,534.9560117302053,1.4027777777777777
FORTALEZA,CE,71173,489.60560043836847,523.9027341829064,533.4262416927768,543.529738805446,614.8345580486982,2.616026741026741
FOZ DO IGUAÇU,PR,6021,498.2696063776781,529.1573824946022,540.0274373027737,543.647301112772,584.8729446935725,3.3477696774990733
FRAIBURGO,SC,424,480.53396226415094,522.7801886792453,531.1999999999999,537.0127358490566,562.7358490566038,3.1083650190114067
FRANCA,SP,6070,497.3171663920923,528.5290280065898,540.2497858319605,556.9749917627678,632.3690280065898,3.2509541984732824
FRANCISCO BELTRÃO,PR,2582,486.73749031758325,525.1111928737413,531.1054996127033,541.095391169636,572.5096824167313,3.3616038433111606
FRANCISCO MORATO,SP,2024,464.1592391304348,503.5486166007905,522.6430830039526,497.3366600790514,538.8537549407115,2.114556135770235
FRANCISCO SÁ,MG,542,456.54630996309965,485.4245387453874,499.5542435424355,491.10848708487083,571.8450184501845,1.7246031746031747
FRANCO DA ROCHA,SP,1782,471.3359708193041,508.56936026936023,525.7268237934904,505.87373737373736,547.9349046015712,2.408740854832499
FREDERICO WESTPHALEN,RS,1799,475.77320733740964,513.0740967204002,520.5763757643135,522.9413563090606,590.5725403001668,2.673355629877369
FRUTAL,MG,1302,470.6219662058372,495.8418586789554,513.4483870967742,511.0031490015361,526.8356374807988,2.4707724425887263
FÁTIMA DO SUL,MS,435,471.9947126436782,497.12459770114947,513.1489655172413,504.9850574712644,550.8505747126437,2.409282700421941
GANDU,BA,1502,447.71011984021305,478.35039946737686,494.954327563249,476.68828229027963,555.8854860186418,1.389018691588785
GARANHUNS,PE,6303,470.2825638584801,500.35081707123595,516.1171822941457,512.0109788989371,563.2365540218943,1.7601010101010102
GARARU,SE,508,439.2956692913386,465.98267716535435,487.3523622047244,472.33149606299213,537.2047244094488,1.2264875239923225
GARIBALDI,RS,339,494.61563421828913,528.3283185840708,537.9595870206489,562.9637168141593,617.4041297935104,3.956298200514139
GAROPABA,SC,441,495.2897959183673,531.3462585034014,537.2707482993197,543.1514739229025,571.9727891156463,3.199463327370304
GARÇA,SP,731,492.06593707250346,520.8823529411765,533.5901504787962,537.2547195622435,613.7346101231191,2.9051136363636365
GETÚLIO VARGAS,RS,453,479.53885209713025,521.0562913907285,526.2752759381899,533.6006622516556,581.1037527593819,3.1927966101694913
