NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA
-0.19884328074936322,0.0046286917479378105,-0.4581249161131135,-0.17701176256104267,0.6780936654618218
0.09712083976358818,0.05568770913061291,0.05841709408269501,0.16361018228531995,0.13318509884697136
0.3347269698861544,0.3409296281893112,0.24089290951875503,0.3460811495843538,0.46631261799939605
0.3526025930443949,0.09893922779822542,-0.03865176859971094,-0.275114123407128,0.14000120251995854
0.5945912622551338,0.08385834747950047,0.06531571863361989,0.1512682346588179,0.4848785479010393
-0.11247355251391984,-0.5835373524162497,-0.6074350924874904,-0.22696991689701165,0.03867672964916306
-1.160744195521721,-1.222795452327402,-1.1657091485963438,-1.2462898467206023,-1.7867975105634564
-0.6047704643433898,-0.3391545098615746,-0.18757421886170725,-0.3144424856749733,-0.2858352189993617
-0.13970406235156047,-0.20573737288941096,-0.13781557662816835,-0.1769014395986519,-0.06077956723446783
-0.7171195670006913,-0.5447361819520763,-0.5752732155046983,-0.6337632449575906,-0.7926596193787657
-0.8066912199859866,-0.5029613765804932,-0.9019882816574725,-0.2883698946551792,-0.1212050179415145
0.05098750986741934,0.12754225466820673,0.08943519691188632,0.018110745659717774,-0.09720759788552427
-0.4316229375536647,-0.32645721276310063,-0.36252662498088883,-0.29149858421034536,-0.6220011360811986
0.003000621513728014,0.08699030599712579,0.054674078589033406,-0.2257482954967063,0.1111112223840113
-0.43585564764826007,-0.6410176028079376,-0.6436410537715347,-0.41083074818824394,-0.34050145914599855
-0.254514871509298,-0.12278002512318405,-0.2601443132770946,-0.22539242509623914,-0.40101063349795096
0.06875620342071119,0.15918919949538235,0.23082733884790532,0.07026809162998715,-0.40137283859423517
-0.7949417718713758,-0.8484607519637141,-0.8368115880715397,-0.8420073325048365,-0.12627456561637593
-0.7764344996861609,-1.1628356623456493,-1.1960281417803031,-0.8955168507708553,-0.6425976200339615
-1.060376688509589,-1.0959108448586672,-1.1340635509515014,-1.156582593302462,-1.673909637375745
-1.0231476247011257,-0.513150538116423,-0.47520690248148606,-0.6206850758514353,-0.9992253314247144
-0.6312360685715492,-0.6203620423435776,-0.5392288349692179,-0.5140610589516842,-0.24187420774078072
-0.9774510528159792,-1.0066222190231597,-1.26572368650073,-1.21912274455816,-1.0680357916217185
-0.9882664034433973,-1.0522282459183796,-1.0561514935742728,-0.8935884896569344,-0.5156193263021983
-1.2889216572082847,-0.8285743710750642,-0.785495528285331,-0.9133409203212011,-1.7106826721293036
-0.6359796797817319,-0.3494475645882697,-0.25295972886523577,-0.42362624852802316,-0.9184176673733742
-0.8883390889093599,-0.8268565298923148,-0.6894927078828509,-0.9579098379170796,-0.8204230386476721
-0.3951048107766614,-0.3306399268007082,-0.31288100410887704,-0.8169486362257359,-1.144770931189053
-1.1742022145854019,-0.8450867694347872,-0.6850525255292149,-0.8096978371661151,-0.9281524925735891
-1.6755956619975312,-1.1395494950660179,-1.537535120907933,-0.8713491198033353,-1.444445900513544
-1.5891463203707987,-1.4808665925051236,-1.5537078890252718,-1.5198000386055701,-0.9483145782393056
-1.4755270433809033,-1.456802833498717,-1.9852815648737743,-1.6608529173209714,-1.9749196517427345
-1.1837944325077365,-1.079660754260911,-0.8146349766396274,-1.501982836797947,-1.5207878435026836
