COD_MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,NOTA_GERAL_MEDIA,MUNICIPIO,RENDA_FAMILIAR_SM_MEDIA
1100452,RO,226,466.4004424778761,505.03495575221234,494.50265486725664,504.43362831858406,597.3451327433628,513.5433628318583,BURITIS,1.6490963855421688
1101302,RO,181,473.5359116022099,502.4640883977901,492.84088397790055,508.14861878453036,625.6353591160221,520.5249723756906,MIRANTE DA SERRA,1.6971649484536082
1101401,RO,111,467.23243243243246,493.2018018018018,473.98378378378374,483.58288288288287,594.7747747747748,502.5551351351352,MONTE NEGRO,1.5279850746268657
1101492,RO,183,467.03551912568304,492.1081967213115,479.42349726775956,494.9251366120219,615.4098360655738,509.78043715846997,SÃO FRANCISCO DO GUAPORÉ,1.4866220735785953
1200013,AC,195,461.5615384615385,497.471282051282,486.44871794871796,494.23692307692306,570.7692307692307,502.09753846153853,ACRELÂNDIA,1.2942307692307693
1200104,AC,220,473.44954545454544,508.9604545454546,500.2713636363636,511.2995454545454,600.3636363636364,518.868909090909,BRASILÉIA,1.4758953168044078
1200203,AC,1988,468.8548792756539,497.5124748490946,488.94059356136825,492.68405432595574,604.0241448692153,510.4032293762575,CRUZEIRO DO SUL,1.1213153724247227
1200252,AC,131,477.8351145038168,509.41145038167934,498.71603053435115,497.59541984732823,591.9083969465648,515.093282442748,EPITACIOLÂNDIA,1.536046511627907
1200302,AC,231,463.6502164502164,497.0753246753246,489.0558441558441,497.84805194805193,600.0,509.5258874458874,FEIJÓ,1.0997229916897506
1200328,AC,28,454.5214285714286,490.0142857142857,466.92857142857144,495.7,580.7142857142857,497.5757142857143,JORDÃO,0.9438775510204082
1200336,AC,239,456.0953974895398,481.8297071129707,466.5087866108787,473.10669456066944,599.2468619246862,495.357489539749,MÂNCIO LIMA,0.9443734015345269
1200351,AC,89,458.1640449438202,482.4067415730337,455.3067415730337,468.19213483146063,560.8988764044943,484.99370786516846,MARECHAL THAUMATURGO,0.8543046357615894
1200385,AC,131,463.475572519084,491.4503816793893,485.69236641221374,473.7274809160306,577.8625954198474,498.441679389313,PLÁCIDO DE CASTRO,1.3352941176470587
1200393,AC,47,457.21276595744683,483.5914893617021,467.2340425531915,479.92340425531916,569.7872340425532,491.5497872340426,PORTO WALTER,0.8357142857142857
1200401,AC,8969,484.57853718363253,519.360240829524,511.11095997324117,514.8209053406177,632.4004905786599,532.454226781135,RIO BRANCO,1.4438703339882122
1200435,AC,30,468.07666666666665,473.2633333333333,473.24666666666667,487.9,563.3333333333334,493.16400000000004,SANTA ROSA DO PURUS,1.3962264150943395
1200450,AC,380,472.0265789473684,500.995,492.13736842105266,493.2392105263158,614.578947368421,514.5954210526315,SENADOR GUIOMARD,1.0851788756388416
1200500,AC,366,465.7934426229508,494.3199453551913,498.0483606557377,498.03661202185793,619.344262295082,515.1085245901639,SENA MADUREIRA,1.224671669793621
1200609,AC,383,452.93707571801565,489.6543080939948,477.6885117493473,483.87571801566577,594.5691906005222,499.7449608355091,TARAUACÁ,1.0747172859450727
1200708,AC,116,469.29137931034484,502.5905172413793,491.3189655172414,493.2862068965517,602.0689655172414,511.71120689655174,XAPURI,1.2717391304347827
1200807,AC,124,467.4983870967742,497.1338709677419,486.64032258064515,483.1733870967742,582.4193548387096,503.37306451612903,PORTO ACRE,0.8202702702702702
1300029,AM,98,445.15816326530614,458.9102040816326,439.48061224489794,449.26428571428573,537.5510204081633,466.0728571428572,ALVARÃES,0.9479166666666666
1300086,AM,75,453.7293333333333,467.89466666666664,473.97599999999994,477.93733333333336,578.9333333333333,490.4941333333333,ANAMÃ,0.843103448275862
1300102,AM,73,461.9397260273972,493.6602739726027,479.17671232876717,478.32328767123283,600.2739726027397,502.67479452054795,ANORI,0.9906976744186047
1300144,AM,61,471.4459016393443,512.9081967213115,494.10819672131146,524.2245901639344,569.8360655737705,514.5045901639344,APUÍ,1.4134615384615385
1300300,AM,155,458.21806451612906,481.3632258064516,466.36129032258066,471.5877419354839,561.4193548387096,487.789935483871,AUTAZES,0.7344139650872819
1300409,AM,77,484.53636363636366,493.60649350649345,481.53246753246754,477.44025974025976,573.7662337662338,502.17636363636365,BARCELOS,1.2119565217391304
1300508,AM,300,450.33466666666664,473.45366666666666,451.5366666666667,458.2663333333333,535.8666666666667,473.89160000000004,BARREIRINHA,0.6440746753246753
1300607,AM,566,439.26925795053,439.89911660777386,425.54752650176675,428.16042402826855,500.3886925795053,446.6530035335689,BENJAMIN CONSTANT,0.5720562390158173
1300631,AM,95,458.4947368421053,463.60315789473685,456.81263157894733,449.13157894736844,570.9473684210526,479.79789473684207,BERURI,0.7720306513409961
1300680,AM,167,446.13592814371253,459.32874251497003,447.040119760479,444.622754491018,535.9281437125749,466.6111377245508,BOA VISTA DO RAMOS,0.6414373088685015
1300706,AM,221,464.23484162895926,492.1547511312217,491.952036199095,498.99095022624437,620.0,513.4665158371041,BOCA DO ACRE,1.1673027989821882
1300805,AM,151,445.78476821192055,470.8986754966887,460.16026490066224,460.26953642384103,544.2384105960265,476.27033112582774,BORBA,0.896875
1300839,AM,69,447.2463768115942,463.9130434782609,451.26666666666665,450.1449275362319,545.2173913043479,471.55768115942027,CAAPIRANGA,0.8033536585365854
1300904,AM,42,448.8714285714285,494.68095238095236,481.7261904761905,475.75952380952384,536.1904761904761,487.44571428571436,CANUTAMA,0.7791666666666667
1301001,AM,137,452.8313868613139,471.94525547445255,461.2992700729927,470.0613138686131,557.956204379562,482.81868613138687,CARAUARI,0.9163385826771654
1301100,AM,107,463.6785046728972,498.08130841121493,487.70373831775703,488.47196261682245,578.3177570093458,503.2506542056075,CAREIRO,1.16375
1301159,AM,119,456.536974789916,465.035294117647,453.2285714285714,451.64789915966384,572.1008403361344,479.7099159663866,CAREIRO DA VÁRZEA,0.842274678111588
1301209,AM,651,460.41566820276495,473.37281105990786,463.41658986175116,469.06635944700463,564.915514592934,486.2373886328725,COARI,0.7488830975428146
1301308,AM,148,457.13716216216216,477.84324324324325,465.5391891891892,469.6297297297297,547.972972972973,483.62445945945944,CODAJÁS,0.7706422018348624
1301407,AM,162,455.31481481481484,486.7320987654321,476.4913580246914,483.57592592592596,599.8765432098766,500.39814814814815,EIRUNEPÉ,1.058724832214765
1301506,AM,125,446.31440000000003,468.988,459.4664,473.45120000000003,588.96,487.43600000000004,ENVIRA,1.0377551020408162
1301605,AM,90,447.17111111111114,454.8833333333333,447.12333333333333,442.89777777777783,534.8888888888889,465.39288888888893,FONTE BOA,0.8162650602409639
1301704,AM,431,461.92784222737816,486.3825986078886,475.0366589327146,473.35684454756375,565.3364269141531,492.4080742459396,HUMAITÁ,1.1367924528301887
1301803,AM,96,453.925,459.0239583333334,455.6333333333334,453.98541666666665,549.1666666666666,474.346875,IPIXUNA,0.8803763440860215
1301852,AM,311,461.6926045016077,488.75337620578773,478.8900321543408,466.49871382636655,564.0514469453376,491.97723472668804,IRANDUBA,0.9451003541912633
1301902,AM,1082,461.8796672828096,484.5060998151571,473.4416820702403,477.4628465804066,563.5489833641404,492.1678558225508,ITACOATIARA,0.9014976958525346
1301951,AM,45,447.1333333333333,456.2488888888889,434.84222222222223,447.12888888888887,552.0,467.4706666666667,ITAMARATI,1.5105633802816902
1302108,AM,19,428.0210526315789,457.43157894736845,451.3,454.87368421052633,507.36842105263156,459.79894736842107,JAPURÁ,0.7666666666666667
1302306,AM,69,451.46521739130435,463.06666666666666,451.40434782608696,437.8550724637681,521.1594202898551,464.9901449275362,JUTAÍ,1.0413385826771653
1302405,AM,238,453.47647058823526,475.9668067226891,466.40546218487395,467.7878151260504,565.8823529411765,485.903781512605,LÁBREA,1.0914742451154529
1302504,AM,750,466.9617333333333,496.3217333333333,490.19693333333333,485.2881333333333,579.2533333333333,503.6043733333333,MANACAPURU,0.9113664987405542
1302553,AM,51,459.51960784313724,487.21176470588233,470.97843137254904,461.49215686274505,590.5882352941177,493.9580392156863,MANAQUIRI,0.7454545454545455
1302603,AM,25912,485.2566725841309,518.9515552639704,511.4029330040136,515.934374035196,612.1935782648966,528.7478226304414,MANAUS,1.3370267971076137
1302702,AM,131,467.08320610687025,508.5786259541985,487.60916030534355,493.0236641221374,603.6641221374045,511.9917557251909,MANICORÉ,0.9712543554006968
1302801,AM,37,440.59189189189186,468.9054054054054,455.5648648648649,449.2756756756757,503.7837837837838,463.62432432432433,MARAÃ,0.9438202247191011
1302900,AM,291,461.73264604811,489.2628865979381,480.53402061855667,480.05292096219927,575.6701030927835,497.4505154639175,MAUÉS,0.9379006410256411
1303007,AM,375,447.8061333333333,468.0269333333334,444.0085333333334,462.07706666666667,565.3866666666667,477.46106666666674,NHAMUNDÁ,0.65600624024961
1303106,AM,184,449.22934782608695,463.99239130434785,452.4358695652174,456.89347826086953,554.4565217391304,475.4015217391305,NOVA OLINDA DO NORTE,0.6916488222698073
1303205,AM,102,464.9627450980392,479.5323529411765,457.0754901960784,482.38235294117646,645.6862745098039,505.92784313725485,NOVO AIRÃO,0.8852459016393442
1303304,AM,116,450.6491379310345,468.6672413793104,448.79482758620685,456.3491379310345,542.4137931034483,473.3748275862069,NOVO ARIPUANÃ,0.7028301886792453
1303403,AM,1787,465.24303301622837,490.1740346950196,470.73777280358144,473.90526021264685,563.5926133184107,492.7305428091774,PARINTINS,0.6815902578796562
1303502,AM,54,470.0611111111111,469.55,468.0814814814815,473.24074074074076,610.3703703703703,498.26074074074074,PAUINI,0.9852941176470589
1303536,AM,228,464.2241228070176,495.55263157894734,485.021052631579,492.11315789473684,601.7543859649123,507.7330701754387,PRESIDENTE FIGUEIREDO,1.1707974137931034
1303569,AM,177,456.13107344632766,486.6045197740113,472.4525423728814,474.4632768361582,551.5254237288135,488.2353672316384,RIO PRETO DA EVA,0.8573264781491002
1303601,AM,51,448.11176470588236,484.08039215686273,468.54509803921565,447.51960784313724,529.8039215686274,475.6121568627451,SANTA ISABEL DO RIO NEGRO,0.8571428571428571
1303700,AM,165,438.5836363636364,450.8424242424242,436.4890909090909,447.52909090909094,520.6060606060606,458.8100606060606,SANTO ANTÔNIO DO IÇÁ,0.6493421052631579
1303809,AM,264,455.4079545454545,488.2507575757576,472.26553030303035,465.9526515151515,572.7272727272727,490.9208333333334,SÃO GABRIEL DA CACHOEIRA,1.227801268498943
